date,EMC
2023-11-09,23.1625212519
2023-11-10,23.3181049379
2023-11-13,23.2597610557
2023-11-14,23.8723718193
2023-11-15,24.0571274464
2023-11-16,23.8237519174
2023-11-17,23.8820957997
2023-11-20,24.125195309
2023-11-21,23.8723718193
2023-11-22,23.9598876427
2023-11-24,23.9209917212
2023-11-27,23.8334758978
2023-11-28,24.0182315249
2023-11-29,23.8529238585
2023-11-30,23.9209917212
2023-12-01,24.0279555053
2023-12-04,23.814027937
2023-12-05,23.7070641529
2023-12-06,23.6098243492
2023-12-07,23.7265121137
2023-12-08,23.7167881333
2023-12-11,23.8723718193
2023-12-12,23.8626478389
2023-12-13,24.1932631716
2023-12-14,24.4947065632
2023-12-15,24.3974667595
2023-12-18,24.3391228773
2023-12-19,24.6113943277
2023-12-20,24.1349192894
2023-12-21,24.5627744259
2023-12-22,24.4266387006
2023-12-26,24.66973821
2023-12-27,24.7086341315
2023-12-28,24.9088178259
2023-12-29,24.9186283094
2024-01-02,24.6145033183
2024-01-03,24.526208966
2024-01-04,24.5654509003
2024-01-05,24.5360194496
2024-01-08,24.643934769
2024-01-09,24.3986726794
2024-01-10,24.359430745
2024-01-11,24.4771565481
2024-01-12,24.5065879988
2024-01-16,24.0160638195
2024-01-17,23.7234170941
2024-01-18,23.9964428523
2024-01-19,24.2515154256
2024-01-22,24.1043581718
2024-01-23,24.2515154256
2024-01-24,24.3986726794
2024-01-25,24.3986726794
2024-01-26,24.3790517122
2024-01-29,24.3250940525
2024-01-30,24.1485053479
2024-01-31,24.0356847867
2024-02-01,24.2318944584
2024-02-02,24.2462177644
2024-02-05,24.2603448608
2024-02-06,24.643934769
2024-02-07,24.7518500885
2024-02-08,24.643934769
2024-02-09,24.8007062967
2024-02-12,24.9578702438
2024-02-13,24.5360194496
2024-02-14,24.958949397
2024-02-15,25.0577409667
2024-02-16,25.0069226617
2024-02-20,25.1442694319
2024-02-21,25.1737008827
2024-02-22,25.4483944231
2024-02-23,25.442508133
2024-02-26,25.3601000708
2024-02-27,25.3110476529
2024-02-28,25.0265436289
2024-02-29,25.1050274976
2024-03-01,25.4582049067
2024-03-04,25.3208581365
2024-03-05,25.095217014
2024-03-06,25.4189629724
2024-03-07,25.6053621605
2024-03-08,25.5268782918
2024-03-11,25.497446841
2024-03-12,25.7230879635
2024-03-13,25.6053621605
2024-03-14,25.3784456751
2024-03-15,25.1560420122
2024-03-18,25.1849829388
2024-03-19,25.1246484648
2024-03-20,25.5170678082
2024-03-21,25.5661202261
2024-03-22,25.4582049067
2024-03-25,25.5170678082
2024-03-26,25.5072573246
2024-03-27,25.5563097426
2024-03-28,25.6544145784
2024-04-01,25.7230879635
2024-04-02,25.7819508651
2024-04-03,25.7623298979
2024-04-04,25.7427089307
2024-04-05,25.8604347337
2024-04-08,25.9585395696
2024-04-09,26.0958863398
2024-04-10,25.8113823158
2024-04-11,25.9585395696
2024-04-12,25.2816162021
2024-04-15,25.0415536688
2024-04-16,24.7027976705
2024-04-17,24.643934769
2024-04-18,24.674445373
2024-04-19,24.5458299332
2024-04-22,24.7126081541
2024-04-23,25.0559750797
2024-04-24,25.1148379812
2024-04-25,25.1737008827
2024-04-26,25.3699105544
2024-04-29,25.4582049067
2024-04-30,25.1638903991
2024-05-01,25.1246484648
2024-05-02,25.6740355456
2024-05-03,26.0370234383
2024-05-06,26.0566444055
2024-05-07,25.8211927994
2024-05-08,25.8800557009
2024-05-09,25.9293043285
2024-05-10,25.8996766681
2024-05-13,26.0860758562
2024-05-14,26.3607693966
2024-05-15,26.6747048714
2024-05-16,26.684515355
2024-05-17,26.8467807535
2024-05-20,26.7434763614
2024-05-21,26.5079266504
2024-05-22,26.3313379459
2024-05-23,26.2921941164
2024-05-24,26.3953022989
2024-05-28,26.3558641549
2024-05-29,25.9389186024
2024-05-30,25.8717167899
2024-05-31,25.5851525643
2024-06-03,25.9544191665
2024-06-04,25.5318816384
2024-06-05,26.0628250101
2024-06-06,26.2234226264
2024-06-07,25.9622675534
2024-06-10,26.1821204905
2024-06-11,25.997781504
2024-06-12,26.2841495198
2024-06-13,26.3117169787
2024-06-14,26.3149544383
2024-06-17,26.4995877394
2024-06-18,26.7595655544
2024-06-20,26.7593693448
2024-06-21,26.6335008403
2024-06-24,26.5913157609
2024-06-25,26.5962210027
2024-06-26,26.5956323737
2024-06-27,26.5917925504
2024-06-28,26.651793594
2024-07-01,26.6113002789
2024-07-02,26.7206617869
2024-07-03,27.0555444587
2024-07-05,27.1137720724
2024-07-08,27.1384030426
2024-07-09,27.443827074
2024-07-10,27.5773269328
2024-07-11,27.5177199848
2024-07-12,27.6894471095
2024-07-15,27.4036293305
2024-07-16,27.5275723729
2024-07-17,26.8811571892
2024-07-18,26.5892309295
2024-07-19,26.4101145137
2024-07-22,26.7640122946
2024-07-23,26.6424338253
2024-07-24,26.2214412815
2024-07-25,25.9610426638
2024-07-26,26.2313921935
2024-07-29,26.0126691775
2024-07-30,25.8231092303
2024-07-31,26.3870599256
2024-08-01,25.7639949016
2024-08-02,25.2553161036
2024-08-05,24.6464385186
2024-08-06,24.8772799719
2024-08-07,25.0841801222
2024-08-08,25.704880573
2024-08-09,25.8034044541
2024-08-12,25.9784813907
2024-08-13,26.2475501099
2024-08-14,26.0919809017
2024-08-15,26.3748429643
2024-08-16,26.6014478908
2024-08-19,26.8214517172
2024-08-20,26.6147486147
2024-08-21,26.6567197881
2024-08-22,26.2429194875
2024-08-23,26.5915955027
2024-08-26,26.2539541622
2024-08-27,26.3640053374
2024-08-28,26.1424251288
2024-08-29,26.2369095308
2024-08-30,26.339472891
2024-09-03,25.7245853492
2024-09-04,25.8444889125
2024-09-05,25.8313852363
2024-09-06,25.3940377282
2024-09-09,25.6654710205
2024-09-10,25.6563082996
2024-09-11,25.9317810711
2024-09-12,26.1933619754
2024-09-13,26.2061700799
2024-09-16,26.150602611
2024-09-17,26.1629180961
2024-09-18,26.190307735
2024-09-19,26.6901193837
2024-09-20,26.6512024507
2024-09-23,26.9176110252
2024-09-24,27.550725485
2024-09-25,27.3600817751
2024-09-26,28.1586178312
2024-09-27,27.9512250615
2024-09-30,27.3822496483
2024-10-01,27.4690491875
2024-10-02,27.7246201351
2024-10-03,27.4191961037
2024-10-04,27.5965390897
2024-10-07,27.5721051671
2024-10-08,27.4108215738
2024-10-09,27.3305246107
2024-10-10,27.5260945147
2024-10-11,27.6820578184
2024-10-14,27.6309239241
2024-10-15,27.1991922773
2024-10-16,27.2783069538
2024-10-17,27.2900312956
2024-10-18,27.362643396
2024-10-21,27.316238648
2024-10-22,27.2616564179
2024-10-23,27.0581060796
2024-10-24,27.0953481066
2024-10-25,27.1089444022
2024-10-28,27.1790934055
2024-10-29,27.0252976272
2024-10-30,26.8871671459
2024-10-31,26.6609563149
2024-11-01,26.7197750719
2024-11-04,26.8532749308
2024-11-05,27.1878620309
2024-11-06,27.002243039
2024-11-07,27.3994913275
2024-11-08,26.8477575935
2024-11-11,26.6408574432
2024-11-12,26.2960238594
2024-11-13,26.0705026957
2024-11-14,26.0164130849
2024-11-15,25.8526663946
2024-11-18,26.0133588446
2024-11-19,26.1059712928
2024-11-20,26.0792713211
2024-11-21,26.1153310615
2024-11-22,26.1383856497
2024-11-25,26.2117859411
2024-11-26,26.0725716972
2024-11-27,25.9842942997
2024-11-29,25.9117807232
2024-12-02,26.0995672406
2024-12-03,26.2960238594
2024-12-04,26.4742535603
2024-12-05,26.5817431146
2024-12-06,26.5866693086
2024-12-09,27.0346573959
2024-12-10,26.6402662999
2024-12-11,26.8576099816
2024-12-12,26.6162264729
2024-12-13,26.7295289362
2024-12-16,26.5620383383
2024-12-17,26.5817431146
2024-12-18,25.9154261068
2024-12-19,26.0581872105
2024-12-20,26.1876475903
2024-12-23,26.3132655386
2024-12-24,26.3431182746
2024-12-26,26.3242016894
2024-12-27,26.1040993391
2024-12-30,25.9017450807
2024-12-31,25.8543263364
2025-01-02,25.9946977239
2025-01-03,26.2546079963
2025-01-06,26.3502391041
2025-01-07,26.1086812747
2025-01-08,25.9315057989
2025-01-10,25.4412475676
2025-01-13,25.0634848512
2025-01-14,25.1944320113
2025-01-15,25.628144878
2025-01-16,25.7231807715
2025-01-17,25.9774365074
2025-01-21,26.1597705076
2025-01-22,26.072770008
2025-01-23,26.2147286339
2025-01-24,26.2681987243
2025-01-27,25.6338986168
2025-01-28,25.9116653201
2025-01-29,25.9513462777
2025-01-30,26.472059644
2025-01-31,26.1632425914
2025-02-03,26.1993522628
2025-02-04,26.5475526658
2025-02-05,26.4076772903
2025-02-06,26.3580760932
2025-02-07,26.3846623348
2025-02-10,26.5494375113
2025-02-11,26.3878368114
2025-02-12,26.3962690149
2025-02-13,26.5821743013
2025-02-14,26.7648059088
2025-02-18,26.8281962385
2025-02-19,26.7155023189
2025-02-20,26.8838487816
2025-02-21,26.7350451905
2025-02-24,26.2701827721
2025-02-25,26.1793133792
2025-02-26,26.4354539606
2025-02-27,25.9190062973
2025-02-28,25.5839006102
2025-03-03,25.3269664097
2025-03-04,25.6605840608
2025-03-05,26.522156853
2025-03-06,26.2298073978
2025-03-07,26.3630362129
2025-03-10,25.5743771804
2025-03-11,25.9080940339
2025-03-12,26.1001498688
2025-03-13,25.9910272353
2025-03-14,26.494479385
2025-03-17,27.0028916544
2025-03-18,26.8983323311
2025-03-19,27.079575105
2025-03-20,26.8193672255
2025-03-21,26.6719524679
2025-03-24,26.7995267467
2025-03-25,26.7449654299
2025-03-26,26.4732500727
2025-03-27,26.5858447899
2025-03-28,26.0356683126
2025-03-31,25.9650362081
2025-04-01,26.0547151723
2025-04-02,26.1877455827
2025-04-03,25.6726867529
2025-04-04,24.1536996955
2025-04-07,23.3896428567
2025-04-08,22.9851946963
2025-04-09,24.8700401828
2025-04-10,24.235144861
2025-04-11,24.8660720871
2025-04-14,25.1140780721
2025-04-15,25.1391762778
2025-04-16,24.7988128639
2025-04-17,25.0321368947
2025-04-21,24.9861069838
2025-04-22,25.5449140694
2025-04-23,25.8882535551
2025-04-24,26.2142326219
2025-04-25,26.04052923
2025-04-28,26.0903288318
2025-04-29,26.2287161714
2025-04-30,26.2011379059
2025-05-01,26.2975626329
2025-05-02,26.8739285422
2025-05-05,27.0002131898
2025-05-06,26.844167824
2025-05-07,26.6176887584
2025-05-08,26.554397631
2025-05-09,26.7499255497
2025-05-12,27.5286643428
2025-05-13,27.7374853822
2025-05-14,27.9057326425
2025-05-15,27.8679365303
2025-05-16,27.8423423127
2025-05-19,27.9022605587
2025-05-20,27.8628772083
2025-05-21,27.6977052222
2025-05-22,27.6421518815
2025-05-23,27.7091134975
2025-05-27,27.6773687314
2025-05-28,27.50783184
2025-05-29,27.6578258598
2025-05-30,27.3001020269
2025-06-02,27.5696349315
2025-06-03,27.5957251611
2025-06-04,27.8461120037
2025-06-05,27.9552346371
2025-06-06,28.1571115089
2025-06-09,28.3823009434
2025-06-10,28.5356678445
2025-06-11,28.5504490013
2025-06-12,28.4218826986
2025-06-13,27.8973996414
2025-06-16,28.3536314515
2025-06-17,27.9266643476
2025-06-18,27.9552346371
2025-06-20,27.8560322431
2025-06-23,28.173479904
2025-06-24,28.8913084271
2025-06-25,28.8728567818
2025-06-26,29.036540732
2025-06-27,29.0359673422
2025-06-30,29.1960833761
2025-07-01,29.1853293141
2025-07-02,29.1675054521
2025-07-03,29.1505777619
2025-07-07,28.8417967787
2025-07-08,29.0120694267
2025-07-09,29.0291962661
2025-07-10,29.1206057929
2025-07-11,28.8763491815
2025-07-14,28.9340029027
2025-07-15,29.2592137029
2025-07-16,29.3354878832
2025-07-17,29.4873392213
2025-07-18,29.3082044297
2025-07-21,29.4043935396
2025-07-22,29.4989894551
2025-07-23,29.827984092
2025-07-24,29.638194813
2025-07-25,29.5736704411
2025-07-28,29.2391991986
2025-07-29,29.1902084718
2025-07-30,28.8928785731
2025-07-31,28.9262360801
2025-08-01,28.6506134546
2025-08-04,29.0275034971
2025-08-05,29.0260098774
2025-08-06,29.1684016239
2025-08-07,29.4619476861
2025-08-08,29.2600103
2025-08-11,29.1441054098
2025-08-12,29.4101688692
2025-08-13,29.7180536806
2025-08-14,29.3662564494
2025-08-15,29.434265934
2025-08-18,29.6284364975
2025-08-19,29.3954318213
2025-08-20,29.4292872016
2025-08-21,29.3894573424
2025-08-22,29.9918839625
2025-08-25,29.9649988075
2025-08-26,29.9520541033
2025-08-27,29.6952510862
2025-08-28,29.8511849849
2025-08-29,29.5990619763
2025-09-02,29.4152471762
2025-09-03,29.5457895397
2025-09-04,29.4912226326
2025-09-05,29.857956061
2025-09-08,29.994572478
2025-09-09,30.2258843852
2025-09-10,30.3254590331
2025-09-11,30.624182977
2025-09-12,30.5485062445
2025-09-15,30.749746608
2025-09-16,31.0316424364
2025-09-17,31.2251159773
2025-09-18,31.1867797379
2025-09-19,31.0513582167
2025-09-22,31.0943744646
2025-09-23,30.9520822927
2025-09-24,30.9308728926
2025-09-25,30.8469314644
2025-09-26,30.6192042446
2025-09-29,30.9039877377
2025-09-30,31.0254688082
2025-10-01,31.2411474957
2025-10-02,31.3899120197
2025-10-03,31.4214771831
2025-10-06,31.6410392818
2025-10-07,31.2600666788
2025-10-08,31.5651634001
2025-10-09,31.326184245
2025-10-10,30.4300124135
2025-10-13,30.9776729772
2025-10-14,30.6446953544
2025-10-15,31.079836566
2025-10-16,31.0338330786
2025-10-17,31.0523539631
2025-10-20,31.4107231211
2025-10-21,31.0456824617
2025-10-22,30.9029919912
2025-10-23,31.003462811
2025-10-24,31.1170774843
2025-10-27,31.5406680367
2025-10-28,31.4506525549
2025-10-29,31.5358884536
2025-10-30,31.2197389463
2025-10-31,31.1460537069
2025-11-03,31.3459000253
2025-11-04,30.6788494587
2025-11-05,30.9804610673
2025-11-06,30.5383496304
2025-11-07,30.2629261542
2025-11-10,30.7038426953
2025-11-11,30.7407848897
2025-11-12,30.5711096896
2025-11-13,30.2767670303
2025-11-14,30.2509771964
2025-11-17,30.0416712865
2025-11-18,29.8537739258
2025-11-19,29.6975413031
2025-11-20,29.3123865649
2025-11-21,29.3446487508
2025-11-24,29.7157634637
2025-11-25,29.7827772018
2025-11-26,30.1346740076
2025-11-28,30.2408205824
2025-12-01,30.1950162443
2025-12-02,30.2534665626
2025-12-03,30.2507780471
2025-12-04,30.2810487401
2025-12-05,30.3852038219
2025-12-08,30.3547339796
2025-12-09,30.3408931035
2025-12-10,30.6834298925
2025-12-11,30.5980944192
2025-12-12,30.161160864
2025-12-15,30.0504338555
2025-12-16,29.7638580187
2025-12-17,29.4327723142
2025-12-18,29.9204889399
2025-12-19,30.230166095
2025-12-22,30.3204803007
2025-12-23,30.4549060754
2025-12-24,30.5022040332
2025-12-26,30.6789490333
2025-12-29,30.6905992671
2025-12-30,30.8042
2025-12-31,30.7432
