date,BCR
2016-01-15,175.4661543517
2016-01-19,177.2115928396
2016-01-20,175.4562370876
2016-01-21,177.6380351974
2016-01-22,181.7989440049
2016-01-25,182.8217927093
2016-01-26,181.8883191344
2016-01-27,182.0174165437
2016-01-28,177.1216455602
2016-01-29,181.9975554038
2016-02-01,186.7741595479
2016-02-02,187.5785357136
2016-02-03,183.8645025537
2016-02-04,185.830755403
2016-02-05,181.6400548857
2016-02-08,178.4026890833
2016-02-09,180.1802611036
2016-02-10,184.8674901183
2016-02-11,180.2398445233
2016-02-12,182.4245699115
2016-02-16,186.1386030714
2016-02-17,186.754298408
2016-02-18,186.029366802
2016-02-19,187.7970082524
2016-02-22,188.1545087704
2016-02-23,190.1803450395
2016-02-24,192.5636818265
2016-02-25,195.2052134322
2016-02-26,194.3412538469
2016-02-29,191.0443046248
2016-03-01,193.1495854534
2016-03-02,191.6798611013
2016-03-03,191.92812535
2016-03-04,192.9708351943
2016-03-07,192.7027098058
2016-03-08,192.6431263861
2016-03-09,194.142642448
2016-03-10,194.0929895983
2016-03-11,193.7156279403
2016-03-14,194.0929895983
2016-03-15,192.9807657643
2016-03-16,192.8020155053
2016-03-17,192.3452092877
2016-03-18,195.4435471109
2016-03-21,194.7384766448
2016-03-22,196.5160486651
2016-03-23,197.46938338
2016-03-24,196.8238963335
2016-03-28,197.9162590275
2016-03-29,200.964944001
2016-03-30,201.4714030683
2016-03-31,201.2628610994
2016-04-01,203.2688362285
2016-04-04,205.5727284561
2016-04-05,201.4316807885
2016-04-06,203.9937678346
2016-04-07,201.888487006
2016-04-08,201.7891813066
2016-04-11,201.4813336382
2016-04-12,203.4277253477
2016-04-13,204.7981440003
2016-04-14,204.659116021
2016-04-15,205.3542559172
2016-04-18,207.250994777
2016-04-19,207.3403699065
2016-04-20,207.6879398546
2016-04-21,205.582659026
2016-04-22,205.7912009949
2016-04-25,205.4932838965
2016-04-26,204.103004104
2016-04-27,208.7405802689
2016-04-28,212.971003066
2016-04-29,210.9329554687
2016-05-02,213.6470383665
2016-05-03,212.7423440672
2016-05-04,212.6329854157
2016-05-05,214.2733651891
2016-05-06,215.138292706
2016-05-09,216.4605382203
2016-05-10,219.6717058979
2016-05-11,218.0611512113
2016-05-12,218.1705098629
2016-05-13,217.3751742152
2016-05-16,220.6161669796
2016-05-17,217.9418508642
2016-05-18,216.8681477398
2016-05-19,217.305582346
2016-05-20,218.4588190352
2016-05-23,218.8962536414
2016-05-24,219.989840157
2016-05-25,218.8863119458
2016-05-26,218.2997519056
2016-05-27,217.723133561
2016-05-31,217.7629003434
2016-06-01,217.8523756038
2016-06-02,219.4430468992
2016-06-03,219.3336882477
2016-06-06,220.2383825469
2016-06-07,221.3518524537
2016-06-08,223.6980926145
2016-06-09,225.1992886495
2016-06-10,224.0559936559
2016-06-13,224.0261685692
2016-06-14,225.8653822545
2016-06-15,223.2507163126
2016-06-16,223.7478010925
2016-06-17,223.7279177013
2016-06-20,226.4519422947
2016-06-21,226.8893769009
2016-06-22,227.1478609864
2016-06-23,229.3449757132
2016-06-24,224.8413876081
2016-06-27,223.7179760057
2016-06-28,226.2928751651
2016-06-29,230.9952971822
2016-06-30,233.7889136448
2016-07-01,233.3813041254
2016-07-05,235.5684771566
2016-07-06,235.459118505
2016-07-07,236.4135212823
2016-07-08,237.6065247538
2016-07-11,235.7871944597
2016-07-12,234.1965231643
2016-07-13,233.4210709077
2016-07-14,233.7889136448
2016-07-15,231.1315428512
2016-07-18,230.7931510647
2016-07-19,231.7087994281
2016-07-20,231.3505022424
2016-07-21,230.3552322822
2016-07-22,228.91209084
2016-07-25,227.8770100814
2016-07-26,230.3751376814
2016-07-27,222.5921265929
2016-07-28,223.189288569
2016-07-29,222.6717481897
2016-08-01,224.0850315331
2016-08-02,221.5769512335
2016-08-03,218.790195345
2016-08-04,220.3726745817
2016-08-05,221.4674715379
2016-08-08,220.4124853801
2016-08-09,221.5072823363
2016-08-10,221.5570458343
2016-08-11,222.0546808144
2016-08-12,221.4475661387
2016-08-15,221.188795949
2016-08-16,217.7451618868
2016-08-17,217.1479999107
2016-08-18,217.0783310135
2016-08-19,218.0437428749
2016-08-22,216.9389932191
2016-08-23,216.6503649306
2016-08-24,213.9830414374
2016-08-25,214.3015278246
2016-08-26,216.0432502549
2016-08-29,219.3276411235
2016-08-30,220.064140894
2016-08-31,219.7954180048
2016-09-01,220.4522961785
2016-09-02,220.16366789
2016-09-06,220.989741957
2016-09-07,218.690668349
2016-09-08,217.7451618868
2016-09-09,212.5398999951
2016-09-12,214.3114805242
2016-09-13,212.0124069162
2016-09-14,215.8840070613
2016-09-15,222.5722211937
2016-09-16,225.1798284893
2016-09-19,225.6774634694
2016-09-20,226.8817401212
2016-09-21,227.4291385993
2016-09-22,230.2557052862
2016-09-23,228.8225165435
2016-09-26,226.812071224
2016-09-27,227.5087601961
2016-09-28,226.2248619475
2016-09-29,222.6817008893
2016-09-30,223.2191466678
2016-10-03,222.7115589881
2016-10-04,220.5319177753
2016-10-05,220.3129583841
2016-10-06,221.1987486486
2016-10-07,221.9153430199
2016-10-10,226.3741524415
2016-10-11,216.7299865274
2016-10-12,216.789702725
2016-10-13,217.6257294916
2016-10-14,218.7603372462
2016-10-17,218.0039320765
2016-10-18,222.363214502
2016-10-19,219.4271681195
2016-10-20,219.4072627203
2016-10-21,218.6001421299
2016-10-24,218.1417773501
2016-10-25,214.1759255602
2016-10-26,214.1858900119
2016-10-27,209.5125621489
2016-10-28,213.9467431703
2016-10-31,215.9097401618
2016-11-01,213.9766365255
2016-11-02,214.6143614365
2016-11-03,216.3581404898
2016-11-04,216.9161497869
2016-11-07,219.8357341448
2016-11-08,223.3531856068
2016-11-09,218.1716707053
2016-11-10,219.5567294963
2016-11-11,212.4819687655
2016-11-14,203.0456329739
2016-11-15,211.4456657852
2016-11-16,212.2328574722
2016-11-17,215.2520863474
2016-11-18,214.9631172472
2016-11-21,214.4350013053
2016-11-22,208.0577521958
2016-11-23,209.2534864039
2016-11-25,211.8542083063
2016-11-28,210.2100737703
2016-11-29,215.1125840232
2016-11-30,209.8015312492
2016-12-01,206.1246485595
2016-12-02,209.2136285969
2016-12-05,209.4627398903
2016-12-06,207.9979654854
2016-12-07,210.4292917084
2016-12-08,212.8506534797
2016-12-09,215.8698823549
2016-12-12,219.0684713614
2016-12-13,219.5766583998
2016-12-14,217.1453321768
2016-12-15,219.9254142104
2016-12-16,220.2442766659
2016-12-19,219.5467650446
2016-12-20,219.6862673688
2016-12-21,218.8791467784
2016-12-22,219.8955208552
2016-12-23,222.3069181748
2016-12-27,222.7254251476
2016-12-28,221.6592288121
2016-12-29,223.3332567033
2016-12-30,223.8613726452
2017-01-03,226.6613835823
2017-01-04,226.5717035167
2017-01-05,228.3254470218
2017-01-06,228.8435985119
2017-01-09,229.3318566469
2017-01-10,231.832934032
2017-01-11,233.7461087648
2017-01-12,234.4336559344
2017-01-13,233.3375662438
2017-01-17,234.4735137414
2017-01-18,233.9553622512
2017-01-19,231.3147825419
2017-01-20,230.8958063099
2017-01-23,230.7262206922
2017-01-24,230.5466594499
2017-01-25,229.9580976003
2017-01-26,226.0077502703
2017-01-27,237.8587922601
2017-01-30,236.2427410797
2017-01-31,236.7514979328
2017-02-01,235.724008602
2017-02-02,237.0308154208
2017-02-03,237.280206035
2017-02-06,236.3724241991
2017-02-07,236.073155462
2017-02-08,237.0507666699
2017-02-09,239.2653553246
2017-02-10,239.7042828057
2017-02-13,240.0035515428
2017-02-14,240.0733809148
2017-02-15,241.6595052215
2017-02-16,241.2006264913
2017-02-17,241.8191152146
2017-02-21,242.647092054
2017-02-22,242.786750798
2017-02-23,243.1458732825
2017-02-24,244.5823632207
2017-02-27,243.6446545111
2017-02-28,244.6422169681
2017-03-01,246.8867324965
2017-03-02,245.8193406674
2017-03-03,245.1908763195
2017-03-06,246.4777318891
2017-03-07,245.0911200738
2017-03-08,246.0288287834
2017-03-09,247.6249287147
2017-03-10,249.1611748986
2017-03-13,250.0190786116
2017-03-14,248.592564298
2017-03-15,250.1088592328
2017-03-16,248.9516867826
2017-03-17,250.2385423522
2017-03-20,250.0689567345
2017-03-21,248.9317355334
2017-03-22,248.9616624072
2017-03-23,248.1237099432
2017-03-24,249.3008336426
2017-03-27,250.1687129802
2017-03-28,249.8694442431
2017-03-29,249.0713942774
2017-03-30,247.9341730764
2017-03-31,247.9341730764
2017-04-03,249.9592248642
2017-04-04,247.7945143324
2017-04-05,248.2833199364
2017-04-06,248.4229786803
2017-04-07,248.7821011649
2017-04-10,249.2509555197
2017-04-11,249.3806386391
2017-04-12,248.4928080523
2017-04-13,248.2035149398
2017-04-17,250.6674942087
2017-04-18,248.9616624072
2017-04-19,253.4606690885
2017-04-20,254.1489871838
2017-04-21,252.4531310068
2017-04-24,301.6728626379
2017-04-25,302.7701813407
2017-04-26,302.9696938321
2017-04-27,305.0945018656
2017-04-28,306.9914831914
2017-05-01,306.4323729059
2017-05-02,306.2626429978
2017-05-03,306.102897202
2017-05-04,306.1128813142
2017-05-05,307.5605775892
2017-05-08,305.4339616818
2017-05-09,305.483882243
2017-05-10,304.7750102739
2017-05-11,307.3109747832
2017-05-12,307.221117773
2017-05-15,307.5306252525
2017-05-16,305.8333261715
2017-05-17,304.4355504577
2017-05-18,305.9032149572
2017-05-19,307.0613719771
2017-05-22,306.7718327221
2017-05-23,307.8501168442
2017-05-24,307.9499579666
2017-05-25,308.0997196502
2017-05-26,308.2095448849
2017-05-30,309.5374318129
2017-05-31,306.9415626302
2017-06-01,312.5027131486
2017-06-02,312.8621411893
2017-06-05,312.7623000668
2017-06-06,312.562617822
2017-06-07,313.5909813829
2017-06-08,313.3813150258
2017-06-09,313.7507271787
2017-06-12,312.9819505362
2017-06-13,313.5710131584
2017-06-14,314.1401075561
2017-06-15,313.431235587
2017-06-16,313.0618234341
2017-06-19,314.6892337294
2017-06-20,315.0786141068
2017-06-21,314.4995355968
2017-06-22,315.4779785964
2017-06-23,315.4779785964
2017-06-26,315.6177561678
2017-06-27,315.5878038311
2017-06-28,315.5478673821
2017-06-29,314.3897103622
2017-06-30,315.6077720556
2017-07-03,315.8873271983
2017-07-05,317.1852617897
2017-07-06,316.5462786062
2017-07-07,317.904117871
2017-07-10,317.5347057181
2017-07-11,316.2267870145
2017-07-12,318.3234505852
2017-07-13,318.0638636669
2017-07-14,319.5315281664
2017-07-17,319.142147789
2017-07-18,319.5814487276
2017-07-19,320.4400823803
2017-07-20,321.6481599615
2017-07-21,321.9679096079
2017-07-24,321.857995667
2017-07-25,321.7580739024
2017-07-26,320.9487076099
2017-07-27,321.1585433154
2017-07-28,320.1293491409
2017-07-31,320.3491770228
2017-08-01,320.0094430235
2017-08-02,322.2776670779
2017-08-03,319.1201393194
2017-08-04,318.3307573797
2017-08-07,318.690475732
2017-08-08,317.9310703217
2017-08-09,318.380718262
2017-08-10,318.8803270845
2017-08-11,319.4998420245
2017-08-14,320.6289579635
2017-08-15,320.5789970812
2017-08-16,320.0494117293
2017-08-17,318.9103036139
2017-08-18,317.9510546746
2017-08-21,319.1701002016
2017-08-22,319.9894586706
2017-08-23,318.4106947913
2017-08-24,318.2608121446
2017-08-25,318.5306009087
2017-08-28,319.2700219661
2017-08-29,319.2700219661
2017-08-30,318.8103818494
2017-08-31,320.5590127283
2017-09-01,319.7896151416
2017-09-05,321.2584650799
2017-09-06,320.7088953751
2017-09-07,321.6481599615
2017-09-08,323.6565874282
2017-09-11,323.476728252
2017-09-12,322.6773541359
2017-09-13,320.0494117293
2017-09-14,320.2592474348
2017-09-15,319.3199828484
2017-09-18,319.2700219661
2017-09-19,318.0409842626
2017-09-20,318.3107730268
2017-09-21,317.1217040291
2017-09-22,318.380718262
2017-09-25,318.2508199681
2017-09-26,318.5505852616
2017-09-27,318.5006243794
2017-09-28,319.1301314958
2017-09-29,320.2492552583
2017-10-02,320.7988249631
2017-10-03,319.4298967893
2017-10-04,319.8095994945
2017-10-05,320.7088953751
2017-10-06,321.748081726
2017-10-09,320.9686919628
2017-10-10,319.7296620829
2017-10-11,321.328410315
2017-10-12,322.0478470195
2017-10-13,323.1270020762
2017-10-16,323.0270803117
2017-10-17,324.2860945446
2017-10-18,326.7441699516
2017-10-19,327.0439352451
2017-10-20,329.9016977101
2017-10-23,327.883278067
2017-10-24,327.8632937141
2017-10-25,327.7234032438
2017-10-26,327.8233250083
2017-10-27,327.8333171847
2017-10-30,326.6142716577
2017-10-31,326.8141151867
2017-11-01,326.5243420696
2017-11-02,335.3074651702
2017-11-03,333.598802997
2017-11-06,334.1283883489
2017-11-07,333.3090298799
2017-11-08,333.8186308789
2017-11-09,335.0176920531
2017-11-10,331.6303442362
2017-11-13,332.8194132338
2017-11-14,333.0792098216
2017-11-15,332.0000547648
2017-11-16,333.9884978786
2017-11-17,333.2990377035
2017-11-20,333.0292489393
2017-11-21,336.3966124033
2017-11-22,334.9177702886
2017-11-24,335.8470426985
2017-11-27,335.6671835224
2017-11-28,336.166792345
2017-11-29,336.5464950501
2017-11-30,335.6771756989
2017-12-01,335.7970818163
2017-12-04,332.2898278819
2017-12-05,332.2298748232
2017-12-06,331.8801486474
2017-12-07,332.07
2017-12-08,332.8
2017-12-11,332.06
2017-12-12,332.09
2017-12-13,332.0
2017-12-14,332.1
2017-12-15,334.5
2017-12-18,333.81
2017-12-19,333.83
2017-12-20,332.56
2017-12-21,331.4
2017-12-22,332.28
2017-12-26,333.41
2017-12-27,333.19
2017-12-28,331.24
2017-12-29,331.24
