date,LLTC
2016-05-06,43.2731256735
2016-05-09,43.2047173899
2016-05-10,43.6053944795
2016-05-11,43.5467588078
2016-05-12,43.2514598105
2016-05-13,43.2416165106
2016-05-16,44.0979836028
2016-05-17,43.6156619072
2016-05-18,44.1570434023
2016-05-19,43.8420578052
2016-05-20,44.8165444964
2016-05-23,44.7968578966
2016-05-24,46.2536662834
2016-05-25,46.0666435851
2016-05-26,46.3225693828
2016-05-27,46.4308456818
2016-05-31,46.5784951805
2016-06-01,46.9230106774
2016-06-02,46.6966147794
2016-06-03,46.5292786809
2016-06-06,46.3619425825
2016-06-07,46.7753611787
2016-06-08,47.0411302763
2016-06-09,46.962383877
2016-06-10,46.6867714795
2016-06-13,46.63755498
2016-06-14,46.8147343784
2016-06-15,46.6572415798
2016-06-16,46.9525405771
2016-06-17,45.4268290909
2016-06-20,45.9780538859
2016-06-21,46.0075837856
2016-06-22,45.8205610873
2016-06-23,46.9131673775
2016-06-24,44.8067011965
2016-06-27,43.3991093091
2016-06-28,44.3342228007
2016-06-29,44.8854475958
2016-06-30,45.8008744875
2016-07-01,45.4957321903
2016-07-05,44.5999918983
2016-07-06,44.8067011965
2016-07-07,45.4268290909
2016-07-08,46.5686518806
2016-07-11,46.9230106774
2016-07-12,47.6514148708
2016-07-13,47.4545488726
2016-07-14,47.74000457
2016-07-15,47.8285942692
2016-07-18,47.8384375692
2016-07-19,47.5923550714
2016-07-20,47.8974973686
2016-07-21,47.188779775
2016-07-22,47.5529818717
2016-07-25,47.7104746703
2016-07-26,61.510781146
2016-07-27,58.3018653749
2016-07-28,59.5519644637
2016-07-29,59.0499561682
2016-08-01,58.7251272711
2016-08-02,58.2428055755
2016-08-03,58.292022075
2016-08-04,58.1935890759
2016-08-05,58.0065663776
2016-08-08,58.065626177
2016-08-09,58.2329622755
2016-08-10,58.0951560768
2016-08-11,58.2634043993
2016-08-12,58.174331758
2016-08-15,58.3623740008
2016-08-16,58.1248469572
2016-08-17,58.0060834354
2016-08-18,58.3227861602
2016-08-19,58.3029922399
2016-08-22,58.2535074392
2016-08-23,58.1545378377
2016-08-24,58.0654651963
2016-08-25,57.8675259933
2016-08-26,57.9368047144
2016-08-29,57.8378351129
2016-08-30,57.8180411926
2016-08-31,57.6398959099
2016-09-01,58.0555682362
2016-09-02,58.1545378377
2016-09-06,58.3029922399
2016-09-07,57.8675259933
2016-09-08,57.9071138339
2016-09-09,57.1054600618
2016-09-12,57.7685563919
2016-09-13,57.3528840656
2016-09-14,57.5409263084
2016-09-15,57.9467016745
2016-09-16,57.7883503122
2016-09-19,58.0555682362
2016-09-20,57.8774229535
2016-09-21,58.3227861602
2016-09-22,58.4217557617
2016-09-23,58.2634043993
2016-09-26,58.1149499971
2016-09-27,58.4712405625
2016-09-28,58.6097980046
2016-09-29,58.5009314429
2016-09-30,58.6790767256
2016-10-03,58.708767606
2016-10-04,58.8077372075
2016-10-05,58.9561916098
2016-10-06,59.0056764105
2016-10-07,58.9166037692
2016-10-10,58.8869128887
2016-10-11,58.5009314429
2016-10-12,58.1941256783
2016-10-13,58.1446408775
2016-10-14,58.4811375226
2016-10-17,58.372270961
2016-10-18,58.3326831204
2016-10-19,58.6988706459
2016-10-20,59.5302152984
2016-10-21,59.3916578564
2016-10-24,59.6291848999
2016-10-25,59.698463621
2016-10-26,59.4807304977
2016-10-27,59.5203183383
2016-10-28,59.5994940195
2016-10-31,59.4411426571
2016-11-01,59.2728943346
2016-11-02,59.1442338526
2016-11-03,59.2432034541
2016-11-04,59.104646012
2016-11-07,59.3421730556
2016-11-08,59.233306494
2016-11-09,59.2827912947
2016-11-10,59.1838216932
2016-11-11,59.5895970593
2016-11-14,59.965681545
2016-11-15,60.3912508314
2016-11-16,60.2724873096
2016-11-17,60.501319797
2016-11-18,60.6903553299
2016-11-21,60.9390862944
2016-11-22,61.7449746193
2016-11-23,61.8842639594
2016-11-28,62.1230456853
2016-11-29,62.2523857868
2016-11-30,62.2125888325
2016-12-01,61.1181725888
2016-12-02,61.3569543147
2016-12-05,61.2972588832
2016-12-06,61.4763451777
2016-12-07,62.0732994924
2016-12-08,62.3319796954
2016-12-09,62.1329949239
2016-12-12,62.0732994924
2016-12-13,62.1429441624
2016-12-14,61.9738071066
2016-12-15,62.1926903553
2016-12-16,61.8046700508
2016-12-19,61.963857868
2016-12-20,62.1926903553
2016-12-21,62.2026395939
2016-12-22,62.1230456853
2016-12-23,62.2324873096
2016-12-27,62.341928934
2016-12-28,62.1926903553
2016-12-29,62.2523857868
2016-12-30,62.0335025381
2017-01-03,62.0036548223
2017-01-04,61.9141116751
2017-01-05,61.6653807107
2017-01-06,61.7847715736
2017-01-09,61.9240609137
2017-01-10,62.0136040609
2017-01-11,62.0732994924
2017-01-12,61.9539086294
2017-01-13,62.0534010152
2017-01-17,62.0235532995
2017-01-18,62.1329949239
2017-01-19,62.0534010152
2017-01-20,62.1130964467
2017-01-23,62.0534010152
2017-01-24,62.341928934
2017-01-25,62.6105583756
2017-01-26,62.5210152284
2017-01-27,63.1975634518
2017-01-30,63.1080203046
2017-01-31,62.8095431472
2017-02-01,63.0881218274
2017-02-02,62.909035533
2017-02-03,62.978680203
2017-02-06,62.9587817259
2017-02-07,63.2274111675
2017-02-08,63.5059898477
2017-02-09,63.2075126904
2017-02-10,63.167715736
2017-02-13,63.545786802
2017-02-14,63.5258883249
2017-02-15,64.3218274112
2017-02-16,64.4710659898
2017-02-17,64.5904568528
2017-02-21,64.6501522843
2017-02-22,64.68
2017-02-23,64.53
2017-02-24,64.54
2017-02-27,64.6
2017-02-28,64.58
2017-03-01,65.07
2017-03-02,64.95
2017-03-03,64.86
2017-03-06,65.45
2017-03-07,65.33
2017-03-08,65.35
2017-03-09,65.27
2017-03-10,65.0
2017-03-13,65.0
2017-03-14,65.0
2017-03-15,65.0
2017-03-16,65.0
2017-03-17,65.0
2017-03-20,65.0
