date,MON
2022-03-22,9.76
2022-03-23,9.7763
2022-03-24,9.76
2022-03-25,9.76
2022-03-28,9.77
2022-03-29,9.77
2022-03-30,9.78
2022-03-31,9.79
2022-04-01,9.8
2022-04-04,9.8
2022-04-05,9.8046
2022-04-06,9.8
2022-04-07,9.81
2022-04-08,9.81
2022-04-11,9.81
2022-04-12,9.8
2022-04-13,9.8199
2022-04-14,9.8199
2022-04-18,9.82
2022-04-19,9.82
2022-04-20,9.82
2022-04-21,9.82
2022-04-22,9.8201
2022-04-25,9.82
2022-04-26,9.82
2022-04-27,9.82
2022-04-28,9.82
2022-04-29,9.82
2022-05-02,9.82
2022-05-03,9.82
2022-05-04,9.83
2022-05-05,9.835
2022-05-06,9.83
2022-05-09,9.825
2022-05-10,9.82
2022-05-11,9.78
2022-05-12,9.78
2022-05-13,9.8
2022-05-16,9.79
2022-05-17,9.84
2022-05-18,9.79
2022-05-19,9.79
2022-05-20,9.7901
2022-05-23,9.7901
2022-05-24,9.7901
2022-05-25,9.7901
2022-05-26,9.7901
2022-05-27,9.815
2022-05-31,9.8
2022-06-01,9.82
2022-06-02,9.82
2022-06-03,9.8
2022-06-06,9.8
2022-06-07,9.8
2022-06-08,9.8
2022-06-09,9.815
2022-06-10,9.82
2022-06-13,9.82
2022-06-14,9.81
2022-06-15,9.81
2022-06-16,9.83
2022-06-17,9.8
2022-06-21,9.82
2022-06-22,9.8
2022-06-23,9.8
2022-06-24,9.8
2022-06-27,9.82
2022-06-28,9.84
2022-06-29,9.82
2022-06-30,9.82
2022-07-01,9.82
2022-07-05,9.825
2022-07-06,9.825
2022-07-07,9.825
2022-07-08,9.83
2022-07-11,9.83
2022-07-12,9.84
2022-07-13,9.84
2022-07-14,9.85
2022-07-15,9.85
2022-07-18,9.84
2022-07-19,9.84
2022-07-20,9.85
2022-07-21,9.85
2022-07-22,9.85
2022-07-25,9.85
2022-07-26,9.85
2022-07-27,9.86
2022-07-28,9.86
2022-07-29,9.87
2022-08-01,9.86
2022-08-02,9.86
2022-08-03,9.86
2022-08-04,9.86
2022-08-05,9.86
2022-08-08,9.88
2022-08-09,9.87
2022-08-10,9.87
2022-08-11,9.8875
2022-08-12,9.87
2022-08-15,9.87
2022-08-16,9.87
2022-08-17,9.88
2022-08-18,9.89
2022-08-19,9.88
2022-08-22,9.88
2022-08-23,9.88
2022-08-24,9.88
2022-08-25,9.87
2022-08-26,9.87
2022-08-29,9.85
2022-08-30,9.85
2022-08-31,9.88
2022-09-01,9.88
2022-09-02,9.88
2022-09-06,9.88
2022-09-07,9.86
2022-09-08,9.875
2022-09-09,9.86
2022-09-12,9.86
2022-09-13,9.86
2022-09-14,9.86
2022-09-15,9.86
2022-09-16,9.86
2022-09-19,9.86
2022-09-20,9.86
2022-09-21,9.86
2022-09-22,9.86
2022-09-23,9.875
2022-09-26,9.86
2022-09-27,9.86
2022-09-28,9.87
2022-09-29,9.87
2022-09-30,9.87
2022-10-03,9.89
2022-10-04,9.91
2022-10-05,9.91
2022-10-06,9.91
2022-10-07,9.89
2022-10-10,9.89
2022-10-11,9.89
2022-10-12,9.9
2022-10-13,9.91
2022-10-14,9.91
2022-10-17,9.91
2022-10-18,9.91
2022-10-19,9.91
2022-10-20,9.92
2022-10-21,9.95
2022-10-24,9.95
2022-10-25,9.95
2022-10-26,9.95
2022-10-27,9.95
2022-10-28,9.94
2022-10-31,9.96
2022-11-01,10.0
2022-11-02,10.01
2022-11-03,9.99
2022-11-04,9.99
2022-11-07,9.99
2022-11-08,9.99
2022-11-09,10.0
2022-11-10,10.0
2022-11-11,10.0
2022-11-14,9.995
2022-11-15,9.995
2022-11-16,9.995
2022-11-17,9.995
2022-11-18,9.995
2022-11-21,9.995
2022-11-22,10.01
2022-11-23,10.01
2022-11-25,10.01
2022-11-28,10.01
2022-11-29,10.025
2022-11-30,10.03
2022-12-01,10.03
2022-12-02,10.03
2022-12-05,10.02
2022-12-06,10.045
2022-12-07,10.06
2022-12-08,10.04
2022-12-09,10.04
2022-12-12,10.04
2022-12-13,10.02
2022-12-14,10.04
2022-12-15,10.16
2022-12-16,10.18
2022-12-19,10.5672
2022-12-20,10.1956
2022-12-21,10.2
2022-12-22,10.05
2022-12-23,10.07
