date,CA
2024-09-23,24.0557592042
2024-09-24,24.0652374387
2024-09-25,24.0273245006
2024-09-26,24.0462809697
2024-09-27,24.0841939077
2024-09-30,24.0794547905
2024-10-01,24.1716021864
2024-10-02,24.1288458146
2024-10-03,24.1525993545
2024-10-04,24.1050922748
2024-10-07,24.0148288232
2024-10-08,24.048083779
2024-10-09,23.9055625397
2024-10-10,23.9530696195
2024-10-11,23.9150639557
2024-10-14,23.9150639557
2024-10-15,23.9673217434
2024-10-16,23.9958259913
2024-10-17,24.0005766993
2024-10-18,24.0290809471
2024-10-21,24.0148288232
2024-10-22,23.9055625397
2024-10-23,23.7250356366
2024-10-24,23.6775285568
2024-10-25,23.7867948403
2024-10-28,23.8200497961
2024-10-29,23.7962962563
2024-10-30,23.8200497961
2024-10-31,23.8025671908
2024-11-01,23.7814170389
2024-11-04,23.8815346813
2024-11-05,23.8979193002
2024-11-06,23.6767269447
2024-11-07,23.7291196215
2024-11-08,23.8624827988
2024-11-11,23.9005865638
2024-11-12,23.8339049751
2024-11-13,23.9005865638
2024-11-14,23.9053495344
2024-11-15,23.9244014168
2024-11-18,23.9672681524
2024-11-19,23.9958459761
2024-11-20,23.9863200349
2024-11-21,23.9958459761
2024-11-22,24.0339497411
2024-11-25,24.1434980653
2024-11-26,24.1244461828
2024-11-27,24.2157046999
2024-11-29,24.2863871839
2024-12-02,24.3229001166
2024-12-03,24.294442228
2024-12-04,24.3229001166
2024-12-05,24.3181253031
2024-12-06,24.3191757621
2024-12-09,24.3419993707
2024-12-10,24.2465031002
2024-12-11,24.2560527272
2024-12-12,24.1414572025
2024-12-13,24.055510559
2024-12-16,24.0650601861
2024-12-17,24.0650601861
2024-12-18,23.9455943516
2024-12-19,23.7499224931
2024-12-20,23.8549683908
2024-12-23,23.8774004647
2024-12-24,23.9157269502
2024-12-26,23.9104570585
2024-12-27,23.8438647899
2024-12-30,23.9549157817
2024-12-31,23.9636350571
2025-01-02,24.011543164
2025-01-03,24.0019615426
2025-01-06,24.025915596
2025-01-07,23.9827982999
2025-01-08,23.9157269502
2025-01-10,23.7432577655
2025-01-13,23.6666047945
2025-01-14,23.5803702021
2025-01-15,23.70493128
2025-01-16,23.6666047945
2025-01-17,23.7624210082
2025-01-21,23.8199107365
2025-01-22,23.8199107365
2025-01-23,23.781584251
2025-01-24,23.7624210082
2025-01-27,23.8678188434
2025-01-28,23.8630280327
2025-01-29,23.8678188434
2025-01-30,23.8486556006
2025-01-31,23.8603451787
2025-02-03,23.9008179474
2025-02-04,23.9344404807
2025-02-05,23.9584565759
2025-02-06,24.0160952044
2025-02-07,23.9968823282
2025-02-10,23.9536533568
2025-02-11,23.9200308235
2025-02-12,23.8047535666
2025-02-13,23.8671954141
2025-02-14,23.9200308235
2025-02-18,23.9008179474
2025-02-19,23.9152276045
2025-02-20,23.9392436997
2025-02-21,23.9896774996
2025-02-24,24.0160952044
2025-02-25,24.1217660233
2025-02-26,24.1217660233
2025-02-27,24.0897765844
2025-02-28,24.1794046517
2025-03-03,24.1206997086
2025-03-04,24.0595554199
2025-03-05,24.0725545994
2025-03-06,23.9858934029
2025-03-07,23.9463181231
2025-03-10,23.9858934029
2025-03-11,23.976264381
2025-03-12,23.8896031845
2025-03-13,23.7933129661
2025-03-14,23.8318290534
2025-03-17,23.8077564988
2025-03-18,23.8318290534
2025-03-19,23.8319253437
2025-03-20,23.8992322063
2025-03-21,23.8799741626
2025-03-24,23.8166151989
2025-03-25,23.8029419879
2025-03-26,23.6488776385
2025-03-27,23.619990573
2025-03-28,23.6585066603
2025-03-31,23.7547968787
2025-04-01,23.8286225892
2025-04-02,23.7706923884
2025-04-03,23.8575876896
2025-04-04,23.9444829907
2025-04-07,23.6934521207
2025-04-08,23.1624252801
2025-04-09,23.1141501128
2025-04-10,23.2975957486
2025-04-11,23.0658749455
2025-04-14,23.3651809829
2025-04-15,23.3603534662
2025-04-16,23.3941460833
2025-04-17,23.4134561502
2025-04-21,23.2493205813
2025-04-22,23.2638031315
2025-04-23,23.3410433992
2025-04-24,23.4906964179
2025-04-25,23.471386351
2025-04-28,23.5582816522
2025-04-29,23.5486266187
2025-04-30,23.4424212506
2025-05-01,23.6290820126
2025-05-02,23.571001516
2025-05-05,23.6000417643
2025-05-06,23.6048818057
2025-05-07,23.6387620953
2025-05-08,23.6048818057
2025-05-09,23.6387620953
2025-05-12,23.5516413505
2025-05-13,23.5806815988
2025-05-14,23.5613214333
2025-05-15,23.6000417643
2025-05-16,23.5129210195
2025-05-19,23.5516413505
2025-05-20,23.5419612677
2025-05-21,23.4451604402
2025-05-22,23.4354803574
2025-05-23,23.3870799436
2025-05-27,23.4935608539
2025-05-28,23.5032409367
2025-05-29,23.4548405229
2025-05-30,23.5032409367
2025-06-02,23.4505425662
2025-06-03,23.4262766902
2025-06-04,23.518487019
2025-06-05,23.4796616174
2025-06-06,23.4602489166
2025-06-09,23.4165703398
2025-06-10,23.4068639894
2025-06-11,23.4505425662
2025-06-12,23.5378997198
2025-06-13,23.494221143
2025-06-16,23.5087806686
2025-06-17,23.567018771
2025-06-18,23.4602489166
2025-06-20,23.469955267
2025-06-23,23.4893679678
2025-06-24,23.5087806686
2025-06-25,23.4990743182
2025-06-26,23.518487019
2025-06-27,23.5087806686
2025-06-30,23.6349632238
2025-07-01,23.621257857
2025-07-02,23.6115251591
2025-07-03,23.6066588101
2025-07-07,23.6115251591
2025-07-08,23.616391508
2025-07-09,23.5725943674
2025-07-10,23.5725943674
2025-07-11,23.5579953205
2025-07-14,23.494732784
2025-07-15,23.5044654819
2025-07-16,23.4752673882
2025-07-17,23.3974058048
2025-07-18,23.4266038986
2025-07-21,23.4266038986
2025-07-22,23.4168712006
2025-07-23,23.4022721538
2025-07-24,23.3974058048
2025-07-25,23.4168712006
2025-07-28,23.4266038986
2025-07-29,23.4752673882
2025-07-30,23.4460692944
2025-07-31,23.4655346902
2025-08-01,23.6086637459
2025-08-04,23.618423425
2025-08-05,23.6281831041
2025-08-06,23.6233032645
2025-08-07,23.6281831041
2025-08-08,23.6086637459
2025-08-11,23.6330629436
2025-08-12,23.6477024623
2025-08-13,23.6477024623
2025-08-14,23.6428226227
2025-08-15,23.6379427832
2025-08-18,23.6477024623
2025-08-19,23.6330629436
2025-08-20,23.6477024623
2025-08-21,23.6135435854
2025-08-22,23.6672218205
2025-08-25,23.6525823018
2025-08-26,23.6867411787
2025-08-27,23.7111403765
2025-08-28,23.7004047294
2025-08-29,23.7013806974
2025-09-02,23.683871833
2025-09-03,23.7408305661
2025-09-04,23.781739072
2025-09-05,23.9138598446
2025-09-08,24.0313005314
2025-09-09,24.0851275129
2025-09-10,24.1878881138
2025-09-11,24.2563951811
2025-09-12,24.2759686289
2025-09-15,24.3200088864
2025-09-16,24.359155782
2025-09-17,24.3787292298
2025-09-18,24.3689425059
2025-09-19,24.3738358679
2025-09-22,24.359155782
2025-09-23,24.4050555171
2025-09-24,24.3297956103
2025-09-25,24.3053288006
2025-09-26,24.3004354386
2025-09-29,24.3465309082
2025-09-30,24.3787292298
2025-10-01,24.3795904615
2025-10-02,24.3943094737
2025-10-03,24.3645770691
2025-10-06,24.3501524372
2025-10-07,24.399215811
2025-10-08,24.4041221484
2025-10-09,24.4041221484
2025-10-10,24.4728108718
2025-10-13,24.5022488961
2025-10-14,24.5218742456
2025-10-15,24.5513122699
2025-10-16,24.5807502943
2025-10-17,24.5513122699
2025-10-20,24.6298136681
2025-10-21,24.6445326802
2025-10-22,24.654345355
2025-10-23,24.6249073307
2025-10-24,24.6641580298
2025-10-27,24.6396263429
2025-10-28,24.6445326802
2025-10-29,24.6347200055
2025-10-30,24.6249073307
2025-10-31,24.6200009933
2025-11-03,24.6096093707
2025-11-04,24.6686488175
2025-11-05,24.599769463
2025-11-06,24.6096093707
2025-11-07,24.6145293246
2025-11-10,24.6489690019
2025-11-11,24.6735687713
2025-11-12,24.6686488175
2025-11-13,24.6538889558
2025-11-14,24.6391290941
2025-11-17,24.6538889558
2025-11-18,24.6686488175
2025-11-19,24.6686488175
2025-11-20,24.6735687713
2025-11-21,24.6932485869
2025-11-24,24.6538889558
2025-11-25,24.6735687713
2025-11-26,24.7030884947
2025-11-28,24.7129284025
2025-12-01,24.6547548677
2025-12-02,24.6251573228
2025-12-03,24.6350231711
2025-12-04,24.6251573228
2025-12-05,24.6202243987
2025-12-08,24.6300902469
2025-12-09,24.6202243987
2025-12-10,24.6300902469
2025-12-11,24.6152914745
2025-12-12,24.6054256262
2025-12-15,24.6054256262
2025-12-16,24.6399560952
2025-12-17,24.6448890194
2025-12-18,24.6547548677
2025-12-19,24.6545575507
2025-12-22,24.6446029098
2025-12-23,24.659440118
2025-12-24,24.6742773263
2025-12-26,24.7142388738
2025-12-29,24.6891145345
2025-12-30,24.6890156198
2025-12-31,24.6940602706
