date,DNB
2024-07-03,9.0714024384
2024-07-05,9.0122411181
2024-07-08,9.0516819983
2024-07-09,9.0615422183
2024-07-10,9.1009830985
2024-07-11,9.5052521202
2024-07-12,9.7911985014
2024-07-15,9.7911985014
2024-07-16,10.0179835624
2024-07-17,10.0081233423
2024-07-18,9.919381362
2024-07-19,9.9884029022
2024-07-22,10.2842095035
2024-07-23,10.4321128041
2024-07-24,10.1363062029
2024-07-25,10.3828117039
2024-07-26,10.6588978651
2024-07-29,10.6588978651
2024-07-30,10.8955431461
2024-07-31,10.7279194054
2024-08-01,10.1461664229
2024-08-02,11.6547800893
2024-08-05,11.7139414095
2024-08-06,11.5167370087
2024-08-07,11.4378552484
2024-08-08,11.7336618496
2024-08-09,11.7139414095
2024-08-12,11.3984143682
2024-08-13,11.81254361
2024-08-14,11.6646403093
2024-08-15,11.7139414095
2024-08-16,11.7435220697
2024-08-19,11.7928231699
2024-08-20,11.7533822897
2024-08-21,11.82240383
2024-08-22,11.7040811895
2024-08-23,11.9604469106
2024-08-26,11.8421242701
2024-08-27,11.8519844901
2024-08-28,11.7731027298
2024-08-29,11.7829629498
2024-08-30,11.83226405
2024-09-03,11.83226405
2024-09-04,11.6942209695
2024-09-05,11.7040811895
2024-09-06,11.5456503105
2024-09-09,11.61496382
2024-09-10,11.7040811895
2024-09-11,11.2683962721
2024-09-12,11.1396711829
2024-09-13,11.4862387308
2024-09-16,11.5456503105
2024-09-17,11.4070232913
2024-09-18,11.3278078518
2024-09-19,11.3476117116
2024-09-20,11.1396711829
2024-09-23,11.3971213613
2024-09-24,11.288200132
2024-09-25,11.1396711829
2024-09-26,11.2386904823
2024-09-27,11.2981020619
2024-09-30,11.3971213613
2024-10-01,11.3872194314
2024-10-02,11.4664348709
2024-10-03,11.3872194314
2024-10-04,11.1792789027
2024-10-07,11.1396711829
2024-10-08,11.2683962721
2024-10-09,11.3476117116
2024-10-10,11.2188866224
2024-10-11,11.2386904823
2024-10-14,11.2485924122
2024-10-15,11.0109460937
2024-10-16,11.3278078518
2024-10-17,11.3476117116
2024-10-18,11.4268271512
2024-10-21,11.1495731128
2024-10-22,10.961436444
2024-10-23,10.8228094248
2024-10-24,10.6742804757
2024-10-25,10.783201705
2024-10-28,10.7534959152
2024-10-29,10.7732997751
2024-10-30,10.7336920553
2024-10-31,11.7733946991
2024-11-01,11.793198559
2024-11-04,11.8823159284
2024-11-05,11.9120217182
2024-11-06,11.9219236482
2024-11-07,12.1001583871
2024-11-08,12.2090796165
2024-11-11,12.5259413745
2024-11-12,12.3675104955
2024-11-13,12.3080989159
2024-11-14,12.1793738266
2024-11-15,12.0011390877
2024-11-18,11.9615313679
2024-11-19,11.8526101386
2024-11-20,12.1694718967
2024-11-21,12.2585892662
2024-11-22,12.4665297949
2024-11-25,12.624960674
2024-11-26,12.6051568141
2024-11-27,12.5853529542
2024-11-29,12.5754510243
2024-12-02,12.5457452344
2024-12-03,12.4665297949
2024-12-04,12.4962355847
2024-12-05,12.3477066356
2024-12-06,12.3576484284
2024-12-09,12.2482887078
2024-12-10,12.3874738068
2024-12-11,12.2979976717
2024-12-12,12.1588125728
2024-12-13,12.2284051222
2024-12-16,12.1886379511
2024-12-17,12.2582305006
2024-12-18,12.1190454016
2024-12-19,12.14887078
2024-12-20,12.2880558789
2024-12-23,12.0792782305
2024-12-24,12.1786961583
2024-12-26,12.2582305006
2024-12-27,12.2085215367
2024-12-30,12.1190454016
2024-12-31,12.3874738068
2025-01-02,12.2781140861
2025-01-03,12.2880558789
2025-01-06,12.1687543655
2025-01-07,11.8108498254
2025-01-08,11.5623050058
2025-01-10,11.2739930151
2025-01-13,11.144749709
2025-01-14,11.0254481956
2025-01-15,11.1646332945
2025-01-16,11.2242840512
2025-01-17,11.2640512224
2025-01-21,11.373410943
2025-01-22,11.5324796275
2025-01-23,11.3535273574
2025-01-24,11.4330616997
2025-01-27,11.6816065192
2025-01-28,11.8307334109
2025-01-29,11.5722467986
2025-01-30,12.0792782305
2025-01-31,12.2284051222
2025-02-03,12.0693364377
2025-02-04,12.2284051222
2025-02-05,12.4073573923
2025-02-06,12.0593946449
2025-02-07,11.1646332945
2025-02-10,10.9359720605
2025-02-11,10.8962048894
2025-02-12,10.6277764843
2025-02-13,10.6277764843
2025-02-14,10.5780675204
2025-02-18,10.5681257276
2025-02-19,10.4687077998
2025-02-20,9.3850523865
2025-02-21,9.3751105937
2025-02-24,9.1762747381
2025-02-25,9.0569732247
2025-02-26,9.0172060536
2025-02-27,8.997322468
2025-02-28,9.0172060536
2025-03-03,8.9476135041
2025-03-04,8.858137369
2025-03-05,8.6195343423
2025-03-06,8.54
2025-03-07,8.81
2025-03-10,8.4
2025-03-11,8.05
2025-03-12,7.99
2025-03-13,7.89
2025-03-14,8.06
2025-03-17,8.26
2025-03-18,8.34
2025-03-19,8.7
2025-03-20,8.49
2025-03-21,8.73
2025-03-24,8.99
2025-03-25,8.95
2025-03-26,8.94
2025-03-27,8.94
2025-03-28,8.92
2025-03-31,8.94
2025-04-01,8.96
2025-04-02,8.99
2025-04-03,8.94
2025-04-04,8.73
2025-04-07,8.63
2025-04-08,8.39
2025-04-09,8.62
2025-04-10,8.58
2025-04-11,8.63
2025-04-14,8.73
2025-04-15,8.77
2025-04-16,8.72
2025-04-17,8.75
2025-04-21,8.7
2025-04-22,8.79
2025-04-23,9.14
2025-04-24,9.13
2025-04-25,9.19
2025-04-28,9.15
2025-04-29,8.95
2025-04-30,8.97
2025-05-01,8.94
2025-05-02,8.97
2025-05-05,8.96
2025-05-06,8.97
2025-05-07,8.96
2025-05-08,8.97
2025-05-09,8.95
2025-05-12,8.98
2025-05-13,8.97
2025-05-14,8.97
2025-05-15,8.98
2025-05-16,8.97
2025-05-19,8.98
2025-05-20,9.01
2025-05-21,8.98
2025-05-22,8.99
2025-05-23,8.99
2025-05-27,9.0
2025-05-28,9.0
2025-05-29,9.02
2025-05-30,9.01
2025-06-02,9.02
2025-06-03,9.03
2025-06-04,9.03
2025-06-05,9.01
2025-06-06,9.02
2025-06-09,9.02
2025-06-10,9.07
2025-06-11,9.07
2025-06-12,9.06
2025-06-13,9.04
2025-06-16,9.06
2025-06-17,9.07
2025-06-18,9.07
2025-06-20,9.07
2025-06-23,9.08
2025-06-24,9.08
2025-06-25,9.07
2025-06-26,9.08
2025-06-27,9.08
2025-06-30,9.09
2025-07-01,9.1
2025-07-02,9.1
2025-07-03,9.1
2025-07-07,9.11
2025-07-08,9.12
2025-07-09,9.12
2025-07-10,9.11
2025-07-11,9.11
2025-07-14,9.11
2025-07-15,9.11
2025-07-16,9.12
2025-07-17,9.11
2025-07-18,9.1
2025-07-21,9.1
2025-07-22,9.12
2025-07-23,9.13
2025-07-24,9.1
2025-07-25,9.12
2025-07-28,9.11
2025-07-29,9.11
2025-07-30,9.1
2025-07-31,9.1
2025-08-01,9.11
2025-08-04,9.11
2025-08-05,9.11
2025-08-06,9.11
2025-08-07,9.1
2025-08-08,9.11
2025-08-11,9.1
2025-08-12,9.1
2025-08-13,9.1
2025-08-14,9.09
2025-08-15,9.09
2025-08-18,9.1
2025-08-19,9.1
2025-08-20,9.1
2025-08-21,9.11
2025-08-22,9.11
2025-08-25,9.15
