date,AGN
2016-05-02,205.93794008
2016-05-03,202.8315450368
2016-05-04,202.6427064324
2016-05-05,198.6015602972
2016-05-06,190.396522934
2016-05-09,201.7834907821
2016-05-10,212.4434300032
2016-05-11,210.2812279823
2016-05-12,203.9645766635
2016-05-13,210.8855115165
2016-05-16,212.4623138636
2016-05-17,214.8794480006
2016-05-18,216.4562503477
2016-05-19,214.2279548152
2016-05-20,216.682856673
2016-05-23,212.9249684445
2016-05-24,216.1163408597
2016-05-25,215.1343801166
2016-05-26,219.3926906468
2016-05-27,222.7729016664
2016-05-31,222.5935049922
2016-06-01,228.8723885901
2016-06-02,233.328979655
2016-06-03,233.1779087715
2016-06-06,233.4139570271
2016-06-07,235.5950429084
2016-06-08,236.001045908
2016-06-09,233.5933537013
2016-06-10,227.4844248474
2016-06-13,229.9582105657
2016-06-14,230.4775167279
2016-06-15,225.7943193376
2016-06-16,224.0475622465
2016-06-17,221.9325698767
2016-06-20,222.1308504113
2016-06-21,218.6278942988
2016-06-22,215.7953152321
2016-06-23,220.4785126224
2016-06-24,213.1232489792
2016-06-27,205.343098476
2016-06-28,215.0116350237
2016-06-29,217.6837012766
2016-06-30,218.1935655086
2016-07-01,220.9600510638
2016-07-05,222.8295532478
2016-07-06,223.7548624096
2016-07-07,224.7273812225
2016-07-08,227.1633992198
2016-07-11,224.9823133385
2016-07-12,226.3230674301
2016-07-13,227.7110311727
2016-07-14,230.5813779603
2016-07-15,228.9762498225
2016-07-18,230.7891004252
2016-07-19,229.0989949154
2016-07-20,233.1684668413
2016-07-21,234.0087986311
2016-07-22,235.0851786764
2016-07-25,234.0182405613
2016-07-26,235.0568528857
2016-07-27,245.7167921068
2016-07-28,241.2979687627
2016-07-29,238.8336249747
2016-08-01,240.6370336472
2016-08-02,236.7564003258
2016-08-03,238.4370639053
2016-08-04,239.3057214858
2016-08-05,239.6833986947
2016-08-08,234.4525693515
2016-08-09,237.0868678836
2016-08-10,238.1065963476
2016-08-11,238.8997184862
2016-08-12,235.6800202804
2016-08-15,239.8722372991
2016-08-16,239.0602313
2016-08-17,239.1640925325
2016-08-18,238.8147411142
2016-08-19,239.0130216489
2016-08-22,239.3906988578
2016-08-23,239.0791151605
2016-08-24,229.6938365194
2016-08-25,223.1222530847
2016-08-26,224.6518457807
2016-08-29,223.4432787122
2016-08-30,223.7643043398
2016-08-31,221.4510314353
2016-09-01,224.4913329669
2016-09-02,222.7917855269
2016-09-06,225.7754354772
2016-09-07,225.1145003616
2016-09-08,228.2020115443
2016-09-09,223.1977885265
2016-09-12,226.8234897318
2016-09-13,226.7007446389
2016-09-14,231.1478937737
2016-09-15,232.6869283999
2016-09-16,231.5066871221
2016-09-19,231.6011064244
2016-09-20,225.3505486172
2016-09-21,225.1050584314
2016-09-22,229.844907403
2016-09-23,230.3264458443
2016-09-26,225.3599905474
2016-09-27,226.0020418025
2016-09-28,224.5196587576
2016-09-29,217.9197495322
2016-09-30,217.4570949513
2016-10-03,219.7609259255
2016-10-04,222.6218307829
2016-10-05,222.5557372713
2016-10-06,224.1608654091
2016-10-07,225.5865968727
2016-10-10,229.1084368457
2016-10-11,224.6707296411
2016-10-12,217.6742593464
2016-10-13,219.3926906468
2016-10-14,214.8511222099
2016-10-17,211.4897950507
2016-10-18,215.2193574886
2016-10-19,216.1352247201
2016-10-20,220.0725096228
2016-10-21,217.6081658348
2016-10-24,213.3215295139
2016-10-25,212.7172459796
2016-10-26,209.6014090062
2016-10-27,209.1576382858
2016-10-28,201.5285586661
2016-10-31,197.2796900661
2016-11-01,197.0058740896
2016-11-02,186.8463571704
2016-11-03,178.2825264587
2016-11-04,184.1176393361
2016-11-07,188.319298285
2016-11-08,184.8729937539
2016-11-09,201.0186944341
2016-11-10,204.3139280817
2016-11-11,195.9861456256
2016-11-14,190.821409794
2016-11-15,185.4772772881
2016-11-16,184.6275035681
2016-11-17,188.8197205868
2016-11-18,181.0773378045
2016-11-21,180.4730542703
2016-11-22,178.3014103191
2016-11-23,182.3142306636
2016-11-25,181.4927827343
2016-11-28,179.3872322947
2016-11-29,181.8893438036
2016-11-30,183.4567042205
2016-12-01,179.7460256431
2016-12-02,179.103974388
2016-12-05,180.5108219911
2016-12-06,180.2842156658
2016-12-07,179.1417421089
2016-12-08,177.9520589009
2016-12-09,181.5211085249
2016-12-12,180.1142609218
2016-12-13,182.5313950587
2016-12-14,181.6627374783
2016-12-15,181.8704599432
2016-12-16,182.0498566174
2016-12-19,181.8043664316
2016-12-20,180.6524509445
2016-12-21,183.1640043836
2016-12-22,183.1640043836
2016-12-23,187.9699468668
2016-12-27,189.3012590282
2016-12-28,192.6720281176
2016-12-29,195.6462361376
2016-12-30,198.2899765999
2017-01-03,204.1250894773
2017-01-04,203.5302478733
2017-01-05,208.5061451005
2017-01-06,206.8538073115
2017-01-09,207.8168841942
2017-01-10,208.9027061698
2017-01-11,204.1722991284
2017-01-12,204.1722991284
2017-01-13,204.0778798262
2017-01-17,202.7937773159
2017-01-18,204.4744408955
2017-01-19,202.6049387115
2017-01-20,202.3783323861
2017-01-23,202.8315450368
2017-01-24,201.2169749688
2017-01-25,201.651303759
2017-01-26,199.0358890874
2017-01-27,201.3019523408
2017-01-30,200.0461756212
2017-01-31,206.6744106373
2017-02-01,216.5223438592
2017-02-02,216.7111824637
2017-02-03,217.9858430437
2017-02-06,221.3471702029
2017-02-07,219.6287389024
2017-02-08,227.7110311727
2017-02-09,231.969341703
2017-02-10,232.6113929581
2017-02-13,232.989070167
2017-02-14,234.6980595373
2017-02-15,235.406204304
2017-02-16,233.1495829808
2017-02-17,233.5461440502
2017-02-21,233.3667473759
2017-02-22,232.5736252373
2017-02-23,233.244002283
2017-02-24,232.3375769817
2017-02-27,233.1708372325
2017-02-28,231.8167893249
2017-03-01,232.2618260498
2017-03-02,231.9493534558
2017-03-03,232.5837675104
2017-03-06,229.4874481692
2017-03-07,226.8740410189
2017-03-08,226.7225391551
2017-03-09,227.4232352752
2017-03-10,228.3417153244
2017-03-13,227.868272
2017-03-14,226.7320080216
2017-03-15,227.887209733
2017-03-16,226.7036014222
2017-03-17,224.7719526589
2017-03-20,224.3647914
2017-03-21,222.0922634432
2017-03-22,221.5620069199
2017-03-23,222.7929595632
2017-03-24,224.7246083265
2017-03-27,226.6657259562
2017-03-28,227.7546456022
2017-03-29,228.5216237876
2017-03-30,227.0634183487
2017-03-31,226.2301580978
2017-04-03,225.0560186535
2017-04-04,225.76618364
2017-04-05,225.1412384519
2017-04-06,225.6809638416
2017-04-07,226.1638760324
2017-04-10,227.3664220762
2017-04-11,226.4100665611
2017-04-12,225.1980516508
2017-04-13,225.1980516508
2017-04-17,223.5883443481
2017-04-18,221.9312927129
2017-04-19,223.7871905443
2017-04-20,225.3022091822
2017-04-21,223.7966594108
2017-04-24,224.3931979994
2017-04-25,225.5673374438
2017-04-26,226.7793523541
2017-04-27,230.1407999568
2017-04-28,230.9077781422
2017-05-01,232.2050128509
2017-05-02,232.460672246
2017-05-03,230.8130894774
2017-05-04,232.2239505839
2017-05-05,231.9304157228
2017-05-08,229.0992246433
2017-05-09,225.8419345719
2017-05-10,217.5188009302
2017-05-11,218.7402847069
2017-05-12,218.6171894426
2017-05-15,216.0984709572
2017-05-16,213.2862176107
2017-05-17,209.2778994708
2017-05-18,207.7581579959
2017-05-19,208.1380933646
2017-05-22,208.5085303491
2017-05-23,209.5913461499
2017-05-24,212.9157806262
2017-05-25,213.1057483105
2017-05-26,211.9279486675
2017-05-30,210.9686118615
2017-05-31,212.5263468732
2017-06-01,215.9837587285
2017-06-02,216.7151343133
2017-06-05,216.7341310817
2017-06-06,216.8576100766
2017-06-07,216.7436294659
2017-06-08,217.9024323405
2017-06-09,220.7044556848
2017-06-12,219.1942125941
2017-06-13,219.2132093626
2017-06-14,221.3503458116
2017-06-15,222.984067897
2017-06-16,223.6774499449
2017-06-19,225.7480977044
2017-06-20,226.6599425893
2017-06-21,232.1310118988
2017-06-22,234.714572406
2017-06-23,234.0971774319
2017-06-26,236.4242815652
2017-06-27,233.7457372158
2017-06-28,234.3346370373
2017-06-29,231.7795716827
2017-06-30,230.8962219505
2017-07-03,231.7415781458
2017-07-05,232.0360280566
2017-07-06,229.4334707809
2017-07-07,228.6166097382
2017-07-10,229.0725321806
2017-07-11,229.9748786813
2017-07-12,233.2708180049
2017-07-13,231.8840539091
2017-07-14,233.5177759946
2017-07-17,235.1135045432
2017-07-18,233.403795384
2017-07-19,234.0496855108
2017-07-20,236.5762557127
2017-07-21,238.3809487141
2017-07-24,240.8030366896
2017-07-25,241.8478589536
2017-07-26,243.3011117389
2017-07-27,241.4109332796
2017-07-28,240.3186190945
2017-07-31,239.6727289677
2017-08-01,239.5492499729
2017-08-02,237.6305763609
2017-08-03,237.8015472768
2017-08-04,230.4782930449
2017-08-07,229.1200241017
2017-08-08,227.7142632375
2017-08-09,226.0330492309
2017-08-10,220.5524815373
2017-08-11,221.1983716641
2017-08-14,220.9704104429
2017-08-15,219.5456528102
2017-08-16,217.2185486768
2017-08-17,214.1506784775
2017-08-18,213.4075297957
2017-08-21,212.435719981
2017-08-22,213.1788686628
2017-08-23,211.7687916768
2017-08-24,213.1312309268
2017-08-25,211.3305245055
2017-08-28,213.3598920597
2017-08-29,213.0169003604
2017-08-30,213.2836716821
2017-08-31,218.63815321
2017-09-01,216.9708324496
2017-09-05,213.2074513044
2017-09-06,213.045483002
2017-09-07,217.1613833936
2017-09-08,222.5158649216
2017-09-11,221.4011418989
2017-09-12,220.2864188761
2017-09-13,215.770361502
2017-09-14,213.1312309268
2017-09-15,209.8823373307
2017-09-18,211.073280731
2017-09-19,204.8422648604
2017-09-20,200.078491259
2017-09-21,193.0852716121
2017-09-22,194.9812535055
2017-09-25,201.6124263586
2017-09-26,199.5544761628
2017-09-27,198.4588082345
2017-09-28,194.4381833149
2017-09-29,195.2670799216
2017-10-02,201.0121908849
2017-10-03,199.8879403149
2017-10-04,198.5445561593
2017-10-05,199.4115629548
2017-10-06,196.9820384181
2017-10-09,193.3520429338
2017-10-10,197.6203840807
2017-10-11,196.8486527572
2017-10-12,194.4381833149
2017-10-13,195.8101501121
2017-10-16,189.0360640509
2017-10-17,188.4358285771
2017-10-18,178.3080459006
2017-10-19,180.3278859076
2017-10-20,179.3846587345
2017-10-23,178.8987538271
2017-10-24,174.2778934338
2017-10-25,171.8388413499
2017-10-26,167.9992398271
2017-10-27,170.3715990806
2017-10-30,170.200103231
2017-10-31,168.8567190754
2017-11-01,175.8594662694
2017-11-02,167.0941228429
2017-11-03,166.6558556715
2017-11-06,166.1032579338
2017-11-07,164.797983967
2017-11-08,166.7416035964
2017-11-09,164.8265666086
2017-11-10,164.0738903796
2017-11-13,166.1699507642
2017-11-14,163.7023160387
2017-11-15,164.8742043446
2017-11-16,167.2179809565
2017-11-17,167.2849408482
2017-11-20,163.6882380944
2017-11-21,163.2577816478
2017-11-22,167.2371123541
2017-11-24,165.9935715084
2017-11-27,164.8935161448
2017-11-28,164.4534939994
2017-11-29,168.0597624521
2017-11-30,166.2805424728
2017-12-01,162.5594856344
2017-12-04,159.6515131951
2017-12-05,157.145300106
2017-12-06,160.7037400646
2017-12-07,157.709676336
2017-12-08,160.5124260883
2017-12-11,165.2570126998
2017-12-12,164.4056655054
2017-12-13,161.8898867174
2017-12-14,163.5160555157
2017-12-15,164.2239172279
2017-12-18,163.4873584193
2017-12-19,162.2055547783
2017-12-20,158.5131950363
2017-12-21,160.3498092085
2017-12-22,157.7383734324
2017-12-26,157.298351287
2017-12-27,158.3792752529
2017-12-28,157.4705338657
2017-12-29,156.4757011891
2018-01-02,162.9229821893
2018-01-03,162.7507996106
2018-01-04,164.1282602398
2018-01-05,164.8074248555
2018-01-08,163.1525589608
2018-01-09,168.0214996568
2018-01-10,166.4335936538
2018-01-11,169.4276573824
2018-01-12,168.4041276093
2018-01-16,170.9007749996
2018-01-17,169.0450294298
2018-01-18,171.8382134833
2018-01-19,173.4548165828
2018-01-22,179.9786231735
2018-01-23,179.8925318842
2018-01-24,178.6107282432
2018-01-25,178.9933561957
2018-01-26,178.8116079183
2018-01-29,179.1655387744
2018-01-30,176.3723547209
2018-01-31,172.4312868098
2018-02-01,170.7859866139
2018-02-02,165.0178702294
2018-02-05,157.8340304206
2018-02-06,161.0194081254
2018-02-07,162.989942081
2018-02-08,157.0687745155
2018-02-09,155.7008795852
2018-02-12,155.404342922
2018-02-13,151.8267715658
2018-02-14,159.3932393272
2018-02-15,157.3270483835
2018-02-16,156.9157233345
2018-02-20,153.6155572439
2018-02-21,152.3911477958
2018-02-22,152.4772390851
2018-02-23,155.0504120659
2018-02-26,158.5610235304
2018-02-27,153.6538200391
2018-02-28,148.1864306575
2018-03-01,142.3923431405
2018-03-02,138.3854865989
2018-03-05,142.9112166495
2018-03-06,144.8137528491
2018-03-07,147.225553789
2018-03-08,147.4945993122
2018-03-09,151.126713875
2018-03-12,152.2125047364
2018-03-13,156.8054961678
2018-03-14,160.5240896488
2018-03-15,159.6208653924
2018-03-16,162.3497556989
2018-03-19,159.7649969227
2018-03-20,157.2186732212
2018-03-21,157.2955433707
2018-03-22,156.219361278
2018-03-23,153.2406429857
2018-03-26,153.932474331
2018-03-27,154.0477795552
2018-03-28,159.1692532642
2018-03-29,161.705968197
2018-04-02,155.9214894488
2018-04-03,158.2948553139
2018-04-04,159.9571722964
2018-04-05,158.6695972926
2018-04-06,155.2008317974
2018-04-09,155.54674747
2018-04-10,157.8816782605
2018-04-11,158.6023359118
2018-04-12,159.8034319974
2018-04-13,157.9393308726
2018-04-16,159.937954759
2018-04-17,160.303087969
2018-04-18,159.1019918834
2018-04-19,152.3854625727
2018-04-20,152.3085924233
2018-04-23,153.6346025018
2018-04-24,150.761580665
2018-04-25,150.9729735761
2018-04-26,154.2495636976
2018-04-27,155.700487769
2018-04-30,147.6387308424
2018-05-01,146.9565082658
2018-05-02,145.1596685217
2018-05-03,141.8254257881
2018-05-04,143.4589164645
2018-05-07,141.3353785852
2018-05-08,138.1740936879
2018-05-09,140.5570683217
2018-05-10,145.9668050913
2018-05-11,147.6579483798
2018-05-14,148.3209534191
2018-05-15,146.8315942729
2018-05-16,149.176133832
2018-05-17,154.6531319824
2018-05-18,152.9157816886
2018-05-21,148.8426604444
2018-05-22,149.5858602922
2018-05-23,150.5220990617
2018-05-24,148.3118034102
2018-05-25,148.6399695768
2018-05-29,145.7733415921
2018-05-30,146.2462869498
2018-05-31,145.5513468323
2018-06-01,149.6051641844
2018-06-04,145.9181207832
2018-06-05,146.9122712291
2018-06-06,149.9719381353
2018-06-07,157.5873235896
2018-06-08,164.4209014117
2018-06-11,165.086885691
2018-06-12,165.0096701223
2018-06-13,164.3050780588
2018-06-14,167.8956019992
2018-06-15,167.1524021513
2018-06-18,165.7432180242
2018-06-19,167.0269268523
2018-06-20,169.0924433127
2018-06-21,166.486417872
2018-06-22,167.3840488571
2018-06-25,165.2799246125
2018-06-26,163.9962157843
2018-06-27,160.801421633
2018-06-28,162.7125069562
2018-06-29,160.9172449859
2018-07-02,161.3901903437
2018-07-03,162.7704186326
2018-07-05,166.2065114358
2018-07-06,168.5133265481
2018-07-09,170.6850144153
2018-07-10,169.8259912145
2018-07-11,168.3395915187
2018-07-12,170.3761521408
2018-07-13,170.9842247436
2018-07-16,169.5460847783
2018-07-17,169.5460847783
2018-07-18,169.7391236998
2018-07-19,167.3550930189
2018-07-20,165.8107816467
2018-07-23,166.2354672741
2018-07-24,168.8704485529
2018-07-25,170.6753624692
2018-07-26,171.408910371
2018-07-27,172.4030608169
2018-07-30,177.5861558599
2018-07-31,177.6826753207
2018-08-01,177.5861558599
2018-08-02,177.8660622961
2018-08-03,179.4586333987
2018-08-06,178.4451790607
2018-08-07,179.2655944772
2018-08-08,178.1845765167
2018-08-09,177.6537194824
2018-08-10,177.595807806
2018-08-13,177.8564103501
2018-08-14,178.0397973255
2018-08-15,178.0591012177
2018-08-16,178.4934387911
2018-08-17,179.8403031303
2018-08-20,184.8304839553
2018-08-21,185.1793121295
2018-08-22,182.4468247651
2018-08-23,180.9061669958
2018-08-24,181.0612017399
2018-08-27,181.196857141
2018-08-28,181.8945134893
2018-08-29,184.4332074236
2018-08-30,184.9661393563
2018-08-31,185.7606924197
2018-09-04,184.210344979
2018-09-05,185.305277859
2018-09-06,184.5882421677
2018-09-07,184.3363107085
2018-09-10,183.309205529
2018-09-11,182.5727904946
2018-09-12,184.4332074236
2018-09-13,184.1812759645
2018-09-14,182.3789970645
2018-09-17,178.5709561631
2018-09-18,180.295717691
2018-09-19,182.194893306
2018-09-20,186.5358661401
2018-09-21,185.3731055595
2018-09-24,182.1464449484
2018-09-25,181.7782374312
2018-09-26,184.5494834816
2018-09-27,184.6173111822
2018-09-28,184.5688628246
2018-10-01,186.361452053
2018-10-02,187.4176262471
2018-10-03,187.4563849331
2018-10-04,185.9060374923
2018-10-05,184.268483008
2018-10-08,183.7452407467
2018-10-09,186.1967276375
2018-10-10,181.332512542
2018-10-11,176.5651941616
2018-10-12,177.5922993411
2018-10-15,177.2725401815
2018-10-16,182.1561346199
2018-10-17,185.0727257429
2018-10-18,183.0282050554
2018-10-19,183.6483440317
2018-10-22,181.8169961173
2018-10-23,181.8266857888
2018-10-24,173.3579128935
2018-10-25,174.6950875612
2018-10-26,171.7009790662
2018-10-29,168.4064907545
2018-10-30,155.6839520686
2018-10-31,153.1064994484
2018-11-01,159.356337569
2018-11-02,157.9900938868
2018-11-05,160.334994391
2018-11-06,160.0830629319
2018-11-07,164.346518394
2018-11-08,164.0558282488
2018-11-09,161.0810990969
2018-11-12,159.4753486527
2018-11-13,158.2880665062
2018-11-14,153.4902788156
2018-11-15,155.0960292597
2018-11-16,153.1691287268
2018-11-19,151.8553329089
2018-11-20,149.2861321983
2018-11-21,150.1911915395
2018-11-23,149.4905004366
2018-11-26,149.0525684973
2018-11-27,147.9528727386
2018-11-28,150.5999280162
2018-11-29,151.076787239
2018-11-30,152.4003148778
2018-12-03,153.8503561879
2018-12-04,149.8700414507
2018-12-06,151.3492782234
2018-12-07,148.3324137527
2018-12-10,148.2934864692
2018-12-11,145.6756266542
2018-12-12,148.1864364396
2018-12-13,146.8142496964
2018-12-14,144.2547808067
2018-12-17,144.3520990154
2018-12-18,142.8242031383
2018-12-19,132.8977458474
2018-12-20,131.9926865062
2018-12-21,127.934517202
2018-12-24,126.3384985787
2018-12-26,129.8322222723
2018-12-27,129.1120675277
2018-12-28,129.238581199
2018-12-31,130.0755177941
2019-01-02,132.235982028
2019-01-03,132.4208866246
2019-01-04,138.7465701924
2019-01-07,138.620056521
2019-01-08,141.695311917
2019-01-09,140.7221298297
2019-01-10,142.3765393781
2019-01-11,145.2571583567
2019-01-14,145.2571583567
2019-01-15,148.5951729163
2019-01-16,148.7898093337
2019-01-17,152.3613875943
2019-01-18,155.9232340339
2019-01-22,153.5681333826
2019-01-23,156.4779478237
2019-01-24,153.3443015025
2019-01-25,156.3514341524
2019-01-28,154.4342654403
2019-01-29,141.2281845151
2019-01-30,140.0311705476
2019-01-31,140.1187569355
2019-02-01,140.2063433234
2019-02-04,134.8149145595
2019-02-05,134.3088598741
2019-02-06,133.3064823241
2019-02-07,128.8882356476
2019-02-08,128.547621917
2019-02-11,131.1265544485
2019-02-12,135.0776737231
2019-02-13,136.5666423167
2019-02-14,135.6713147964
2019-02-15,136.0626649508
2019-02-19,134.9766682722
2019-02-20,137.2954179374
2019-02-21,133.646077747
2019-02-22,133.7439152857
2019-02-25,133.2547275926
2019-02-26,133.6558615009
2019-02-27,133.0003499922
2019-02-28,134.7320744257
2019-03-01,137.6769843379
2019-03-04,136.1115837201
2019-03-05,137.1290941217
2019-03-06,134.5363993484
2019-03-07,139.9076802184
2019-03-08,141.9231335138
2019-03-11,143.4689666239
2019-03-12,144.5647470564
2019-03-13,147.2161443528
2019-03-14,146.5606328441
2019-03-15,147.979277154
2019-03-18,147.5781432457
2019-03-19,150.7676470045
2019-03-20,150.3469455885
2019-03-21,150.2099730344
2019-03-22,146.071445151
2019-03-25,143.1754540081
2019-03-26,146.1594989358
2019-03-27,144.0364243479
2019-03-28,143.6842092089
2019-03-29,143.2439402851
2019-04-01,144.4571257639
2019-04-02,143.0971839772
2019-04-03,142.5590775148
2019-04-04,146.1203639204
2019-04-05,146.4040927823
2019-04-08,147.2357118606
2019-04-09,144.2516669328
2019-04-10,142.9406439154
2019-04-11,141.9035660061
2019-04-12,141.8155122213
2019-04-15,140.4751379423
2019-04-16,142.265564899
2019-04-17,137.0019053215
2019-04-18,137.2758504296
2019-04-22,137.2269316603
2019-04-23,139.0956286479
2019-04-24,136.6399064286
2019-04-25,138.4303333853
2019-04-26,142.2459973912
2019-04-29,143.1363189926
2019-04-30,143.8211817629
2019-05-01,142.1872948681
2019-05-02,141.130649451
2019-05-03,142.6569150534
2019-05-06,144.5647470564
2019-05-07,138.3031445851
2019-05-08,137.0214728292
2019-05-09,137.2269316603
2019-05-10,137.1290941217
2019-05-13,132.8144586688
2019-05-14,133.7490097075
2019-05-15,134.4868131591
2019-05-16,137.7626604843
2019-05-17,137.9200585539
2019-05-20,136.5231506856
2019-05-21,136.2280293049
2019-05-22,137.2412793785
2019-05-23,135.7951846133
2019-05-24,133.3063276366
2019-05-28,129.2730021011
2019-05-29,123.6263463515
2019-05-30,120.4291980612
2019-05-31,119.9274917141
2019-06-03,121.1276519953
2019-06-04,126.5185358818
2019-06-05,124.4428488379
2019-06-06,123.0164288315
2019-06-07,125.0626037373
2019-06-10,124.5510600108
2019-06-11,120.8522053734
2019-06-12,120.2816373708
2019-06-13,119.0322901928
2019-06-14,114.0349014806
2019-06-17,113.8479912728
2019-06-18,118.678144536
2019-06-19,126.0758538108
2019-06-20,128.6925967192
2019-06-21,128.6827593398
2019-06-24,127.4629242998
2019-06-25,159.7885528596
2019-06-26,161.3330214183
2019-06-27,163.3103346686
2019-06-28,164.707242537
