date,JNPR
2019-11-14,25.07
2019-11-15,25.51
2019-11-18,26.08
2019-11-19,26.12
2019-11-20,25.56
2019-11-21,25.32
2019-11-22,25.46
2019-11-25,25.86
2019-11-26,25.64
2019-11-27,25.27
2019-11-29,25.06
2019-12-02,24.78
2019-12-03,24.5
2019-12-04,24.29
2019-12-05,24.05
2019-12-06,23.97
2019-12-09,23.92
2019-12-10,23.74
2019-12-11,24.01
2019-12-12,24.35
2019-12-13,24.13
2019-12-16,24.11
2019-12-17,24.21
2019-12-18,24.22
2019-12-19,24.43
2019-12-20,24.5
2019-12-23,24.47
2019-12-24,24.29
2019-12-26,24.49
2019-12-27,24.41
2019-12-30,24.5
2019-12-31,24.63
2020-01-02,24.71
2020-01-03,24.34
2020-01-06,24.29
2020-01-07,24.19
2020-01-08,24.11
2020-01-09,24.37
2020-01-10,24.16
2020-01-13,24.54
2020-01-14,24.46
2020-01-15,24.48
2020-01-16,24.9
2020-01-17,24.7
2020-01-21,24.52
2020-01-22,24.42
2020-01-23,24.49
2020-01-24,24.58
2020-01-27,24.47
2020-01-28,23.26
2020-01-29,22.76
2020-01-30,22.92
2020-01-31,22.94
2020-02-03,23.15
2020-02-04,23.34
2020-02-05,23.35
2020-02-06,23.12
2020-02-07,23.76
2020-02-10,24.18
2020-02-11,24.47
2020-02-12,24.43
2020-02-13,24.94
2020-02-14,24.24
2020-02-18,24.07
2020-02-19,24.0
2020-02-20,24.32
2020-02-21,24.14
2020-02-24,23.29
2020-02-25,22.65
2020-02-26,22.38
2020-02-27,21.74
2020-02-28,21.22
2020-03-02,21.88
2020-03-03,21.79
2020-03-04,22.57
2020-03-05,21.59
2020-03-06,21.38
2020-03-09,19.94
2020-03-10,21.35
2020-03-11,20.29
2020-03-12,19.2
2020-03-13,20.3
2020-03-16,18.49
2020-03-17,18.52
2020-03-18,18.36
2020-03-19,18.17
2020-03-20,17.64
2020-03-23,17.28
2020-03-24,19.45
2020-03-25,19.42
2020-03-26,20.41
2020-03-27,19.94
2020-03-30,20.25
2020-03-31,19.14
2020-04-01,19.22
2020-04-02,19.66
2020-04-03,20.11
2020-04-06,21.34
2020-04-07,21.83
2020-04-08,22.25
2020-04-09,21.67
2020-04-13,21.84
2020-04-14,22.48
2020-04-15,21.89
2020-04-16,21.94
2020-04-17,22.57
2020-04-20,23.1
2020-04-21,22.61
2020-04-22,23.2
2020-04-23,23.13
2020-04-24,23.29
2020-04-27,23.74
2020-04-28,23.94
2020-04-29,23.07
2020-04-30,21.6
2020-05-01,21.82
2020-05-04,21.56
2020-05-05,22.14
2020-05-06,22.59
2020-05-07,23.12
2020-05-08,23.68
2020-05-11,23.8
2020-05-12,23.39
2020-05-13,22.82
2020-05-14,22.92
2020-05-15,22.95
2020-05-18,23.44
2020-05-19,23.26
2020-05-20,23.64
2020-05-21,23.31
2020-05-22,23.16
2020-05-26,23.25
2020-05-27,23.89
2020-05-28,23.72
2020-05-29,24.26
2020-06-01,24.28
2020-06-02,24.23
2020-06-03,24.47
2020-06-04,24.64
2020-06-05,24.85
2020-06-08,25.45
2020-06-09,24.93
2020-06-10,25.06
2020-06-11,23.26
2020-06-12,23.89
2020-06-15,23.69
2020-06-16,24.37
2020-06-17,23.99
2020-06-18,23.79
2020-06-19,23.27
2020-06-22,23.14
2020-06-23,22.74
2020-06-24,22.38
2020-06-25,22.26
2020-06-26,22.17
2020-06-29,22.55
2020-06-30,22.86
2020-07-01,22.55
2020-07-02,22.54
2020-07-06,23.08
2020-07-07,22.49
2020-07-08,22.3
2020-07-09,22.74
2020-07-10,22.62
2020-07-13,22.54
2020-07-14,22.94
2020-07-15,23.2
2020-07-16,23.16
2020-07-17,23.77
