date,MRO
2016-02-18,6.1433950278
2016-02-19,5.96609647
2016-02-22,6.6398309896
2016-02-23,6.2320443067
2016-02-24,6.4004779366
2016-02-25,6.5511817107
2016-02-26,7.1185370957
2016-02-29,7.2781057977
2016-03-01,7.0564826005
2016-03-02,8.0670843799
2016-03-03,8.8383331064
2016-03-04,9.751420679
2016-03-07,9.7780154627
2016-03-08,8.9713070247
2016-03-09,9.2904444288
2016-03-10,9.3879586356
2016-03-11,9.8932595253
2016-03-14,9.8312050301
2016-03-15,10.0262334436
2016-03-16,10.2123969293
2016-03-17,10.1503424341
2016-03-18,10.3099111361
2016-03-21,10.1326125783
2016-03-22,10.0262334436
2016-03-23,9.03336152
2016-03-24,9.1220107989
2016-03-28,9.0067667363
2016-03-29,9.2195250056
2016-03-30,9.3347690682
2016-03-31,9.8755296695
2016-04-01,9.3613638519
2016-04-04,9.3347690682
2016-04-05,9.4234183471
2016-04-06,9.7691505348
2016-04-07,9.9464490926
2016-04-08,10.4428850545
2016-04-11,10.3453708477
2016-04-12,11.6307853917
2016-04-13,11.4534868339
2016-04-14,11.6219204638
2016-04-15,11.5332711849
2016-04-18,11.8435436611
2016-04-19,12.3665744066
2016-04-20,12.4640886134
2016-04-21,12.2867900556
2016-04-22,12.7123065943
2016-04-25,12.2601952719
2016-04-26,12.8009558732
2016-04-27,13.1555529888
2016-04-28,12.7211715222
2016-04-29,12.4906833971
2016-05-02,12.011977291
2016-05-03,11.3382427714
2016-05-04,10.7886172422
2016-05-05,10.6999679633
2016-05-06,10.6645082517
2016-05-09,10.1414775062
2016-05-10,10.5847239007
2016-05-11,11.045700151
2016-05-12,10.9304560884
2016-05-13,10.9038613048
2016-05-16,11.3737024829
2016-05-17,11.4448993686
2016-05-18,11.2669071544
2016-05-19,11.3381040401
2016-05-20,11.6673896362
2016-05-23,11.7385865219
2016-05-24,11.5872931399
2016-05-25,12.0500728966
2016-05-26,11.7207873005
2016-05-27,11.4804978114
2016-05-31,11.6317911934
2016-06-01,11.7741849647
2016-06-02,11.9076791253
2016-06-03,11.8542814611
2016-06-06,12.4238565463
2016-06-07,13.0112308529
2016-06-08,12.9311343566
2016-06-09,12.6908448675
2016-06-10,11.9432775681
2016-06-13,11.8186830183
2016-06-14,11.7741849647
2016-06-15,11.6228915827
2016-06-16,11.2758067652
2016-06-17,11.7118876898
2016-06-20,12.886636303
2016-06-21,13.4295125561
2016-06-22,13.1269257921
2016-06-23,13.5897055488
2016-06-24,12.9845320208
2016-06-27,12.1568682251
2016-06-28,13.1536246242
2016-06-29,13.4740106097
2016-06-30,13.3583156705
2016-07-01,13.9545895878
2016-07-05,13.10022696
2016-07-06,13.2070222885
2016-07-07,13.1180261814
2016-07-08,13.2782191741
2016-07-11,13.0735281279
2016-07-12,13.8833927022
2016-07-13,13.6075047703
2016-07-14,13.5897055488
2016-07-15,13.5363078846
2016-07-18,13.5096090525
2016-07-19,13.1269257921
2016-07-20,13.2070222885
2016-07-21,12.8332386388
2016-07-22,12.5573507069
2016-07-25,12.0856713394
2016-07-26,12.2636635536
2016-07-27,11.6851888577
2016-07-28,11.8809802932
2016-07-29,12.1390690037
2016-08-01,11.4982970328
2016-08-02,11.4804978114
2016-08-03,11.9432775681
2016-08-04,11.9343779574
2016-08-05,12.3437600499
2016-08-08,12.6819452568
2016-08-09,12.8332386388
2016-08-10,12.4416557677
2016-08-11,12.8599374709
2016-08-12,13.10022696
2016-08-15,13.3049180062
2016-08-16,13.5460138359
2016-08-17,14.01927602
2016-08-18,14.8943645868
2016-08-19,15.0015182889
2016-08-22,13.965699169
2016-08-23,14.6711277076
2016-08-24,14.3407371262
2016-08-25,14.2960897503
2016-08-26,14.2425128993
2016-08-29,14.2782308
2016-08-30,13.8853338924
2016-08-31,13.4120717083
2016-09-01,13.4924369848
2016-09-02,13.8317570414
2016-09-06,13.965699169
2016-09-07,14.0103465448
2016-09-08,14.9479414379
2016-09-09,13.9924875945
2016-09-12,13.813898091
2016-09-13,12.8048673966
2016-09-14,12.5101947159
2016-09-15,12.7334315952
2016-09-16,12.7155726449
2016-09-19,12.5816305173
2016-09-20,12.3851820635
2016-09-21,13.0816811269
2016-09-22,13.2781295807
2016-09-23,12.9388095242
2016-09-26,12.8673737228
2016-09-27,12.5548420918
2016-09-28,13.5549433111
2016-09-29,14.1978655234
2016-09-30,14.1175002469
2016-10-03,14.2693013248
2016-10-04,13.9567696938
2016-10-05,14.3943139772
2016-10-06,14.3585960765
2016-10-07,13.8942633676
2016-10-10,14.0371349703
2016-10-11,13.4656485593
2016-10-12,13.3406359069
2016-10-13,13.1977643042
2016-10-14,13.0191748007
2016-10-17,12.6619957939
2016-10-18,12.6798547442
2016-10-19,13.0816811269
2016-10-20,13.1263285028
2016-10-21,13.0727516518
2016-10-24,13.0281042759
2016-10-25,12.6619957939
2016-10-26,12.7245021201
2016-10-27,12.4566178649
2016-10-28,12.2512399359
2016-10-31,11.7690482767
2016-11-01,11.8494135532
2016-11-02,11.4118692698
2016-11-03,12.6352073683
2016-11-04,12.2244515104
2016-11-07,12.6352073683
2016-11-08,12.7245021201
2016-11-09,13.2870590559
2016-11-10,13.5192254104
2016-11-11,13.2959885311
2016-11-14,13.3763538076
2016-11-15,14.0662260402
2016-11-16,13.9407947251
2016-11-17,13.8512009287
2016-11-18,13.994551003
2016-11-21,14.7650576523
2016-11-22,14.8277733098
2016-11-23,15.0338390416
2016-11-25,14.5858700595
2016-11-28,13.9228759659
2016-11-29,13.3942725669
2016-11-30,16.180639636
2016-12-01,16.0283301821
2016-12-02,16.306070951
2016-12-05,16.4762991642
2016-12-06,16.4404616457
2016-12-07,16.5031773032
2016-12-08,16.4673397846
2016-12-09,16.3508678492
2016-12-12,16.5658929607
2016-12-13,16.8436337296
2016-12-14,16.306070951
2016-12-15,16.3419084696
2016-12-16,16.6554867571
2016-12-19,16.58381172
2016-12-20,16.4046241271
2016-12-21,16.1985583953
2016-12-22,16.1627208767
2016-12-23,16.180639636
2016-12-27,16.2523146731
2016-12-28,15.9924926635
2016-12-29,15.7416300335
2016-12-30,15.5086861627
2017-01-03,15.9118582467
2017-01-04,16.1716802564
2017-01-05,16.2881521917
2017-01-06,16.0193708024
2017-01-09,15.5893205795
2017-01-10,15.6609956167
2017-01-11,15.8491425892
2017-01-12,15.6251580981
2017-01-13,15.6341174778
2017-01-17,15.6251580981
2017-01-18,15.526604922
2017-01-19,15.4728486442
2017-01-20,15.777467552
2017-01-23,15.6072393388
2017-01-24,15.8581019688
2017-01-25,15.9028988671
2017-01-26,15.9028988671
2017-01-27,15.5982799592
2017-01-30,14.8098545506
2017-01-31,15.0069609027
2017-02-01,14.8636108284
2017-02-02,14.9442452452
2017-02-03,15.4370111256
2017-02-06,14.8008951709
2017-02-07,14.3618855684
2017-02-08,14.2274948737
2017-02-09,14.3798043277
2017-02-10,14.5052356427
2017-02-13,14.4335606055
2017-02-14,14.7481151642
2017-02-15,14.64925516
2017-02-16,14.5324206097
2017-02-17,14.5863442483
2017-02-21,14.7211533449
2017-02-22,14.1639424124
2017-02-23,14.3616624207
2017-02-24,14.1369805931
2017-02-27,14.2448278703
2017-02-28,14.3796369669
2017-03-01,14.7840642566
2017-03-02,14.5054587904
2017-03-03,14.5414078828
2017-03-06,14.8020388028
2017-03-07,14.6312806138
2017-03-08,13.3640751061
2017-03-09,14.4425478786
2017-03-10,14.5234333366
2017-03-13,14.2358405972
2017-03-14,13.7685023958
2017-03-15,13.9841969503
2017-03-16,13.9752096772
2017-03-17,13.8943242193
2017-03-20,13.9122987655
2017-03-21,13.525846022
2017-03-22,13.4988842027
2017-03-23,13.1933169171
2017-03-24,13.1304060054
2017-03-27,13.2562278289
2017-03-28,13.6876169379
2017-03-29,14.2448278703
2017-03-30,14.2448278703
2017-03-31,14.1998915048
2017-04-03,14.217866051
2017-04-04,14.5054587904
2017-04-05,14.3616624207
2017-04-06,14.6582424331
2017-04-07,14.6133060676
2017-04-10,14.8829242608
2017-04-11,14.9188733532
2017-04-12,14.7481151642
2017-04-13,14.298751509
2017-04-17,14.3976115131
2017-04-18,14.1459678662
2017-04-19,13.5348332951
2017-04-20,13.5617951144
2017-04-21,13.6247060261
2017-04-24,13.615718753
2017-04-25,14.0291333158
2017-04-26,13.7595151227
2017-04-27,13.3730623792
2017-04-28,13.3640751061
2017-05-01,13.3191387406
2017-05-02,13.1573678247
2017-05-03,13.3461005599
2017-05-04,12.7349659888
2017-05-05,12.8428132661
2017-05-08,13.1124314592
2017-05-09,12.9416732702
2017-05-10,13.2112914633
2017-05-11,13.0135714551
2017-05-12,12.8787623585
2017-05-15,13.1124314592
2017-05-16,13.0132314963
2017-05-17,12.9410860687
2017-05-18,12.7336679645
2017-05-19,13.1034132808
2017-05-22,13.0222496748
2017-05-23,13.1304678161
2017-05-24,13.1034132808
2017-05-25,12.1745409009
2017-05-26,12.1925772578
2017-05-30,11.83185012
2017-05-31,11.7416683355
2017-06-01,11.8138137631
2017-06-02,11.4711229822
2017-06-05,11.5252320529
2017-06-06,11.6154138373
2017-06-07,11.0111958815
2017-06-08,10.9029777401
2017-06-09,11.3087957702
2017-06-12,11.3809411977
2017-06-13,11.7326501571
2017-06-14,11.3989775546
2017-06-15,11.1554867366
2017-06-16,11.2907594133
2017-06-19,11.263704878
2017-06-20,10.8759232048
2017-06-21,10.4701051748
2017-06-22,10.4520688179
2017-06-23,10.3979597472
2017-06-26,10.3979597472
2017-06-27,10.2356325352
2017-06-28,10.3258143197
2017-06-29,10.5602869592
2017-06-30,10.6865414575
2017-07-03,10.9480686324
2017-07-05,10.5873414946
2017-07-06,10.4520688179
2017-07-07,10.3438506766
2017-07-10,10.3889415688
2017-07-11,10.4520688179
2017-07-12,10.3077779628
2017-07-13,10.3258143197
2017-07-14,10.5061778886
2017-07-17,10.4520688179
2017-07-18,10.5332324239
2017-07-19,11.0472685953
2017-07-20,10.9119959186
2017-07-21,10.6865414575
2017-07-24,10.7135959928
2017-07-25,11.1284322013
2017-07-26,10.9841413462
2017-07-27,11.0292322384
2017-07-28,11.1464685582
2017-07-31,11.0292322384
2017-08-01,10.7406505281
2017-08-02,10.8578868479
2017-08-03,11.2817412348
2017-08-04,11.6334501942
2017-08-07,11.1374503797
2017-08-08,11.1554867366
2017-08-09,11.002177703
2017-08-10,10.8669050264
2017-08-11,10.9300322755
2017-08-14,10.5332324239
2017-08-15,10.4426629276
2017-08-16,10.13472664
2017-08-17,9.7996195036
2017-08-18,9.8449042517
2017-08-21,9.7543347554
2017-08-22,9.863018151
2017-08-23,9.9807584962
2017-08-24,9.9535876473
2017-08-25,10.0079293451
2017-08-28,9.8901889999
2017-08-29,9.8539612014
2017-08-30,9.8720751006
2017-08-31,10.0713279926
2017-09-01,10.2071822371
2017-09-05,10.2252961364
2017-09-06,10.6238019202
2017-09-07,10.6690866684
2017-09-08,10.2434100356
2017-09-11,10.406435129
2017-09-12,10.4970046254
2017-09-13,10.7868270136
2017-09-14,10.8049409129
2017-09-15,10.8683395603
2017-09-18,10.8864534596
2017-09-19,10.8683395603
2017-09-20,11.248731445
2017-09-21,11.5294968836
2017-09-22,11.5838385814
2017-09-25,11.9461165667
2017-09-26,12.136312509
2017-09-27,12.435191847
2017-09-28,12.2540528543
2017-09-29,12.2812237032
2017-10-02,12.3083945521
2017-10-03,12.4623626959
2017-10-04,12.5891599907
2017-10-05,12.5710460915
2017-10-06,12.2721667536
2017-10-09,12.2993376025
2017-10-10,12.335565401
2017-10-11,12.3899070988
2017-10-12,12.335565401
2017-10-13,12.4533057462
2017-10-16,12.5438752426
2017-10-17,12.6435016885
2017-10-18,12.4714196455
2017-10-19,12.4442487966
2017-10-20,12.6163308396
2017-10-23,12.3446223506
2017-10-24,12.4170779477
2017-10-25,12.2178250558
2017-10-26,12.2812237032
2017-10-27,12.507647444
2017-10-30,12.8246406812
2017-10-31,12.878982379
2017-11-01,13.4676841052
2017-11-02,13.9839302343
2017-11-03,14.1107275292
2017-11-06,14.7899987517
2017-11-07,14.6360306079
2017-11-08,14.2646956729
2017-11-09,14.2918665218
2017-11-10,14.1469553277
2017-11-13,14.0835566803
2017-11-14,13.4857980045
2017-11-15,13.4403606796
2017-11-16,13.1949991257
2017-11-17,13.6766347687
2017-11-20,13.1495618008
2017-11-21,13.1949991257
2017-11-22,13.5221478643
2017-11-24,13.7493344884
2017-11-27,13.1586492658
2017-11-28,13.2313489855
2017-11-29,13.4040108198
2017-11-30,13.4857980045
2017-12-01,13.7038971636
2017-12-04,13.5403227942
2017-12-05,13.5221478643
2017-12-06,13.1313868709
2017-12-07,13.3949233548
2017-12-08,13.7675094183
2017-12-11,13.7675094183
2017-12-12,13.7947718132
2017-12-13,13.8129467431
2017-12-14,13.7402470234
2017-12-15,13.6402849088
2017-12-18,14.0219584372
2017-12-19,14.55811887
2017-12-20,14.8307428189
2017-12-21,15.4941277612
2017-12-22,15.3578157867
2017-12-26,15.6849645254
2017-12-27,15.4577779013
2017-12-28,15.5123026911
2017-12-29,15.3850781816
2018-01-02,15.794014105
2018-01-03,16.0575505889
2018-01-04,16.4664865122
2018-01-05,16.257474818
2018-01-08,16.3301745377
2018-01-09,16.4028742574
2018-01-10,16.266562283
2018-01-11,16.9026848304
2018-01-12,17.1026090596
2018-01-16,16.5755360917
2018-01-17,17.1207839895
2018-01-18,16.984472015
2018-01-19,16.8845099005
2018-01-22,17.5206324478
2018-01-23,17.4661076581
2018-01-24,17.5206324478
2018-01-25,16.9753845501
2018-01-26,17.1207839895
2018-01-29,16.9208597603
2018-01-30,16.4119617224
2018-01-31,16.5300987669
2018-02-01,16.748197926
2018-02-02,15.9212386144
2018-02-05,15.2487662072
2018-02-06,15.6577021305
2018-02-07,14.8398302839
2018-02-08,14.2491450613
2018-02-09,14.094658157
2018-02-12,14.7853054941
2018-02-13,14.6035561949
2018-02-14,15.4032531116
2018-02-15,14.8307428189
2018-02-16,14.2218826664
2018-02-20,14.4490692905
2018-02-21,13.947682028
2018-02-22,13.8382884435
2018-02-23,14.1664691971
2018-02-26,13.9841465562
2018-02-27,13.6741980667
2018-02-28,13.2366237286
2018-03-01,13.2457398606
2018-03-02,13.5465722181
2018-03-05,13.8109400474
2018-03-06,13.7015464628
2018-03-07,13.4918754258
2018-03-08,13.519223822
2018-03-09,13.8747529717
2018-03-12,13.7562432551
2018-03-13,13.5101076899
2018-03-14,13.5556883501
2018-03-15,13.5921528783
2018-03-16,13.7835916512
2018-03-19,13.537456086
2018-03-20,13.9112174999
2018-03-21,14.8775274966
2018-03-22,14.4399531584
2018-03-23,14.3670241021
2018-03-26,14.8319468364
2018-03-27,14.4217208944
2018-03-28,13.9659142921
2018-03-29,14.7043209877
2018-04-02,14.1938175932
2018-04-03,14.5858112712
2018-04-04,14.4855338187
2018-04-05,15.3151018347
2018-04-06,14.8045984402
2018-04-09,14.9048758927
2018-04-10,15.5521212679
2018-04-11,15.9714633419
2018-04-12,16.0717407944
2018-04-13,16.5548957928
2018-04-16,16.5822441889
2018-04-17,16.5457796607
2018-04-18,16.6187087171
2018-04-19,16.399921548
2018-04-20,16.4272699441
2018-04-23,16.390805416
2018-04-24,16.1446698508
2018-04-25,16.3816892839
2018-04-26,16.8283797541
2018-04-27,16.5093151325
2018-04-30,16.6369409812
2018-05-01,16.5913603209
2018-05-02,16.6825216414
2018-05-03,17.7217606945
2018-05-04,17.9770123917
2018-05-07,18.0225930519
2018-05-08,18.6333738989
2018-05-09,19.3808967266
2018-05-10,19.271503142
2018-05-11,19.1438772934
2018-05-14,19.5267548393
2018-05-15,19.4355935188
2018-05-16,19.3533554644
2018-05-17,19.7828208595
2018-05-18,19.5635193812
2018-05-21,20.0112598995
2018-05-22,19.682307682
2018-05-23,19.7645457363
2018-05-24,19.6183447508
2018-05-25,18.9238900693
2018-05-29,18.8964773845
2018-05-30,19.6731701204
2018-05-31,19.5817945044
2018-06-01,19.6640325588
2018-06-04,19.2619798485
2018-06-05,18.8051017686
2018-06-06,18.9147525077
2018-06-07,19.2802549717
2018-06-08,19.1797417941
2018-06-11,19.6183447508
2018-06-12,19.5178315732
2018-06-13,19.6183447508
2018-06-14,19.2985300948
2018-06-15,18.2659856343
2018-06-18,18.567525167
2018-06-19,18.7594139606
2018-06-20,19.2437047253
2018-06-21,18.2020227031
2018-06-22,19.6274823124
2018-06-25,18.5492500438
2018-06-26,18.9421651925
2018-06-27,19.3899057108
2018-06-28,18.9147525077
2018-06-29,19.0609534933
2018-07-02,18.8782022613
2018-07-03,19.4355935188
2018-07-05,18.9147525077
2018-07-06,19.2711174101
2018-07-09,20.0203974611
2018-07-10,20.0843603923
2018-07-11,19.4630062036
2018-07-12,19.5817945044
2018-07-13,19.6274823124
2018-07-16,18.3116734423
2018-07-17,18.3299485655
2018-07-18,18.613212975
2018-07-19,18.7685515222
2018-07-20,18.7137261526
2018-07-23,18.6954510294
2018-07-24,19.0518159317
2018-07-25,19.3533554644
2018-07-26,19.408180834
2018-07-27,19.0335408085
2018-07-30,19.2893925333
2018-07-31,19.2985300948
2018-08-01,18.5583876054
2018-08-02,19.0335408085
2018-08-03,18.7685515222
2018-08-06,18.8325144534
2018-08-07,18.9330276309
2018-08-08,18.4030490583
2018-08-09,18.3573612503
2018-08-10,18.6223505366
2018-08-13,18.3482236887
2018-08-14,18.7320012758
2018-08-15,17.4038153662
2018-08-16,17.6969322566
2018-08-17,18.1640873007
2018-08-20,18.301485843
2018-08-21,18.512163608
2018-08-22,19.1167171944
2018-08-23,19.034278069
2018-08-24,18.878559721
2018-08-27,19.1167171944
2018-08-28,18.9609988464
2018-08-29,19.9411084486
2018-08-30,19.812869809
2018-08-31,19.7029509752
2018-09-04,19.2907553481
2018-09-05,19.4281538904
2018-09-06,18.6495621504
2018-09-07,18.7961205955
2018-09-10,18.6404022475
2018-09-11,18.8144404012
2018-09-12,18.8327602068
2018-09-13,18.9335191379
2018-09-14,19.1258770972
2018-09-17,19.1167171944
2018-09-18,19.6937910723
2018-09-19,19.9319485458
2018-09-20,19.7395905865
2018-09-21,20.023547574
2018-09-24,20.4632229096
2018-09-25,20.6006214519
2018-09-26,20.5548219378
2018-09-27,20.8204591197
2018-09-28,21.3242537751
2018-10-01,21.8555281389
2018-10-02,21.53493154
2018-10-03,21.9746068756
2018-10-04,21.7272894993
2018-10-05,21.4433325118
2018-10-08,20.9578576621
2018-10-09,21.0036571762
2018-10-10,19.3823543763
2018-10-11,18.2831660374
2018-10-12,18.7961205955
2018-10-15,19.0892374859
2018-10-16,19.400674182
2018-10-17,19.135037
2018-10-18,18.823600304
2018-10-19,18.9335191379
2018-10-22,18.7411611786
2018-10-23,17.8434907018
2018-10-24,16.8084216827
2018-10-25,17.2114574069
2018-10-26,17.1198583787
2018-10-29,16.6252236262
2018-10-30,17.1106984759
2018-10-31,17.3946554634
2018-11-01,17.0465791561
2018-11-02,16.6801830431
2018-11-05,17.1198583787
2018-11-06,16.790101877
2018-11-07,16.9549801279
2018-11-08,16.5336245979
2018-11-09,16.3412666386
2018-11-12,15.8099922748
2018-11-13,15.0863599517
2018-11-14,15.278717911
2018-11-15,15.7092333437
2018-11-16,15.745872955
2018-11-19,15.6817536353
2018-11-20,14.6375247133
2018-11-21,15.0785800719
2018-11-23,14.3802424208
2018-11-26,14.9131843124
2018-11-27,14.7937318195
2018-11-28,15.1520892983
2018-11-29,15.2072212181
2018-11-30,15.3358623644
2018-12-03,16.1260865485
2018-12-04,15.4553148574
2018-12-06,14.9039956591
2018-12-07,14.7477885529
2018-12-10,14.0586395551
2018-12-11,14.0862055151
2018-12-12,14.2607899278
2018-12-13,14.3526764609
2018-12-14,13.8197345692
2018-12-17,13.5256976635
2018-12-18,13.0846423049
2018-12-19,12.7354734794
2018-12-20,12.5057571468
2018-12-21,12.3587386939
2018-12-24,11.6328350829
2018-12-26,13.0203217318
2018-12-27,13.1305855714
2018-12-28,12.9376238521
2018-12-31,13.176528838
2019-01-02,13.5256976635
2019-01-03,13.4338111305
2019-01-04,14.1597147415
2019-01-07,14.3526764609
2019-01-08,14.2240353146
2019-01-09,14.7661658596
2019-01-10,15.0234481521
2019-01-11,14.8029204728
2019-01-14,14.5456381803
2019-01-15,14.5456381803
2019-01-16,14.2791672344
2019-01-17,14.508883567
2019-01-18,14.7937318195
2019-01-22,14.416997034
2019-01-23,14.297544541
2019-01-24,14.5180722203
2019-01-25,14.6099587534
2019-01-28,14.5456381803
2019-01-29,14.6191474067
2019-01-30,14.720222593
2019-01-31,14.508883567
2019-02-01,14.7018452864
2019-02-04,14.839675086
2019-02-05,14.6467133666
2019-02-06,14.6191474067
2019-02-07,14.0310735952
2019-02-08,13.902432449
2019-02-11,14.0310735952
2019-02-12,14.1964693547
2019-02-13,14.2883558877
2019-02-14,15.5380127371
2019-02-15,15.6942198433
2019-02-19,15.6942198433
2019-02-20,15.740297999
2019-02-21,15.3716727531
2019-02-22,15.5652010072
2019-02-25,15.362457122
2019-02-26,15.2242226548
2019-02-27,15.4730446957
2019-02-28,15.2979477039
2019-03-01,15.740297999
2019-03-04,15.9246106219
2019-03-05,15.9153949908
2019-03-06,15.5375541138
2019-03-07,15.5375541138
2019-03-08,14.9938318761
2019-03-11,15.2703008105
2019-03-12,15.5744166383
2019-03-13,15.9614731465
2019-03-14,15.9061793596
2019-03-15,15.9153949908
2019-03-18,16.0259825645
2019-03-19,15.7771605236
2019-03-20,16.2195108186
2019-03-21,16.302451499
2019-03-22,15.3716727531
2019-03-25,15.3993196466
2019-03-26,15.7679448924
2019-03-27,15.7218667367
2019-03-28,15.5006915892
2019-03-29,15.3993196466
2019-04-01,16.0259825645
2019-04-02,15.7863761547
2019-04-03,15.6020635318
2019-04-04,15.7955917859
2019-04-05,16.3116671301
2019-04-08,16.2195108186
2019-04-09,15.9061793596
2019-04-10,16.0812763514
2019-04-11,15.8416699416
2019-04-12,16.366960917
2019-04-15,16.0167669334
2019-04-16,16.0997076137
2019-04-17,16.3485296547
2019-04-18,16.2379420809
2019-04-22,17.306955294
2019-04-23,17.2147989825
2019-04-24,16.7263705317
2019-04-25,16.5236266465
2019-04-26,16.0167669334
2019-04-29,15.804807417
2019-04-30,15.7034354744
2019-05-01,15.2334382859
2019-05-02,14.3026595401
2019-05-03,14.4501096384
2019-05-06,14.5330503187
2019-05-07,14.2934439089
2019-05-08,14.3395220647
2019-05-09,14.0722687614
2019-05-10,14.0630531302
2019-05-13,13.8510936139
2019-05-14,14.2934439089
2019-05-15,14.2657076012
2019-05-16,14.5245798065
2019-05-17,14.3026893448
2019-05-20,14.3674073962
2019-05-21,14.6447704733
2019-05-22,14.2657076012
2019-05-23,13.4613546775
2019-05-24,13.3411640107
2019-05-28,13.2487096517
2019-05-29,13.02681919
2019-05-30,12.5922837024
2019-05-31,12.1577482149
2019-06-03,12.3241660612
2019-06-04,12.435111292
2019-06-05,12.1947299585
2019-06-06,12.2502025739
2019-06-07,12.3056751894
2019-06-10,12.435111292
2019-06-11,12.3981295484
2019-06-12,12.0375575481
2019-06-13,12.2779388817
2019-06-14,12.0005758045
2019-06-17,12.3241660612
2019-06-18,12.638510882
2019-06-19,12.6015291383
2019-06-20,13.0453100618
2019-06-21,12.9898374463
2019-06-24,12.8788922155
2019-06-25,12.8511559078
2019-06-26,13.3041822671
2019-06-27,13.1285189849
2019-06-28,13.1377644208
