Date,QRVO
2015-08-03,57.52000045776367
2015-08-04,55.060001373291016
2015-08-05,54.83000183105469
2015-08-06,51.83000183105469
2015-08-07,52.20000076293945
2015-08-10,54.529998779296875
2015-08-11,53.86000061035156
2015-08-12,56.959999084472656
2015-08-13,58.31999969482422
2015-08-14,58.2400016784668
2015-08-17,58.279998779296875
2015-08-18,55.93000030517578
2015-08-19,55.59000015258789
2015-08-20,52.36000061035156
2015-08-21,49.9900016784668
2015-08-24,48.5
2015-08-25,49.810001373291016
2015-08-26,52.75
2015-08-27,54.7400016784668
2015-08-28,55.790000915527344
2015-08-31,55.5099983215332
2015-09-01,53.45000076293945
2015-09-02,54.81999969482422
2015-09-03,56.56999969482422
2015-09-04,55.790000915527344
2015-09-08,58.189998626708984
2015-09-09,56.54999923706055
2015-09-10,53.97999954223633
2015-09-11,53.52000045776367
2015-09-14,53.4900016784668
2015-09-15,52.72999954223633
2015-09-16,51.7400016784668
2015-09-17,51.38999938964844
2015-09-18,50.72999954223633
2015-09-21,49.900001525878906
2015-09-22,47.369998931884766
2015-09-23,48.060001373291016
2015-09-24,46.77000045776367
2015-09-25,47.68000030517578
2015-09-28,43.25
2015-09-29,43.56999969482422
2015-09-30,45.04999923706055
2015-10-01,43.630001068115234
2015-10-02,44.959999084472656
2015-10-05,44.77000045776367
2015-10-06,44.279998779296875
2015-10-07,45.54999923706055
2015-10-08,45.2599983215332
2015-10-09,45.65999984741211
2015-10-12,46.43000030517578
2015-10-13,44.13999938964844
2015-10-14,46.5
2015-10-15,48.310001373291016
2015-10-16,47.31999969482422
2015-10-19,46.849998474121094
2015-10-20,48.20000076293945
2015-10-21,48.5
2015-10-22,49.54999923706055
2015-10-23,51.5
2015-10-26,46.7599983215332
2015-10-27,45.88999938964844
2015-10-28,45.16999816894531
2015-10-29,43.810001373291016
2015-10-30,43.93000030517578
2015-11-02,45.27000045776367
2015-11-03,45.709999084472656
2015-11-04,46.56999969482422
2015-11-05,45.08000183105469
2015-11-06,55.54999923706055
2015-11-09,54.09000015258789
2015-11-10,52.290000915527344
2015-11-11,52.20000076293945
2015-11-12,50.970001220703125
2015-11-13,51.0
2015-11-16,51.84000015258789
2015-11-17,54.7400016784668
2015-11-18,56.34000015258789
2015-11-19,55.77000045776367
2015-11-20,54.779998779296875
2015-11-23,54.849998474121094
2015-11-24,55.75
2015-11-25,57.34000015258789
2015-11-27,57.5099983215332
2015-11-30,58.06999969482422
2015-12-01,58.040000915527344
2015-12-02,58.47999954223633
2015-12-03,58.09000015258789
2015-12-04,59.540000915527344
2015-12-07,57.630001068115234
2015-12-08,57.279998779296875
2015-12-09,56.150001525878906
2015-12-10,57.5
2015-12-11,56.189998626708984
2015-12-14,52.47999954223633
2015-12-15,51.689998626708984
2015-12-16,53.22999954223633
2015-12-17,52.75
2015-12-18,51.630001068115234
2015-12-21,53.349998474121094
2015-12-22,52.40999984741211
2015-12-23,54.40999984741211
2015-12-24,54.209999084472656
2015-12-28,52.88999938964844
2015-12-29,52.9900016784668
2015-12-30,51.65999984741211
2015-12-31,50.900001525878906
