Date,VMC
2015-10-29,86.7850570678711
2015-10-30,88.37730407714844
2015-11-02,88.46878814697266
2015-11-03,86.73928833007812
2015-11-04,88.79820251464844
2015-11-05,92.9617691040039
2015-11-06,93.47418975830078
2015-11-09,92.08329772949219
2015-11-10,91.58916473388672
2015-11-11,92.9617691040039
2015-11-12,90.61006164550781
2015-11-13,90.7564468383789
2015-11-16,93.03496551513672
2015-11-17,92.9434814453125
2015-11-18,94.3343505859375
2015-11-19,95.8533935546875
2015-11-20,96.81513214111328
2015-11-23,96.65023803710938
2015-11-24,95.9266586303711
2015-11-25,94.69013214111328
2015-11-27,95.24886322021484
2015-11-30,94.0398178100586
2015-12-01,95.00154876708984
2015-12-02,94.39702606201172
2015-12-03,90.32109069824219
2015-12-04,91.17292022705078
2015-12-07,89.69825744628906
2015-12-08,90.03715515136719
2015-12-09,86.75806427001953
2015-12-10,87.59156036376953
2015-12-11,86.35504150390625
2015-12-14,86.7305908203125
2015-12-15,87.518310546875
2015-12-16,89.35018157958984
2015-12-17,86.73975372314453
2015-12-18,85.95203399658203
2015-12-21,87.37175750732422
2015-12-22,87.46334838867188
2015-12-23,88.70903778076172
2015-12-24,88.68155670166016
2015-12-28,87.76558685302734
2015-12-29,88.44338989257812
2015-12-30,87.554931640625
2015-12-31,86.98706817626953
