Date,MTB
2015-08-04,96.8785171508789
2015-08-05,97.75820922851562
2015-08-06,97.29988861083984
2015-08-07,96.67152404785156
2015-08-10,98.12785339355469
2015-08-11,96.8267822265625
2015-08-12,95.32611846923828
2015-08-13,95.74747467041016
2015-08-14,96.44977569580078
2015-08-17,96.77503204345703
2015-08-18,96.96724700927734
2015-08-19,96.0357666015625
2015-08-20,92.73136138916016
2015-08-21,90.4027328491211
2015-08-24,85.83415222167969
2015-08-25,83.5055160522461
2015-08-26,87.00218200683594
2015-08-27,89.20512390136719
2015-08-28,88.49874114990234
2015-08-31,87.91876983642578
2015-09-01,83.76226043701172
2015-09-02,85.71038818359375
2015-09-03,87.93363952636719
2015-09-04,87.04137420654297
2015-09-08,89.33154296875
2015-09-09,89.53229522705078
2015-09-10,89.52484893798828
2015-09-11,89.99329376220703
2015-09-14,90.5435562133789
2015-09-15,91.30941772460938
2015-09-16,90.7740478515625
2015-09-17,89.50996398925781
2015-09-18,87.98568725585938
2015-09-21,89.27203369140625
2015-09-22,87.73287200927734
2015-09-23,87.73287200927734
2015-09-24,88.52104187011719
2015-09-25,90.12714385986328
2015-09-28,89.16793823242188
2015-09-29,89.30181121826172
2015-09-30,90.67737579345703
2015-10-01,87.10826873779297
2015-10-02,86.74394989013672
2015-10-05,87.94851684570312
2015-10-06,87.31647491455078
2015-10-07,88.94487762451172
2015-10-08,89.37613677978516
2015-10-09,88.91515350341797
2015-10-12,89.35382843017578
2015-10-13,88.66975402832031
2015-10-14,86.3349380493164
2015-10-15,88.7143783569336
2015-10-16,86.99674987792969
2015-10-19,84.33477783203125
2015-10-20,85.88141632080078
2015-10-21,85.63602447509766
2015-10-22,88.3351821899414
2015-10-23,91.16069793701172
2015-10-26,91.62171936035156
2015-10-27,91.57708740234375
2015-10-28,93.89530181884766
2015-10-29,91.9958724975586
2015-10-30,89.62530517578125
2015-11-02,89.93939971923828
2015-11-03,89.84217071533203
2015-11-04,89.40843200683594
2015-11-05,90.18614959716797
2015-11-06,92.47447967529297
2015-11-09,92.45203399658203
2015-11-10,92.35480499267578
2015-11-11,93.14749145507812
2015-11-12,92.76611328125
2015-11-13,91.57709503173828
2015-11-16,92.3398666381836
2015-11-17,92.93064880371094
2015-11-18,93.70088958740234
2015-11-19,93.79810333251953
2015-11-20,93.536376953125
2015-11-23,93.536376953125
2015-11-24,93.16991424560547
2015-11-25,93.43165588378906
2015-11-27,93.81306457519531
2015-11-30,93.72332000732422
2015-12-01,94.33650207519531
2015-12-02,93.52887725830078
2015-12-03,91.82386016845703
2015-12-04,94.26921081542969
2015-12-07,93.917724609375
2015-12-08,92.39967346191406
2015-12-09,90.47032165527344
2015-12-10,91.71916961669922
2015-12-11,90.04408264160156
2015-12-14,90.38805389404297
2015-12-15,92.92315673828125
2015-12-16,94.53840637207031
2015-12-17,93.28211212158203
2015-12-18,89.75992584228516
2015-12-21,90.21607971191406
2015-12-22,91.06111145019531
2015-12-23,92.16783142089844
2015-12-24,92.22769927978516
2015-12-28,91.7266616821289
2015-12-29,92.72872924804688
2015-12-30,91.71170043945312
2015-12-31,90.61988067626953
