Date,DVA
2015-05-15,81.4800033569336
2015-05-18,82.69999694824219
2015-05-19,83.19999694824219
2015-05-20,83.69000244140625
2015-05-21,83.48999786376953
2015-05-22,84.08999633789062
2015-05-26,83.75
2015-05-27,84.05999755859375
2015-05-28,84.2300033569336
2015-05-29,83.77999877929688
2015-06-01,83.87999725341797
2015-06-02,83.81999969482422
2015-06-03,83.95999908447266
2015-06-04,82.5999984741211
2015-06-05,82.54000091552734
2015-06-08,81.87000274658203
2015-06-09,81.48999786376953
2015-06-10,81.68000030517578
2015-06-11,82.19000244140625
2015-06-12,81.4000015258789
2015-06-15,81.27999877929688
2015-06-16,81.51000213623047
2015-06-17,81.06999969482422
2015-06-18,81.44999694824219
2015-06-19,82.19000244140625
2015-06-22,82.12999725341797
2015-06-23,81.56999969482422
2015-06-24,80.19000244140625
2015-06-25,80.91000366210938
2015-06-26,81.08000183105469
2015-06-29,79.61000061035156
2015-06-30,79.47000122070312
2015-07-01,79.31999969482422
2015-07-02,78.94000244140625
2015-07-06,79.55000305175781
2015-07-07,79.66000366210938
2015-07-08,78.80999755859375
2015-07-09,78.81999969482422
2015-07-10,79.30000305175781
2015-07-13,79.5
2015-07-14,80.06999969482422
2015-07-15,79.66999816894531
2015-07-16,79.83999633789062
2015-07-17,79.97000122070312
2015-07-20,79.87999725341797
2015-07-21,79.62000274658203
2015-07-22,80.05999755859375
2015-07-23,80.12999725341797
2015-07-24,79.38999938964844
2015-07-27,78.43000030517578
2015-07-28,79.0199966430664
2015-07-29,79.06999969482422
2015-07-30,78.62999725341797
2015-07-31,79.02999877929688
2015-08-03,79.70999908447266
2015-08-04,80.19999694824219
2015-08-05,80.48999786376953
2015-08-06,81.13999938964844
2015-08-07,81.0199966430664
2015-08-10,81.05000305175781
2015-08-11,80.7699966430664
2015-08-12,79.94999694824219
2015-08-13,79.6500015258789
2015-08-14,80.27999877929688
2015-08-17,80.27999877929688
2015-08-18,80.0
2015-08-19,80.08000183105469
2015-08-20,78.52999877929688
2015-08-21,75.98999786376953
2015-08-24,74.08000183105469
2015-08-25,74.33000183105469
2015-08-26,76.12000274658203
2015-08-27,76.6500015258789
2015-08-28,76.29000091552734
2015-08-31,75.63999938964844
2015-09-01,74.05000305175781
2015-09-02,75.12000274658203
2015-09-03,75.44000244140625
2015-09-04,74.55000305175781
2015-09-08,75.45999908447266
2015-09-09,74.73999786376953
2015-09-10,74.63999938964844
2015-09-11,75.0
2015-09-14,74.7699966430664
2015-09-15,75.1500015258789
2015-09-16,75.81999969482422
2015-09-17,75.7699966430664
2015-09-18,74.98999786376953
2015-09-21,76.0199966430664
2015-09-22,75.36000061035156
2015-09-23,75.5199966430664
2015-09-24,74.3499984741211
2015-09-25,72.26000213623047
2015-09-28,70.93000030517578
2015-09-29,71.18000030517578
2015-09-30,72.33000183105469
2015-10-01,72.05000305175781
2015-10-02,72.9000015258789
2015-10-05,73.36000061035156
2015-10-06,72.1500015258789
2015-10-07,73.19000244140625
2015-10-08,73.0999984741211
2015-10-09,73.16000366210938
2015-10-12,73.63999938964844
2015-10-13,73.3499984741211
2015-10-14,73.23999786376953
2015-10-15,75.2300033569336
2015-10-16,76.5
2015-10-19,76.33000183105469
2015-10-20,76.19000244140625
2015-10-21,76.45999908447266
2015-10-22,74.9800033569336
2015-10-23,75.94000244140625
2015-10-26,76.4000015258789
2015-10-27,76.94999694824219
2015-10-28,77.44000244140625
2015-10-29,77.75
2015-10-30,77.51000213623047
2015-11-02,78.16000366210938
2015-11-03,77.5999984741211
2015-11-04,77.44999694824219
2015-11-05,77.75
2015-11-06,77.2699966430664
2015-11-09,75.58999633789062
2015-11-10,76.11000061035156
2015-11-11,74.97000122070312
2015-11-12,73.23999786376953
2015-11-13,72.58000183105469
2015-11-16,73.51000213623047
2015-11-17,73.1500015258789
2015-11-18,73.98999786376953
2015-11-19,73.20999908447266
2015-11-20,73.52999877929688
2015-11-23,73.41000366210938
2015-11-24,73.5
2015-11-25,73.75
2015-11-27,74.31999969482422
2015-11-30,73.04000091552734
2015-12-01,73.5199966430664
2015-12-02,72.7699966430664
2015-12-03,71.66999816894531
2015-12-04,72.22000122070312
2015-12-07,71.55000305175781
2015-12-08,71.37000274658203
2015-12-09,70.86000061035156
2015-12-10,71.0
2015-12-11,69.70999908447266
2015-12-14,68.06999969482422
2015-12-15,68.0199966430664
2015-12-16,68.12999725341797
2015-12-17,68.12000274658203
2015-12-18,67.79000091552734
2015-12-21,69.0
2015-12-22,69.56999969482422
2015-12-23,70.30000305175781
2015-12-24,70.13999938964844
2015-12-28,70.22000122070312
2015-12-29,70.61000061035156
2015-12-30,70.0199966430664
2015-12-31,69.70999908447266
