date,MMC
2015-08-20,54.139656580631
2015-08-21,52.831289505036
2015-08-24,50.300506475601
2015-08-25,49.536496504451
2015-08-26,50.959465075718
2015-08-27,52.181881029559
2015-08-28,51.69482467295
2015-08-31,51.312819687375
2015-09-01,49.756149371157
2015-09-02,50.386457597356
2015-09-03,50.634760837979
2015-09-04,49.651098000124
2015-09-08,51.818976293262
2015-09-09,51.284169313457
2015-09-10,51.188668067063
2015-09-11,51.656624174393
2015-09-14,51.532472554081
2015-09-15,52.15323065564
2015-09-16,52.181881029559
2015-09-17,51.799876043984
2015-09-18,50.701611710455
2015-09-21,51.2459688149
2015-09-22,50.520159342307
2015-09-23,50.481958843749
2015-09-24,49.842100492911
2015-09-25,50.281406226322
2015-09-28,49.221342391352
2015-09-29,49.460095507336
2015-09-30,49.870750866829
2015-10-01,49.737049121878
2015-10-02,50.214555353847
2015-10-05,51.351020185933
2015-10-06,50.615660588701
2015-10-07,51.074066571391
2015-10-08,51.631203276514
2015-10-09,51.333423313431
2015-10-12,51.794501965947
2015-10-13,51.295000092388
2015-10-14,50.689834360961
2015-10-15,51.439087171299
2015-10-16,51.83292518699
2015-10-19,51.563962639689
2015-10-20,52.09228192903
2015-10-21,51.842530992251
2015-10-22,52.831928934107
2015-10-23,53.12010309193
2015-10-26,52.534148971024
2015-10-27,53.264190170841
2015-10-28,53.994231370658
2015-10-29,54.071077812744
2015-10-30,53.542758523403
2015-11-02,54.14792425483
2015-11-03,54.167135865351
2015-11-04,53.984625565397
2015-11-05,54.080683618005
2015-11-06,53.89817331805
2015-11-09,53.437094665535
2015-11-10,53.465912081317
2015-11-11,53.360248223449
2015-11-12,52.668630244675
2015-11-13,52.015435486944
2015-11-16,52.687841855196
2015-11-17,52.486119944721
2015-11-18,53.389065639231
2015-11-19,53.389065639231
2015-11-20,53.686845602314
2015-11-23,53.533152718142
2015-11-24,53.312219197145
2015-11-25,53.24497856032
2015-11-27,53.206555339277
2015-11-30,53.12010309193
2015-12-01,53.802115265443
2015-12-02,53.629210770749
2015-12-03,53.168132118234
2015-12-04,54.618608712606
2015-12-07,54.551368075781
2015-12-08,53.667633991792
2015-12-09,53.360248223449
2015-12-10,53.773297849661
2015-12-11,52.726265076239
2015-12-14,52.803111518325
2015-12-15,54.195953281134
2015-12-16,55.070081559861
2015-12-17,53.581181744446
2015-12-18,52.361244476331
2015-12-21,52.428485113156
2015-12-22,52.783899907804
2015-12-23,53.321825002406
2015-12-24,53.350642418188
2015-12-28,53.350642418188
2015-12-29,54.128712644308
2015-12-30,53.88856751279
2015-12-31,53.264190170841
