date,AET
2015-04-23,105.0017920149
2015-04-24,104.9246557122
2015-04-27,103.0926685237
2015-04-28,106.4288136144
2015-04-29,104.1436506476
2015-04-30,103.0444583345
2015-05-01,104.587184388
2015-05-04,105.2814111121
2015-05-05,103.3626455831
2015-05-06,103.5265602263
2015-05-07,104.0279461936
2015-05-08,105.3489053769
2015-05-11,105.3874735283
2015-05-12,106.1395524793
2015-05-13,105.8599333821
2015-05-14,107.4894377761
2015-05-15,108.7043345432
2015-05-18,109.6588962888
2015-05-19,110.0060096509
2015-05-20,110.3049128237
2015-05-21,110.5845319209
2015-05-22,110.4206172777
2015-05-26,109.8035268563
2015-05-27,111.0859178883
2015-05-28,112.2236783527
2015-05-29,113.7471203305
2015-06-01,115.3380565732
2015-06-02,113.1300299092
2015-06-03,112.7636324715
2015-06-04,111.8283548015
2015-06-05,112.6768541309
2015-06-08,111.8476388772
2015-06-09,113.0432515686
2015-06-10,113.718194217
2015-06-11,113.7278362549
2015-06-12,111.7222923854
2015-06-15,116.6782998322
2015-06-16,120.4965468145
2015-06-17,119.4262806149
2015-06-18,120.0433710363
2015-06-19,119.6287634094
2015-06-22,123.4662944675
2015-06-23,123.610925035
2015-06-24,122.9456244244
2015-06-25,127.853421682
2015-06-26,125.3947020343
2015-06-29,122.7238575542
2015-06-30,122.8974142352
2015-07-01,124.2858676834
2015-07-02,121.0172168576
2015-07-06,113.2264502875
2015-07-07,111.2016223423
2015-07-08,108.6368402784
2015-07-09,108.6368402784
2015-07-10,110.4977535804
2015-07-13,109.938515386
2015-07-14,111.8476388772
2015-07-15,111.586741577
2015-07-16,109.1033857937
2015-07-17,109.1130486567
2015-07-20,107.8375507447
2015-07-21,107.7892364298
2015-07-22,110.0406835018
2015-07-23,108.2723795783
2015-07-24,106.2914926695
2015-07-27,106.5137385178
2015-07-28,108.5236140155
2015-07-29,108.8038370417
2015-07-30,110.301580802
2015-07-31,109.1613629716
2015-08-03,109.9537177351
2015-08-04,111.3065185509
2015-08-05,114.0894230862
2015-08-06,112.4757249702
2015-08-07,112.4660621073
2015-08-10,113.1424625152
2015-08-11,114.3599832494
2015-08-12,113.3453826375
2015-08-13,114.2633546197
2015-08-14,116.5921045954
2015-08-17,118.8918659823
2015-08-18,120.0224209498
2015-08-19,118.0608597669
2015-08-20,114.5339147828
2015-08-21,111.6157301659
2015-08-24,106.7842986809
2015-08-25,106.774635818
2015-08-26,111.5287643992
2015-08-27,113.8092000601
2015-08-28,112.9202166669
2015-08-31,110.6591067319
2015-09-01,107.7892364298
2015-09-02,109.7314718868
2015-09-03,111.2968556879
2015-09-04,109.6445061201
2015-09-08,114.157063127
2015-09-09,113.2777425968
2015-09-10,112.2728048479
2015-09-11,113.9154915528
2015-09-14,112.4660621073
2015-09-15,113.6062799377
2015-09-16,113.6159428007
2015-09-17,113.7898743342
2015-09-18,112.234153396
2015-09-21,114.814137809
2015-09-22,114.1377374011
2015-09-23,114.814137809
2015-09-24,112.5143764221
2015-09-25,108.2433909894
2015-09-28,101.7499470736
2015-09-29,102.7258962336
2015-09-30,105.7213837543
2015-10-01,106.2335154917
2015-10-02,109.2966430531
2015-10-05,109.2290030123
2015-10-06,105.160937702
2015-10-07,105.8663266988
2015-10-08,105.9146410137
2015-10-09,105.4991379059
2015-10-12,106.9002530366
2015-10-13,109.6928204349
2015-10-14,107.6010353891
2015-10-15,108.6275595319
2015-10-16,109.4216631141
2015-10-19,110.5934501074
2015-10-20,108.288612881
2015-10-21,104.8604096115
2015-10-22,100.0957881182
2015-10-23,102.545888195
2015-10-26,104.3955684902
2015-10-27,107.1749310279
2015-10-28,107.6010353891
2015-10-29,111.2326066492
2015-10-30,111.155133129
2015-11-02,111.6974477705
2015-11-03,108.278928691
2015-11-04,105.2284088325
2015-11-05,107.7559824295
2015-11-06,104.1534637395
2015-11-09,104.5892522907
2015-11-10,105.3058823527
2015-11-11,101.7711529929
2015-11-12,99.8536833676
2015-11-13,98.9821062651
2015-11-16,101.6936794727
2015-11-17,101.9551526034
2015-11-18,103.4852546276
2015-11-19,96.7353741789
2015-11-20,101.1319964511
2015-11-23,102.3715727746
2015-11-24,102.7298878055
2015-11-25,100.6671553298
2015-11-27,100.7736814201
2015-11-30,99.5050525266
2015-12-01,104.1050427894
2015-12-02,103.5530439578
2015-12-03,98.5075809538
2015-12-04,101.9938893635
2015-12-07,100.3475770589
2015-12-08,100.6477869498
2015-12-09,100.5896818096
2015-12-10,101.5096798622
2015-12-11,101.5968375724
2015-12-14,102.4587304848
2015-12-15,103.6402016681
2015-12-16,105.3252507328
2015-12-17,105.422092633
2015-12-18,105.044409222
2015-12-21,106.2549329753
2015-12-22,105.4705135832
2015-12-23,106.5987217213
2015-12-24,106.1677752651
2015-12-28,105.5092503433
2015-12-29,106.7294582867
2015-12-30,105.4898819632
2015-12-31,104.705462571
