Date,ORLY
2015-04-16,14.36066722869873
2015-04-17,14.270000457763672
2015-04-20,14.476667404174805
2015-04-21,14.471332550048828
2015-04-22,14.444666862487793
2015-04-23,15.220666885375977
2015-04-24,15.289999961853027
2015-04-27,15.0086669921875
2015-04-28,15.083999633789062
2015-04-29,14.730667114257812
2015-04-30,14.522000312805176
2015-05-01,14.802666664123535
2015-05-04,14.852666854858398
2015-05-05,14.63466739654541
2015-05-06,14.491999626159668
2015-05-07,14.625332832336426
2015-05-08,14.739333152770996
2015-05-11,14.6986665725708
2015-05-12,14.680000305175781
2015-05-13,14.638667106628418
2015-05-14,14.8186674118042
2015-05-15,14.869999885559082
2015-05-18,14.951333045959473
2015-05-19,14.928667068481445
2015-05-20,14.821999549865723
2015-05-21,14.996000289916992
2015-05-22,14.960000038146973
2015-05-26,14.85533332824707
2015-05-27,14.836000442504883
2015-05-28,14.844667434692383
2015-05-29,14.635333061218262
2015-06-01,14.832667350769043
2015-06-02,14.859999656677246
2015-06-03,14.947999954223633
2015-06-04,14.807999610900879
2015-06-05,14.805999755859375
2015-06-08,14.78933334350586
2015-06-09,14.862000465393066
2015-06-10,15.045332908630371
2015-06-11,15.0686674118042
2015-06-12,15.029999732971191
2015-06-15,14.887999534606934
2015-06-16,15.057332992553711
2015-06-17,15.08133316040039
2015-06-18,15.290666580200195
2015-06-19,15.296667098999023
2015-06-22,15.37600040435791
2015-06-23,15.450667381286621
2015-06-24,15.345999717712402
2015-06-25,15.451333045959473
2015-06-26,15.494000434875488
2015-06-29,15.095333099365234
2015-06-30,15.065333366394043
2015-07-01,15.398667335510254
2015-07-02,15.416000366210938
2015-07-06,15.498666763305664
2015-07-07,15.602666854858398
2015-07-08,15.387999534606934
2015-07-09,15.425333023071289
2015-07-10,15.726667404174805
2015-07-13,15.98799991607666
2015-07-14,15.8186674118042
2015-07-15,15.845999717712402
2015-07-16,15.9313325881958
2015-07-17,15.912667274475098
2015-07-20,16.01333236694336
2015-07-21,15.980667114257812
2015-07-22,16.043333053588867
2015-07-23,16.044666290283203
2015-07-24,16.123332977294922
2015-07-27,15.989333152770996
2015-07-28,16.06333351135254
2015-07-29,16.11400032043457
2015-07-30,15.876667022705078
2015-07-31,16.020666122436523
2015-08-03,16.10066795349121
2015-08-04,16.224666595458984
2015-08-05,16.277999877929688
2015-08-06,16.07866668701172
2015-08-07,16.297332763671875
2015-08-10,16.512666702270508
2015-08-11,16.50933265686035
2015-08-12,16.482667922973633
2015-08-13,16.92799949645996
2015-08-14,16.95800018310547
2015-08-17,16.97599983215332
2015-08-18,16.963333129882812
2015-08-19,17.097999572753906
2015-08-20,16.754667282104492
2015-08-21,15.878000259399414
2015-08-24,15.456666946411133
2015-08-25,15.446000099182129
2015-08-26,15.935333251953125
2015-08-27,16.19733238220215
2015-08-28,16.06599998474121
2015-08-31,16.004667282104492
2015-09-01,15.435999870300293
2015-09-02,15.977333068847656
2015-09-03,15.862667083740234
2015-09-04,15.643333435058594
2015-09-08,15.899999618530273
2015-09-09,15.9486665725708
2015-09-10,16.082666397094727
2015-09-11,16.389999389648438
2015-09-14,16.284666061401367
2015-09-15,16.625999450683594
2015-09-16,16.833332061767578
2015-09-17,16.711999893188477
2015-09-18,16.42066764831543
2015-09-21,16.45400047302246
2015-09-22,16.326000213623047
2015-09-23,16.523332595825195
2015-09-24,16.531999588012695
2015-09-25,16.814666748046875
2015-09-28,16.392000198364258
2015-09-29,16.198667526245117
2015-09-30,16.666667938232422
2015-10-01,16.793333053588867
2015-10-02,16.821332931518555
2015-10-05,16.94733238220215
2015-10-06,16.91933250427246
2015-10-07,16.78533363342285
2015-10-08,16.90399932861328
2015-10-09,16.913333892822266
2015-10-12,17.13800048828125
2015-10-13,16.763999938964844
2015-10-14,16.486000061035156
2015-10-15,16.76333236694336
2015-10-16,16.93600082397461
2015-10-19,16.814666748046875
2015-10-20,16.823333740234375
2015-10-21,16.8799991607666
2015-10-22,17.131999969482422
2015-10-23,17.3353328704834
2015-10-26,17.49799919128418
2015-10-27,17.342666625976562
2015-10-28,17.535999298095703
2015-10-29,18.39666748046875
2015-10-30,18.417333602905273
2015-11-02,18.256000518798828
2015-11-03,18.10066795349121
2015-11-04,18.167999267578125
2015-11-05,18.23200035095215
2015-11-06,18.222000122070312
2015-11-09,17.972667694091797
2015-11-10,18.14933204650879
2015-11-11,18.064666748046875
2015-11-12,17.793333053588867
2015-11-13,17.32200050354004
2015-11-16,17.764667510986328
2015-11-17,17.780000686645508
2015-11-18,17.959999084472656
2015-11-19,17.930667877197266
2015-11-20,18.03333282470703
2015-11-23,17.883333206176758
2015-11-24,17.83066749572754
2015-11-25,17.87933349609375
2015-11-27,17.873332977294922
2015-11-30,17.591333389282227
2015-12-01,17.488666534423828
2015-12-02,17.446666717529297
2015-12-03,16.891332626342773
2015-12-04,17.24066734313965
2015-12-07,17.126667022705078
2015-12-08,17.25
2015-12-09,17.181333541870117
2015-12-10,17.095333099365234
2015-12-11,16.595333099365234
2015-12-14,16.781999588012695
2015-12-15,16.718000411987305
2015-12-16,17.176000595092773
2015-12-17,16.956666946411133
2015-12-18,16.7586669921875
2015-12-21,16.915332794189453
2015-12-22,16.916667938232422
2015-12-23,16.94333267211914
2015-12-24,16.89466667175293
2015-12-28,17.062667846679688
2015-12-29,17.233333587646484
2015-12-30,17.17733383178711
2015-12-31,16.89466667175293
