date,HES
2015-05-01,63.9296847961
2015-05-04,63.0101366775
2015-05-05,62.343675197
2015-05-06,62.8245398095
2015-05-07,61.9724814611
2015-05-08,62.714868933
2015-05-11,60.479270296
2015-05-12,60.3189820918
2015-05-13,59.2644544329
2015-05-14,58.5558118461
2015-05-15,58.7667173779
2015-05-18,58.11712834
2015-05-19,57.1132180086
2015-05-20,58.6739189439
2015-05-21,59.0029315735
2015-05-22,58.2267992165
2015-05-26,56.784205379
2015-05-27,56.7082793876
2015-05-28,56.7673329365
2015-05-29,56.9613660257
2015-06-01,56.3202132091
2015-06-02,56.7673329365
2015-06-03,56.3202132091
2015-06-04,55.8224761541
2015-06-05,55.7465501626
2015-06-08,54.827002044
2015-06-09,55.3163028778
2015-06-10,55.3753564267
2015-06-11,58.0665110123
2015-06-12,57.2903786553
2015-06-15,57.010954698
2015-06-16,58.7637049761
2015-06-17,58.8568462952
2015-06-18,58.6874984422
2015-06-19,58.1201831348
2015-06-22,58.3742049143
2015-06-23,59.4664985658
2015-06-24,58.5689549452
2015-06-25,57.6036721833
2015-06-26,57.9423678892
2015-06-29,56.7061285626
2015-06-30,56.6299220288
2015-07-01,55.3936827022
2015-07-02,55.639237089
2015-07-06,54.5384760448
2015-07-07,55.0803891742
2015-07-08,54.5046064742
2015-07-09,54.7416934683
2015-07-10,54.4792042963
2015-07-13,54.1743781609
2015-07-14,54.6739543272
2015-07-15,53.3869106447
2015-07-16,53.0736171167
2015-07-17,52.0067256431
2015-07-20,50.4656601812
2015-07-21,50.11002969
2015-07-22,49.9576166223
2015-07-23,50.1947036164
2015-07-24,49.5257795973
2015-07-27,48.8399207928
2015-07-28,50.5079971444
2015-07-29,50.8382254577
2015-07-30,51.0837798445
2015-07-31,49.9660840149
2015-08-03,48.8568555781
2015-08-04,48.7298446884
2015-08-05,47.3496596868
2015-08-06,48.1032576324
2015-08-07,47.3496596868
2015-08-10,49.483442634
2015-08-11,49.0177360384
2015-08-12,50.3132471135
2015-08-13,49.7798013767
2015-08-14,50.0253557635
2015-08-17,49.771333984
2015-08-18,50.1354318679
2015-08-19,48.0355184912
2015-08-20,47.1972466191
2015-08-21,46.5621921705
2015-08-24,43.1667677187
2015-08-25,42.2861588834
2015-08-26,43.3699851423
2015-08-27,47.2141814044
2015-08-28,48.6536381545
2015-08-31,50.3386492915
2015-09-01,48.3234098413
2015-09-02,48.6959751178
2015-09-03,48.6028337986
2015-09-04,47.7137575706
2015-09-08,47.8661706383
2015-09-09,46.502920422
2015-09-10,45.8085942249
2015-09-11,44.4538114012
2015-09-14,44.0135069835
2015-09-15,44.699365788
2015-09-16,46.3081703911
2015-09-17,46.4436486734
2015-09-18,44.5978113544
2015-09-21,44.4872312385
2015-09-22,43.509022521
2015-09-23,42.5903569428
2015-09-24,42.5733446173
2015-09-25,42.7604801981
2015-09-28,41.0507414832
2015-09-29,41.0677538087
2015-09-30,42.5818507801
2015-10-01,43.1687760106
2015-10-02,45.6695878622
2015-10-05,47.5324375068
2015-10-06,49.9992247074
2015-10-07,51.0199642387
2015-10-08,53.2230603937
2015-10-09,52.6616536515
2015-10-12,51.1475566801
2015-10-13,51.2751491215
2015-10-14,51.2156059822
2015-10-15,52.2448516762
2015-10-16,51.9131113286
2015-10-19,50.8838656345
2015-10-20,51.3346922608
2015-10-21,50.2544095902
2015-10-22,51.9981729562
2015-10-23,51.7770127244
2015-10-26,49.9396815681
2015-10-27,48.4255845967
2015-10-28,48.5446708753
2015-10-29,47.7535977386
2015-10-30,47.8131408779
2015-11-02,49.0125098272
2015-11-03,51.1645690056
2015-11-04,51.3942354002
2015-11-05,52.8998262088
2015-11-06,53.3846774862
2015-11-09,52.7211967908
2015-11-10,53.4101959745
2015-11-11,52.0236914445
2015-11-12,50.7988040069
2015-11-13,50.832828658
2015-11-16,52.6021105122
2015-11-17,51.1135320291
2015-11-18,52.0321976072
2015-11-19,51.1220381918
2015-11-20,50.1353233116
2015-11-23,49.9737062191
2015-11-24,52.1938146997
2015-11-25,51.7855188872
2015-11-27,50.262915753
2015-11-30,50.1863602882
2015-12-01,50.65419924
2015-12-02,48.2639675042
2015-12-03,47.2602402985
2015-12-04,46.6988335563
2015-12-07,45.0826626317
2015-12-08,44.1895155419
2015-12-09,44.2065278674
2015-12-10,44.6403421682
2015-12-11,42.8965788022
2015-12-14,42.6328877566
2015-12-15,44.2150340301
2015-12-16,43.5227050612
2015-12-17,42.052574411
2015-12-18,41.4542654255
2015-12-21,40.548254676
2015-12-22,41.4371708831
2015-12-23,43.8218595539
2015-12-24,43.2235505684
2015-12-28,41.8730817154
2015-12-29,42.1893307506
2015-12-30,41.1722054752
2015-12-31,41.4371708831
