date,MXIM
2015-10-12,29.7574954067
2015-10-13,29.6294511063
2015-10-14,32.7195868887
2015-10-15,33.2232278035
2015-10-16,33.9232033122
2015-10-19,33.8293041586
2015-10-20,33.7524775783
2015-10-21,33.6671147114
2015-10-22,33.3939535373
2015-10-23,32.3952079944
2015-10-26,32.5659337282
2015-10-27,32.822022329
2015-10-28,35.8609403911
2015-10-29,34.8195134148
2015-10-30,34.9817028619
2015-11-02,35.2719366094
2015-11-03,35.1865737425
2015-11-04,35.0585294421
2015-11-05,34.7512231212
2015-11-06,34.6231788209
2015-11-09,34.1622193395
2015-11-10,33.7183324316
2015-11-11,33.8293041586
2015-11-12,33.5732155578
2015-11-13,33.1464012232
2015-11-16,33.4195623974
2015-11-17,33.2829818103
2015-11-18,33.9023601226
2015-11-19,34.1088195601
2015-11-20,34.4013037631
2015-11-23,33.0851248494
2015-11-24,33.30878924
2015-11-25,33.4034164821
2015-11-27,33.6872982086
2015-11-30,33.3518016228
2015-12-01,33.2829818103
2015-12-02,33.2829818103
2015-12-03,31.7775484123
2015-12-04,32.8184480761
2015-12-07,32.3969267246
2015-12-08,31.4850642093
2015-12-09,31.9237905138
2015-12-10,32.5775787324
2015-12-11,32.5087589199
2015-12-14,32.741025787
2015-12-15,32.9388827479
2015-12-16,32.9732926541
2015-12-17,32.3367093887
2015-12-18,32.0356227091
2015-12-21,32.3969267246
2015-12-22,32.0915388068
2015-12-23,32.3367093887
2015-12-24,32.5775787324
2015-12-28,32.5517713027
2015-12-29,33.3690065759
2015-12-30,33.0421124666
2015-12-31,32.6894109277
