date,ACN
2015-07-02,80.4576196936
2015-07-06,80.4658861705
2015-07-07,81.5735940755
2015-07-08,80.6973475238
2015-07-09,80.8048117235
2015-07-10,81.6562588445
2015-07-13,83.1194252563
2015-07-14,83.2764883174
2015-07-15,82.6234366421
2015-07-16,83.8634081775
2015-07-17,83.061559918
2015-07-20,83.2599553636
2015-07-21,82.9871616258
2015-07-22,84.590858145
2015-07-23,84.6652564371
2015-07-24,83.6319468243
2015-07-27,82.9871616258
2015-07-28,84.0618036232
2015-07-29,84.6900558678
2015-07-30,84.8636518827
2015-07-31,85.2356433434
2015-08-03,85.3183081124
2015-08-04,85.4919041274
2015-08-05,86.3846836328
2015-08-06,85.2273768665
2015-08-07,85.7564313882
2015-08-10,86.963337016
2015-08-11,85.6241677578
2015-08-12,85.7812308189
2015-08-13,85.4671046966
2015-08-14,85.5167035581
2015-08-17,85.5415029888
2015-08-18,85.8556291111
2015-08-19,85.0372478977
2015-08-20,82.6399695959
2015-08-21,80.2922901556
2015-08-24,76.605441457
2015-08-25,76.1673181811
2015-08-26,78.5645964829
2015-08-27,79.1349833892
2015-08-28,79.234181112
2015-08-31,77.9280777614
2015-09-01,76.2913153347
2015-09-02,78.0603413919
2015-09-03,79.0357856664
2015-09-04,78.0768743457
2015-09-08,80.2840236787
2015-09-09,78.9613873742
2015-09-10,80.0277628947
2015-09-11,80.4741526474
2015-09-14,79.7797685876
2015-09-15,81.2098690918
2015-09-16,81.8050554288
2015-09-17,81.4495969219
2015-09-18,80.6229492317
2015-09-21,81.3669321529
2015-09-22,80.7386799083
2015-09-23,80.8957429695
2015-09-24,80.8213446773
2015-09-25,80.1352270944
2015-09-28,79.3168458811
2015-09-29,79.8541668797
2015-09-30,81.2264020456
2015-10-01,81.3751986298
2015-10-02,82.1605139356
2015-10-05,84.0039382849
2015-10-06,83.904740562
2015-10-07,84.8305859751
2015-10-08,86.8062739549
2015-10-09,86.6161449861
2015-10-12,86.8393398625
2015-10-13,85.5415029888
2015-10-14,85.5828353733
2015-10-15,85.4742171111
2015-10-16,86.0674399278
2015-10-19,86.1426371862
2015-10-20,86.451781471
2015-10-21,85.6580326317
2015-10-22,88.9500015019
2015-10-23,90.2283548956
2015-10-26,90.2116443938
2015-10-27,90.1280918844
2015-10-28,91.6821685591
2015-10-29,90.1949338919
2015-10-30,89.5682900714
2015-11-02,89.902500109
2015-11-03,89.6601978318
2015-11-04,89.0001330075
2015-11-05,88.6408572171
2015-11-06,88.5656599587
2015-11-09,87.6298718535
2015-11-10,87.7886216213
2015-11-11,87.8136873741
2015-11-12,87.1619778008
2015-11-13,86.1844134409
2015-11-16,88.8413832397
2015-11-17,88.8079622359
2015-11-18,90.1364471353
2015-11-19,89.6351320789
2015-11-20,90.2116443938
2015-11-23,90.1030261315
2015-11-24,89.6936188355
2015-11-25,89.484737562
2015-11-27,89.7855265958
2015-11-30,89.5850005733
2015-12-01,90.3453284088
2015-12-02,89.8941448581
2015-12-03,88.5071732021
2015-12-04,91.1557877499
2015-12-07,91.0221037349
2015-12-08,90.9970379821
2015-12-09,89.6434873299
2015-12-10,89.902500109
2015-12-11,87.9807923929
2015-12-14,88.8664489925
2015-12-15,89.1672380263
2015-12-16,91.139077248
2015-12-17,86.2763212013
2015-12-18,85.1650728263
2015-12-21,86.0507294259
2015-12-22,86.6940837482
2015-12-23,87.2455303102
2015-12-24,87.0867805424
2015-12-28,86.9614517783
2015-12-29,87.9975028948
2015-12-30,88.4486864455
2015-12-31,87.3123723178
