Date,FISV
2015-07-13,43.54499816894531
2015-07-14,43.70000076293945
2015-07-15,43.595001220703125
2015-07-16,44.1150016784668
2015-07-17,44.02000045776367
2015-07-20,44.06999969482422
2015-07-21,43.67499923706055
2015-07-22,43.98500061035156
2015-07-23,43.334999084472656
2015-07-24,42.994998931884766
2015-07-27,42.529998779296875
2015-07-28,42.81999969482422
2015-07-29,43.904998779296875
2015-07-30,43.790000915527344
2015-07-31,43.43000030517578
2015-08-03,43.65999984741211
2015-08-04,43.875
2015-08-05,44.27000045776367
2015-08-06,43.525001525878906
2015-08-07,43.755001068115234
2015-08-10,44.41999816894531
2015-08-11,44.025001525878906
2015-08-12,44.26499938964844
2015-08-13,44.58000183105469
2015-08-14,44.790000915527344
2015-08-17,45.05500030517578
2015-08-18,45.13999938964844
2015-08-19,44.900001525878906
2015-08-20,44.209999084472656
2015-08-21,42.435001373291016
2015-08-24,40.70500183105469
2015-08-25,40.03499984741211
2015-08-26,42.314998626708984
2015-08-27,43.279998779296875
2015-08-28,43.38999938964844
2015-08-31,42.6349983215332
2015-09-01,41.435001373291016
2015-09-02,42.59000015258789
2015-09-03,42.8650016784668
2015-09-04,42.05500030517578
2015-09-08,43.28499984741211
2015-09-09,42.55500030517578
2015-09-10,42.959999084472656
2015-09-11,43.03499984741211
2015-09-14,42.60499954223633
2015-09-15,43.349998474121094
2015-09-16,43.650001525878906
2015-09-17,43.79999923706055
2015-09-18,43.26499938964844
2015-09-21,43.904998779296875
2015-09-22,43.13999938964844
2015-09-23,43.689998626708984
2015-09-24,43.81999969482422
2015-09-25,43.88999938964844
2015-09-28,42.26499938964844
2015-09-29,42.380001068115234
2015-09-30,43.30500030517578
2015-10-01,43.755001068115234
2015-10-02,44.11000061035156
2015-10-05,44.68000030517578
2015-10-06,44.20500183105469
2015-10-07,44.775001525878906
2015-10-08,45.66999816894531
2015-10-09,46.09000015258789
2015-10-12,46.220001220703125
2015-10-13,45.78499984741211
2015-10-14,45.46500015258789
2015-10-15,45.51499938964844
2015-10-16,45.974998474121094
2015-10-19,46.380001068115234
2015-10-20,46.435001373291016
2015-10-21,46.29499816894531
2015-10-22,47.255001068115234
2015-10-23,47.875
2015-10-26,47.77000045776367
2015-10-27,47.71500015258789
2015-10-28,48.29499816894531
2015-10-29,48.35499954223633
2015-10-30,48.255001068115234
2015-11-02,48.3849983215332
2015-11-03,47.81999969482422
2015-11-04,47.869998931884766
2015-11-05,47.970001220703125
2015-11-06,47.95000076293945
2015-11-09,47.654998779296875
2015-11-10,48.19499969482422
2015-11-11,48.23500061035156
2015-11-12,47.720001220703125
2015-11-13,47.189998626708984
2015-11-16,47.779998779296875
2015-11-17,47.78499984741211
2015-11-18,48.0099983215332
2015-11-19,48.33000183105469
2015-11-20,48.39500045776367
2015-11-23,48.130001068115234
2015-11-24,47.6150016784668
2015-11-25,47.709999084472656
2015-11-27,47.869998931884766
2015-11-30,48.119998931884766
2015-12-01,48.599998474121094
2015-12-02,47.935001373291016
2015-12-03,46.8849983215332
2015-12-04,47.724998474121094
2015-12-07,47.29999923706055
2015-12-08,47.334999084472656
2015-12-09,46.59000015258789
2015-12-10,46.814998626708984
2015-12-11,45.869998931884766
2015-12-14,46.71500015258789
2015-12-15,46.96500015258789
2015-12-16,46.81999969482422
2015-12-17,46.45500183105469
2015-12-18,45.72999954223633
2015-12-21,46.189998626708984
2015-12-22,46.470001220703125
2015-12-23,46.724998474121094
2015-12-24,46.529998779296875
2015-12-28,46.56999969482422
2015-12-29,47.09000015258789
2015-12-30,46.47999954223633
2015-12-31,45.72999954223633
