Date,FSLR
2015-12-01,58.18000030517578
2015-12-02,59.66999816894531
2015-12-03,59.459999084472656
2015-12-04,59.84000015258789
2015-12-07,59.31999969482422
2015-12-08,59.06999969482422
2015-12-09,58.849998474121094
2015-12-10,54.349998474121094
2015-12-11,55.2599983215332
2015-12-14,58.40999984741211
2015-12-15,59.83000183105469
2015-12-16,65.62000274658203
2015-12-17,64.4800033569336
2015-12-18,63.40999984741211
2015-12-21,65.73999786376953
2015-12-22,64.98999786376953
2015-12-23,66.16999816894531
2015-12-24,66.91999816894531
2015-12-28,66.4000015258789
2015-12-29,66.41000366210938
2015-12-30,66.98999786376953
2015-12-31,65.98999786376953
