date,PX
2015-12-03,102.1595681408
2015-12-04,103.3023764402
2015-12-07,102.627932198
2015-12-08,99.9676243535
2015-12-09,100.2861119123
2015-12-10,99.9301552289
2015-12-11,98.6374704312
2015-12-14,98.094168125
2015-12-15,99.1152017695
2015-12-16,99.2838128301
2015-12-17,96.4080575193
2015-12-18,95.0966381593
2015-12-21,95.6586750279
2015-12-22,96.3050174267
2015-12-23,98.1129026872
2015-12-24,97.897455221
2015-12-28,97.2136436976
2015-12-29,97.7944151284
2015-12-30,96.651606829
2015-12-31,95.9209588999
