Date,HOT
2015-05-01,84.41484832763672
2015-05-04,84.0539779663086
2015-05-05,83.29322052001953
2015-05-06,82.8933334350586
2015-05-07,83.5760726928711
2015-05-08,84.47337341308594
2015-05-11,82.51295471191406
2015-05-12,81.8497314453125
2015-05-13,81.79120635986328
2015-05-14,82.82505798339844
2015-05-15,82.75679779052734
2015-05-18,83.1859359741211
2015-05-19,83.5077896118164
2015-05-20,83.24444580078125
2015-05-21,82.74703216552734
2015-05-22,82.68850708007812
2015-05-26,81.83023071289062
2015-05-27,82.42517852783203
2015-05-28,82.01553344726562
2015-05-29,80.71835327148438
2015-06-01,80.32820892333984
2015-06-02,80.36722564697266
2015-06-03,82.19109344482422
2015-06-04,82.13721466064453
2015-06-05,82.83279418945312
2015-06-08,81.0301742553711
2015-06-09,80.50112915039062
2015-06-10,80.47173309326172
2015-06-11,81.25550079345703
2015-06-12,80.51092529296875
2015-06-15,80.09945678710938
2015-06-16,80.5697021484375
2015-06-17,80.23661041259766
2015-06-18,81.10853576660156
2015-06-19,80.81462860107422
2015-06-22,81.14772033691406
2015-06-23,81.00077056884766
2015-06-24,80.71665954589844
2015-06-25,80.55011749267578
2015-06-26,81.01057434082031
2015-06-29,78.9140396118164
2015-06-30,79.44306182861328
2015-07-01,80.33457946777344
2015-07-02,80.5990982055664
2015-07-06,80.40316009521484
2015-07-07,80.47173309326172
2015-07-08,78.94342803955078
2015-07-09,78.74748229980469
2015-07-10,80.09945678710938
2015-07-13,80.80484008789062
2015-07-14,82.43112182617188
2015-07-15,82.39193725585938
2015-07-16,83.12670135498047
2015-07-17,83.88106536865234
2015-07-20,83.06792449951172
2015-07-21,82.52908325195312
2015-07-22,83.14629364013672
2015-07-23,81.0301742553711
2015-07-24,79.93290710449219
2015-07-27,78.28704071044922
2015-07-28,79.06098175048828
2015-07-29,80.97137451171875
2015-07-30,76.61176300048828
2015-07-31,77.8461685180664
2015-08-03,76.73912048339844
2015-08-04,76.61176300048828
2015-08-05,75.26959228515625
2015-08-06,74.36827850341797
2015-08-07,74.82872009277344
2015-08-10,75.6712646484375
2015-08-11,74.85811614990234
2015-08-12,74.2898941040039
2015-08-13,74.24090576171875
2015-08-14,73.85883331298828
2015-08-17,75.88678741455078
2015-08-18,75.29898071289062
2015-08-19,75.39694213867188
2015-08-20,73.28082275390625
2015-08-21,71.68392181396484
2015-08-24,68.5293197631836
2015-08-25,68.20602416992188
2015-08-26,69.64616394042969
2015-08-27,71.1940689086914
2015-08-28,71.80148315429688
2015-08-31,70.01844024658203
2015-09-04,68.9897689819336
2015-09-08,70.8609848022461
2015-09-09,71.01362609863281
2015-09-10,70.81666564941406
2015-09-11,72.5794448852539
2015-09-14,72.7271728515625
2015-09-15,72.95367431640625
2015-09-16,73.01275634765625
2015-09-17,72.5400619506836
2015-09-18,70.25532531738281
2015-09-21,70.13715362548828
2015-09-22,68.90616607666016
2015-09-23,68.31527709960938
2015-09-24,67.26155853271484
2015-09-25,67.35018157958984
2015-09-28,64.17913818359375
2015-09-29,63.54887390136719
2015-09-30,65.46922302246094
2015-10-26,67.50775909423828
2015-10-27,73.67256927490234
2015-10-28,78.29126739501953
2015-10-29,77.68069458007812
2015-11-02,77.48373413085938
2015-11-04,76.49893951416016
2015-12-11,67.03504943847656
2015-12-14,66.60173797607422
2015-12-18,65.07530212402344
2015-12-21,65.13439178466797
2015-12-22,68.26604461669922
2015-12-23,69.09327697753906
2015-12-24,68.77813720703125
2015-12-28,69.12281799316406
2015-12-29,69.79248809814453
2015-12-30,69.05388641357422
2015-12-31,68.22664642333984
