Date,WAT
2015-10-22,123.18000030517578
2015-10-23,124.2699966430664
2015-10-26,124.16000366210938
2015-10-27,127.0
2015-10-28,129.19000244140625
2015-10-29,128.55999755859375
2015-10-30,127.80000305175781
2015-11-02,132.22999572753906
2015-11-03,132.8300018310547
2015-11-04,132.24000549316406
2015-11-05,131.74000549316406
2015-11-06,132.47999572753906
2015-11-09,132.16000366210938
2015-11-10,132.3000030517578
2015-11-11,131.6699981689453
2015-11-12,129.4499969482422
2015-11-13,128.69000244140625
2015-11-16,130.52000427246094
2015-11-17,131.77000427246094
2015-11-18,131.86000061035156
2015-11-19,131.5500030517578
2015-11-20,133.1699981689453
2015-11-23,133.72999572753906
2015-11-24,132.8300018310547
2015-11-25,133.25999450683594
2015-11-27,134.10000610351562
2015-11-30,132.82000732421875
2015-12-01,133.3800048828125
2015-12-02,130.7899932861328
2015-12-03,127.55999755859375
2015-12-04,131.0
2015-12-07,130.80999755859375
2015-12-08,130.16000366210938
2015-12-09,128.92999267578125
2015-12-10,130.25
2015-12-11,129.49000549316406
2015-12-14,129.67999267578125
2015-12-15,131.61000061035156
2015-12-16,133.72999572753906
2015-12-17,131.3000030517578
2015-12-18,129.52000427246094
2015-12-21,130.61000061035156
2015-12-22,132.83999633789062
2015-12-23,133.9199981689453
2015-12-24,133.94000244140625
2015-12-28,134.0
2015-12-29,136.1699981689453
2015-12-30,135.63999938964844
2015-12-31,134.5800018310547
