janela,formacao_inicio,formacao_fim,negociacao,rank,ativo1,ativo2,ssd,spread_media,spread_desvio
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,9,D,UEP,0.10007595632623634,-0.0028124854768953444,0.019727781098603476
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,10,NEE,AYE,0.1021922545128291,0.0004044028070979559,0.020133569700634946
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,11,EIX,NEE,0.10285198280439545,0.0008534263278452107,0.020184438614559166
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,12,CEG,NEE,0.10467371681272652,-0.0015818418285354196,0.020318950245671166
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,13,45200Q,ES,0.10856177001596734,-0.0016733396807328766,0.02068790703789293
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,14,EIX,AYE,0.10928850985885674,0.0012578291349431667,0.020786922583377578
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,15,D,DTE,0.1112232536712554,0.0008950075252703127,0.02098947118315342
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,16,WEC,ES,0.11511991714348824,0.0005394288413865208,0.02136663122391703
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,17,45200Q,D,0.12102461824167676,0.008282084226707783,0.020282783544927952
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,18,PPL,TE,0.12239121443690237,-0.0009777978644362369,0.022016347101737225
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,19,PEG,0961514D,0.1259964621602876,0.003963960936043829,0.02200478633230301
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,20,45200Q,DTE,0.12676965444325106,0.009177091751978096,0.020457296225101725
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,21,GPUI,TEG,0.1314225241682152,0.0016293567198834833,0.022778336523839184
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,22,CNP,TXU,0.1317972325264236,-0.002290747636996001,0.02275382479341521
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,23,DTE,FPC,0.13402380335605812,-0.008563681763877375,0.021405906327946145
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,24,45200Q,WEC,0.13621948966817854,-0.0022127685221193976,0.023143849203575755
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,25,ED,GPUI,0.13693332256548274,0.004560724867302589,0.022858334340468377
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,26,AYE,SCG,0.1371172217465073,0.0007265852165501389,0.023314929515019484
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,27,45200Q,AEP,0.138280339954008,-0.007959837522220852,0.02202546412037849
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,28,EIX,CEG,0.1386791290237852,0.00243526815638063,0.023331522436780293
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,29,NEE,SCG,0.1416179768434631,0.0011309880236480949,0.023678933437719693
1991/S1_a_1991/S2,1991/S1,1991/S2,1992/S1,30,PPW,0961514D,0.14441372971350575,0.00794888780592796,0.02257509258563594
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,1,NEE,FPC,0.06821419622997382,-0.00807924296241989,0.014285977791704652
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,2,AEP,NEE,0.06891261203986687,-0.006619155087074941,0.015112758746922651
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,3,NEE,PPL,0.07957252997607611,-0.0008104048948941692,0.017715997764469908
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,4,DUK,WEC,0.08028850440064161,0.008316089728051106,0.015745322150626406
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,5,FPC,AYE,0.09057016169845156,0.0039667589251583405,0.018498309601180582
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,6,USW,BLS,0.10119028917313244,-0.004528580194305768,0.019477487498832328
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,7,PPL,FPC,0.1085805330533276,-0.0072688380675257225,0.019393999654032504
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,8,BLS,3054Q,0.11051780359866825,-0.008995915843194431,0.018856905731902886
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,9,AEP,PPL,0.11217926190988692,-0.007429559981969111,0.019697201711548453
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,10,NEE,AYE,0.11224247770587681,-0.00411248403726155,0.020655914021349746
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,11,TXU,FPC,0.11990800117837352,0.005714517115029475,0.02100380653347608
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,12,PPL,AYE,0.12012892429595468,-0.0033020791423673816,0.021537666034074063
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,13,AYE,TE,0.12637408198077082,0.0025020089800816075,0.022208500807237932
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,14,D,FPC,0.13646297687387232,0.0038884533013140484,0.022895403971876976
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,15,CEG,SCG,0.1371785615714316,0.00231339307247175,0.023169695993428746
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,16,300583Q,8375930Q,0.14075345481188606,-0.0033543602679562377,0.023346125160199252
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,17,TXU,AYE,0.14081238423807463,0.009681276040187816,0.021505188212440428
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,18,AEP,FPC,0.1414214375940901,-0.014698398049494833,0.01849543685503104
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,19,45200Q,PPL,0.14395799286717192,0.012347488296311169,0.020394627885938602
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,20,NEE,TXU,0.1461850188579774,-0.013793760077449368,0.019666889303269847
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,21,USW,693365Q,0.14626539198968658,0.008156729484786896,0.02261258211389031
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,22,45200Q,D,0.14970168804234163,0.0011901969274713997,0.024295763191014962
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,23,BLS,693365Q,0.152867572657442,0.012685309679092665,0.021039642041189046
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,24,300583Q,2500Q,0.1557594363342787,0.006103826807902827,0.024046745821301906
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,25,45200Q,WEC,0.1559239683991791,-0.016085490782394483,0.01888212268212496
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,26,D,PPL,0.16153187168356453,0.011157291368839771,0.022660289255112657
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,27,DUK,CNP,0.16412879089625676,0.0014981146083523642,0.025425915528862204
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,28,AEP,AYE,0.1646045363106623,-0.01073163912433649,0.023129797391320407
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,29,FPC,TE,0.16465139973092846,0.0064687679052399475,0.024673582898816514
1991/S2_a_1992/S1,1991/S2,1992/S1,1992/S2,30,8375930Q,COP,0.16971905240563956,0.02212196135117178,0.013398164319368477
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,1,XEL,TXU,0.061099895348775135,0.00016965862925884048,0.015539390748112607
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,2,DUK,PPL,0.06575231212855215,-0.0017316853196617885,0.01602747562849358
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,3,XEL,NEE,0.07168778656199493,-4.789564213719021e-05,0.016832962661667204
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,4,PPL,FPC,0.07403529377961604,-0.0018049056363193237,0.017010557283729945
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,5,DUK,FPC,0.076337872458339,-0.0035365909559811125,0.0170051112588369
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,6,D,DUK,0.07671117723089083,0.00914844347326842,0.014804776585145368
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,7,CEG,NEE,0.08850274135022573,0.00023348853289127658,0.018701830780441717
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,8,D,FPC,0.09925517129067885,0.005611852517287306,0.018991986823550314
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,9,D,PPL,0.09966835559225729,0.00741675815360663,0.018404356655673252
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,10,DUK,CNP,0.10453549470310008,-0.006021408740858319,0.019410901590846956
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,11,45200Q,AYE,0.11338867870290414,0.000135103425139789,0.021169748949409033
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,12,USW,BLS,0.11621916726920745,0.004169310651256546,0.02102171349085004
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,13,XEL,GPUI,0.11627235262653812,-0.013756348842223917,0.016419178115337288
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,14,D,CNP,0.12901159652517435,0.0031270347324101,0.022363145198880666
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,15,XEL,CEG,0.1318928583655179,-0.00028138417502846636,0.022830596919646676
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,16,NEE,TXU,0.13234802006900281,0.00021755427139603071,0.02287066214377255
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,17,CEG,TXU,0.13344444261792887,0.00045104280428730686,0.02296179753576274
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,18,CNP,EXC,0.13397710421259035,0.006729648439466532,0.022001968067785063
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,19,XOM,677004Q,0.1358848606154197,0.0039232783113218525,0.022839469337835188
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,20,AEP,SCG,0.13745009257769425,0.01145947788021263,0.020284040896991276
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,21,MMM,D,0.14182156394622325,0.0028563949940318325,0.02350251688534768
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,22,3054Q,FPC,0.14199118567319147,0.008803262441951672,0.021986956117784888
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,23,1005945D,ETR,0.14456583472770035,-0.0017436012614749337,0.023840182457981963
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,24,NEE,GPUI,0.1460200482149503,-0.013708453200086727,0.01971014657875643
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,25,210967Q,TXU,0.14652970299368917,-0.00022411697548044307,0.024064878133648528
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,26,MMM,FPC,0.14963838759115333,0.008468247511319138,0.022791696250649984
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,27,USW,NI,0.15564037266528885,0.009316822755740644,0.02297896987982017
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,28,AEP,NEE,0.15667773774151783,-0.018500693834161953,0.016602742400028115
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,29,CVX,300583Q,0.1577975368073794,-0.01282096370229292,0.02141678913671916
1992/S1_a_1992/S2,1992/S1,1992/S2,1993/S1,30,EIX,UEP,0.15942874796013484,0.008021674780667645,0.02378132777379156
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,1,D,DUK,0.07025163909406729,-0.010005760203097222,0.013393017046711775
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,2,45200Q,AEP,0.07672050674364073,-0.001998983907933953,0.017368003128924604
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,3,DUK,PPL,0.07816713947056542,0.007692035585355986,0.01587512923506275
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,4,D,PPL,0.07887250686860625,-0.0023137246177412367,0.017574368993299772
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,5,45200Q,CEG,0.0826425604434462,-0.0018957328177941414,0.0180456395841787
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,6,DTE,PPL,0.08773379881290566,-0.0028081721528746125,0.018482959681038257
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,7,45200Q,PPL,0.08825255934425513,0.0023054192244064335,0.01860826937565036
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,8,FPC,TEG,0.08939332308125358,-0.011288413136008688,0.01510671188740917
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,9,CEG,PPL,0.09375450351387826,0.004201152042200575,0.018862765503919056
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,10,45200Q,D,0.09389298822759429,0.00461914384214767,0.018779088224381728
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,11,XEL,FPC,0.09825357204510965,-0.010432193195147703,0.016798340723925324
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,12,XEL,571300Q,0.10466140157325299,-0.004766887851162597,0.01985356252590892
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,13,CEG,DTE,0.10671109904819787,0.007009324195075188,0.019386011856337874
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,14,3891289Q,SCG,0.11095410359098423,0.00449089474161683,0.020537763626042427
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,15,DUK,FPC,0.11351646490129497,-0.010214694204229406,0.018641382928013685
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,16,CEG,D,0.11430172194434363,0.006514876659941812,0.020316806599927087
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,17,XEL,DTE,0.11451425191978615,0.0102827087473123,0.018710337484620494
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,18,45200Q,DUK,0.12494660975721672,-0.005386616360949552,0.021648649427486163
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,19,AEP,D,0.1273883802200544,0.006618127750081623,0.02153019534972407
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,20,AEP,CEG,0.1273917746460711,0.00010325109013981138,0.02252834320408439
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,21,CIN,PNW,0.12844181688615208,0.006129286520233137,0.0217715998226122
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,22,CEG,DUK,0.1301694091146146,-0.0034908835431554115,0.02250263106359919
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,23,AEP,PPL,0.13400481563849098,0.004304403132340386,0.02269982433937271
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,24,CIN,TEG,0.13557779463428687,0.00403268919853101,0.02288718425002216
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,25,XEL,PPL,0.13605476323573384,0.007474536594437689,0.022044490644884254
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,26,AEP,DUK,0.14341295042390811,-0.0033876324530155997,0.023661034664265987
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,27,1005945D,SO,0.14449306487210833,-0.0030056659620873827,0.02380335188886981
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,28,571300Q,FPC,0.14552062727307202,-0.005665305343985108,0.023399570495566
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,29,XEL,210967Q,0.147222458658689,0.0039915999938573464,0.023886132209110227
1992/S2_a_1993/S1,1992/S2,1993/S1,1993/S2,30,CIN,FPC,0.14803915549794056,0.015321102334539698,0.018818237208250627
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,1,MHFI,SPGI,0.024757449013463884,0.0008047276018618604,0.009898741763164414
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,2,ED,PPL,0.08055441103624617,-0.010138888966085656,0.014755585009282599
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,3,NEE,WEC,0.08127523006703541,-0.001248981939575817,0.01795103135281643
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,4,FPC,WEC,0.09714657890799572,0.0007088886446864455,0.019660458737920106
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,5,1005945D,XEL,0.11130369117961436,0.009269174856117867,0.01889923535485217
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,6,CIN,AYE,0.12067046686024696,-0.00690087911365846,0.020807377777131254
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,7,45200Q,PEG,0.12359054332409869,-0.006252329656066938,0.021287208206502792
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,8,NI,SCG,0.12785948552811988,0.005048868141338776,0.021995629411220297
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,9,AEP,SO,0.13733517329694678,0.0037365196727584507,0.023089713765236382
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,10,CEG,PEG,0.140605188137215,0.0010619877783158461,0.023644190006841405
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,11,AEP,AYE,0.14242602410593008,0.012522658572515395,0.020248274307403356
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,12,UEP,PNW,0.14425541267439712,-0.0035052832823095326,0.023714695792554925
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,13,45200Q,PPL,0.1466478380477838,0.016872452949375057,0.017275430077922715
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,14,DUK,SO,0.15524787623473912,-0.005970178863213308,0.02413985077444977
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,15,DUK,AYE,0.15960362216151225,0.0028159600365436368,0.025058128053481104
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,16,CEG,TEG,0.1625678172786138,0.016287373441254877,0.01952805998360776
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,17,TXU,PPL,0.16274089233729683,-0.0027488404599449218,0.025313708954624287
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,18,ETR,CIN,0.1631378841715332,0.0022541039136151435,0.02539390679569681
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,19,NEE,FPC,0.16678710064581992,-0.0019578705842622627,0.025702955309731677
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,20,AEP,DUK,0.16778360974626594,0.009706698535971756,0.0239554841666294
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,21,DUK,CIN,0.16976371476539498,0.009716839150202097,0.024115479156480806
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,22,XEL,DTE,0.17292073127634922,-0.005149711611408937,0.025735229376530968
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,23,PEG,TEG,0.1730251964402214,0.01522538566293903,0.021368375892253204
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,24,1005945D,DTE,0.17438761374683054,0.004119463244708925,0.026033320622101678
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,25,45200Q,TEG,0.17537575272592676,0.008973056006872092,0.024857024445221105
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,26,SO,AYE,0.18194399428398356,0.008786138899756945,0.02544351940588295
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,27,AEP,TE,0.18338849902841048,-0.003989859383596486,0.026732921091953205
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,28,USB,FITB,0.18847026529078903,0.005247691429293082,0.026892927907103188
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,29,GPUI,TE,0.19280821580412066,-0.002867841573569109,0.02756633708063786
1993/S1_a_1993/S2,1993/S1,1993/S2,1994/S1,30,CEG,AYE,0.19575107987520823,-0.005323477636905679,0.027412268424887514
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,1,MHFI,SPGI,0.03969789280154146,0.0031295681034220913,0.012153117224366869
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,2,AEP,AYE,0.0808869633121958,-0.001101722025728383,0.017881873645907025
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,3,PPW,SCG,0.09417602781559253,-0.009670719644737698,0.016727834747846563
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,4,AEP,CIN,0.09718755585174677,-0.0076722717277203385,0.01807118049233955
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,5,PEG,FPC,0.10011712849126297,-0.0030010612925656702,0.019704011875364934
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,6,CIN,AYE,0.10108715094389709,0.006570549701991954,0.018915497522819926
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,7,CEG,WEC,0.10798955674783883,-0.0007575182894288988,0.020687046092111933
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,8,EXC,GPUI,0.11411146813503592,0.006475132847132128,0.02026646398628702
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,9,NEE,AYE,0.11630637807633093,0.014118384732718014,0.016168285982804956
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,10,UEP,FPC,0.12075285862903229,0.010019685044489786,0.019452134402219025
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,11,PEG,UEP,0.12350092263909573,-0.013020746337055454,0.017884921415767814
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,12,0961514D,PPL,0.14146581744165587,-0.0019985065402597637,0.023608524175075325
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,13,FPC,AYE,0.14217875035666339,-0.016807431948273683,0.0167508396942189
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,14,XOM,L,0.1428857542211972,0.006371883776975158,0.022940029285807895
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,15,1005945D,0961514D,0.14643955943125775,0.002201728562960658,0.024005051918636226
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,16,NI,WEC,0.1509689258260778,0.009096439409181306,0.022715841940380458
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,17,SO,SCG,0.15114924575527766,-0.013541707354674835,0.020388552335881303
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,18,8375930Q,COP,0.15290993364681071,0.02119448137042579,0.012481860709253213
1993/S2_a_1994/S1,1993/S2,1994/S1,1994/S2,19,MMM,WYE,0.156450490228508,0.008372725271644278,0.02346176816807774
