janela,negociacao,ativo1,ativo2,rank,ssd,sigma,n_trades,n_fechados,n_forcados,retorno_total
1995/S2_a_1996/S1,1996/S2,GPUI,NI,10,0.1223225830797218,0.0213072886278939,2,1,1,0.06182561548157672
1995/S2_a_1996/S1,1996/S2,XOM,3891289Q,11,0.1272755683739888,0.0225168805524618,5,4,1,0.0021045916110640217
1995/S2_a_1996/S1,1996/S2,TE,TEG,12,0.1330319972677216,0.022062219491136,2,1,1,-0.04878184748053527
1995/S2_a_1996/S1,1996/S2,NEE,CIN,13,0.1421741676421106,0.0232187444166963,7,6,1,0.028896971479815514
1995/S2_a_1996/S1,1996/S2,NI,TEG,14,0.1434344991358784,0.0238380618316238,19,19,0,-0.029282597252000997
1995/S2_a_1996/S1,1996/S2,AEP,CMS,15,0.1459441923441318,0.020622848771489,8,7,1,-0.019171456565515776
1995/S2_a_1996/S1,1996/S2,D,NI,16,0.148682900099061,0.0241655016047529,1,0,1,-0.025826154617259567
1995/S2_a_1996/S1,1996/S2,MCAI,RRC,17,0.1518315982140166,0.0123757203679594,19,18,1,-0.05727827934484231
1995/S2_a_1996/S1,1996/S2,NI,TE,18,0.1531613350280167,0.0242336249752962,2,1,1,0.03728940117009516
1995/S2_a_1996/S1,1996/S2,NEE,PNW,19,0.154339429432639,0.0247523961051276,1,0,1,-0.026357778055511205
1995/S2_a_1996/S1,1996/S2,8375930Q,COP,20,0.1661202304427433,0.0137424728715632,1,0,1,-0.007675826429283994
