Date,APC
2016-12-05,68.21
2016-12-06,69.27
2016-12-07,70.26
2016-12-08,70.47
2016-12-11,70.79
2016-12-12,72.69
2016-12-13,70.68
2016-12-14,70.33
2016-12-15,70.61
2016-12-18,71.37
2016-12-19,70.97
2016-12-20,70.75
2016-12-21,70.77
2016-12-22,71.25
2016-12-26,71.54
2016-12-27,70.64
2016-12-28,70.11
2016-12-29,69.73
2017-01-02,70.25
2017-01-03,70.81
2017-01-04,71.61
2017-01-05,71.74
2017-01-08,69.98
2017-01-09,69.58
2017-01-10,71.6
2017-01-11,71.49
2017-01-12,71.24
2017-01-16,70.72
2017-01-17,69.89
2017-01-18,70.18
2017-01-19,70.029999
2017-01-22,69.86
2017-01-23,71.18
2017-01-24,70.67
2017-01-25,71.14
2017-01-26,70.010002
2017-01-29,68.83
2017-01-30,69.53
2017-01-31,68.36
2017-02-01,69.099998
2017-02-02,70.4
2017-02-05,69.099998
2017-02-06,67.14
2017-02-07,67.15
2017-02-08,68.42
2017-02-09,69.34
2017-02-12,68.14
2017-02-13,68.33
2017-02-14,67.52
2017-02-15,66.6
2017-02-16,66.77
2017-02-20,67.21
2017-02-21,65.84
2017-02-22,65.98
2017-02-23,64.77
2017-02-26,64.9
2017-02-27,64.65
2017-02-28,66.019997
2017-03-01,64.089996
2017-03-02,63.21
2017-03-05,63.25
2017-03-06,63.16
2017-03-07,61.4
2017-03-08,61.94
2017-03-09,61.89
2017-03-12,62.82
2017-03-13,61.81
2017-03-14,64.080002
2017-03-15,63.4
2017-03-16,63.25
2017-03-19,62.84
2017-03-20,61.82
2017-03-21,61.63
2017-03-22,60.79
2017-03-23,60.34
2017-03-26,59.94
2017-03-27,61.14
2017-03-28,62.45
2017-03-29,62.17
2017-03-30,62.0
2017-04-02,61.79
2017-04-03,62.71
2017-04-04,62.85
2017-04-05,62.89
2017-04-06,62.43
2017-04-09,62.89
2017-04-10,62.9
2017-04-11,62.54
2017-04-12,61.09
2017-04-16,61.21
2017-04-17,60.41
2017-04-18,59.13
2017-04-19,59.0
2017-04-20,59.29
2017-04-23,59.37
2017-04-24,60.080002
2017-04-25,59.96
2017-04-26,57.12
2017-04-27,57.02
2017-04-30,56.67
2017-05-01,56.28
2017-05-02,51.95
2017-05-03,51.94
2017-05-04,52.59
2017-05-07,52.31
2017-05-08,51.33
2017-05-09,52.080002
2017-05-10,51.54
2017-05-11,51.63
2017-05-14,51.88
2017-05-15,51.75
2017-05-16,51.74
2017-05-17,52.080002
2017-05-18,53.3
2017-05-21,53.35
2017-05-22,53.57
2017-05-23,53.35
2017-05-24,52.07
2017-05-25,51.84
2017-05-29,50.77
2017-05-30,50.53
2017-05-31,51.11
2017-06-01,50.060001
2017-06-04,49.64
2017-06-05,50.099998
2017-06-06,47.17
2017-06-07,46.63
2017-06-08,47.98
2017-06-11,48.3
2017-06-12,49.22
2017-06-13,47.28
2017-06-14,46.11
2017-06-15,47.040001
2017-06-18,46.7
2017-06-19,46.29
2017-06-20,45.35
2017-06-21,45.09
2017-06-22,45.5
2017-06-25,44.92
2017-06-26,43.8
2017-06-27,43.79
2017-06-28,45.25
2017-06-29,45.34
2017-07-02,46.099998
2017-07-04,44.81
2017-07-05,43.62
2017-07-06,43.36
2017-07-09,43.59
2017-07-10,43.64
2017-07-11,43.82
2017-07-12,44.45
2017-07-13,44.73
2017-07-16,45.22
2017-07-17,43.77
2017-07-18,44.91
2017-07-19,43.84
2017-07-20,44.060001
2017-07-23,44.21
2017-07-24,45.72
2017-07-25,45.17
2017-07-26,47.32
2017-07-27,46.32
2017-07-30,45.67
2017-07-31,44.7
2017-08-01,44.66
2017-08-02,43.77
2017-08-03,44.89
2017-08-06,44.37
2017-08-07,44.21
2017-08-08,44.099998
2017-08-09,43.7
2017-08-10,43.54
2017-08-13,43.02
2017-08-14,43.24
2017-08-15,42.53
2017-08-16,41.72
2017-08-17,42.17
2017-08-20,42.049999
2017-08-21,42.27
2017-08-22,42.98
2017-08-23,42.65
2017-08-24,42.36
2017-08-27,41.27
2017-08-28,40.71
2017-08-29,40.52
2017-08-30,40.93
2017-08-31,41.49
2017-09-04,41.48
2017-09-05,42.35
2017-09-06,42.17
2017-09-07,40.92
2017-09-10,41.02
2017-09-11,41.76
2017-09-12,43.13
2017-09-13,43.53
2017-09-14,43.55
2017-09-17,43.76
2017-09-18,43.76
2017-09-19,44.81
2017-09-20,48.49
2017-09-21,48.83
2017-09-24,49.93
2017-09-25,49.88
2017-09-26,49.060001
2017-09-27,48.88
2017-09-28,48.85
2017-10-01,49.38
2017-10-02,49.27
2017-10-03,49.42
2017-10-04,49.049999
2017-10-05,48.64
2017-10-08,48.86
2017-10-09,48.41
2017-10-10,48.39
2017-10-11,47.73
2017-10-12,47.79
2017-10-15,48.45
2017-10-16,48.9
2017-10-17,48.77
2017-10-18,48.67
2017-10-19,49.0099983
2017-10-22,48.099998
2017-10-23,48.049999
2017-10-24,47.68
2017-10-25,47.69
2017-10-26,48.81
2017-10-29,48.69
2017-10-30,49.37
2017-10-31,50.14
2017-11-01,49.39
2017-11-02,49.51
2017-11-05,51.83
2017-11-06,51.080002
2017-11-07,51.16
2017-11-08,51.4
2017-11-09,51.11
2017-11-12,50.23
2017-11-13,48.049999
2017-11-14,47.62
2017-11-15,47.5
2017-11-16,48.15
2017-11-19,48.31
2017-11-20,48.02
2017-11-21,48.35
2017-11-23,48.11
2017-11-26,47.69
2017-11-27,47.77
2017-11-28,47.88
2017-11-29,48.09
2017-11-30,48.72
2017-12-03,48.59
2017-12-04,48.26
2017-12-05,47.11
2017-12-06,47.32
2017-12-07,47.92
2017-12-10,48.3
2017-12-11,48.54
2017-12-12,48.26
2017-12-13,47.89
2017-12-14,47.52
2017-12-17,48.53
2017-12-18,49.39
2017-12-19,50.73
2017-12-20,51.96
2017-12-21,52.93
2017-12-25,54.099998
2017-12-26,53.78
2017-12-27,53.76
2017-12-28,53.64
2018-01-01,54.77
2018-01-02,54.77
2018-01-03,55.65
2018-01-04,55.02
2018-01-07,55.39
2018-01-08,55.52
2018-01-09,55.41
2018-01-10,58.5
2018-01-11,58.98
2018-01-15,58.55
2018-01-16,58.97
2018-01-17,58.29
2018-01-18,58.2
2018-01-21,60.72
2018-01-22,60.94
2018-01-23,61.43
2018-01-24,61.49
2018-01-25,61.84
2018-01-28,60.96
2018-01-29,59.75
2018-01-30,60.049999
2018-01-31,61.37
2018-02-01,59.11
2018-02-04,56.85
2018-02-05,57.49
2018-02-06,58.72
2018-02-07,56.2
2018-02-08,56.13
2018-02-11,57.82
2018-02-12,57.18
2018-02-13,59.78
2018-02-14,59.62
2018-02-15,59.18
2018-02-19,59.25
2018-02-20,57.27
2018-02-21,58.28
2018-02-22,60.82
2018-02-25,60.4
2018-02-26,58.47
2018-02-27,57.040001
2018-02-28,57.12
2018-03-01,57.45
2018-03-04,58.95
2018-03-05,58.81
2018-03-06,57.72
2018-03-07,57.080002
2018-03-08,58.029999
2018-03-11,58.98
2018-03-12,58.55
2018-03-13,58.92
2018-03-14,57.91
2018-03-15,58.53
2018-03-18,57.02
2018-03-19,58.48
2018-03-20,61.5
2018-03-21,60.66
2018-03-22,61.56
2018-03-25,62.59
2018-03-26,60.8
2018-03-27,58.9
2018-03-28,60.41
2018-04-01,58.17
2018-04-02,59.2
2018-04-03,59.080002
2018-04-04,60.11
2018-04-05,58.86
2018-04-08,59.83
2018-04-09,61.81
2018-04-10,63.2
2018-04-11,62.75
2018-04-12,63.029999
2018-04-15,63.46
2018-04-16,64.059998
2018-04-17,66.35
2018-04-18,66.080002
2018-04-19,66.49
2018-04-22,66.78
2018-04-23,66.089996
2018-04-24,66.83
2018-04-25,67.5
2018-04-26,67.050003
2018-04-29,67.32
2018-04-30,66.52
2018-05-01,65.57
2018-05-02,66.029999
2018-05-03,66.58
2018-05-06,66.0
2018-05-07,67.040001
2018-05-08,67.44
2018-05-09,68.39
2018-05-10,68.31
2018-05-13,69.2
2018-05-14,69.69
2018-05-15,70.32
2018-05-16,71.14
2018-05-17,70.57
2018-05-20,71.71
2018-05-21,70.52
2018-05-22,70.33
2018-05-23,69.059998
2018-05-24,67.59
2018-05-28,67.3
2018-05-29,70.49
2018-05-30,69.8
2018-05-31,71.050003
2018-06-03,69.34
2018-06-04,69.23
2018-06-05,69.45
2018-06-06,71.65
2018-06-07,71.4
2018-06-10,71.68
2018-06-11,71.35
2018-06-12,71.28
2018-06-13,71.040001
2018-06-14,68.49
2018-06-17,69.64
2018-06-18,69.080002
2018-06-19,70.099998
2018-06-20,69.46
2018-06-21,74.11
2018-06-24,71.89
2018-06-25,73.07
2018-06-26,74.33
2018-06-27,73.58
2018-06-28,73.25
2018-07-01,72.44
2018-07-02,73.46
2018-07-04,72.58
2018-07-05,73.66
2018-07-08,75.18
2018-07-09,75.47
2018-07-10,73.35
2018-07-11,73.69
2018-07-12,74.59
2018-07-15,72.84
2018-07-16,71.43
2018-07-17,71.5
2018-07-18,71.080002
2018-07-19,70.95
2018-07-22,71.059998
2018-07-23,72.36
2018-07-24,73.31
2018-07-25,73.33
2018-07-26,72.4
2018-07-29,73.71
2018-07-30,73.15
2018-07-31,69.57
2018-08-01,69.67
2018-08-02,68.26
2018-08-05,68.28
2018-08-06,64.54
2018-08-07,65.15
2018-08-08,66.059998
2018-08-09,66.82
2018-08-12,66.34
2018-08-13,66.98
2018-08-14,62.34
2018-08-15,62.31
2018-08-16,62.049999
2018-08-19,62.32
2018-08-20,62.56
2018-08-21,63.57
2018-08-22,63.09
2018-08-23,63.65
2018-08-26,64.55
2018-08-27,64.87
2018-08-28,64.99
2018-08-29,64.45
2018-08-30,64.4
2018-09-03,63.96
2018-09-04,64.39
2018-09-05,63.68
2018-09-06,63.54
2018-09-09,63.18
2018-09-10,62.57
2018-09-11,61.77
2018-09-12,62.44
2018-09-13,63.0099983
2018-09-16,63.97
2018-09-17,64.75
2018-09-18,64.76
2018-09-19,63.86
2018-09-20,64.64
2018-09-23,66.010002
2018-09-24,66.82
2018-09-25,66.62
2018-09-26,66.5
2018-09-27,67.41
2018-09-30,68.74
2018-10-01,68.0
2018-10-02,69.13
2018-10-03,68.91
2018-10-04,69.12
2018-10-07,69.27
2018-10-08,70.61
2018-10-09,68.0
2018-10-10,66.28
2018-10-11,67.63
2018-10-14,67.63
2018-10-15,68.28
2018-10-16,67.050003
2018-10-17,66.5
2018-10-18,66.0
2018-10-21,63.93
2018-10-22,61.84
2018-10-23,59.61
2018-10-24,59.63
2018-10-25,58.84
2018-10-28,55.87
2018-10-29,56.45
2018-10-30,53.2
2018-10-31,54.86
2018-11-01,53.21
2018-11-04,54.69
2018-11-05,54.77
2018-11-06,57.89
2018-11-07,57.79
2018-11-08,58.21
2018-11-11,56.27
2018-11-12,54.93
2018-11-13,54.4
2018-11-14,55.51
2018-11-15,56.38
2018-11-18,55.61
2018-11-19,52.35
2018-11-20,53.57
2018-11-22,51.62
2018-11-25,52.37
2018-11-26,51.97
2018-11-27,52.53
2018-11-28,53.7
2018-11-29,52.9
2018-12-02,55.47
2018-12-03,52.98
2018-12-05,51.59
2018-12-06,52.060001
2018-12-09,51.060001
2018-12-10,51.64
2018-12-11,52.56
2018-12-12,52.49
2018-12-13,50.95
2018-12-16,49.58
2018-12-17,47.13
2018-12-18,46.79
2018-12-19,44.15
2018-12-20,42.95
2018-12-23,40.57
2018-12-25,43.85
2018-12-26,43.97
2018-12-27,43.2
2018-12-30,43.84
2019-01-01,44.69
2019-01-02,44.46
2019-01-03,46.26
2019-01-06,46.99
2019-01-07,47.34
2019-01-08,47.91
2019-01-09,48.33
2019-01-10,47.65
2019-01-13,47.15
2019-01-14,47.53
2019-01-15,46.79
2019-01-16,48.049999
2019-01-17,48.67
2019-01-21,47.080002
2019-01-22,45.88
2019-01-23,46.25
2019-01-24,46.89
2019-01-27,46.45
2019-01-28,46.46
2019-01-29,47.83
2019-01-30,47.33
2019-01-31,48.45
2019-02-03,49.13
2019-02-04,49.080002
2019-02-05,45.45
2019-02-06,42.6
2019-02-07,41.84
2019-02-10,42.56
2019-02-11,42.8
2019-02-12,44.040001
2019-02-13,43.8
2019-02-14,45.23
2019-02-18,45.45
2019-02-19,45.16
2019-02-20,43.84
2019-02-21,43.69
2019-02-24,44.6
2019-02-25,44.77
2019-02-26,44.59
2019-02-27,43.5
2019-02-28,44.4
2019-03-03,44.76
2019-03-04,44.13
2019-03-05,43.47
2019-03-06,43.24
2019-03-07,42.07
2019-03-10,43.45
2019-03-11,43.81
2019-03-12,44.67
2019-03-13,44.25
2019-03-14,44.55
2019-03-17,45.09
2019-03-18,44.46
2019-03-19,45.4
2019-03-20,45.27
2019-03-21,43.23
2019-03-24,43.6
2019-03-25,44.94
2019-03-26,44.5
2019-03-27,45.07
2019-03-28,45.48
2019-03-31,45.99
2019-04-01,45.24
2019-04-02,44.47
2019-04-03,45.060001
2019-04-04,47.0099983
2019-04-07,47.19
2019-04-08,46.17
2019-04-09,46.8
2019-04-10,46.8
2019-04-11,61.78
2019-04-14,62.26
2019-04-15,63.6
2019-04-16,64.029999
2019-04-17,64.18
2019-04-21,64.059998
2019-04-22,63.99
2019-04-23,71.4
2019-04-24,71.77
2019-04-25,72.8
2019-04-28,72.93
2019-04-29,72.85
2019-04-30,72.37
2019-05-01,71.54
2019-05-02,72.72
2019-05-05,75.49
2019-05-06,75.82
2019-05-07,75.86
2019-05-08,73.39
2019-05-09,73.059998
2019-05-12,72.77
2019-05-13,72.96
2019-05-14,72.87
2019-05-15,72.73
2019-05-16,72.61
2019-05-19,72.75
2019-05-20,72.77
2019-05-21,72.31
2019-05-22,72.29
2019-05-23,71.99
2019-05-27,71.49
2019-05-28,71.34
2019-05-29,70.92
2019-05-30,70.37
2019-06-02,70.029999
2019-06-03,70.6
2019-06-04,69.83
2019-06-05,70.17
2019-06-06,70.050003
2019-06-09,70.07
2019-06-10,70.089996
2019-06-11,69.78
2019-06-12,70.07
2019-06-13,69.83
2019-06-16,69.76
2019-06-17,69.91
2019-06-18,69.9
2019-06-19,70.48
2019-06-20,70.31
2019-06-23,70.11
2019-06-24,70.089996
2019-06-25,70.49
2019-06-26,70.53
2019-06-27,70.56
2019-06-30,70.69
2019-07-01,70.95
2019-07-02,71.0
2019-07-04,71.040001
2019-07-07,70.91
2019-07-08,70.99
2019-07-09,71.16
2019-07-10,71.98
2019-07-11,73.11
2019-07-14,73.12
2019-07-15,73.059998
2019-07-16,73.14
2019-07-17,72.97
2019-07-18,73.38
2019-07-21,73.64
2019-07-22,73.62
2019-07-23,73.64
2019-07-24,73.47
2019-07-25,73.62
2019-07-28,73.24
2019-07-29,74.040001
2019-07-30,73.66
2019-07-31,74.31
2019-08-01,73.76
2019-08-04,73.099998
2019-08-05,72.8
2019-08-06,72.21
2019-08-07,72.77
