Date,MON
2017-01-17,108.17
2017-01-18,108.1
2017-01-19,108.12
2017-01-20,108.58
2017-01-23,108.44
2017-01-24,108.84
2017-01-25,110.84
2017-01-26,109.8
2017-01-27,109.4
2017-01-30,108.57
2017-01-31,108.31
2017-02-01,108.46
2017-02-02,108.97
2017-02-03,108.87
2017-02-06,108.31
2017-02-07,107.57
2017-02-08,107.34
2017-02-09,107.53
2017-02-10,107.57
2017-02-13,107.67
2017-02-14,107.63
2017-02-15,108.8
2017-02-16,108.49
2017-02-17,109.0
2017-02-21,110.57
2017-02-22,111.38
2017-02-23,112.33
2017-02-24,112.96
2017-02-27,113.59
2017-02-28,113.83
2017-03-01,115.51
2017-03-02,114.87
2017-03-03,114.97
2017-03-06,114.65
2017-03-07,115.06
2017-03-08,114.17
2017-03-09,113.79
2017-03-10,114.06
2017-03-13,114.14
2017-03-14,113.97
2017-03-15,113.37
2017-03-16,112.51
2017-03-17,112.76
2017-03-20,113.81
2017-03-21,112.8
2017-03-22,113.37
2017-03-23,113.16
2017-03-24,113.67
2017-03-27,114.09
2017-03-28,114.16
2017-03-29,113.9
2017-03-30,113.35
2017-03-31,113.2
2017-04-03,113.93
2017-04-04,114.75
2017-04-05,115.31
2017-04-06,116.0
2017-04-07,116.16
2017-04-10,115.93
2017-04-11,116.0
2017-04-12,116.27
2017-04-13,115.77
2017-04-17,116.19
2017-04-18,115.94
2017-04-19,115.76
2017-04-20,115.72
2017-04-21,115.5
2017-04-24,116.02
2017-04-25,116.95
2017-04-26,116.74
2017-04-27,116.5
2017-04-28,116.61
2017-05-01,116.87
2017-05-02,116.9
2017-05-03,116.32
2017-05-04,115.93
2017-05-05,116.2
2017-05-08,116.05
2017-05-09,116.05
2017-05-10,116.02
2017-05-11,115.89
2017-05-12,116.22
2017-05-15,116.6
2017-05-16,116.65
2017-05-17,115.82
2017-05-18,115.79
2017-05-19,116.1
2017-05-22,116.0
2017-05-23,116.04
2017-05-24,116.2
2017-05-25,116.53
2017-05-26,116.78
2017-05-30,116.85
2017-05-31,117.42
2017-06-01,117.78
2017-06-02,117.82
2017-06-05,117.68
2017-06-06,117.7
2017-06-07,117.75
2017-06-08,117.82
2017-06-09,117.52
2017-06-12,117.77
2017-06-13,118.05
2017-06-14,117.95
2017-06-15,117.61
2017-06-16,117.88
2017-06-19,117.85
2017-06-20,117.81
2017-06-21,117.27
2017-06-22,116.84
2017-06-23,117.02
2017-06-26,117.8
2017-06-27,117.25
2017-06-28,118.75
2017-06-29,118.0
2017-06-30,118.36
2017-07-03,118.4
2017-07-05,118.01
2017-07-06,117.61
2017-07-07,118.0
2017-07-10,117.76
2017-07-11,117.29
2017-07-12,116.9
2017-07-13,116.48
2017-07-14,117.1
2017-07-17,117.33
2017-07-18,116.67
2017-07-19,117.46
2017-07-20,117.01
2017-07-21,117.38
2017-07-24,117.5
2017-07-25,117.54
2017-07-26,117.3
2017-07-27,117.5
2017-07-28,117.47
2017-07-31,116.82
2017-08-01,117.61
2017-08-02,117.86
2017-08-03,117.86
2017-08-04,117.84
2017-08-07,117.45
2017-08-08,117.26
2017-08-09,117.34
2017-08-10,116.94
2017-08-11,116.55
2017-08-14,117.14
2017-08-15,117.02
2017-08-16,117.7
2017-08-17,117.1
2017-08-18,116.87
2017-08-21,116.85
2017-08-22,117.15
2017-08-23,116.77
2017-08-24,116.68
2017-08-25,116.85
2017-08-28,116.64
2017-08-29,116.59
2017-08-30,116.88
2017-08-31,117.2
2017-09-01,117.21
2017-09-05,117.02
2017-09-06,117.54
2017-09-07,117.7
2017-09-08,117.42
2017-09-11,117.23
2017-09-12,117.44
2017-09-13,117.85
2017-09-14,117.6
2017-09-15,118.27
2017-09-18,119.12
2017-09-19,119.41
2017-09-20,119.44
2017-09-21,119.4
2017-09-22,119.77
2017-09-25,120.01
2017-09-26,119.73
2017-09-27,119.35
2017-09-28,119.66
2017-09-29,119.82
2017-10-02,120.33
2017-10-03,119.69
2017-10-04,119.75
2017-10-05,119.86
2017-10-06,119.73
2017-10-09,119.65
2017-10-10,119.55
2017-10-11,119.8
2017-10-12,119.91
2017-10-13,122.3
2017-10-16,122.42
2017-10-17,122.15
2017-10-18,122.08
2017-10-19,122.03
2017-10-20,122.15
2017-10-23,122.0
2017-10-24,121.86
2017-10-25,121.59
2017-10-26,121.45
2017-10-27,121.52
2017-10-30,121.19
2017-10-31,121.1
2017-11-01,121.14
2017-11-02,120.43
2017-11-03,119.87
2017-11-06,119.53
2017-11-07,119.54
2017-11-09,117.34
2017-11-10,118.3
2017-11-13,118.15
2017-11-14,118.05
2017-11-15,117.26
2017-11-16,118.6
2017-11-17,118.33
2017-11-20,118.09
2017-11-21,118.48
2017-11-22,118.22
2017-11-24,118.13
2017-11-27,118.37
2017-11-28,118.68
2017-11-29,117.71
2017-11-30,118.34
2017-12-01,118.93
2017-12-04,118.61
2017-12-05,118.26
2017-12-06,118.08
2017-12-07,118.0
2017-12-08,117.3
2017-12-11,117.73
2017-12-12,117.66
2017-12-13,118.09
2017-12-14,117.85
2017-12-15,117.35
2017-12-18,117.57
2017-12-19,116.0
2017-12-20,115.0
2017-12-21,115.47
2017-12-22,116.28
2017-12-26,116.02
2017-12-27,116.36
2017-12-28,116.27
2017-12-29,116.78
2018-01-02,117.52
2018-01-03,118.0
2018-01-04,117.93
2018-01-05,118.6
2018-01-08,119.1
2018-01-09,119.32
2018-01-10,118.83
2018-01-11,119.54
2018-01-12,119.7
2018-01-16,119.72
2018-01-17,118.81
2018-01-18,118.86
2018-01-19,120.66
2018-01-22,120.99
2018-01-23,121.55
2018-01-24,122.18
2018-01-25,122.39
2018-01-26,122.41
2018-01-29,121.77
2018-01-30,122.25
2018-01-31,121.8
2018-02-01,121.89
2018-02-02,121.0
2018-02-05,119.18
2018-02-06,119.29
2018-02-07,120.41
2018-02-08,119.08
2018-02-09,118.64
2018-02-12,120.44
2018-02-13,120.11
2018-02-14,120.18
2018-02-15,121.0
2018-02-16,120.79
2018-02-20,120.31
2018-02-21,120.19
2018-02-22,120.42
2018-02-23,121.74
2018-02-26,122.9
2018-02-27,122.7
2018-02-28,123.37
2018-03-01,122.91
2018-03-02,122.73
2018-03-05,123.0
2018-03-06,123.37
2018-03-07,122.95
2018-03-08,123.02
2018-03-09,123.51
2018-03-12,123.15
2018-03-13,123.59
2018-03-14,123.15
2018-03-15,117.2
2018-03-16,117.77
2018-03-19,117.64
2018-03-20,118.36
2018-03-21,119.02
2018-03-22,117.53
2018-03-23,117.15
2018-03-26,117.69
2018-03-27,117.58
