janela,formacao_inicio,formacao_fim,negociacao_inicio,negociacao_fim,rank,ativo1,ativo2,ssd,beta,alpha,spread_media,spread_desvio,stat,direcao,metodo
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,3,USW,571300Q,0.29856329866471043,0.9063949285715472,0.00021108893147908734,4.0476881106125497e-17,0.014390529160856027,-7.660149436701076,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,4,BF_B,1958Q,0.32337386965980386,1.0186466121766355,0.012472138549608575,-1.4278701677817985e-15,0.016137716733343577,-8.142619808796976,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,5,DD,PCH,0.36946768739954905,0.939273574981667,0.07221259787731103,-1.5816272453985364e-15,0.03391655567377541,-4.193478017913297,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,6,EOP,BXP,0.3745276593328981,0.9676029876311768,0.06820676090225393,-2.2098724966348354e-15,0.023214001228376354,-4.372012232242776,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,7,GHC,BRK_B,0.42651258600426445,0.8906248070950891,0.09866391522798398,5.780208763127799e-16,0.03315878196956454,-5.125220349543143,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,8,OMC,PCL,0.4565648317520754,0.8575305801474207,0.13861948293769838,3.489272363107635e-16,0.041321447637736805,-5.45342834805063,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,9,TGNA,CR,0.4721313694199125,0.7997284278748104,0.17754120851386884,9.921516870856558e-16,0.038282007540173184,-4.25504537952349,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,10,PFE,UPS,0.5364398188934842,0.3862201952256256,0.5823057384993291,8.163663748533393e-16,0.03349495545236668,-4.922809261956747,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,11,UN,1958Q,0.56332682522293,0.9457822668381624,0.06859932393522314,9.996412868549526e-16,0.0454217916027272,-3.9736003260478103,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,12,DALRQ,EL,0.5739785398200183,0.8629173654514215,0.11510161213181015,1.5613612695522043e-15,0.0455771491910944,-4.625720194011009,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,13,NYT,SPG,0.5751619323290242,0.70285405219744,0.2894940866603758,6.011945791283685e-15,0.03803119502506274,-4.252886402352134,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,14,GP,PH,0.5802958327065539,0.8645029301944197,0.10972328632000536,-1.0864325312403318e-15,0.04350984358444364,-4.537890956520978,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,15,IR,MLM,0.5942236757780961,0.8755517312710088,0.10295379049918388,-1.0573552615477681e-15,0.04717714466137499,-3.979012117450719,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,16,NMK,ED,0.608878805137465,0.8371110289105512,0.16363524688784825,-2.6521994477156517e-16,0.04448766830084402,-3.44555010193471,A~B,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,17,PH,CR,0.6243141154940872,0.6623278025451373,0.3269152045332856,1.229616056241592e-15,0.03062818757761756,-5.15346322551465,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,18,PPG,BWA,0.6264596756855099,0.8383173350326284,0.17874782013581358,1.497038824474715e-15,0.03710198372959163,-4.3455759024773455,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,19,PSA,ACAS,0.6379445412004543,1.0965973725655132,-0.08093291903446904,4.20915507034474e-15,0.039425547983844,-5.73177159955712,B~A,ADF
2000-06_a_2001-05,2000-06,2001-05,2001-06,2001-11,20,FE,HCBK,0.6416925385540253,0.8247845977255672,0.18831827057425332,-2.0957662413261387e-15,0.04658910670644255,-3.606743391758272,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,1,BF_B,1958Q,0.0678358416193987,0.9863890427900426,0.013416598096927218,-1.0686449511929794e-15,0.016302769308970913,-16.584336167292648,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,2,MHFI,SPGI,0.12939895436875304,0.9714693069865398,0.04168573472659004,3.7552962067998324e-16,0.02052220062009252,-17.586313268207093,B~A,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,3,EOP,BXP,0.22395557731908866,0.7810360355226253,0.21758597248347744,-2.659227419938821e-15,0.01910750526929556,-4.156580127644975,B~A,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,4,0574018D,PLD,0.24966622762372026,1.070368549111939,-0.06621556924651184,6.095168637185122e-15,0.029839546545287508,-3.48842685045924,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,5,SNV,MTB,0.2825880687987592,1.005236582011407,-0.005103166314597396,1.468059848099958e-15,0.033471133957617555,-3.539347693335024,B~A,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,6,NYT,KRI,0.3454497692636096,0.859914365881987,0.1332027381124795,-6.16593982600585e-16,0.035345713452084204,-3.8343009860315473,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,7,CL,HNZ,0.40920975649356706,0.9101760711915285,0.06906515371689734,-7.386742833163392e-16,0.03631345711296484,-3.9092037407603772,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,8,CNA,VNO,0.41893856346359826,0.8087750089093343,0.1956221277199207,2.6999208535107392e-15,0.038640037502671476,-4.051366279975583,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,9,SPG,ACAS,0.42764756761152967,0.9524181606208397,0.06153330005718788,9.430260910361887e-16,0.039497153439591356,-5.014481044680068,B~A,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,10,1288652D,AEE,0.4332081774866765,0.7102026812689091,0.3309913294650543,-3.6004842312544915e-16,0.02799890296673639,-5.253397880985283,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,11,PSA,ACAS,0.43946553738328475,0.9214634127813309,0.07172932095901391,-1.2685735596115335e-15,0.03891473271882558,-5.052994793396165,B~A,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,12,VNO,SLG,0.4672031775477308,0.9103575062220477,0.12373736344124875,7.691943584952778e-16,0.03046884438117305,-3.81386428317651,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,13,DD,PCH,0.4931764154476923,0.9051710227694542,0.11615574552877161,4.3126193187630584e-16,0.037618842846780805,-3.9585934239757705,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,14,SSP,HCBK,0.5353544653412428,1.0394728238799016,-0.03702402208944283,-2.1647137380539903e-15,0.04482298450639645,-3.6368972335153074,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,15,544791Q,723588Q,0.6158512150213937,1.0510687919528445,-0.03053521263045722,-9.616035281016295e-16,0.044349974217651876,-3.8735433604048426,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,16,CIN,GAS,0.6435545269799832,0.8230474798456426,0.20529168606161513,-5.360917553170079e-16,0.04053377826843623,-4.239768727352909,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,17,VMC,WEC,0.6634304112054679,0.6662751948594736,0.36050694040606174,3.2997066787664015e-16,0.037392235888116424,-4.032071259157193,B~A,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,18,ED,HCBK,0.6636467496058458,0.8069408931595918,0.24011352677175218,-1.4693868078903467e-15,0.04532345574717023,-4.347243820488446,A~B,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,19,ETN,WY,0.6646822141154871,0.9670517746121005,0.061741458902636256,2.171790856936063e-15,0.04429300922355337,-4.780210620430658,B~A,ADF
2000-07_a_2001-06,2000-07,2001-06,2001-07,2001-12,20,PH,OMX,0.6812162735504899,0.8749568655357897,0.16569929450187432,7.594633200324278e-16,0.044118371415241685,-4.7637240959481355,B~A,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,1,MHFI,SPGI,0.08981692289125931,0.9618838650791822,0.042269262579321856,7.824428935453484e-16,0.018549784065341333,-17.621209334439396,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,2,XEL,CIN,0.30085824609363954,0.8530422160507363,0.18080106004123195,2.094444547249204e-15,0.03164518625074261,-4.2232765210629735,B~A,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,3,CINF,0574018D,0.3157266855699845,0.9291761511013632,0.07306236678893667,-3.308640839259891e-16,0.03502900913610757,-3.9208333109661964,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,4,KIM,PLD,0.3223682032412398,1.4305127901638781,-0.4661334770962541,6.1494019752848945e-15,0.02696328675861285,-3.7690421229358524,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,5,PCH,CINF,0.3286978215315344,0.7803766546592616,0.2039615433737738,-1.2212453270876722e-15,0.03242755877292651,-5.124814907130738,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,6,BF_B,1958Q,0.3332727209344739,1.0184297673637541,0.00906589649920643,-2.2680270360199625e-15,0.018586220899082295,-17.92356371126016,B~A,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,7,ED,GAS,0.35414943352168393,0.9176816602040052,0.08886740155911718,-1.4882275306284837e-15,0.03457260333309676,-4.605674080237921,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,8,GHC,BRK_B,0.4185669408003605,0.8404028917903212,0.17717719127821963,6.41462192005646e-16,0.03728845878931143,-4.683855370381013,B~A,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,9,0574018D,VNO,0.43307547777118316,0.7705955024888409,0.24839126582867155,3.0293228243343556e-15,0.023586269330531342,-3.542122721869676,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,10,JNJ,PLD,0.4762186091683134,0.5535647006373257,0.47949068607716583,-1.1366569061638506e-15,0.02936236737261989,-3.458218726830725,B~A,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,11,MAR,GGP,0.47858782685284496,0.9555455288938238,0.03930129677685461,1.1384191649330971e-15,0.04286336512765939,-4.733068469808151,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,12,PEP,UPS,0.4936458551044325,0.3895082055777333,0.6014564919342056,-1.867994295401057e-15,0.0367754228419376,-4.40289011031952,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,13,NE,ESV,0.5242724327459882,0.8336182439218357,0.175568107578947,7.886107992377104e-16,0.03335705541452394,-3.9890975229934966,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,14,MAR,PCL,0.5290050430464817,0.9583123451484601,0.05020755348649088,-7.494005416219807e-16,0.04505973843464891,-3.855078028796928,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,15,1288652D,AEE,0.538955174619673,0.9595033678954947,0.07557536310828739,2.2909364000201645e-16,0.034660428280279064,-3.5553342100814564,B~A,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,16,ETR,TE,0.5472641088106229,0.978498022260561,0.014397294624757686,-4.131615684497904e-15,0.0444748728561908,-4.259502605022023,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,17,DD,PCH,0.5509757880694224,0.9387371491279262,0.08740099055591495,-1.1384191649330971e-15,0.037198749763854025,-5.960523902820691,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,18,SPG,ACAS,0.5960101602981922,0.902877818389844,0.12453012874114582,1.0538307440092756e-15,0.03836386034705711,-4.788478681357935,B~A,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,19,C,LM,0.5988700059930352,0.6420545885753349,0.3480546724853404,7.727504703144939e-16,0.04046878460180336,-3.7663807650726646,A~B,ADF
2000-08_a_2001-07,2000-08,2001-07,2001-08,2002-01,20,PSA,ACAS,0.6016519809229521,0.9153805071469099,0.11407428023571335,-7.2957513046796e-16,0.03734876495747153,-4.938930945574306,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,1,MHFI,SPGI,0.08437034533523047,0.9545695653986737,0.04151159294092757,-1.3758835340890332e-15,0.017574959650698045,-17.43142229339267,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,2,BF_B,1958Q,0.08509297589591824,0.9662679887899328,0.043749141501022534,-3.031085083103602e-16,0.017961741051595346,-17.81034321510609,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,3,0574018D,PLD,0.17749427072021717,0.7555102355335749,0.25127037579965017,-1.640662914168287e-15,0.021008473577400107,-3.7083253464371464,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,4,VNO,PLD,0.1778745822439305,0.7204627693868125,0.29447712210532906,-8.613039734691195e-16,0.019886131734107977,-3.953024057729441,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,5,0574018D,VNO,0.1883283798698585,0.9664127927954492,0.026990464759466315,9.339971477005285e-17,0.025896810867449133,-3.7522179045923147,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,6,VNO,SLG,0.2211898952903084,0.9133484141394175,0.10178428781312132,-3.3214172153369268e-15,0.027008999099675333,-4.029897933878925,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,7,XEL,CIN,0.25637187514428206,0.7860886325198726,0.2394506574440941,-6.934488256984113e-16,0.02692978857680234,-4.343585535951343,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,8,JNJ,SLG,0.27885460365803283,0.9298256448270641,0.075924296960395,1.5732565162446167e-15,0.032929283031655536,-4.875962336356903,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,9,GHC,BRK_B,0.3606389407491406,0.8992873409913689,0.12161295143141396,-1.409807015397024e-16,0.03606665550030439,-4.601980171928584,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,10,HAL,CAM,0.3905294324271722,0.899549667266921,0.06071201595662992,-6.969733432369038e-16,0.03445234764574263,-3.970381585630111,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,11,PCH,CINF,0.39098775981040035,0.7295775173492633,0.2617998122343608,2.108542617403174e-15,0.03387072230326326,-4.816801076003707,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,12,JNJ,PLD,0.4113827810328985,1.1249079417444086,-0.11999312934952905,-1.3071554420884283e-15,0.0383291736203841,-3.949079803173882,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,13,NRTLQ,VIAV,0.41967492599391676,0.9243182129202949,0.022699102246347302,2.4880890998295917e-16,0.03574855003364934,-3.6083392884453915,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,14,JNJ,AIV,0.4616236498187618,0.9605161215496635,0.05578343923095311,2.364951268328508e-15,0.040226795002994385,-3.9137373863497484,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,15,C,LM,0.4850864386668263,0.6132571824766846,0.332131341786738,-3.1059810807965687e-16,0.029768484317593488,-4.738739066479013,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,16,0111145D,AEE,0.49431290872337286,0.7172891344927048,0.3236250080326011,1.6151101620142158e-15,0.029026661805741753,-3.893647571873668,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,17,UPS,BXP,0.5379580261266028,0.2509430456795553,0.7797444183985067,-2.749123680024197e-16,0.03806469866475444,-3.888737454486944,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,18,UN,1958Q,0.579689951838418,1.077043498681982,-0.10663104906530352,1.862266954401007e-15,0.04578922308554217,-3.8265763064088576,A~B,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,19,OMX,CR,0.5944425855287818,0.8006200268137433,0.20416401832342337,5.53349253543332e-16,0.03962158505574883,-3.876119707945798,B~A,ADF
2000-09_a_2001-08,2000-09,2001-08,2001-09,2002-02,20,UCL,AEE,0.6088960535333854,0.4466029487162097,0.5880032152601857,4.4056469231157e-19,0.04093751069771183,-4.402619966917849,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,1,BF_B,1958Q,0.18880853626092176,0.9967508915239774,0.02481148493703538,5.798330776382396e-16,0.017980119466132694,-17.321082839628392,B~A,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,2,0574018D,VNO,0.193869052908326,0.8563857462966064,0.14649636191102888,-7.569293819711594e-16,0.02463909197465054,-3.8896295283203943,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,3,MHFI,SPGI,0.2008020517235991,0.9405937771282153,0.035041114061031386,1.1335961409330546e-15,0.01691925096716535,-17.45347106087863,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,4,XEL,CIN,0.22661869554428904,0.7939005785347064,0.22054280010131616,-1.9912097162305438e-16,0.0256557584605575,-4.415598774438803,B~A,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,5,1288652D,AEE,0.30719816555631496,0.6952815402697453,0.3006386425462765,2.9000643542030403e-15,0.03227559140882054,-4.029372687083811,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,6,NMK,BRK_B,0.32143662983617105,1.1836778869079758,-0.21083679199213817,-1.1075261265896298e-15,0.03362357212709166,-4.812935137387025,B~A,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,7,UPC,SPG,0.3812681845060979,1.0213337259016355,-0.04111519854882399,-1.0383057436777779e-15,0.03601611746610015,-4.498697395221365,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,8,TRV,AFL,0.41321982981412475,0.7901560830994571,0.1950357179919011,-2.115716508870693e-15,0.03641942239951291,-3.905855355490721,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,9,JNJ,VNO,0.42622541627110877,0.9237486527726383,0.06620867963727306,-6.652348487632517e-16,0.037823574151771754,-4.0595079267947,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,10,RDPL,PFE,0.4290156622262771,0.6110007561332089,0.37405277242142043,-9.146979170494711e-16,0.03617832132549023,-5.29698031825678,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,11,HAL,CAM,0.4319500081090837,0.8980003514351957,0.06278971641155569,1.173150645454113e-16,0.036671874598610314,-3.6834453822762234,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,12,CVX,CIN,0.464797847186901,0.6549822769194867,0.3605879133523514,3.1854860629629493e-15,0.03616284806291617,-3.851414334854516,B~A,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,13,1288652D,XL,0.48552318280775353,0.8925042658565349,0.1241349336294898,2.224041913297682e-15,0.04059977641555058,-4.060546521213096,B~A,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,14,UN,1958Q,0.49261648308743133,0.6982818069302328,0.3647580179410521,3.802626230092641e-15,0.03787666638915351,-4.17827352082771,B~A,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,15,ACAS,O,0.5484008272303527,0.9849817744716302,-0.009807908457283243,-3.0740142774945123e-15,0.03818883173693871,-4.797764858445028,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,16,UPC,O,0.549738757168484,1.1809348781628302,-0.20648943491369312,2.5809314199990483e-15,0.04169275244056037,-4.0257646591959615,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,17,TEG,BRK_B,0.5643803734460562,0.7541742179188503,0.2837853050462309,-1.2963089890764986e-15,0.03821802347594055,-5.21525853665305,B~A,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,18,HSH,BMY,0.568671440927119,0.76669396330179,0.2497531771698518,1.5053185868298175e-15,0.04385776572904863,-3.9482971257574224,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,19,JNJ,SLG,0.5699728734247174,1.003717238482572,0.028462400795469633,1.9431150345969844e-15,0.03554977547716133,-4.721241252570134,A~B,ADF
2000-10_a_2001-09,2000-10,2001-09,2001-10,2002-03,20,NE,ESV,0.5731445973810878,0.7899906539646574,0.1626936339887478,-5.330868450224436e-16,0.027156325543291362,-4.36992613944644,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,1,BF_B,1958Q,0.06452275374829242,0.9382941355317664,0.061974154611627585,1.7526302989546323e-15,0.01526405866299955,-6.327344279059726,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,2,MHFI,SPGI,0.10389861683114532,0.9643364663018736,0.024960286305656637,9.401082063358181e-17,0.01823049945197349,-12.436114885828555,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,3,AIV,8394653Q,0.16807731637618417,0.8372107279769219,0.16852778663263068,3.8956293388258514e-15,0.024084347528164678,-4.021806462185824,B~A,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,4,AEE,SCG,0.19705657369001983,0.8280492679593433,0.16139100320314906,-2.293864023459396e-15,0.019239682733335074,-5.302754228184798,B~A,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,5,VNO,SLG,0.23681440923166974,0.7929357951243345,0.2315252789130145,-4.584146682323227e-16,0.026996169441867238,-3.731130914985237,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,6,PNW,TE,0.34149684806175173,1.0033487737974627,-0.024284447473040885,9.15038654166863e-16,0.030741518803846502,-4.063615122136202,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,7,SYY,TE,0.3513839243413486,0.7735955562398946,0.24845157175548066,5.989832286082498e-16,0.03311183379264022,-5.373763430169958,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,8,LLTC,MXIM,0.3557185509993701,1.0120253488177937,-0.0214447016675716,-2.5561989800845336e-16,0.035836637354450245,-4.129412905921222,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,9,FMCC,PLD,0.36759307853742484,0.8409568610684354,0.16542420183668255,-1.1370832590918942e-16,0.037328080854898145,-4.186499929665345,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,10,ETR,SCG,0.3959350597174307,0.4827981316908318,0.5361728019795357,6.249481219260962e-16,0.026028739738276636,-4.080033883449958,B~A,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,11,RDPL,UPS,0.41575693469940234,0.7837371208905184,0.19040888432350436,2.6569248593348e-15,0.03533163420134233,-4.6332200590821255,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,12,FNMA,0961514D,0.4196073365419579,0.6357865501792213,0.39097499736534036,9.132479718690804e-17,0.035998870821174055,-4.400647433390514,B~A,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,13,HNZ,ESS,0.41988975203815926,0.6770740343773289,0.3378732422427263,2.3457938100950887e-16,0.03393285886807656,-4.053111889518324,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,14,ACAS,O,0.42157729788232245,0.9513294980687608,0.06360935747842808,3.856681998849082e-15,0.04061595635956921,-4.337821794963067,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,15,HIG,EL,0.440417240122315,0.8512855265616132,0.13735517953242454,-6.016692520549235e-16,0.039760456569156846,-5.09793010953711,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,16,BDX,GIS,0.4512179010109776,0.9005141595036313,0.10988909850803669,4.030378181733986e-15,0.04200182060447797,-4.991108102706529,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,17,ED,SLG,0.45203732686127296,0.7326411942666746,0.2947543705044462,1.536405411497394e-15,0.03649097558287907,-3.821771138503346,B~A,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,18,HNZ,EOP,0.4550691339841251,0.6457073165777114,0.34536505821373364,6.0614595779937985e-16,0.03238269877964631,-3.987036311449545,A~B,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,19,JNJ,SLG,0.462516587654477,0.7133434603120539,0.3074510956173172,1.7521826283801867e-15,0.03298615612522167,-4.088203540768774,B~A,ADF
2000-11_a_2001-10,2000-11,2001-10,2001-11,2002-04,20,MRK,748957Q,0.4676901940079006,0.8125796897667235,0.15112520857279693,4.825888792523866e-16,0.036855727828603434,-3.6300176646182507,A~B,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,1,MHFI,SPGI,0.144032107165458,0.9565057063699237,0.03928546430727428,2.6045474021246617e-15,0.021438096842158166,-12.72886806939469,A~B,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,2,BF_B,1958Q,0.16263531816002796,0.9295364812960187,0.04769141197083521,-1.2628786905111156e-15,0.013306630633136937,-6.602133434582139,A~B,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,3,WWY,MCAI,0.184940555832668,1.3098786557657591,-0.32722333996013486,-3.3172389566421007e-16,0.02466661261565577,-4.246953103993992,A~B,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,4,AEP,CIN,0.1918330743030765,0.7319776459764362,0.274548684767589,-5.264605955480581e-16,0.02375284281349025,-4.0071810639780505,B~A,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,5,1288652D,SCG,0.25256181507143083,0.5599043268380296,0.43208266515480115,-2.7392962450327954e-15,0.025473609464754632,-4.664312680628905,B~A,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,6,UPC,3133754Q,0.2554845376552066,0.8770856064811798,0.15676943454379866,2.1680685920401746e-15,0.02773894094710826,-4.138925700307288,B~A,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,7,AEE,SCG,0.2833305971291793,0.8147792428589602,0.2058636037385309,-1.9505006928595998e-15,0.018158507398467645,-5.366045746074792,B~A,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,8,SYY,TE,0.28559888899917496,0.8225676638145872,0.1827050224972669,-4.915422907412992e-16,0.03187055530783884,-5.332793252541618,A~B,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,9,SYY,1288652D,0.3116040110527365,0.5828781280975499,0.4097242380130292,4.494612567434102e-16,0.024214258921611092,-4.28983649756182,B~A,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,10,ECL,UPS,0.37387088617583686,0.6490648718658731,0.3297928286336247,-9.208583716346561e-16,0.03297231106463454,-4.003203502969525,B~A,ADF
2000-12_a_2001-11,2000-12,2001-11,2001-12,2002-05,11,UPC,SPG,0.4005065992924983,0.8585470181069212,0.17311588234041658,-2.0565986190032133e-15,0.03701457813949147,-4.951276158662153,B~A,ADF
