janela,neg_inicio,neg_fim,ativo1,ativo2,direcao,rank,ssd,beta,sigma,stat,n_trades,n_fechados,n_forcados,retorno_total
1992-07_a_1993-06,1993-07,1993-12,45200Q,AEP,A~B,9,0.1055233841652807,0.9418003634293128,0.016836737177662,-4.005967650483682,1,0,1,-0.05814608768614702
1992-07_a_1993-06,1993-07,1993-12,3891289Q,SCG,A~B,10,0.1120440992781368,1.021749440622706,0.0202087209380654,-4.873032916719801,5,5,0,0.2104918595848341
1992-07_a_1993-06,1993-07,1993-12,XEL,FPC,B~A,11,0.1174377468522607,1.1193254041189935,0.0157733069082141,-4.603255493229051,3,2,1,0.056098157308020244
1992-07_a_1993-06,1993-07,1993-12,ED,ETR,A~B,12,0.1194501054739021,1.0336775276391892,0.018175478400662,-5.185941482312813,1,0,1,-0.06139481881793917
1992-07_a_1993-06,1993-07,1993-12,AEP,PPL,B~A,13,0.1439158768104107,0.7981482853437761,0.0155632458483631,-5.057186696426708,2,1,1,-0.04454725493046911
1992-07_a_1993-06,1993-07,1993-12,XEL,210967Q,A~B,14,0.147222458658689,0.8339269281737006,0.0220921621839162,-3.677544205871365,3,2,1,0.09753296787731135
1992-07_a_1993-06,1993-07,1993-12,DTE,PPL,B~A,15,0.1480916343026592,1.0255832684288655,0.0187658498322962,-4.399219906028525,2,1,1,0.00084005336328552
1992-07_a_1993-06,1993-07,1993-12,CIN,PNW,A~B,16,0.1492546250706254,0.8711114530231313,0.0199325684835706,-4.3886595676252025,2,1,1,0.010737946696433395
1992-07_a_1993-06,1993-07,1993-12,571300Q,FPC,B~A,17,0.1574249401207907,0.9926599946333134,0.0233732356639154,-4.32788143705472,2,2,0,0.09835607208955068
1992-07_a_1993-06,1993-07,1993-12,DUK,TE,A~B,18,0.1574655002493727,0.7711163247816251,0.0157404234085981,-4.106762289579352,1,0,1,-0.07578920320650427
1992-07_a_1993-06,1993-07,1993-12,PPL,TEG,B~A,19,0.1596586425242776,0.8598637256362897,0.0196010698309065,-4.029676926104836,1,0,1,-0.041327822314127106
1992-07_a_1993-06,1993-07,1993-12,45200Q,DUK,B~A,20,0.1610814286324284,0.8285596059114447,0.0168277582830536,-4.281295428147439,1,0,1,-0.10282629987161282
1992-08_a_1993-07,1993-08,1994-01,1005945D,ED,A~B,1,0.0575486862601337,0.9164570837937976,0.0133090674576731,-6.106106469704177,7,6,1,0.209133053008355
1992-08_a_1993-07,1993-08,1994-01,45200Q,SO,B~A,2,0.0580119416215438,0.9916062159910948,0.0150392211573602,-4.550757626911072,2,1,1,-0.06741791678115386
1992-08_a_1993-07,1993-08,1994-01,XEL,FPC,B~A,3,0.0612650638202012,1.1089881503881855,0.0146817143548567,-4.575745017663577,3,2,1,0.04566980468224837
1992-08_a_1993-07,1993-08,1994-01,D,TXU,B~A,4,0.0750141061594149,0.8874143004478121,0.0145340929308368,-3.822189910865613,2,1,1,-0.08782791950340307
1992-08_a_1993-07,1993-08,1994-01,PPL,FPC,B~A,5,0.0771144304347899,0.8185174696644555,0.0116078153870705,-4.795115916256783,1,0,1,-0.02180242503207199
1992-08_a_1993-07,1993-08,1994-01,TXU,UEP,A~B,6,0.0800672764863748,1.0327469595416194,0.0175998399779037,-3.5373165772157504,1,0,1,-0.09232780716640475
1992-08_a_1993-07,1993-08,1994-01,XEL,571300Q,B~A,7,0.0896927906114797,0.9390045506059312,0.0181106184696092,-4.562596773883162,3,3,0,0.11796902444276552
1992-08_a_1993-07,1993-08,1994-01,D,DUK,B~A,8,0.0937048046072277,0.9287495238158328,0.0113924438698333,-3.3717274626922524,4,3,1,0.022990231145571548
1992-08_a_1993-07,1993-08,1994-01,AYE,TE,B~A,9,0.1014384044506186,1.1273268199190294,0.0151732685226392,-3.8212090634996025,4,3,1,0.08703517709862002
1992-08_a_1993-07,1993-08,1994-01,1005945D,ETR,A~B,10,0.1031688024924051,0.913049657513151,0.0180087394782484,-4.69169415479059,1,0,1,-0.09832045007751575
1992-08_a_1993-07,1993-08,1994-01,XEL,ES,B~A,11,0.1062105453647745,0.961808079954459,0.0161911490795764,-4.273434585644146,1,0,1,0.004975331713762618
1992-08_a_1993-07,1993-08,1994-01,DUK,CIN,B~A,12,0.1063904138450198,0.879648501920359,0.0183677746761257,-3.725246426638448,3,2,1,0.0969964696127964
1992-08_a_1993-07,1993-08,1994-01,FPC,TEG,A~B,13,0.1113747208064523,0.8660057927504419,0.0140113161036694,-4.480789037651233,3,2,1,0.07488430332682706
1992-08_a_1993-07,1993-08,1994-01,XEL,DTE,A~B,14,0.1167097210717429,0.7376926140024322,0.0108717580572561,-4.969640116793313,3,2,1,-0.001496150735111862
1992-08_a_1993-07,1993-08,1994-01,CIN,PNW,A~B,15,0.1273662006957465,0.898213751143901,0.018029902889522,-4.371932355501663,2,1,1,0.05737549666453056
1992-08_a_1993-07,1993-08,1994-01,DTE,PPL,A~B,16,0.1316163212601395,0.918080205604493,0.0166290948060339,-4.455384316702245,2,1,1,0.06532498244110735
1992-08_a_1993-07,1993-08,1994-01,571300Q,FPC,B~A,17,0.1319872365692163,1.027457711643056,0.0219661668673983,-4.331369540815401,3,2,1,0.12673942614747935
1992-08_a_1993-07,1993-08,1994-01,DTE,ES,B~A,18,0.1414943814836533,0.7258170186487662,0.0169830064604857,-4.182244461283703,3,2,1,0.06415490199658036
1992-08_a_1993-07,1993-08,1994-01,DUK,TXU,B~A,19,0.1507131970411137,0.9391110015451878,0.015944632293969,-3.7084687168515127,1,0,1,-0.1814846966229786
1992-08_a_1993-07,1993-08,1994-01,45200Q,TXU,A~B,20,0.153154492343333,1.073128264245516,0.022748903385236,-3.529462882565357,3,2,1,0.07653610273379771
1992-09_a_1993-08,1993-09,1994-02,TXU,AYE,A~B,1,0.0543510135780707,0.9520331856321436,0.0141397580688495,-4.476298350451112,1,0,1,-0.06922545783248277
1992-09_a_1993-08,1993-09,1994-02,XEL,ES,B~A,2,0.0727524118262863,0.9346827993821186,0.0159441828386914,-4.374364501191478,1,0,1,-0.002727711947164674
1992-09_a_1993-08,1993-09,1994-02,PPL,FPC,B~A,3,0.0818918887083555,0.816506516497983,0.011549164757887,-4.681342510210539,1,0,1,-0.0203093008825446
1992-09_a_1993-08,1993-09,1994-02,EXC,TE,B~A,4,0.0862614892953388,0.913110094183584,0.016066618118112,-3.5625760024408173,4,3,1,0.12088519976673069
1992-09_a_1993-08,1993-09,1994-02,XEL,FPC,B~A,5,0.0865310735200637,1.140721324260535,0.0155525108040432,-4.401137283291514,2,1,1,0.038986578408681846
1992-09_a_1993-08,1993-09,1994-02,DUK,TXU,B~A,6,0.088687867885369,0.9317141218035822,0.016694186279561,-3.673823376889304,1,0,1,-0.10899307716245507
1992-09_a_1993-08,1993-09,1994-02,XEL,571300Q,B~A,7,0.0930206350082016,0.9296208037954752,0.0182897364608446,-4.974814596499932,3,2,1,0.11988443828755475
1992-09_a_1993-08,1993-09,1994-02,XEL,DTE,A~B,8,0.0993992567020995,0.752065173415304,0.0114680800708446,-4.364733783163658,3,2,1,0.016826229789789787
1992-09_a_1993-08,1993-09,1994-02,1005945D,CEG,A~B,9,0.1000226976062776,0.931261170190216,0.0142019441085324,-6.156812769559915,1,0,1,-0.05926958031598246
1992-09_a_1993-08,1993-09,1994-02,ED,ETR,A~B,10,0.1073163778078196,0.9205935354679368,0.019262166685138,-3.622670410020375,1,0,1,-0.03791090334449316
1992-09_a_1993-08,1993-09,1994-02,DTE,FPC,A~B,11,0.1078552631378215,1.0262093452640262,0.0204823522729399,-3.4581094560413588,1,0,1,-0.03239303115807353
1992-09_a_1993-08,1993-09,1994-02,1005945D,ED,A~B,12,0.1096577738732094,0.8907648658739552,0.0127762699665221,-6.099456836156631,9,8,1,0.2503056921282196
1992-09_a_1993-08,1993-09,1994-02,XEL,PCG,A~B,13,0.1103783664592583,0.8028060169514413,0.0170894844915305,-3.7955318530519655,1,1,0,0.03515326653228177
1992-09_a_1993-08,1993-09,1994-02,D,TXU,B~A,14,0.1135489299654182,0.8410825899189796,0.0154494172734916,-4.445708969616261,1,0,1,-0.08983633421689573
1992-09_a_1993-08,1993-09,1994-02,DUK,CIN,B~A,15,0.1319844963875311,0.8699800644702982,0.0182086003414321,-3.94854477777593,3,2,1,0.08144877898840015
1992-09_a_1993-08,1993-09,1994-02,1005945D,SO,A~B,16,0.1412750810897023,0.8738407525665024,0.0197157609668865,-3.868196917229784,1,0,1,-0.12271771814142561
1992-09_a_1993-08,1993-09,1994-02,DTE,ES,B~A,17,0.143249968848977,0.7211462585502654,0.0164509020638357,-4.428021317924876,3,2,1,0.08494347527134496
1992-09_a_1993-08,1993-09,1994-02,3891289Q,SCG,A~B,18,0.1439812842546644,0.985649835938194,0.0218937139084452,-4.706121104844031,3,2,1,0.016594520510027667
1992-09_a_1993-08,1993-09,1994-02,XEL,PPL,B~A,19,0.1543490828946687,1.3783125885348757,0.0167774068219947,-4.78678770210685,3,2,1,0.004800506432134522
1992-09_a_1993-08,1993-09,1994-02,571300Q,DTE,A~B,20,0.1689281780626288,0.7285373837804316,0.0169913842447674,-4.261724978992628,1,0,1,-0.02322144224604093
1992-10_a_1993-09,1993-10,1994-03,MHFI,SPGI,A~B,1,0.0146965065003996,0.9986192635496436,0.0075816870778852,-12.721100158755492,16,15,1,0.4315105626296948
1992-10_a_1993-09,1993-10,1994-03,XEL,FPC,A~B,2,0.0666165261585547,0.8277204066071651,0.0126084209191851,-4.606304273970149,2,1,1,0.03808594414388519
1992-10_a_1993-09,1993-10,1994-03,1005945D,45200Q,A~B,3,0.0751453999030218,0.8825726163287956,0.0139240025123413,-5.93970659606343,2,2,0,0.07365472893948957
1992-10_a_1993-09,1993-10,1994-03,FPC,TEG,A~B,4,0.0753619753484144,0.8751168257226927,0.0137651242417571,-4.424225258731705,2,2,0,0.06964315643365428
1992-10_a_1993-09,1993-10,1994-03,D,EXC,B~A,5,0.0820095045803555,1.0199454576830456,0.017876876869276,-3.775059958445672,1,1,0,0.03507532467269467
1992-10_a_1993-09,1993-10,1994-03,AYE,TE,A~B,6,0.083358742728933,0.8706546414866764,0.0125527414155158,-4.262054195579863,3,2,1,0.05315912874295359
1992-10_a_1993-09,1993-10,1994-03,1005945D,CEG,A~B,7,0.0856078665279937,0.894136828059058,0.0136613806090383,-6.264681746722245,1,0,1,-0.12959862741099068
1992-10_a_1993-09,1993-10,1994-03,XEL,571300Q,B~A,8,0.09185055257376,0.9346636090463736,0.0179350667727701,-4.982998389461391,3,2,1,0.07582389567280517
1992-10_a_1993-09,1993-10,1994-03,AEP,TE,A~B,9,0.0922136358561829,0.9754533000562228,0.0186741758470407,-3.78592797293622,3,2,1,0.10682861459989071
1992-10_a_1993-09,1993-10,1994-03,CEG,ED,B~A,10,0.0953360954728168,1.018615924546063,0.0131635627621326,-7.236302810153989,1,0,1,-0.07458974093518947
1992-10_a_1993-09,1993-10,1994-03,PPL,FPC,A~B,11,0.10463618938536,1.1445460971203985,0.0148280883209959,-4.166858490579211,1,0,1,-0.04746733582500265
1992-10_a_1993-09,1993-10,1994-03,XEL,PCG,A~B,12,0.1116272633731796,0.7920675315872157,0.0168424927312748,-3.670691543646273,2,1,1,0.0547466056447414
1992-10_a_1993-09,1993-10,1994-03,D,TE,A~B,13,0.113451768069126,1.004384241226128,0.0154254399238863,-4.3751213400505,1,0,1,-0.054529046219161714
1992-10_a_1993-09,1993-10,1994-03,AEP,SO,A~B,14,0.1175416098859614,1.067223771017297,0.0181238863837257,-3.982529129313935,1,0,1,-0.03539479043062238
1992-10_a_1993-09,1993-10,1994-03,DUK,TE,A~B,15,0.1222795734922783,0.89950829344551,0.0168510745355552,-3.933446425402484,1,0,1,-0.03498565125330392
1992-10_a_1993-09,1993-10,1994-03,EXC,TE,A~B,16,0.1333103831718745,1.0361522202363975,0.0179149429586489,-4.718114469035664,3,2,1,0.0343690361895227
1992-10_a_1993-09,1993-10,1994-03,DUK,UEP,A~B,17,0.1348329931432772,1.0181843324508946,0.0195086050389325,-3.4727605823857086,1,0,1,0.003889515781084211
1992-10_a_1993-09,1993-10,1994-03,3891289Q,SCG,B~A,18,0.1415181745338714,0.968485912265902,0.0228020621900662,-4.394297095733822,3,2,1,0.08108169677030083
1992-10_a_1993-09,1993-10,1994-03,571300Q,PCG,A~B,19,0.1522222035539471,0.7728411393732307,0.0197650176161623,-4.380462742383663,3,2,1,0.10157430546807691
1992-10_a_1993-09,1993-10,1994-03,571300Q,FPC,A~B,20,0.1563668753866522,0.780516603977315,0.0205679423406764,-4.233577953491487,4,3,1,0.17386801082033887
1992-11_a_1993-10,1993-11,1994-04,MHFI,SPGI,A~B,1,0.0211860470615192,1.0082809270729445,0.0090641947869745,-7.643448513243927,12,12,0,0.35081217690967614
1992-11_a_1993-10,1993-11,1994-04,FPC,WEC,A~B,2,0.0616899854628627,0.972041545876621,0.0152266873059446,-4.025636536004737,1,0,1,-0.03505439500360967
1992-11_a_1993-10,1993-11,1994-04,NEE,WEC,B~A,3,0.061702375080813,0.9436312362355672,0.0151981285060251,-4.467717493852351,3,3,0,0.1207362263498943
1992-11_a_1993-10,1993-11,1994-04,D,DUK,B~A,4,0.0845315043952723,0.906352197552884,0.0121219321365051,-4.569987881109518,2,1,1,0.0007703927105010572
1992-11_a_1993-10,1993-11,1994-04,45200Q,ED,B~A,5,0.0871976081953107,0.9566133166980064,0.0141137686123534,-5.568000815106736,2,1,1,-0.013682541953713535
1992-11_a_1993-10,1993-11,1994-04,XEL,FPC,A~B,6,0.0931052378641652,0.7728162588913825,0.0126451502523965,-4.052440129473015,2,1,1,0.025374624885868773
1992-11_a_1993-10,1993-11,1994-04,EXC,TE,A~B,7,0.0947922877307974,0.9751115966566358,0.0185674353499011,-4.433443203448268,3,2,1,0.04851294348363201
1992-11_a_1993-10,1993-11,1994-04,D,TE,B~A,8,0.0968315548676628,0.9972495925053522,0.0160390049514142,-4.21165138359698,1,0,1,-0.05719303147836341
1992-11_a_1993-10,1993-11,1994-04,CEG,ED,B~A,9,0.0998809710964678,0.9489931305885626,0.0163979008044839,-3.513937513750814,1,0,1,-0.0531914044439407
1992-11_a_1993-10,1993-11,1994-04,ED,TXU,A~B,10,0.107681469547856,0.9833573619521744,0.0206355690203158,-3.840451185441416,4,3,1,0.10291390130681217
1992-11_a_1993-10,1993-11,1994-04,AEP,EXC,B~A,11,0.1160963324440444,1.0006571255466636,0.021429193370057,-4.291839360870353,2,1,1,0.04235205797494114
1992-11_a_1993-10,1993-11,1994-04,1005945D,45200Q,A~B,12,0.1184411067691826,0.8473393520399455,0.0138150774763596,-5.882570567079527,3,2,1,0.041449940698265866
1992-11_a_1993-10,1993-11,1994-04,AEP,TE,A~B,13,0.1265181683650098,0.9474263310412772,0.0208414877723888,-3.8842491859389168,1,0,1,-0.002305462324623162
1992-11_a_1993-10,1993-11,1994-04,AEP,SO,A~B,14,0.1289705711659508,1.024212877628786,0.0208687095938095,-3.545325788174601,1,0,1,-0.009114481137782827
1992-11_a_1993-10,1993-11,1994-04,AYE,TE,A~B,15,0.135057746974212,0.8409055039755484,0.0127035701858781,-4.332117351326014,2,1,1,0.02243784069616117
1992-11_a_1993-10,1993-11,1994-04,1005945D,PPL,A~B,16,0.142332279137122,1.0105108048798774,0.0132894108938972,-7.551647717219468,6,5,1,0.11576532839605394
1992-11_a_1993-10,1993-11,1994-04,DTE,PPL,A~B,17,0.1518143648052046,0.7455831272139324,0.017526764546123,-4.285678878842394,2,1,1,-0.015937471904377498
1992-11_a_1993-10,1993-11,1994-04,DUK,ETR,B~A,18,0.1544789670920181,0.933179213404042,0.0234852900619436,-3.5551344444851463,2,1,1,0.015150351538016268
1992-11_a_1993-10,1993-11,1994-04,FPC,TEG,A~B,19,0.1561534855868558,0.8389525369662599,0.0141143121397265,-4.437201880453728,2,1,1,0.06861442224899292
1992-11_a_1993-10,1993-11,1994-04,XEL,AON,B~A,20,0.1745371177499919,0.9278267883875176,0.0243476872027981,-4.105124566583636,4,3,1,0.12547003160544518
1992-12_a_1993-11,1993-12,1994-05,MHFI,SPGI,B~A,1,0.0232096475899652,0.9908453893907924,0.0095021480447283,-10.225897619305057,11,11,0,0.3257777807996369
1992-12_a_1993-11,1993-12,1994-05,FPC,TEG,A~B,2,0.0736095150889468,0.833446740309046,0.0137824436989868,-4.67195956078057,3,2,1,0.029332584058293986
1992-12_a_1993-11,1993-12,1994-05,1005945D,ED,A~B,3,0.0843167266366435,0.8424810417914875,0.0119529261054695,-7.1093606002526215,5,4,1,0.05301736452266503
1992-12_a_1993-11,1993-12,1994-05,D,TE,B~A,4,0.1034196394450646,0.9534467373486616,0.017336743999423,-4.213989199165983,1,0,1,-0.029885839837738785
1992-12_a_1993-11,1993-12,1994-05,PCG,WEC,A~B,5,0.1080645837802194,0.9192475396862968,0.0195316192845575,-4.413871002710437,3,2,1,-0.08134228428307391
1992-12_a_1993-11,1993-12,1994-05,FPC,WEC,B~A,6,0.1088905633492913,0.9623279407665638,0.0174648644330856,-3.465958366387157,1,0,1,-0.09977377777539471
1992-12_a_1993-11,1993-12,1994-05,NEE,WEC,B~A,7,0.1131797779847829,0.9307308000001256,0.0170874969140479,-4.2938646489239485,3,2,1,0.09584250887011665
1992-12_a_1993-11,1993-12,1994-05,1005945D,PPL,A~B,8,0.1218698992665849,0.9716936255850894,0.0125177736425351,-8.28818656056612,4,3,1,0.09710153558672673
1992-12_a_1993-11,1993-12,1994-05,NEE,PCG,B~A,9,0.1370846241675281,0.8893501361461891,0.0215356093360023,-3.364357707235717,1,0,1,-0.10407398586154264
1992-12_a_1993-11,1993-12,1994-05,CIN,AYE,A~B,10,0.1492639753358844,1.0028160261493368,0.0211185018540788,-3.4651351981591505,3,2,1,0.09757968002393308
1992-12_a_1993-11,1993-12,1994-05,DUK,ETR,B~A,11,0.1547214450771434,0.8757757916543486,0.0220153082216358,-3.7148588071572255,2,1,1,-0.0353497264319851
1992-12_a_1993-11,1993-12,1994-05,ETR,CIN,A~B,12,0.1547979010192648,0.944904166644351,0.0229992583853364,-4.004567578823521,3,2,1,0.07202913200937687
1992-12_a_1993-11,1993-12,1994-05,XEL,AON,B~A,13,0.1655041722373198,0.8419823511243837,0.0245771169943406,-4.171972736765837,2,2,0,0.10765133640122024
1992-12_a_1993-11,1993-12,1994-05,DTE,PPL,A~B,14,0.1871263475402429,0.7089136487898701,0.0181374247515212,-4.200145648942443,1,0,1,-0.02898176439043718
1992-12_a_1993-11,1993-12,1994-05,571300Q,677004Q,A~B,15,0.1877861502296127,0.8035993717413589,0.0246249000865701,-3.640596846661877,1,0,1,-0.06707039075054737
1992-12_a_1993-11,1993-12,1994-05,XOM,FPC,A~B,16,0.1946446082861257,0.7309141773697082,0.0235449763442761,-4.277158231968909,1,0,1,-0.07771356350080431
1992-12_a_1993-11,1993-12,1994-05,D,UCM,A~B,17,0.1964162242413749,0.8680842551925878,0.0241092063604107,-3.701868779356754,2,1,1,0.09213466647734074
1992-12_a_1993-11,1993-12,1994-05,D,2218Q,A~B,18,0.1965162943977247,0.910250723999792,0.025947600191733,-3.828772570153929,1,0,1,-0.06530185886092897
1992-12_a_1993-11,1993-12,1994-05,XOM,EMR,A~B,19,0.2144617925681586,0.7608584808119973,0.0255036353322625,-4.047406104796519,3,2,1,0.12410424360641481
1992-12_a_1993-11,1993-12,1994-05,USB,FITB,A~B,20,0.2211354765206579,0.689407334718994,0.0276423891658406,-4.522027774366493,2,1,1,0.08312003108750338
1993-01_a_1993-12,1994-01,1994-06,MHFI,SPGI,B~A,1,0.0243505908980523,0.9946303497574316,0.009769093258584,-10.156509384666249,12,11,1,0.3166278976787112
1993-01_a_1993-12,1994-01,1994-06,ED,PPL,B~A,2,0.0558217266072915,0.8405776082775969,0.0119961717977591,-3.941704003664528,1,0,1,-0.12030590551099604
1993-01_a_1993-12,1994-01,1994-06,PCG,WEC,B~A,3,0.0970126877946313,0.8988001341456398,0.0190491433836496,-3.638265330805508,2,1,1,-0.09412253233014158
1993-01_a_1993-12,1994-01,1994-06,PEG,TXU,A~B,4,0.1196287762145402,1.025458734101778,0.0170720336139089,-4.867497174731911,1,0,1,-0.055507715207686804
1993-01_a_1993-12,1994-01,1994-06,1005945D,XEL,A~B,5,0.1272694190445236,1.2264594072792938,0.0171713843499464,-4.9365289736599,1,0,1,-0.13504048423012904
1993-01_a_1993-12,1994-01,1994-06,NI,SCG,A~B,6,0.1278594855281198,0.9706940350175816,0.021742801866812,-3.8973350957032458,1,0,1,0.013227144524623822
1993-01_a_1993-12,1994-01,1994-06,D,DUK,A~B,7,0.1369554651392945,1.005347324365197,0.0190506704268914,-3.4204590036279834,3,2,1,0.05816609311456962
1993-01_a_1993-12,1994-01,1994-06,FPC,TEG,A~B,8,0.1382777028750297,0.7776904491623378,0.0130681351657866,-4.789699489229805,2,1,1,-0.04425561300851315
1993-01_a_1993-12,1994-01,1994-06,1005945D,PPL,A~B,9,0.1385828521665644,0.9465771373912129,0.0130789429967808,-7.636158121585322,3,2,1,0.056421688784598176
1993-01_a_1993-12,1994-01,1994-06,AEP,DUK,A~B,10,0.15062034015898,0.8270039809808296,0.0200915498789019,-3.562771940866229,1,0,1,-0.0861160069377434
1993-01_a_1993-12,1994-01,1994-06,1005945D,ED,A~B,11,0.1520651615053339,0.8279906326008236,0.0118985397582813,-6.814660430030225,3,2,1,0.05742421862521391
1993-01_a_1993-12,1994-01,1994-06,ETR,CIN,A~B,12,0.1763050914292989,0.8847165263274319,0.0239726632531824,-3.5068751578183317,3,2,1,-0.045503733977028504
1993-01_a_1993-12,1994-01,1994-06,XOM,FPC,B~A,13,0.1773109180925303,0.9244603043585414,0.0263178899131968,-3.7476617337200495,1,0,1,-0.08032033157284649
1993-01_a_1993-12,1994-01,1994-06,GPUI,TE,B~A,14,0.1925599634630543,0.7719000427045081,0.0179924374923615,-4.178395915619332,1,0,1,-0.03566370391892381
1993-01_a_1993-12,1994-01,1994-06,CI,SHW,A~B,15,0.2110113385973591,0.7674928698524053,0.0251142895541659,-5.095422540758435,2,1,1,-0.09862520981054607
1993-01_a_1993-12,1994-01,1994-06,NEE,WEC,B~A,16,0.2131428981871295,0.9055460171173084,0.0172863747529244,-3.960211157975275,3,2,1,0.09479965468814759
1993-01_a_1993-12,1994-01,1994-06,1463Q,IP,B~A,17,0.2183489250501225,0.6596546717191893,0.0260693353723207,-4.026988856219396,3,2,1,0.16849987614126388
1993-01_a_1993-12,1994-01,1994-06,USW,SCG,A~B,18,0.2197986542118997,1.001127379376199,0.0293576008786887,-3.754896847082436,3,2,1,0.1722681142543727
1993-01_a_1993-12,1994-01,1994-06,LDG,VVI,B~A,19,0.2200964979151649,0.845658818082718,0.0279136555791484,-4.888800199222371,2,1,1,0.11550989097976075
1993-01_a_1993-12,1994-01,1994-06,AIG,UEP,A~B,20,0.2230863848152466,1.0767899917762098,0.0277816131625666,-4.514199792273105,1,0,1,-0.12207488032375881
1993-02_a_1994-01,1994-02,1994-07,MHFI,SPGI,A~B,1,0.027782578192955,0.9903521141627826,0.0103899199698061,-10.250716582308511,6,6,0,0.19988359799702626
1993-02_a_1994-01,1994-02,1994-07,1005945D,PPL,A~B,2,0.0495993690907425,0.9308293060351658,0.0135974114820334,-7.007645882406895,3,2,1,0.06077121819986771
1993-02_a_1994-01,1994-02,1994-07,ED,PPL,B~A,3,0.0729053525689096,0.8376935492334017,0.0119561844676287,-6.741810989874463,1,0,1,-0.12453708967677224
1993-02_a_1994-01,1994-02,1994-07,1005945D,45200Q,B~A,4,0.0742542584384864,0.8417918478849142,0.0147691452665127,-4.446302426421295,2,1,1,-0.06911765588126288
1993-02_a_1994-01,1994-02,1994-07,1005945D,ED,A~B,5,0.0807104027179548,0.8154943371083776,0.0120815846959961,-7.2901814871662065,1,0,1,-0.01753782780058105
1993-02_a_1994-01,1994-02,1994-07,FPC,TEG,A~B,6,0.0943599497821878,0.7675831594285079,0.013850067748158,-4.358163305006175,2,1,1,0.0061623890088189845
1993-02_a_1994-01,1994-02,1994-07,D,UCM,B~A,7,0.1105741957039754,0.9768280953349436,0.0182335231615529,-5.534875145539861,4,3,1,0.16677958303172197
1993-02_a_1994-01,1994-02,1994-07,EXC,UEP,A~B,8,0.1302552195445514,0.9437890003559416,0.0190137570154275,-4.009079060935599,2,1,1,0.08795559168132575
1993-02_a_1994-01,1994-02,1994-07,NEE,WEC,B~A,9,0.1327165983745999,0.8576504864143983,0.0166792104767409,-4.169676892548341,1,0,1,-0.012868753611023749
1993-02_a_1994-01,1994-02,1994-07,PCG,WEC,B~A,10,0.1399130686927492,0.817551437312835,0.0183600693899975,-3.771235481432885,2,1,1,-0.13638352203479592
1993-02_a_1994-01,1994-02,1994-07,EXC,PNW,A~B,11,0.1429342076883131,0.8796648758988425,0.0224634509769764,-3.860466218803423,3,2,1,0.09585613431263817
1993-02_a_1994-01,1994-02,1994-07,263179Q,NCC,B~A,12,0.1577779953732943,0.7700590026065881,0.0217795352084307,-4.080392091778764,1,0,1,-0.03409344471983734
1993-02_a_1994-01,1994-02,1994-07,45200Q,ED,A~B,13,0.1754860904968609,0.7025643558384029,0.016055073592843,-4.662173969525318,1,0,1,-0.16390932292833219
1993-02_a_1994-01,1994-02,1994-07,AEP,UCM,A~B,14,0.1936524401776296,0.7485847417315818,0.0181074202553545,-4.933760920311404,1,0,1,-0.0016834509098138505
1993-02_a_1994-01,1994-02,1994-07,DUK,UCM,B~A,15,0.2002459033443528,0.8960778020292071,0.0272236094486852,-3.5680122492067308,2,1,1,0.03965904980920181
1993-02_a_1994-01,1994-02,1994-07,ETR,CIN,B~A,16,0.2238346045965045,0.9293672850287052,0.0245847309092332,-3.611665819790681,3,2,1,0.08955444326667647
1993-02_a_1994-01,1994-02,1994-07,DUK,399463Q,A~B,17,0.2264171826969914,0.7896582486113014,0.0249278209420797,-4.8577258662946425,1,1,0,0.06795557768425826
1993-02_a_1994-01,1994-02,1994-07,XOM,2500Q,B~A,18,0.2319429285283831,0.7157523035590658,0.0234796008045723,-3.5258618181493167,2,1,1,-0.016831381576912444
1993-02_a_1994-01,1994-02,1994-07,SIAL,L,A~B,19,0.239863377607719,0.6540792452990465,0.0253326402548459,-4.674262771821482,2,1,1,-0.18886857502849533
1993-02_a_1994-01,1994-02,1994-07,CNRG,929530Q,B~A,20,0.2430697983681966,0.9030177968794544,0.0269083536434648,-5.946149786193893,1,1,0,0.0818678326770402
1993-03_a_1994-02,1994-03,1994-08,MHFI,SPGI,B~A,1,0.0482856637431723,1.0011341311459516,0.010831380909162,-10.309365318661651,7,7,0,0.2277221247325401
1993-03_a_1994-02,1994-03,1994-08,1005945D,ED,B~A,2,0.0560205050755939,1.0963186529777844,0.0140143906509472,-4.440017713390433,1,0,1,0.04350915109758219
1993-03_a_1994-02,1994-03,1994-08,CEG,NEE,A~B,3,0.0744898244397518,0.8239989733763339,0.0146653297999271,-4.127523496638228,2,1,1,0.017036641874106924
1993-03_a_1994-02,1994-03,1994-08,D,UCM,B~A,4,0.0896390502863369,0.9144715823976292,0.0173149621468658,-5.757334799609699,3,3,0,0.15770095518759839
1993-03_a_1994-02,1994-03,1994-08,EXC,UEP,A~B,5,0.0925910898073425,0.956728681902461,0.018605331623945,-4.391637007041071,1,0,1,0.015848121089043432
1993-03_a_1994-02,1994-03,1994-08,PPW,SCG,A~B,6,0.0959983674434852,0.9018730600044116,0.0165310155249384,-5.18628355961391,4,3,1,0.10332549059072733
1993-03_a_1994-02,1994-03,1994-08,1005945D,0961514D,B~A,7,0.0960496185716692,1.0197385011520763,0.0173309289537042,-4.074819239814972,2,1,1,0.0607547164428822
