linha,ano,semestre,periodo,inicio_semestre,fim_semestre,dia_no_semestre,total_dias_sem,total_dias_ano
5047,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,7.0,125.0,252.0
5048,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,8.0,125.0,252.0
5049,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,9.0,125.0,252.0
5050,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,10.0,125.0,252.0
5051,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,11.0,125.0,252.0
5052,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,12.0,125.0,252.0
5053,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,13.0,125.0,252.0
5054,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,14.0,125.0,252.0
5055,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,15.0,125.0,252.0
5056,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,16.0,125.0,252.0
5057,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,17.0,125.0,252.0
5058,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,18.0,125.0,252.0
5059,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,19.0,125.0,252.0
5060,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,20.0,125.0,252.0
5061,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,21.0,125.0,252.0
5062,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,22.0,125.0,252.0
5063,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,23.0,125.0,252.0
5064,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,24.0,125.0,252.0
5065,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,25.0,125.0,252.0
5066,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,26.0,125.0,252.0
5067,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,27.0,125.0,252.0
5068,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,28.0,125.0,252.0
5069,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,29.0,125.0,252.0
5070,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,30.0,125.0,252.0
5071,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,31.0,125.0,252.0
5072,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,32.0,125.0,252.0
5073,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,33.0,125.0,252.0
5074,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,34.0,125.0,252.0
5075,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,35.0,125.0,252.0
5076,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,36.0,125.0,252.0
5077,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,37.0,125.0,252.0
5078,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,38.0,125.0,252.0
5079,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,39.0,125.0,252.0
5080,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,40.0,125.0,252.0
5081,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,41.0,125.0,252.0
5082,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,42.0,125.0,252.0
5083,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,43.0,125.0,252.0
5084,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,44.0,125.0,252.0
5085,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,45.0,125.0,252.0
5086,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,46.0,125.0,252.0
5087,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,47.0,125.0,252.0
5088,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,48.0,125.0,252.0
5089,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,49.0,125.0,252.0
5090,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,50.0,125.0,252.0
5091,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,51.0,125.0,252.0
5092,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,52.0,125.0,252.0
5093,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,53.0,125.0,252.0
5094,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,54.0,125.0,252.0
5095,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,55.0,125.0,252.0
5096,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,56.0,125.0,252.0
5097,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,57.0,125.0,252.0
5098,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,58.0,125.0,252.0
5099,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,59.0,125.0,252.0
5100,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,60.0,125.0,252.0
5101,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,61.0,125.0,252.0
5102,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,62.0,125.0,252.0
5103,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,63.0,125.0,252.0
5104,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,64.0,125.0,252.0
5105,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,65.0,125.0,252.0
5106,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,66.0,125.0,252.0
5107,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,67.0,125.0,252.0
5108,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,68.0,125.0,252.0
5109,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,69.0,125.0,252.0
5110,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,70.0,125.0,252.0
5111,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,71.0,125.0,252.0
5112,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,72.0,125.0,252.0
5113,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,73.0,125.0,252.0
5114,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,74.0,125.0,252.0
5115,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,75.0,125.0,252.0
5116,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,76.0,125.0,252.0
5117,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,77.0,125.0,252.0
5118,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,78.0,125.0,252.0
5119,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,79.0,125.0,252.0
5120,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,80.0,125.0,252.0
5121,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,81.0,125.0,252.0
5122,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,82.0,125.0,252.0
5123,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,83.0,125.0,252.0
5124,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,84.0,125.0,252.0
5125,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,85.0,125.0,252.0
5126,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,86.0,125.0,252.0
5127,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,87.0,125.0,252.0
5128,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,88.0,125.0,252.0
5129,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,89.0,125.0,252.0
5130,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,90.0,125.0,252.0
5131,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,91.0,125.0,252.0
5132,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,92.0,125.0,252.0
5133,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,93.0,125.0,252.0
5134,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,94.0,125.0,252.0
5135,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,95.0,125.0,252.0
5136,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,96.0,125.0,252.0
5137,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,97.0,125.0,252.0
5138,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,98.0,125.0,252.0
5139,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,99.0,125.0,252.0
5140,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,100.0,125.0,252.0
5141,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,101.0,125.0,252.0
5142,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,102.0,125.0,252.0
5143,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,103.0,125.0,252.0
5144,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,104.0,125.0,252.0
5145,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,105.0,125.0,252.0
5146,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,106.0,125.0,252.0
5147,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,107.0,125.0,252.0
5148,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,108.0,125.0,252.0
5149,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,109.0,125.0,252.0
5150,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,110.0,125.0,252.0
5151,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,111.0,125.0,252.0
5152,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,112.0,125.0,252.0
5153,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,113.0,125.0,252.0
5154,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,114.0,125.0,252.0
5155,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,115.0,125.0,252.0
5156,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,116.0,125.0,252.0
5157,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,117.0,125.0,252.0
5158,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,118.0,125.0,252.0
5159,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,119.0,125.0,252.0
5160,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,120.0,125.0,252.0
5161,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,121.0,125.0,252.0
5162,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,122.0,125.0,252.0
5163,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,123.0,125.0,252.0
5164,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,124.0,125.0,252.0
5165,2010.0,2.0,2010/S2,2010-07-01,2010-12-31,125.0,125.0,252.0
5166,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,1.0,127.0,252.0
5167,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,2.0,127.0,252.0
5168,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,3.0,127.0,252.0
5169,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,4.0,127.0,252.0
5170,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,5.0,127.0,252.0
5171,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,6.0,127.0,252.0
5172,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,7.0,127.0,252.0
5173,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,8.0,127.0,252.0
5174,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,9.0,127.0,252.0
5175,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,10.0,127.0,252.0
5176,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,11.0,127.0,252.0
5177,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,12.0,127.0,252.0
5178,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,13.0,127.0,252.0
5179,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,14.0,127.0,252.0
5180,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,15.0,127.0,252.0
5181,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,16.0,127.0,252.0
5182,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,17.0,127.0,252.0
5183,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,18.0,127.0,252.0
5184,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,19.0,127.0,252.0
5185,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,20.0,127.0,252.0
5186,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,21.0,127.0,252.0
5187,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,22.0,127.0,252.0
5188,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,23.0,127.0,252.0
5189,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,24.0,127.0,252.0
5190,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,25.0,127.0,252.0
5191,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,26.0,127.0,252.0
5192,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,27.0,127.0,252.0
5193,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,28.0,127.0,252.0
5194,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,29.0,127.0,252.0
5195,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,30.0,127.0,252.0
5196,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,31.0,127.0,252.0
5197,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,32.0,127.0,252.0
5198,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,33.0,127.0,252.0
5199,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,34.0,127.0,252.0
5200,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,35.0,127.0,252.0
5201,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,36.0,127.0,252.0
5202,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,37.0,127.0,252.0
5203,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,38.0,127.0,252.0
5204,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,39.0,127.0,252.0
5205,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,40.0,127.0,252.0
5206,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,41.0,127.0,252.0
5207,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,42.0,127.0,252.0
5208,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,43.0,127.0,252.0
5209,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,44.0,127.0,252.0
5210,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,45.0,127.0,252.0
5211,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,46.0,127.0,252.0
5212,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,47.0,127.0,252.0
5213,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,48.0,127.0,252.0
5214,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,49.0,127.0,252.0
5215,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,50.0,127.0,252.0
5216,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,51.0,127.0,252.0
5217,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,52.0,127.0,252.0
5218,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,53.0,127.0,252.0
5219,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,54.0,127.0,252.0
5220,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,55.0,127.0,252.0
5221,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,56.0,127.0,252.0
5222,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,57.0,127.0,252.0
5223,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,58.0,127.0,252.0
5224,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,59.0,127.0,252.0
5225,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,60.0,127.0,252.0
5226,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,61.0,127.0,252.0
5227,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,62.0,127.0,252.0
5228,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,63.0,127.0,252.0
5229,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,64.0,127.0,252.0
5230,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,65.0,127.0,252.0
5231,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,66.0,127.0,252.0
5232,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,67.0,127.0,252.0
5233,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,68.0,127.0,252.0
5234,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,69.0,127.0,252.0
5235,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,70.0,127.0,252.0
5236,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,71.0,127.0,252.0
5237,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,72.0,127.0,252.0
5238,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,73.0,127.0,252.0
5239,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,74.0,127.0,252.0
5240,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,75.0,127.0,252.0
5241,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,76.0,127.0,252.0
5242,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,77.0,127.0,252.0
5243,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,78.0,127.0,252.0
5244,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,79.0,127.0,252.0
5245,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,80.0,127.0,252.0
5246,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,81.0,127.0,252.0
5247,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,82.0,127.0,252.0
5248,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,83.0,127.0,252.0
5249,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,84.0,127.0,252.0
5250,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,85.0,127.0,252.0
5251,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,86.0,127.0,252.0
5252,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,87.0,127.0,252.0
5253,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,88.0,127.0,252.0
5254,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,89.0,127.0,252.0
5255,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,90.0,127.0,252.0
5256,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,91.0,127.0,252.0
5257,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,92.0,127.0,252.0
5258,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,93.0,127.0,252.0
5259,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,94.0,127.0,252.0
5260,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,95.0,127.0,252.0
5261,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,96.0,127.0,252.0
5262,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,97.0,127.0,252.0
5263,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,98.0,127.0,252.0
5264,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,99.0,127.0,252.0
5265,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,100.0,127.0,252.0
5266,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,101.0,127.0,252.0
5267,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,102.0,127.0,252.0
5268,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,103.0,127.0,252.0
5269,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,104.0,127.0,252.0
5270,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,105.0,127.0,252.0
5271,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,106.0,127.0,252.0
5272,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,107.0,127.0,252.0
5273,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,108.0,127.0,252.0
5274,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,109.0,127.0,252.0
5275,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,110.0,127.0,252.0
5276,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,111.0,127.0,252.0
5277,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,112.0,127.0,252.0
5278,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,113.0,127.0,252.0
5279,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,114.0,127.0,252.0
5280,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,115.0,127.0,252.0
5281,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,116.0,127.0,252.0
5282,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,117.0,127.0,252.0
5283,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,118.0,127.0,252.0
5284,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,119.0,127.0,252.0
5285,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,120.0,127.0,252.0
5286,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,121.0,127.0,252.0
5287,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,122.0,127.0,252.0
5288,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,123.0,127.0,252.0
5289,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,124.0,127.0,252.0
5290,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,125.0,127.0,252.0
5291,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,126.0,127.0,252.0
5292,2010.0,1.0,2010/S1,2010-01-01,2010-06-30,127.0,127.0,252.0
5293,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,1.0,125.0,250.0
5294,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,2.0,125.0,250.0
5295,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,3.0,125.0,250.0
5296,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,4.0,125.0,250.0
5297,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,5.0,125.0,250.0
5298,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,6.0,125.0,250.0
5299,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,7.0,125.0,250.0
5300,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,8.0,125.0,250.0
5301,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,9.0,125.0,250.0
5302,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,10.0,125.0,250.0
5303,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,11.0,125.0,250.0
5304,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,12.0,125.0,250.0
5305,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,13.0,125.0,250.0
5306,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,14.0,125.0,250.0
5307,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,15.0,125.0,250.0
5308,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,16.0,125.0,250.0
5309,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,17.0,125.0,250.0
5310,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,18.0,125.0,250.0
5311,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,19.0,125.0,250.0
5312,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,20.0,125.0,250.0
5313,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,21.0,125.0,250.0
5314,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,22.0,125.0,250.0
5315,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,23.0,125.0,250.0
5316,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,24.0,125.0,250.0
5317,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,25.0,125.0,250.0
5318,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,26.0,125.0,250.0
5319,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,27.0,125.0,250.0
5320,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,28.0,125.0,250.0
5321,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,29.0,125.0,250.0
5322,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,30.0,125.0,250.0
5323,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,31.0,125.0,250.0
5324,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,32.0,125.0,250.0
5325,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,33.0,125.0,250.0
5326,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,34.0,125.0,250.0
5327,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,35.0,125.0,250.0
5328,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,36.0,125.0,250.0
5329,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,37.0,125.0,250.0
5330,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,38.0,125.0,250.0
5331,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,39.0,125.0,250.0
5332,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,40.0,125.0,250.0
5333,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,41.0,125.0,250.0
5334,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,42.0,125.0,250.0
5335,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,43.0,125.0,250.0
5336,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,44.0,125.0,250.0
5337,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,45.0,125.0,250.0
5338,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,46.0,125.0,250.0
5339,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,47.0,125.0,250.0
5340,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,48.0,125.0,250.0
5341,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,49.0,125.0,250.0
5342,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,50.0,125.0,250.0
5343,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,51.0,125.0,250.0
5344,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,52.0,125.0,250.0
5345,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,53.0,125.0,250.0
5346,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,54.0,125.0,250.0
5347,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,55.0,125.0,250.0
5348,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,56.0,125.0,250.0
5349,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,57.0,125.0,250.0
5350,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,58.0,125.0,250.0
5351,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,59.0,125.0,250.0
5352,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,60.0,125.0,250.0
5353,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,61.0,125.0,250.0
5354,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,62.0,125.0,250.0
5355,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,63.0,125.0,250.0
5356,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,64.0,125.0,250.0
5357,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,65.0,125.0,250.0
5358,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,66.0,125.0,250.0
5359,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,67.0,125.0,250.0
5360,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,68.0,125.0,250.0
5361,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,69.0,125.0,250.0
5362,2011.0,2.0,2011/S2,2011-07-01,2011-12-31,70.0,125.0,250.0
