date,JEC
2016-05-10,50.43
2016-05-11,50.07
2016-05-12,49.81
2016-05-13,49.14
2016-05-16,50.12
2016-05-17,49.32
2016-05-18,49.4
2016-05-19,48.92
2016-05-20,49.22
2016-05-23,48.64
2016-05-24,49.0
2016-05-25,50.02
2016-05-26,50.02
2016-05-27,50.15
2016-05-31,50.69
2016-06-01,50.88
2016-06-02,50.78
2016-06-03,51.5
2016-06-06,51.96
2016-06-07,51.77
2016-06-08,52.61
2016-06-09,52.51
2016-06-10,51.56
2016-06-13,50.73
2016-06-14,51.02
2016-06-15,51.03
2016-06-16,50.97
2016-06-17,51.24
2016-06-20,52.39
2016-06-21,52.2
2016-06-22,52.32
2016-06-23,53.1
2016-06-24,49.67
2016-06-27,47.65
2016-06-28,47.86
2016-06-29,48.75
2016-06-30,49.81
2016-07-01,49.74
2016-07-05,48.65
2016-07-06,49.78
2016-07-07,49.97
2016-07-08,51.25
2016-07-11,51.85
2016-07-12,53.09
2016-07-13,52.79
2016-07-14,52.84
2016-07-15,52.7
2016-07-18,52.62
2016-07-19,52.49
2016-07-20,53.32
2016-07-21,53.35
2016-07-22,53.08
2016-07-25,52.99
2016-07-26,53.87
2016-07-27,54.47
2016-07-28,54.08
2016-07-29,53.52
2016-08-01,53.49
2016-08-02,52.99
2016-08-03,53.0
2016-08-04,53.01
2016-08-05,53.76
2016-08-08,53.39
2016-08-09,55.57
2016-08-10,54.62
2016-08-11,54.41
2016-08-12,53.51
2016-08-15,54.25
2016-08-16,53.69
2016-08-17,53.28
2016-08-18,53.97
2016-08-19,53.73
2016-08-22,54.09
2016-08-23,54.64
2016-08-24,54.11
2016-08-25,54.35
2016-08-26,54.48
2016-08-29,54.75
2016-08-30,53.48
2016-08-31,52.69
2016-09-01,52.03
2016-09-02,52.25
2016-09-06,51.66
2016-09-07,51.78
2016-09-08,51.57
2016-09-09,50.15
2016-09-12,50.61
2016-09-13,50.15
2016-09-14,49.3
2016-09-15,50.14
2016-09-16,49.67
2016-09-19,50.27
2016-09-20,49.91
2016-09-21,50.64
2016-09-22,51.21
2016-09-23,50.65
2016-09-26,50.71
2016-09-27,50.75
2016-09-28,52.21
2016-09-29,51.96
2016-09-30,51.72
2016-10-03,51.96
2016-10-04,51.32
2016-10-05,52.33
2016-10-06,52.39
2016-10-07,51.83
2016-10-10,51.84
2016-10-11,50.1
2016-10-12,50.36
2016-10-13,50.19
2016-10-14,50.05
2016-10-17,50.28
2016-10-18,50.58
2016-10-19,50.78
2016-10-20,50.67
2016-10-21,50.55
2016-10-24,50.98
2016-10-25,50.43
2016-10-26,50.87
2016-10-27,50.68
2016-10-28,51.1
2016-10-31,51.58
2016-11-01,50.75
2016-11-02,50.55
2016-11-03,51.03
2016-11-04,49.25
2016-11-07,49.42
2016-11-08,49.99
2016-11-09,54.91
2016-11-10,55.89
2016-11-11,55.62
2016-11-14,58.63
2016-11-15,59.19
2016-11-16,58.63
2016-11-17,58.83
2016-11-18,58.15
2016-11-21,58.0
2016-11-22,59.32
2016-11-23,61.69
2016-11-25,62.17
2016-11-28,61.92
2016-11-29,61.72
2016-11-30,62.01
2016-12-01,61.63
2016-12-02,60.66
2016-12-05,59.85
2016-12-06,60.49
2016-12-07,60.3
2016-12-08,60.89
2016-12-09,61.57
2016-12-12,61.58
2016-12-13,60.6
2016-12-14,59.95
2016-12-15,59.36
2016-12-16,58.79
2016-12-19,58.74
2016-12-20,59.43
2016-12-21,58.46
2016-12-22,58.35
2016-12-23,58.19
2016-12-27,58.47
2016-12-28,57.49
2016-12-29,57.28
2016-12-30,57.0
2017-01-03,58.15
2017-01-04,58.78
2017-01-05,58.56
2017-01-06,57.98
2017-01-09,56.74
2017-01-10,57.29
2017-01-11,57.31
2017-01-12,57.39
2017-01-13,58.16
2017-01-17,57.01
2017-01-18,58.02
2017-01-19,57.61
2017-01-20,57.38
2017-01-23,57.12
2017-01-24,60.12
2017-01-25,61.87
2017-01-26,61.22
2017-01-27,60.36
2017-01-30,59.38
2017-01-31,58.55
2017-02-01,58.84
2017-02-02,58.7
2017-02-03,59.22
2017-02-06,59.18
2017-02-07,58.8
2017-02-08,56.63
2017-02-09,56.48
2017-02-10,57.4
2017-02-13,57.45
2017-02-14,57.53
2017-02-15,58.32
2017-02-16,59.03
2017-02-17,57.61
2017-02-21,58.19
2017-02-22,56.8
2017-02-23,56.1
2017-02-24,56.03
2017-02-27,57.05
2017-02-28,56.41
2017-03-01,57.54
2017-03-02,56.8
2017-03-03,56.48
2017-03-06,56.42
2017-03-07,56.51
2017-03-08,56.68
2017-03-09,55.87
2017-03-10,56.42
2017-03-13,56.44
2017-03-14,55.55
2017-03-15,56.33
2017-03-16,55.87
2017-03-17,55.46
2017-03-20,55.45
2017-03-21,54.53
2017-03-22,54.78
2017-03-23,54.76
2017-03-24,54.13
2017-03-27,53.7
2017-03-28,54.19
2017-03-29,55.11
2017-03-30,55.33
2017-03-31,55.28
2017-04-03,54.67
2017-04-04,54.67
2017-04-05,54.31
2017-04-06,54.58
2017-04-07,54.51
2017-04-10,54.94
2017-04-11,54.61
2017-04-12,53.11
2017-04-13,52.97
2017-04-17,53.45
2017-04-18,53.64
2017-04-19,53.88
2017-04-20,53.68
2017-04-21,53.54
2017-04-24,54.66
2017-04-25,55.11
2017-04-26,55.4
2017-04-27,55.72
2017-04-28,54.92
2017-05-01,54.52
2017-05-02,55.15
2017-05-03,54.58
2017-05-04,54.78
2017-05-05,54.66
2017-05-08,54.71
2017-05-09,55.92
2017-05-10,54.56
2017-05-11,54.56
2017-05-12,52.75
2017-05-15,52.82
2017-05-16,52.6
2017-05-17,51.71
2017-05-18,51.4
2017-05-19,53.01
2017-05-22,52.88
2017-05-23,53.18
2017-05-24,52.94
2017-05-25,52.59
2017-05-26,52.66
2017-05-30,52.63
2017-05-31,52.42
2017-06-01,53.21
2017-06-02,53.2
2017-06-05,52.31
2017-06-06,52.09
2017-06-07,52.0
2017-06-08,52.91
2017-06-09,54.95
2017-06-12,55.01
2017-06-13,55.0
2017-06-14,54.59
2017-06-15,53.8
2017-06-16,53.82
2017-06-19,54.2
2017-06-20,53.45
2017-06-21,52.49
2017-06-22,52.66
2017-06-23,52.81
2017-06-26,53.55
2017-06-27,53.53
2017-06-28,54.21
2017-06-29,53.56
2017-06-30,54.39
2017-07-03,55.15
2017-07-05,54.86
2017-07-06,54.17
2017-07-07,54.82
2017-07-10,54.78
2017-07-11,54.6
2017-07-12,54.68
2017-07-13,54.24
2017-07-14,54.37
2017-07-17,54.5
2017-07-18,52.4
2017-07-19,53.43
2017-07-20,52.54
2017-07-21,52.3
2017-07-24,52.17
2017-07-25,52.99
2017-07-26,52.8
2017-07-27,53.06
2017-07-28,52.39
2017-07-31,52.72
2017-08-01,53.25
2017-08-02,53.35
2017-08-03,52.67
2017-08-04,52.48
2017-08-07,52.31
2017-08-08,54.12
2017-08-09,54.22
2017-08-10,52.68
2017-08-11,52.58
2017-08-14,52.73
2017-08-15,51.57
2017-08-16,51.05
2017-08-17,50.25
2017-08-18,49.85
2017-08-21,49.58
2017-08-22,50.87
2017-08-23,51.33
2017-08-24,51.33
2017-08-25,51.94
2017-08-28,52.23
2017-08-29,53.17
2017-08-30,53.75
2017-08-31,54.49
2017-09-01,55.13
2017-09-05,54.38
2017-09-06,54.49
2017-09-07,54.44
2017-09-08,54.63
2017-09-11,54.89
2017-09-12,55.93
2017-09-13,55.98
2017-09-14,55.79
2017-09-15,55.95
2017-09-18,56.76
2017-09-19,56.85
2017-09-20,57.72
2017-09-21,57.41
2017-09-22,57.54
2017-09-25,58.26
2017-09-26,58.3
2017-09-27,58.34
2017-09-28,58.17
2017-09-29,58.27
2017-10-02,58.79
2017-10-03,58.44
2017-10-04,58.6
2017-10-05,58.79
2017-10-06,58.96
2017-10-09,58.38
2017-10-10,58.36
2017-10-11,58.01
2017-10-12,58.52
2017-10-13,58.55
2017-10-16,59.0
2017-10-17,58.23
2017-10-18,58.17
2017-10-19,58.3
2017-10-20,58.82
2017-10-23,58.34
2017-10-24,58.59
2017-10-25,58.09
2017-10-26,58.73
2017-10-27,58.71
2017-10-30,58.46
2017-10-31,58.21
2017-11-01,58.29
2017-11-02,58.74
2017-11-03,59.29
2017-11-06,61.11
2017-11-07,60.93
2017-11-08,61.12
2017-11-09,60.28
2017-11-10,60.03
2017-11-13,59.82
2017-11-14,57.94
2017-11-15,57.35
2017-11-16,58.43
2017-11-17,58.63
2017-11-20,59.34
2017-11-21,64.86
2017-11-22,64.78
2017-11-24,63.29
2017-11-27,63.32
2017-11-28,64.56
2017-11-29,64.83
2017-11-30,65.63
2017-12-01,65.46
2017-12-04,66.69
2017-12-05,66.46
2017-12-06,67.69
2017-12-07,67.69
2017-12-08,68.51
2017-12-11,68.38
2017-12-12,68.39
2017-12-13,68.16
2017-12-14,66.13
2017-12-15,66.19
2017-12-18,66.74
2017-12-19,66.39
2017-12-20,66.39
2017-12-21,66.48
2017-12-22,66.28
2017-12-26,66.05
2017-12-27,66.28
2017-12-28,66.57
2017-12-29,65.96
2018-01-02,66.87
2018-01-03,67.1
2018-01-04,67.79
2018-01-05,68.14
2018-01-08,67.96
2018-01-09,67.71
2018-01-10,67.81
2018-01-11,69.5
2018-01-12,69.56
2018-01-16,69.42
2018-01-17,69.58
2018-01-18,69.39
2018-01-19,69.95
2018-01-22,70.23
2018-01-23,69.88
2018-01-24,70.24
2018-01-25,69.86
2018-01-26,69.95
2018-01-29,71.05
2018-01-30,69.7
2018-01-31,69.46
2018-02-01,70.02
2018-02-02,67.12
2018-02-05,63.15
2018-02-06,64.14
2018-02-07,66.01
2018-02-08,62.82
2018-02-09,62.23
2018-02-12,63.09
2018-02-13,62.27
2018-02-14,63.66
2018-02-15,63.71
2018-02-16,63.19
2018-02-20,62.47
2018-02-21,62.06
2018-02-22,62.6
2018-02-23,62.35
2018-02-26,63.01
2018-02-27,61.74
2018-02-28,61.06
2018-03-01,59.34
2018-03-02,60.04
2018-03-05,60.11
2018-03-06,60.2
2018-03-07,60.19
2018-03-08,59.61
2018-03-09,60.8
2018-03-12,60.43
2018-03-13,60.11
2018-03-14,59.78
2018-03-15,59.94
2018-03-16,60.95
2018-03-19,59.91
2018-03-20,60.13
2018-03-21,60.53
2018-03-22,57.66
2018-03-23,55.57
2018-03-26,57.78
2018-03-27,56.23
2018-03-28,56.87
2018-03-29,59.15
2018-04-02,57.72
2018-04-03,58.55
2018-04-04,60.18
2018-04-05,59.87
2018-04-06,58.01
2018-04-09,58.32
2018-04-10,59.44
2018-04-11,59.52
2018-04-12,59.46
2018-04-13,59.27
2018-04-16,59.72
2018-04-17,60.24
2018-04-18,60.56
2018-04-19,60.5
2018-04-20,60.0
2018-04-23,60.46
2018-04-24,59.09
2018-04-25,58.64
2018-04-26,58.21
2018-04-27,58.8
2018-04-30,58.09
2018-05-01,58.39
2018-05-02,57.73
2018-05-03,57.15
2018-05-04,56.84
2018-05-07,56.71
2018-05-08,62.1
2018-05-09,62.86
2018-05-10,63.76
2018-05-11,63.55
2018-05-14,62.99
2018-05-15,62.69
2018-05-16,63.48
2018-05-17,63.96
2018-05-18,63.74
2018-05-21,64.23
2018-05-22,63.7
2018-05-23,63.46
2018-05-24,63.46
2018-05-25,63.33
2018-05-29,63.3
2018-05-30,64.84
2018-05-31,64.8
2018-06-01,65.41
2018-06-04,65.86
2018-06-05,66.4
2018-06-06,66.26
2018-06-07,66.05
2018-06-08,66.6
2018-06-11,66.32
2018-06-12,66.18
2018-06-13,65.52
2018-06-14,65.35
2018-06-15,64.55
2018-06-18,65.5
2018-06-19,64.8
2018-06-20,65.6
2018-06-21,64.55
2018-06-22,64.8
2018-06-25,63.5
2018-06-26,63.82
2018-06-27,63.6
2018-06-28,63.4
2018-06-29,63.49
2018-07-02,64.0
2018-07-03,63.01
2018-07-05,64.46
2018-07-06,65.04
2018-07-09,66.0
2018-07-10,66.51
2018-07-11,65.4
2018-07-12,65.59
2018-07-13,66.32
2018-07-16,65.45
2018-07-17,66.0
2018-07-18,66.89
2018-07-19,66.84
2018-07-20,66.09
2018-07-23,66.12
2018-07-24,67.08
2018-07-25,67.1
2018-07-26,67.63
2018-07-27,67.26
2018-07-30,66.98
2018-07-31,67.63
2018-08-01,67.05
2018-08-02,66.92
2018-08-03,67.09
2018-08-06,72.31
2018-08-07,72.16
2018-08-08,72.88
2018-08-09,72.56
2018-08-10,71.88
2018-08-13,71.09
2018-08-14,71.61
2018-08-15,70.87
2018-08-16,71.09
2018-08-17,71.86
2018-08-20,72.83
2018-08-21,73.07
2018-08-22,72.97
2018-08-23,72.75
2018-08-24,72.78
2018-08-27,72.81
2018-08-28,72.56
2018-08-29,73.64
2018-08-30,72.98
2018-08-31,72.69
2018-09-04,72.05
2018-09-05,72.68
2018-09-06,73.84
2018-09-07,73.62
2018-09-10,73.91
2018-09-11,74.19
2018-09-12,75.03
2018-09-13,75.23
2018-09-14,75.78
2018-09-17,75.97
2018-09-18,76.16
2018-09-19,76.81
2018-09-20,76.74
2018-09-21,77.61
2018-09-24,77.26
2018-09-25,77.4
2018-09-26,76.98
2018-09-27,76.47
2018-09-28,76.5
2018-10-01,77.06
2018-10-02,77.2
2018-10-03,77.62
2018-10-04,77.86
2018-10-05,76.54
2018-10-08,77.08
2018-10-09,76.66
2018-10-10,74.27
2018-10-11,72.19
2018-10-12,72.0
2018-10-15,72.95
2018-10-16,74.33
2018-10-17,73.85
2018-10-18,73.09
2018-10-19,72.28
2018-10-22,77.21
2018-10-23,75.82
2018-10-24,72.53
2018-10-25,75.23
2018-10-26,73.91
2018-10-29,72.4
2018-10-30,74.14
2018-10-31,75.09
2018-11-01,75.53
2018-11-02,75.14
2018-11-05,76.81
2018-11-06,79.53
2018-11-07,80.92
2018-11-08,79.43
2018-11-09,77.25
2018-11-12,75.1
2018-11-13,74.66
2018-11-14,73.31
2018-11-15,75.0
2018-11-16,74.18
2018-11-19,72.93
2018-11-20,65.05
2018-11-21,65.21
2018-11-23,64.69
2018-11-26,65.27
2018-11-27,64.69
2018-11-28,66.18
2018-11-29,65.1
2018-11-30,65.67
2018-12-03,65.98
2018-12-04,62.77
2018-12-06,60.92
2018-12-07,59.78
2018-12-10,58.86
2018-12-11,59.89
2018-12-12,60.83
2018-12-13,59.89
2018-12-14,58.7
2018-12-17,57.86
2018-12-18,57.7
2018-12-19,57.45
2018-12-20,57.11
2018-12-21,55.92
2018-12-24,55.24
2018-12-26,57.86
2018-12-27,58.34
2018-12-28,57.58
2018-12-31,58.46
2019-01-02,58.48
2019-01-03,57.3
2019-01-04,59.52
2019-01-07,59.53
2019-01-08,59.63
2019-01-09,60.15
2019-01-10,60.75
2019-01-11,60.47
2019-01-14,60.09
2019-01-15,59.96
2019-01-16,59.68
2019-01-17,60.52
2019-01-18,62.51
2019-01-22,61.75
2019-01-23,61.7
2019-01-24,62.18
2019-01-25,63.77
2019-01-28,63.11
2019-01-29,62.94
2019-01-30,63.93
2019-01-31,64.8
2019-02-01,65.39
2019-02-04,66.53
2019-02-05,66.73
2019-02-06,68.02
2019-02-07,65.23
2019-02-08,65.73
2019-02-11,65.73
2019-02-12,67.63
2019-02-13,68.43
2019-02-14,67.89
2019-02-15,68.72
2019-02-19,71.25
2019-02-20,73.8
2019-02-21,73.76
2019-02-22,74.45
2019-02-25,74.83
2019-02-26,74.79
2019-02-27,74.79
2019-02-28,73.78
2019-03-01,74.01
2019-03-04,73.64
2019-03-05,73.0
2019-03-06,72.25
2019-03-07,72.11
2019-03-08,71.9
2019-03-11,73.04
2019-03-12,73.06
2019-03-13,73.27
2019-03-14,73.08
2019-03-15,73.81
2019-03-18,74.34
2019-03-19,73.75
2019-03-20,73.72
2019-03-21,74.67
2019-03-22,73.07
2019-03-25,73.18
2019-03-26,73.74
2019-03-27,73.43
2019-03-28,74.94
2019-03-29,75.19
2019-04-01,77.1
2019-04-02,76.59
2019-04-03,76.28
2019-04-04,76.15
2019-04-05,76.71
2019-04-08,76.7
2019-04-09,75.57
2019-04-10,75.51
2019-04-11,76.38
2019-04-12,77.0
2019-04-15,76.42
2019-04-16,77.11
2019-04-17,76.77
2019-04-18,76.93
2019-04-22,78.68
2019-04-23,80.33
2019-04-24,79.43
2019-04-25,78.37
2019-04-26,78.98
2019-04-29,78.46
2019-04-30,77.94
2019-05-01,77.59
2019-05-02,76.74
2019-05-03,77.01
2019-05-06,77.01
2019-05-07,78.23
2019-05-08,79.03
2019-05-09,78.63
2019-05-10,78.66
2019-05-13,75.81
2019-05-14,76.49
2019-05-15,76.81
2019-05-16,77.5
2019-05-17,76.54
2019-05-20,76.07
2019-05-21,77.48
2019-05-22,76.78
2019-05-23,75.2
2019-05-24,75.85
2019-05-28,74.71
2019-05-29,73.87
2019-05-30,75.19
2019-05-31,75.29
2019-06-03,76.85
2019-06-04,78.92
2019-06-05,80.04
2019-06-06,79.63
2019-06-07,79.4
2019-06-10,80.14
2019-06-11,78.37
2019-06-12,77.84
2019-06-13,78.33
2019-06-14,78.3
2019-06-17,78.2
2019-06-18,79.86
2019-06-19,80.63
2019-06-20,81.9
2019-06-21,82.31
2019-06-24,81.98
2019-06-25,82.32
2019-06-26,82.81
2019-06-27,84.01
2019-06-28,84.39
