date,WYND
2015-12-07,74.91
2015-12-08,75.22
2015-12-09,75.2
2015-12-10,75.23
2015-12-11,73.1
2015-12-14,73.04
2015-12-15,72.78
2015-12-16,74.2
2015-12-17,72.27
2015-12-18,70.86
2015-12-21,71.13
2015-12-22,72.04
2015-12-23,73.59
2015-12-24,73.29
2015-12-28,73.41
2015-12-29,73.53
2015-12-30,72.88
2015-12-31,72.65
2016-01-04,70.88
2016-01-05,71.44
2016-01-06,69.62
2016-01-07,68.87
2016-01-08,68.66
2016-01-11,69.16
2016-01-12,69.58
2016-01-13,67.4
2016-01-14,66.74
2016-01-15,65.41
2016-01-19,64.74
2016-01-20,64.99
2016-01-21,65.95
2016-01-22,67.06
2016-01-25,63.78
2016-01-26,65.37
2016-01-27,64.61
2016-01-28,63.41
2016-01-29,64.9
2016-02-01,65.05
2016-02-02,62.63
2016-02-03,63.42
2016-02-04,64.6
2016-02-05,62.7
2016-02-08,61.63
2016-02-09,63.21
2016-02-10,64.66
2016-02-11,63.67
2016-02-12,65.59
2016-02-16,67.08
2016-02-17,68.94
2016-02-18,68.71
2016-02-19,69.17
2016-02-22,70.64
2016-02-23,70.26
2016-02-24,70.68
2016-02-25,71.65
2016-02-26,72.58
2016-02-29,72.84
2016-03-01,74.67
2016-03-02,75.03
2016-03-03,75.61
2016-03-04,76.04
2016-03-07,76.24
2016-03-08,74.36
2016-03-09,74.04
2016-03-10,74.0
2016-03-11,76.52
2016-03-14,76.45
2016-03-15,76.09
2016-03-16,77.26
2016-03-17,79.05
2016-03-18,80.79
2016-03-21,77.07
2016-03-22,76.15
2016-03-23,74.73
2016-03-24,74.96
2016-03-28,74.65
2016-03-29,74.94
2016-03-30,76.41
2016-03-31,76.43
2016-04-01,75.39
2016-04-04,75.42
2016-04-05,74.92
2016-04-06,75.5
2016-04-07,74.85
2016-04-08,75.5
2016-04-11,76.44
2016-04-12,76.86
2016-04-13,78.0
2016-04-14,77.8
2016-04-15,77.72
2016-04-18,77.04
2016-04-19,77.29
2016-04-20,77.67
2016-04-21,77.48
2016-04-22,76.17
2016-04-25,76.07
2016-04-26,70.39
2016-04-27,72.54
2016-04-28,71.62
2016-04-29,70.95
2016-05-02,70.93
2016-05-03,70.95
2016-05-04,69.95
2016-05-05,70.48
2016-05-06,70.18
2016-05-09,70.29
2016-05-10,71.72
2016-05-11,69.21
2016-05-12,69.13
2016-05-13,67.35
2016-05-16,68.31
2016-05-17,68.64
2016-05-18,67.66
2016-05-19,66.76
2016-05-20,66.53
2016-05-23,66.37
2016-05-24,66.73
2016-05-25,67.52
2016-05-26,66.62
2016-05-27,67.47
2016-05-31,67.39
2016-06-01,67.55
2016-06-02,68.54
2016-06-03,67.49
2016-06-06,67.92
2016-06-07,68.02
2016-06-08,68.5
2016-06-09,68.38
2016-06-10,67.66
2016-06-13,67.29
2016-06-14,66.8
2016-06-15,68.3
2016-06-16,68.86
2016-06-17,70.12
2016-06-20,70.95
2016-06-21,70.5
2016-06-22,70.29
2016-06-23,71.86
2016-06-24,67.29
2016-06-27,65.4
2016-06-28,67.23
2016-06-29,70.05
2016-06-30,71.23
2016-07-01,71.71
2016-07-05,70.04
2016-07-06,70.43
2016-07-07,71.01
2016-07-08,72.35
2016-07-11,73.6
2016-07-12,75.49
2016-07-13,74.73
2016-07-14,75.5
2016-07-15,75.49
2016-07-18,75.95
2016-07-19,75.51
2016-07-20,75.39
2016-07-21,76.52
2016-07-22,77.22
2016-07-25,77.01
2016-07-26,77.19
2016-07-27,70.64
2016-07-28,71.44
2016-07-29,71.02
2016-08-01,69.69
2016-08-02,69.02
2016-08-03,68.69
2016-08-04,69.04
2016-08-05,69.4
2016-08-08,69.67
2016-08-09,69.45
2016-08-10,69.67
2016-08-11,69.51
2016-08-12,69.38
2016-08-15,70.11
2016-08-16,70.07
2016-08-17,70.86
2016-08-18,71.09
2016-08-19,71.78
2016-08-22,71.59
2016-08-23,71.75
2016-08-24,70.87
2016-08-25,71.17
2016-08-26,70.83
2016-08-29,71.44
2016-08-30,71.45
2016-08-31,70.79
2016-09-01,70.74
2016-09-02,70.7
2016-09-06,70.08
2016-09-07,70.21
2016-09-08,69.51
2016-09-09,66.88
2016-09-12,67.78
2016-09-13,66.81
2016-09-14,67.1
2016-09-15,68.05
2016-09-16,67.78
2016-09-19,67.74
2016-09-20,67.79
2016-09-21,67.93
2016-09-22,68.67
2016-09-23,68.9
2016-09-26,67.15
2016-09-27,67.35
2016-09-28,67.47
2016-09-29,67.06
2016-09-30,67.33
2016-10-03,66.9
2016-10-04,66.82
2016-10-05,66.96
2016-10-06,67.05
2016-10-07,66.94
2016-10-10,67.9
2016-10-11,67.5
2016-10-12,67.63
2016-10-13,67.2
2016-10-14,67.77
2016-10-17,67.35
2016-10-18,68.22
2016-10-19,68.6
2016-10-20,68.65
2016-10-21,67.89
2016-10-24,68.0
2016-10-25,67.86
2016-10-26,63.32
2016-10-27,64.19
2016-10-28,64.98
2016-10-31,65.84
2016-11-01,65.39
2016-11-02,65.04
2016-11-03,64.4
2016-11-04,64.24
2016-11-07,66.41
2016-11-08,67.26
2016-11-09,68.05
2016-11-10,68.94
2016-11-11,69.47
2016-11-14,71.65
2016-11-15,71.62
2016-11-16,71.25
2016-11-17,72.47
2016-11-18,72.26
2016-11-21,73.19
2016-11-22,74.33
2016-11-23,74.51
2016-11-25,74.2
2016-11-28,73.0
2016-11-29,72.86
2016-11-30,71.99
2016-12-01,73.84
2016-12-02,72.32
2016-12-05,73.96
2016-12-06,75.09
2016-12-07,76.93
2016-12-08,77.21
2016-12-09,77.87
2016-12-12,77.2
2016-12-13,76.92
2016-12-14,76.89
2016-12-15,76.76
2016-12-16,77.55
2016-12-19,77.48
2016-12-20,77.49
2016-12-21,77.88
2016-12-22,77.23
2016-12-23,77.23
2016-12-27,77.12
2016-12-28,76.55
2016-12-29,76.72
2016-12-30,76.37
2017-01-03,75.95
2017-01-04,76.3
2017-01-05,76.47
2017-01-06,76.88
2017-01-09,76.78
2017-01-10,76.93
2017-01-11,77.54
2017-01-12,76.76
2017-01-13,77.3
2017-01-17,75.93
2017-01-18,77.15
2017-01-19,77.79
2017-01-20,78.2
2017-01-23,78.61
2017-01-24,79.2
2017-01-25,79.83
2017-01-26,80.33
2017-01-27,79.72
2017-01-30,79.24
2017-01-31,79.06
2017-02-01,79.28
2017-02-02,79.17
2017-02-03,79.88
2017-02-06,80.08
2017-02-07,80.5
2017-02-08,81.05
2017-02-09,81.65
2017-02-10,81.77
2017-02-13,81.75
2017-02-14,81.8
2017-02-15,85.7
2017-02-16,85.79
2017-02-17,84.85
2017-02-21,85.0
2017-02-22,84.16
2017-02-23,83.27
2017-02-24,83.87
2017-02-27,83.95
2017-02-28,83.24
2017-03-01,84.17
2017-03-02,83.06
2017-03-03,82.4
2017-03-06,82.32
2017-03-07,82.19
2017-03-08,82.49
2017-03-09,82.09
2017-03-10,82.65
2017-03-13,83.39
2017-03-14,82.35
2017-03-15,83.22
2017-03-16,84.09
2017-03-17,84.26
2017-03-20,83.96
2017-03-21,82.39
2017-03-22,83.55
2017-03-23,84.03
2017-03-24,84.23
2017-03-27,83.98
2017-03-28,84.36
2017-03-29,84.48
2017-03-30,85.1
2017-03-31,84.29
2017-04-03,84.0
2017-04-04,84.18
2017-04-05,84.35
2017-04-06,85.17
2017-04-07,84.7
2017-04-10,85.39
2017-04-11,85.8
2017-04-12,87.12
2017-04-13,87.35
2017-04-17,87.82
2017-04-18,88.25
2017-04-19,88.99
2017-04-20,89.75
2017-04-21,89.72
2017-04-24,91.79
2017-04-25,92.22
2017-04-26,100.54
2017-04-27,95.89
2017-04-28,95.31
2017-05-01,95.73
2017-05-02,95.98
2017-05-03,95.98
2017-05-04,95.63
2017-05-05,96.07
2017-05-08,95.97
2017-05-09,96.67
2017-05-10,96.41
2017-05-11,96.22
2017-05-12,95.09
2017-05-15,96.24
2017-05-16,95.94
2017-05-17,94.5
2017-05-18,95.62
2017-05-19,95.6
2017-05-22,95.99
2017-05-23,96.88
2017-05-24,97.42
2017-05-25,99.1
2017-05-26,99.63
2017-05-30,100.0
2017-05-31,100.99
2017-06-01,102.84
2017-06-02,102.95
2017-06-05,101.78
2017-06-06,99.67
2017-06-07,99.79
2017-06-08,99.59
2017-06-09,98.9
2017-06-12,99.04
2017-06-13,100.46
2017-06-14,100.94
2017-06-15,100.8
2017-06-16,101.34
2017-06-19,103.24
2017-06-20,102.3
2017-06-21,103.2
2017-06-22,104.12
2017-06-23,104.38
2017-06-26,105.27
2017-06-27,102.55
2017-06-28,103.28
2017-06-29,100.7
2017-06-30,100.41
2017-07-03,100.73
2017-07-05,101.29
2017-07-06,100.1
2017-07-07,100.83
2017-07-10,101.37
2017-07-11,101.38
2017-07-12,102.02
2017-07-13,102.03
2017-07-14,102.1
2017-07-17,102.73
2017-07-18,102.95
2017-07-19,102.49
2017-07-20,102.64
2017-07-21,103.06
2017-07-24,103.07
2017-07-25,104.42
2017-07-26,103.61
2017-07-27,104.08
2017-07-28,103.62
2017-07-31,104.37
2017-08-01,102.26
2017-08-02,103.0
2017-08-03,102.3
2017-08-04,102.26
2017-08-07,103.34
2017-08-08,100.87
2017-08-09,100.31
2017-08-10,97.6
2017-08-11,97.33
2017-08-14,98.71
2017-08-15,99.57
2017-08-16,99.1
2017-08-17,96.15
2017-08-18,96.72
2017-08-21,96.62
2017-08-22,98.71
2017-08-23,97.73
2017-08-24,96.97
2017-08-25,96.99
2017-08-28,96.31
2017-08-29,96.65
2017-08-30,98.32
2017-08-31,99.68
2017-09-01,100.25
2017-09-05,98.6
2017-09-06,97.61
2017-09-07,96.92
2017-09-08,98.47
2017-09-11,99.83
2017-09-12,100.84
2017-09-13,102.5
2017-09-14,102.67
2017-09-15,101.44
2017-09-18,101.47
2017-09-19,101.52
2017-09-20,102.68
2017-09-21,103.19
2017-09-22,105.23
2017-09-25,103.65
2017-09-26,104.88
2017-09-27,104.83
2017-09-28,105.25
2017-09-29,105.41
2017-10-02,106.02
2017-10-03,105.28
2017-10-04,105.9
2017-10-05,106.82
2017-10-06,107.05
2017-10-09,107.9
2017-10-10,108.69
2017-10-11,108.97
2017-10-12,109.67
2017-10-13,110.37
2017-10-16,110.02
2017-10-17,109.63
2017-10-18,109.33
2017-10-19,109.3
2017-10-20,109.0
2017-10-23,108.27
2017-10-24,108.52
2017-10-25,104.41
2017-10-26,106.47
2017-10-27,106.56
2017-10-30,105.74
2017-10-31,106.85
2017-11-01,107.22
2017-11-02,107.46
2017-11-03,108.91
2017-11-06,109.04
2017-11-07,108.68
2017-11-08,109.09
2017-11-09,106.94
2017-11-10,106.07
2017-11-13,106.3
2017-11-14,107.54
2017-11-15,106.48
2017-11-16,108.23
2017-11-17,108.76
2017-11-20,109.53
2017-11-21,110.27
2017-11-22,109.64
2017-11-24,109.07
2017-11-27,108.87
2017-11-28,110.35
2017-11-29,112.27
2017-11-30,112.39
2017-12-01,111.67
2017-12-04,112.21
2017-12-05,112.9
2017-12-06,112.77
2017-12-07,112.77
2017-12-08,113.05
2017-12-11,112.74
2017-12-12,111.98
2017-12-13,111.8
2017-12-14,110.77
2017-12-15,112.61
2017-12-18,114.48
2017-12-19,113.56
2017-12-20,112.83
2017-12-21,113.37
2017-12-22,113.58
2017-12-26,113.91
2017-12-27,115.37
2017-12-28,116.66
2017-12-29,115.87
