date,WBA
2016-03-01,80.35
2016-03-02,79.46
2016-03-03,79.92
2016-03-04,79.45
2016-03-07,79.15
2016-03-08,80.39
2016-03-09,81.6
2016-03-10,80.66
2016-03-11,81.41
2016-03-14,81.52
2016-03-15,81.32
2016-03-16,82.1
2016-03-17,83.3
2016-03-18,83.94
2016-03-21,83.55
2016-03-22,82.8
2016-03-23,82.34
2016-03-24,82.33
2016-03-28,82.79
2016-03-29,83.02
2016-03-30,83.63
2016-03-31,84.24
2016-04-01,86.7
2016-04-04,86.31
2016-04-05,83.36
2016-04-06,83.69
2016-04-07,81.3
2016-04-08,81.37
2016-04-11,81.15
2016-04-12,81.31
2016-04-13,81.08
2016-04-14,81.26
2016-04-15,81.44
2016-04-18,81.25
2016-04-19,81.84
2016-04-20,81.13
2016-04-21,80.56
2016-04-22,80.14
2016-04-25,80.39
2016-04-26,81.31
2016-04-27,81.56
2016-04-28,80.345
2016-04-29,79.28
2016-05-02,80.56
2016-05-03,81.46
2016-05-04,81.49
2016-05-05,81.46
2016-05-06,79.43
2016-05-09,80.89
2016-05-10,80.92
2016-05-11,80.23
2016-05-12,79.87
2016-05-13,78.61
2016-05-16,78.87
2016-05-17,76.48
2016-05-18,76.54
2016-05-19,76.21
2016-05-20,77.22
2016-05-23,76.53
2016-05-24,77.15
2016-05-25,77.63
2016-05-26,76.78
2016-05-27,77.0
2016-05-31,77.4
2016-06-01,78.1
2016-06-02,79.1
2016-06-03,78.68
2016-06-06,78.66
2016-06-07,79.12
2016-06-08,79.44
2016-06-09,79.01
2016-06-10,82.47
2016-06-13,84.36
2016-06-14,84.34
2016-06-15,83.21
2016-06-16,83.15
2016-06-17,82.65
2016-06-20,82.93
2016-06-21,83.2
2016-06-22,83.74
2016-06-23,85.06
2016-06-24,81.78
2016-06-27,79.39
2016-06-28,79.88
2016-06-29,83.19
2016-06-30,83.27
2016-07-01,83.06
2016-07-05,83.52
2016-07-06,81.55
2016-07-07,80.5
2016-07-08,81.8
2016-07-11,82.01
2016-07-12,81.22
2016-07-13,81.77
2016-07-14,83.78
2016-07-15,82.51
2016-07-18,82.78
2016-07-19,82.21
2016-07-20,82.51
2016-07-21,81.7
2016-07-22,81.35
2016-07-25,81.57
2016-07-26,81.33
2016-07-27,79.94
2016-07-28,79.46
2016-07-29,79.25
2016-08-01,79.27
2016-08-02,78.95
2016-08-03,79.6
2016-08-04,79.85
2016-08-05,80.53
2016-08-08,80.63
2016-08-09,80.89
2016-08-10,82.5
2016-08-11,82.91
2016-08-12,83.32
2016-08-15,83.61
2016-08-16,82.8
2016-08-17,82.52
2016-08-18,82.65
2016-08-19,82.59
2016-08-22,82.74
2016-08-23,82.38
2016-08-24,81.47
2016-08-25,80.18
2016-08-26,79.39
2016-08-29,80.35
2016-08-30,80.52
2016-08-31,80.71
2016-09-01,81.54
2016-09-02,82.22
2016-09-06,81.64
2016-09-07,82.88
2016-09-08,84.67
2016-09-09,82.92
2016-09-12,83.57
2016-09-13,82.25
2016-09-14,80.98
2016-09-15,81.4
2016-09-16,81.49
2016-09-19,80.81
2016-09-20,80.64
2016-09-21,80.58
2016-09-22,82.38
2016-09-23,82.05
2016-09-26,80.68
2016-09-27,80.97
2016-09-28,80.66
2016-09-29,79.21
2016-09-30,80.62
2016-10-03,80.38
2016-10-04,80.24
2016-10-05,80.51
2016-10-06,80.3
2016-10-07,79.88
2016-10-10,79.65
2016-10-11,78.08
2016-10-12,78.3
2016-10-13,78.2
2016-10-14,78.31
2016-10-17,78.01
2016-10-18,78.08
2016-10-19,77.18
2016-10-20,81.02
2016-10-21,81.57
2016-10-24,83.11
2016-10-25,82.45
2016-10-26,82.3
2016-10-27,82.16
2016-10-28,81.1
2016-10-31,82.73
2016-11-01,82.46
2016-11-02,81.93
2016-11-03,80.78
2016-11-04,80.35
2016-11-07,81.45
2016-11-08,80.09
2016-11-09,81.54
2016-11-10,80.87
2016-11-11,81.05
2016-11-14,81.76
2016-11-15,83.28
2016-11-16,83.19
2016-11-17,83.99
2016-11-18,83.27
2016-11-21,84.42
2016-11-22,83.92
2016-11-23,84.05
2016-11-25,84.43
2016-11-28,85.35
2016-11-29,85.53
2016-11-30,84.73
2016-12-01,84.22
2016-12-02,85.11
2016-12-05,85.0
2016-12-06,84.71
2016-12-07,84.99
2016-12-08,84.28
2016-12-09,86.39
2016-12-12,86.64
2016-12-13,87.73
2016-12-14,85.74
2016-12-15,85.72
2016-12-16,86.08
2016-12-19,86.06
2016-12-20,86.28
2016-12-21,85.85
2016-12-22,84.27
2016-12-23,84.28
2016-12-27,84.49
2016-12-28,83.59
2016-12-29,83.48
2016-12-30,82.76
2017-01-03,82.96
2017-01-04,82.98
2017-01-05,83.03
2017-01-06,83.1
2017-01-09,82.55
2017-01-10,82.67
2017-01-11,84.43
2017-01-12,83.92
2017-01-13,83.82
2017-01-17,84.22
2017-01-18,84.12
2017-01-19,83.49
2017-01-20,81.72
2017-01-23,81.55
2017-01-24,81.23
2017-01-25,82.03
2017-01-26,81.27
2017-01-27,81.5
2017-01-30,81.48
2017-01-31,81.94
2017-02-01,81.04
2017-02-02,80.59
2017-02-03,80.47
2017-02-06,80.8
2017-02-07,81.43
2017-02-08,81.53
2017-02-09,82.38
2017-02-10,83.31
2017-02-13,83.43
2017-02-14,83.79
2017-02-15,84.25
2017-02-16,85.65
2017-02-17,85.86
2017-02-21,86.41
2017-02-22,86.29
2017-02-23,86.99
2017-02-24,87.61
2017-02-27,87.22
2017-02-28,86.38
2017-03-01,86.77
2017-03-02,86.74
2017-03-03,85.89
2017-03-06,85.88
2017-03-07,85.99
2017-03-08,85.16
2017-03-09,85.31
2017-03-10,85.63
2017-03-13,85.61
2017-03-14,85.4
2017-03-15,85.8
2017-03-16,85.67
2017-03-17,85.91
2017-03-20,84.63
2017-03-21,83.21
2017-03-22,83.03
2017-03-23,82.98
2017-03-24,82.97
2017-03-27,83.56
2017-03-28,83.74
2017-03-29,83.77
2017-03-30,83.31
2017-03-31,83.05
2017-04-03,82.95
2017-04-04,82.5
2017-04-05,81.17
2017-04-06,81.66
2017-04-07,82.33
2017-04-10,82.51
2017-04-11,82.68
2017-04-12,82.57
2017-04-13,82.48
2017-04-17,83.13
2017-04-18,82.82
2017-04-19,83.51
2017-04-20,84.14
2017-04-21,84.03
2017-04-24,84.28
2017-04-25,85.92
2017-04-26,85.92
2017-04-27,85.89
2017-04-28,86.54
2017-05-01,86.46
2017-05-02,85.81
2017-05-03,85.79
2017-05-04,86.05
2017-05-05,85.89
2017-05-08,85.84
2017-05-09,85.98
2017-05-10,85.62
2017-05-11,85.5
2017-05-12,85.25
2017-05-15,84.96
2017-05-16,84.51
2017-05-17,81.73
2017-05-18,81.45
2017-05-19,80.61
2017-05-22,81.34
2017-05-23,81.24
2017-05-24,80.58
2017-05-25,80.75
2017-05-26,81.25
2017-05-30,80.16
2017-05-31,81.02
2017-06-01,82.18
2017-06-02,83.1
2017-06-05,83.38
2017-06-06,81.45
2017-06-07,81.46
2017-06-08,81.47
2017-06-09,80.99
2017-06-12,81.81
2017-06-13,81.8
2017-06-14,82.88
2017-06-15,82.56
2017-06-16,78.44
2017-06-19,79.81
2017-06-20,78.3
2017-06-21,78.12
2017-06-22,76.37
2017-06-23,76.34
2017-06-26,77.53
2017-06-27,77.26
2017-06-28,77.09
2017-06-29,78.37
2017-06-30,78.31
2017-07-03,78.13
2017-07-05,78.64
2017-07-06,77.72
2017-07-07,77.47
2017-07-10,77.16
2017-07-11,77.29
2017-07-12,77.52
2017-07-13,78.01
2017-07-14,78.91
2017-07-17,79.18
2017-07-18,78.67
2017-07-19,79.56
2017-07-20,79.8
2017-07-21,78.9
2017-07-24,79.6
2017-07-25,80.06
2017-07-26,78.68
2017-07-27,78.78
2017-07-28,79.62
2017-07-31,80.67
2017-08-01,81.13
2017-08-02,81.03
2017-08-03,81.05
2017-08-04,81.06
2017-08-07,81.51
2017-08-08,81.08
2017-08-09,81.28
2017-08-10,79.75
2017-08-11,80.72
2017-08-14,81.53
2017-08-15,81.13
2017-08-16,81.26
2017-08-17,80.89
2017-08-18,80.03
2017-08-21,80.6
2017-08-22,81.28
2017-08-23,81.36
2017-08-24,80.5
2017-08-25,81.13
2017-08-28,81.16
2017-08-29,81.42
2017-08-30,81.78
2017-08-31,81.5
2017-09-01,81.22
2017-09-05,81.46
2017-09-06,81.76
2017-09-07,81.56
2017-09-08,81.39
2017-09-11,82.28
2017-09-12,82.74
2017-09-13,82.73
2017-09-14,82.01
2017-09-15,82.5
2017-09-18,82.6
2017-09-19,81.21
2017-09-20,78.84
2017-09-21,78.2
2017-09-22,78.41
2017-09-25,78.96
2017-09-26,79.08
2017-09-27,78.15
2017-09-28,77.52
2017-09-29,77.22
2017-10-02,76.6
2017-10-03,76.79
2017-10-04,75.83
2017-10-05,76.95
2017-10-06,73.2
2017-10-09,70.87
2017-10-10,69.85
2017-10-11,68.92
2017-10-12,69.0
2017-10-13,67.56
2017-10-16,67.31
2017-10-17,67.4
2017-10-18,67.74
2017-10-19,67.2
2017-10-20,68.06
2017-10-23,67.51
2017-10-24,67.29
2017-10-25,69.36
2017-10-26,67.11
2017-10-27,64.48
2017-10-30,66.26
2017-10-31,66.27
2017-11-01,67.01
2017-11-02,66.78
2017-11-03,66.87
2017-11-06,65.94
2017-11-07,67.92
2017-11-08,68.9
2017-11-09,69.54
2017-11-10,70.99
2017-11-13,70.37
2017-11-14,70.59
2017-11-15,70.2
2017-11-16,71.3
2017-11-17,71.25
2017-11-20,70.78
2017-11-21,71.16
2017-11-22,71.33
2017-11-24,70.28
2017-11-27,69.39
2017-11-28,72.24
2017-11-29,71.92
2017-11-30,72.76
2017-12-01,71.45
2017-12-04,71.57
2017-12-05,70.18
2017-12-06,71.05
2017-12-07,69.61
2017-12-08,71.55
2017-12-11,71.88
2017-12-12,72.01
2017-12-13,71.72
2017-12-14,70.36
2017-12-15,71.94
2017-12-18,72.55
2017-12-19,72.19
2017-12-20,72.72
2017-12-21,73.25
2017-12-22,72.71
2017-12-26,73.3
2017-12-27,72.86
2017-12-28,72.94
2017-12-29,72.62
2018-01-02,74.95
2018-01-03,75.51
2018-01-04,71.6
2018-01-05,72.92
2018-01-08,73.85
2018-01-09,73.42
2018-01-10,74.08
2018-01-11,75.38
2018-01-12,76.07
2018-01-16,76.03
2018-01-17,75.78
2018-01-18,76.0
2018-01-19,76.47
2018-01-22,77.4
2018-01-23,77.02
2018-01-24,77.33
2018-01-25,78.27
2018-01-26,79.15
2018-01-29,80.27
2018-01-30,76.13
2018-01-31,75.26
2018-02-01,76.06
2018-02-02,73.56
2018-02-05,70.43
2018-02-06,71.79
2018-02-07,71.53
2018-02-08,68.22
2018-02-09,68.46
2018-02-12,68.46
2018-02-13,68.29
2018-02-14,68.49
2018-02-15,69.78
2018-02-16,70.92
2018-02-20,70.91
2018-02-21,69.63
2018-02-22,69.67
2018-02-23,70.36
2018-02-26,70.6
2018-02-27,69.14
2018-02-28,68.89
2018-03-01,70.2
2018-03-02,70.58
2018-03-05,70.55
2018-03-06,69.79
2018-03-07,69.5
2018-03-08,68.97
2018-03-09,70.6
2018-03-12,70.15
2018-03-13,69.86
2018-03-14,68.55
2018-03-15,67.38
2018-03-16,67.57
2018-03-19,66.62
2018-03-20,66.05
2018-03-21,66.27
2018-03-22,65.83
2018-03-23,65.43
2018-03-26,67.47
2018-03-27,65.96
2018-03-28,67.59
2018-03-29,65.47
2018-04-02,63.1
2018-04-03,63.17
2018-04-04,65.51
2018-04-05,64.65
2018-04-06,63.47
2018-04-09,62.85
2018-04-10,63.76
2018-04-11,64.11
2018-04-12,64.04
2018-04-13,63.82
2018-04-16,66.22
2018-04-17,65.97
2018-04-18,66.26
2018-04-19,65.28
2018-04-20,63.92
2018-04-23,64.6
2018-04-24,65.0
2018-04-25,65.95
2018-04-26,66.74
2018-04-27,67.11
2018-04-30,66.45
2018-05-01,65.42
2018-05-02,63.65
2018-05-03,62.23
2018-05-04,63.81
2018-05-07,62.3
2018-05-08,62.36
2018-05-09,62.94
2018-05-10,63.81
2018-05-11,64.09
2018-05-14,65.1
2018-05-15,64.61
2018-05-16,65.74
2018-05-17,65.99
2018-05-18,64.34
2018-05-21,64.5
2018-05-22,64.23
2018-05-23,63.91
2018-05-24,63.41
2018-05-25,63.53
2018-05-29,62.7
2018-05-30,63.54
2018-05-31,62.39
2018-06-01,62.86
2018-06-04,63.3
2018-06-05,62.89
2018-06-06,63.15
2018-06-07,63.6
2018-06-08,63.4
2018-06-11,64.06
2018-06-12,63.7
2018-06-13,63.91
2018-06-14,64.87
2018-06-15,65.8
2018-06-18,64.15
2018-06-19,64.61
2018-06-20,68.0
2018-06-21,67.79
2018-06-22,67.61
2018-06-25,67.24
2018-06-26,66.57
2018-06-27,66.26
2018-06-28,59.7
2018-06-29,60.02
2018-07-02,61.13
2018-07-03,60.76
2018-07-05,62.38
2018-07-06,63.3
2018-07-09,63.73
2018-07-10,63.2
2018-07-11,63.66
2018-07-12,63.88
2018-07-13,65.17
2018-07-16,65.16
2018-07-17,65.63
2018-07-18,66.16
2018-07-19,64.93
2018-07-20,64.98
2018-07-23,65.34
2018-07-24,65.51
2018-07-25,66.7
2018-07-26,67.54
2018-07-27,68.64
2018-07-30,69.16
2018-07-31,67.62
2018-08-01,66.44
2018-08-02,66.98
2018-08-03,67.22
2018-08-06,67.42
2018-08-07,67.05
2018-08-08,66.49
2018-08-09,66.17
2018-08-10,66.49
2018-08-13,66.48
2018-08-14,68.66
2018-08-15,68.73
2018-08-16,69.62
2018-08-17,69.99
2018-08-20,69.99
2018-08-21,70.25
2018-08-22,69.64
2018-08-23,69.28
2018-08-24,69.21
2018-08-27,69.44
2018-08-28,69.28
2018-08-29,68.66
2018-08-30,67.8
2018-08-31,68.56
2018-09-04,67.62
2018-09-05,68.24
2018-09-06,68.03
2018-09-07,68.19
2018-09-10,68.8
2018-09-11,68.74
2018-09-12,70.38
2018-09-13,70.48
2018-09-14,70.28
2018-09-17,70.45
2018-09-18,70.88
2018-09-19,71.28
2018-09-20,72.89
2018-09-21,73.0
2018-09-24,72.2
2018-09-25,72.21
2018-09-26,72.96
2018-09-27,73.81
2018-09-28,72.9
2018-10-01,72.46
2018-10-02,73.49
2018-10-03,73.8
2018-10-04,73.34
2018-10-05,72.51
2018-10-08,74.15
2018-10-09,73.56
2018-10-10,72.31
2018-10-11,70.9
2018-10-12,73.5
2018-10-15,74.72
2018-10-16,76.28
2018-10-17,76.98
2018-10-18,76.58
2018-10-19,77.35
2018-10-22,77.65
2018-10-23,77.26
2018-10-24,74.2
2018-10-25,75.74
2018-10-26,76.23
2018-10-29,76.82
2018-10-30,78.8
2018-10-31,79.77
2018-11-01,79.9
2018-11-02,79.3
2018-11-05,79.97
2018-11-06,80.6
2018-11-07,81.91
2018-11-08,82.44
2018-11-09,82.39
2018-11-12,81.81
2018-11-13,81.92
2018-11-14,81.52
2018-11-15,82.29
2018-11-16,82.52
2018-11-19,81.92
2018-11-20,79.79
2018-11-21,79.76
2018-11-23,80.81
2018-11-26,81.7
2018-11-27,83.52
2018-11-28,84.64
2018-11-29,84.85
2018-11-30,84.67
2018-12-03,85.69
2018-12-04,82.82
2018-12-06,82.94
2018-12-07,81.19
2018-12-10,81.16
2018-12-11,81.81
2018-12-12,82.44
2018-12-13,82.32
2018-12-14,78.74
2018-12-17,76.22
2018-12-18,75.48
2018-12-19,73.29
2018-12-20,69.61
2018-12-21,67.26
2018-12-24,65.26
2018-12-26,67.72
2018-12-27,68.36
2018-12-28,68.05
2018-12-31,68.33
2019-01-02,68.04
2019-01-03,67.33
2019-01-04,69.57
2019-01-07,69.97
2019-01-08,71.37
2019-01-09,72.23
2019-01-10,72.48
2019-01-11,71.71
2019-01-14,70.65
2019-01-15,71.79
2019-01-16,72.0
2019-01-17,71.99
2019-01-18,72.43
2019-01-22,71.59
2019-01-23,71.71
2019-01-24,71.32
2019-01-25,71.89
2019-01-28,71.58
2019-01-29,71.5
2019-01-30,71.61
2019-01-31,72.26
2019-02-01,71.88
2019-02-04,71.46
2019-02-05,71.31
2019-02-06,71.47
2019-02-07,71.2
2019-02-08,70.12
2019-02-11,70.47
2019-02-12,71.56
2019-02-13,72.43
2019-02-14,72.11
2019-02-15,73.43
2019-02-19,74.43
2019-02-20,71.8
2019-02-21,70.47
2019-02-22,70.43
2019-02-25,71.31
2019-02-26,71.48
2019-02-27,71.37
2019-02-28,71.19
2019-03-01,66.61
2019-03-04,64.74
2019-03-05,63.4
2019-03-06,61.1
2019-03-07,59.79
2019-03-08,59.9
2019-03-11,60.68
2019-03-12,61.0
2019-03-13,61.9
2019-03-14,61.82
2019-03-15,62.63
2019-03-18,63.08
2019-03-19,63.77
2019-03-20,62.79
2019-03-21,63.6
2019-03-22,62.41
2019-03-25,61.69
2019-03-26,61.92
2019-03-27,62.23
2019-03-28,62.51
2019-03-29,63.27
2019-04-01,63.49
2019-04-02,55.36
2019-04-03,54.84
2019-04-04,54.15
2019-04-05,54.69
2019-04-08,55.06
2019-04-09,54.5
2019-04-10,54.51
2019-04-11,53.44
2019-04-12,53.45
2019-04-15,54.24
2019-04-16,54.84
2019-04-17,55.14
2019-04-18,54.63
2019-04-22,54.1
2019-04-23,53.22
2019-04-24,53.47
2019-04-25,52.68
2019-04-26,52.85
2019-04-29,53.56
2019-04-30,53.57
2019-05-01,53.68
2019-05-02,53.79
2019-05-03,54.08
2019-05-06,53.92
2019-05-07,52.94
2019-05-08,53.5
2019-05-09,53.56
2019-05-10,53.42
2019-05-13,52.12
2019-05-14,52.58
2019-05-15,52.74
2019-05-16,52.5
2019-05-17,52.27
2019-05-20,52.26
2019-05-21,52.76
2019-05-22,52.94
2019-05-23,51.61
2019-05-24,51.77
2019-05-28,51.72
2019-05-29,51.13
2019-05-30,50.55
2019-05-31,49.34
2019-06-03,49.91
2019-06-04,51.5
2019-06-05,50.8
2019-06-06,50.98
2019-06-07,51.97
2019-06-10,52.29
2019-06-11,52.88
2019-06-12,52.12
2019-06-13,52.89
2019-06-14,52.57
2019-06-17,52.81
2019-06-18,52.8
2019-06-19,52.9
2019-06-20,52.88
2019-06-21,52.45
2019-06-24,51.95
2019-06-25,52.95
2019-06-26,52.38
2019-06-27,54.52
2019-06-28,54.67
2019-07-01,54.65
2019-07-02,54.96
2019-07-03,55.19
2019-07-05,55.19
2019-07-08,55.43
2019-07-09,55.5
2019-07-10,55.57
2019-07-11,55.62
2019-07-12,55.74
2019-07-15,55.89
2019-07-16,55.81
2019-07-17,54.52
2019-07-18,54.82
2019-07-19,54.44
2019-07-22,53.94
2019-07-23,54.65
2019-07-24,55.2
2019-07-25,54.76
2019-07-26,55.05
2019-07-29,55.12
2019-07-30,55.4
2019-07-31,54.49
2019-08-01,54.07
2019-08-02,53.68
2019-08-05,51.87
2019-08-06,51.45
2019-08-07,52.48
2019-08-08,53.02
2019-08-09,52.79
2019-08-12,52.0
2019-08-13,53.07
2019-08-14,50.41
2019-08-15,49.29
2019-08-16,50.48
2019-08-19,51.16
2019-08-20,50.67
2019-08-21,50.9
2019-08-22,50.95
2019-08-23,49.32
2019-08-26,50.04
2019-08-27,49.45
2019-08-28,49.95
2019-08-29,50.4
2019-08-30,51.19
2019-09-03,50.43
2019-09-04,51.43
2019-09-05,52.33
2019-09-06,52.56
2019-09-09,55.59
2019-09-10,56.88
2019-09-11,58.06
2019-09-12,55.56
2019-09-13,55.99
2019-09-16,55.34
2019-09-17,54.84
2019-09-18,54.41
2019-09-19,54.57
2019-09-20,55.0
2019-09-23,54.32
2019-09-24,53.63
2019-09-25,54.36
2019-09-26,54.08
2019-09-27,54.41
2019-09-30,55.31
2019-10-01,54.7
2019-10-02,52.83
2019-10-03,52.6
2019-10-04,52.97
2019-10-07,52.76
2019-10-08,52.09
2019-10-09,52.08
2019-10-10,52.93
2019-10-11,53.99
2019-10-14,53.67
2019-10-15,54.52
2019-10-16,54.66
2019-10-17,55.94
2019-10-18,55.3
2019-10-21,54.59
2019-10-22,55.32
2019-10-23,54.56
2019-10-24,54.45
2019-10-25,55.42
2019-10-28,55.8
2019-10-29,56.27
2019-10-30,55.86
2019-10-31,54.78
2019-11-01,57.38
2019-11-04,59.65
2019-11-05,61.21
2019-11-06,59.49
2019-11-07,58.67
2019-11-08,59.24
2019-11-11,62.25
2019-11-12,62.72
2019-11-13,62.25
2019-11-14,61.94
2019-11-15,62.14
2019-11-18,61.94
2019-11-19,61.45
2019-11-20,61.34
2019-11-21,60.62
2019-11-22,60.6
2019-11-25,60.67
2019-11-26,59.63
2019-11-27,60.11
2019-11-29,59.6
2019-12-02,59.27
2019-12-03,58.99
2019-12-04,58.91
2019-12-05,59.1
2019-12-06,58.63
2019-12-09,58.71
2019-12-10,58.41
2019-12-11,58.01
2019-12-12,58.58
2019-12-13,57.88
2019-12-16,57.8
2019-12-17,57.09
2019-12-18,57.2
2019-12-19,57.75
2019-12-20,58.39
2019-12-23,58.57
2019-12-24,58.35
2019-12-26,58.9
2019-12-27,59.02
2019-12-30,58.91
2019-12-31,58.96
2020-01-02,59.08
2020-01-03,59.08
2020-01-06,59.59
2020-01-07,59.29
2020-01-08,55.83
2020-01-09,54.68
2020-01-10,54.22
2020-01-13,54.06
2020-01-14,54.62
2020-01-15,54.43
2020-01-16,54.42
2020-01-17,54.41
2020-01-21,53.87
2020-01-22,53.42
2020-01-23,53.3
2020-01-24,52.04
2020-01-27,52.23
2020-01-28,52.78
2020-01-29,52.28
2020-01-30,51.95
2020-01-31,50.85
2020-02-03,50.95
2020-02-04,52.34
2020-02-05,52.98
2020-02-06,53.49
2020-02-07,53.24
2020-02-10,53.42
2020-02-11,52.99
2020-02-12,54.47
2020-02-13,53.57
2020-02-14,52.85
2020-02-18,51.86
2020-02-19,52.07
2020-02-20,51.87
2020-02-21,51.45
2020-02-24,49.03
2020-02-25,47.51
2020-02-26,47.67
2020-02-27,46.24
2020-02-28,45.76
2020-03-02,48.11
2020-03-03,46.12
2020-03-04,48.69
2020-03-05,48.78
2020-03-06,50.51
2020-03-09,48.44
2020-03-10,49.16
2020-03-11,46.07
2020-03-12,41.02
2020-03-13,46.19
2020-03-16,45.08
2020-03-17,49.6
2020-03-18,52.81
2020-03-19,48.55
2020-03-20,46.42
2020-03-23,43.61
2020-03-24,45.25
2020-03-25,41.44
2020-03-26,45.67
2020-03-27,44.0
2020-03-30,45.16
2020-03-31,45.75
2020-04-01,43.03
2020-04-02,40.32
2020-04-03,40.72
2020-04-06,42.63
2020-04-07,42.81
2020-04-08,43.09
2020-04-09,43.98
2020-04-13,44.11
2020-04-14,46.38
2020-04-15,43.44
2020-04-16,43.23
2020-04-17,44.5
2020-04-20,42.85
2020-04-21,42.55
2020-04-22,43.31
2020-04-23,43.5
2020-04-24,43.74
2020-04-27,44.43
2020-04-28,44.65
2020-04-29,45.36
2020-04-30,43.29
2020-05-01,41.66
2020-05-04,42.45
2020-05-05,42.02
2020-05-06,41.2
2020-05-07,40.66
2020-05-08,41.67
2020-05-11,41.71
2020-05-12,40.53
2020-05-13,38.35
2020-05-14,38.85
2020-05-15,38.4
2020-05-18,40.86
2020-05-19,39.77
2020-05-20,40.14
2020-05-21,39.75
2020-05-22,39.6
2020-05-26,42.16
2020-05-27,42.97
2020-05-28,41.83
2020-05-29,42.94
2020-06-01,43.3
2020-06-02,43.55
2020-06-03,43.61
2020-06-04,44.2
2020-06-05,45.35
2020-06-08,47.02
2020-06-09,45.28
2020-06-10,44.28
2020-06-11,40.75
2020-06-12,41.4
2020-06-15,41.49
2020-06-16,42.15
2020-06-17,42.15
2020-06-18,41.98
2020-06-19,44.13
2020-06-22,43.24
2020-06-23,42.81
2020-06-24,41.17
2020-06-25,42.04
2020-06-26,41.17
2020-06-29,42.32
2020-06-30,42.39
2020-07-01,40.88
2020-07-02,41.98
2020-07-06,43.16
2020-07-07,42.22
2020-07-08,42.29
2020-07-09,39.01
2020-07-10,40.12
2020-07-13,39.58
2020-07-14,40.11
2020-07-15,40.68
2020-07-16,41.35
2020-07-17,41.42
