date,SNI
2016-12-06,70.36
2016-12-07,72.17
2016-12-08,72.94
2016-12-09,71.72
2016-12-12,70.42
2016-12-13,71.22
2016-12-14,71.54
2016-12-15,70.46
2016-12-16,70.3
2016-12-19,70.75
2016-12-20,72.68
2016-12-21,72.13
2016-12-22,72.6
2016-12-23,72.51
2016-12-27,72.73
2016-12-28,72.03
2016-12-29,71.79
2016-12-30,71.37
2017-01-03,72.37
2017-01-04,74.49
2017-01-05,74.68
2017-01-06,74.38
2017-01-09,74.76
2017-01-10,74.29
2017-01-11,74.41
2017-01-12,75.4
2017-01-13,75.29
2017-01-17,75.02
2017-01-18,75.34
2017-01-19,74.36
2017-01-20,74.14
2017-01-23,74.63
2017-01-24,74.7
2017-01-25,75.0
2017-01-26,76.96
2017-01-27,76.27
2017-01-30,76.3
2017-01-31,76.16
2017-02-01,75.84
2017-02-02,75.72
2017-02-03,76.12
2017-02-06,75.51
2017-02-07,75.52
2017-02-08,75.19
2017-02-09,77.23
2017-02-10,77.83
2017-02-13,77.47
2017-02-14,76.9
2017-02-15,77.18
2017-02-16,77.1
2017-02-17,76.04
2017-02-21,81.5
2017-02-22,82.46
2017-02-23,81.7
2017-02-24,80.76
2017-02-27,80.71
2017-02-28,80.77
2017-03-01,79.99
2017-03-02,78.96
2017-03-03,78.52
2017-03-06,78.2
2017-03-07,78.34
2017-03-08,78.54
2017-03-09,79.14
2017-03-10,79.37
2017-03-13,78.99
2017-03-14,78.5
2017-03-15,79.76
2017-03-16,79.48
2017-03-17,79.14
2017-03-20,79.11
2017-03-21,78.29
2017-03-22,78.3
2017-03-23,78.25
2017-03-24,78.55
2017-03-27,78.53
2017-03-28,78.34
2017-03-29,78.62
2017-03-30,78.67
2017-03-31,78.37
2017-04-03,77.39
2017-04-04,78.18
2017-04-05,77.78
2017-04-06,77.72
2017-04-07,77.13
2017-04-10,77.21
2017-04-11,76.64
2017-04-12,75.43
2017-04-13,74.28
2017-04-17,74.82
2017-04-18,74.51
2017-04-19,75.25
2017-04-20,75.6
2017-04-21,75.15
2017-04-24,75.49
2017-04-25,75.96
2017-04-26,76.49
2017-04-27,75.64
2017-04-28,74.72
2017-05-01,73.6
2017-05-02,71.87
2017-05-03,68.4
2017-05-04,70.2
2017-05-05,72.5
2017-05-08,71.01
2017-05-09,69.79
2017-05-10,69.33
2017-05-11,68.76
2017-05-12,68.37
2017-05-15,68.28
2017-05-16,67.68
2017-05-17,66.5
2017-05-18,66.62
2017-05-19,68.05
2017-05-22,68.23
2017-05-23,67.48
2017-05-24,66.9
2017-05-25,67.21
2017-05-26,66.7
2017-05-30,66.82
2017-05-31,66.22
2017-06-01,66.84
2017-06-02,65.94
2017-06-05,65.89
2017-06-06,66.28
2017-06-07,66.73
2017-06-08,66.35
2017-06-09,67.2
2017-06-12,68.43
2017-06-13,67.47
2017-06-14,66.76
2017-06-15,67.66
2017-06-16,67.35
2017-06-19,67.48
2017-06-20,66.15
2017-06-21,66.39
2017-06-22,66.61
2017-06-23,67.4
2017-06-26,68.56
2017-06-27,68.43
2017-06-28,69.45
2017-06-29,68.54
2017-06-30,68.31
2017-07-03,68.47
2017-07-05,68.61
2017-07-06,67.47
2017-07-07,67.16
2017-07-10,67.31
2017-07-11,67.43
2017-07-12,67.14
2017-07-13,67.18
2017-07-14,67.74
2017-07-17,68.22
2017-07-18,67.02
2017-07-19,76.89
2017-07-20,79.01
2017-07-21,78.75
2017-07-24,78.09
2017-07-25,81.45
2017-07-26,84.07
2017-07-27,86.41
2017-07-28,86.91
2017-07-31,87.41
2017-08-01,87.57
2017-08-02,87.97
2017-08-03,88.05
2017-08-04,87.29
2017-08-07,87.66
2017-08-08,87.8
2017-08-09,87.26
2017-08-10,86.83
2017-08-11,86.66
2017-08-14,86.75
2017-08-15,86.15
2017-08-16,85.85
2017-08-17,85.58
2017-08-18,85.67
2017-08-21,85.7
2017-08-22,85.75
2017-08-23,85.81
2017-08-24,85.86
2017-08-25,86.22
2017-08-28,86.01
2017-08-29,85.95
2017-08-30,85.5
2017-08-31,85.65
2017-09-01,85.65
2017-09-05,85.21
2017-09-06,85.45
2017-09-07,85.24
2017-09-08,85.47
2017-09-11,85.24
2017-09-12,85.2
2017-09-13,85.24
2017-09-14,85.34
2017-09-15,86.01
2017-09-18,85.66
2017-09-19,85.81
2017-09-20,85.75
2017-09-21,86.08
2017-09-22,86.04
2017-09-25,86.03
2017-09-26,85.88
2017-09-27,86.05
2017-09-28,85.8
2017-09-29,85.89
2017-10-02,86.11
2017-10-03,86.14
2017-10-04,86.28
2017-10-05,86.07
2017-10-06,86.02
2017-10-09,85.73
2017-10-10,85.46
2017-10-11,84.75
2017-10-12,83.84
2017-10-13,83.82
2017-10-16,83.37
2017-10-17,83.24
2017-10-18,83.77
2017-10-19,84.5
2017-10-20,84.5
2017-10-23,83.54
2017-10-24,83.69
2017-10-25,83.51
2017-10-26,83.63
2017-10-27,83.41
2017-10-30,83.43
2017-10-31,83.28
2017-11-01,83.52
2017-11-02,80.97
2017-11-03,79.61
2017-11-06,80.13
2017-11-07,80.39
2017-11-08,78.85
2017-11-09,78.33
2017-11-10,79.18
2017-11-13,78.88
2017-11-14,78.07
2017-11-15,79.11
2017-11-16,79.81
2017-11-17,80.62
2017-11-20,80.3
2017-11-21,80.1
2017-11-22,80.81
2017-11-24,80.37
2017-11-27,79.73
2017-11-28,80.5
2017-11-29,81.37
2017-11-30,81.84
2017-12-01,82.3
2017-12-04,83.37
2017-12-05,81.98
2017-12-06,81.51
2017-12-07,81.67
2017-12-08,81.85
2017-12-11,81.81
2017-12-12,81.66
2017-12-13,81.56
2017-12-14,81.44
2017-12-15,83.21
2017-12-18,83.39
2017-12-19,83.77
2017-12-20,83.85
2017-12-21,85.71
2017-12-22,85.35
2017-12-26,85.68
2017-12-27,85.25
2017-12-28,85.48
2017-12-29,85.38
