date,PDCO
2017-10-04,38.5
2017-10-05,38.5
2017-10-06,37.87
2017-10-09,37.64
2017-10-10,36.9
2017-10-11,36.95
2017-10-12,37.23
2017-10-13,37.41
2017-10-16,37.78
2017-10-17,37.89
2017-10-18,38.13
2017-10-19,38.8
2017-10-20,39.37
2017-10-23,39.21
2017-10-24,39.86
2017-10-25,39.75
2017-10-26,39.5
2017-10-27,36.72
2017-10-30,36.35
2017-10-31,37.0
2017-11-01,36.12
2017-11-02,35.97
2017-11-03,36.15
2017-11-06,34.99
2017-11-07,34.92
2017-11-08,34.07
2017-11-09,34.03
2017-11-10,33.38
2017-11-13,33.57
2017-11-14,33.53
2017-11-15,34.45
2017-11-16,36.07
2017-11-17,36.04
2017-11-20,34.82
2017-11-21,34.8
2017-11-22,35.29
2017-11-24,35.27
2017-11-27,36.06
2017-11-28,36.33
2017-11-29,36.95
2017-11-30,36.55
2017-12-01,35.41
2017-12-04,37.3
2017-12-05,36.32
2017-12-06,34.81
2017-12-07,35.21
2017-12-08,35.47
2017-12-11,35.51
2017-12-12,35.79
2017-12-13,35.99
2017-12-14,35.12
2017-12-15,36.5
2017-12-18,36.71
2017-12-19,37.43
2017-12-20,36.51
2017-12-21,36.31
2017-12-22,36.25
2017-12-26,36.24
2017-12-27,36.38
2017-12-28,36.42
2017-12-29,36.13
