date,CERN
2016-05-20,54.56
2016-05-23,54.14
2016-05-24,55.04
2016-05-25,55.31
2016-05-26,54.98
2016-05-27,55.28
2016-05-31,55.61
2016-06-01,55.62
2016-06-02,55.61
2016-06-03,55.22
2016-06-06,55.2
2016-06-07,56.97
2016-06-08,57.09
2016-06-09,56.96
2016-06-10,55.61
2016-06-13,55.72
2016-06-14,55.5
2016-06-15,54.51
2016-06-16,54.36
2016-06-17,53.85
2016-06-20,53.75
2016-06-21,54.81
2016-06-22,55.28
2016-06-23,56.89
2016-06-24,55.13
2016-06-27,53.71
2016-06-28,55.08
2016-06-29,57.48
2016-06-30,58.6
2016-07-01,58.91
2016-07-05,58.26
2016-07-06,58.79
2016-07-07,59.61
2016-07-08,60.62
2016-07-11,60.1
2016-07-12,60.74
2016-07-13,60.36
2016-07-14,60.8
2016-07-15,60.58
2016-07-18,60.89
2016-07-19,60.63
2016-07-20,62.04
2016-07-21,61.99
2016-07-22,61.95
2016-07-25,62.07
2016-07-26,62.25
2016-07-27,61.95
2016-07-28,62.24
2016-07-29,62.39
2016-08-01,62.22
2016-08-02,61.95
2016-08-03,66.3
2016-08-04,66.3
2016-08-05,66.87
2016-08-08,67.33
2016-08-09,66.91
2016-08-10,66.94
2016-08-11,67.06
2016-08-12,66.45
2016-08-15,66.61
2016-08-16,65.98
2016-08-17,65.36
2016-08-18,65.15
2016-08-19,64.71
2016-08-22,64.62
2016-08-23,64.6
2016-08-24,64.5
2016-08-25,64.47
2016-08-26,64.64
2016-08-29,65.0
2016-08-30,64.75
2016-08-31,64.54
2016-09-01,65.01
2016-09-02,64.77
2016-09-06,64.96
2016-09-07,65.0
2016-09-08,64.14
2016-09-09,62.22
2016-09-12,62.81
2016-09-13,61.94
2016-09-14,62.19
2016-09-15,62.77
2016-09-16,62.02
2016-09-19,61.48
2016-09-20,62.11
2016-09-21,62.37
2016-09-22,62.98
2016-09-23,62.75
2016-09-26,61.94
2016-09-27,62.15
2016-09-28,62.45
2016-09-29,61.53
2016-09-30,61.75
2016-10-03,61.42
2016-10-04,60.92
2016-10-05,61.25
2016-10-06,60.86
2016-10-07,61.13
2016-10-10,61.79
2016-10-11,60.73
2016-10-12,61.02
2016-10-13,61.26
2016-10-14,60.95
2016-10-17,60.83
2016-10-18,61.15
2016-10-19,60.67
2016-10-20,61.0
2016-10-21,58.46
2016-10-24,59.33
2016-10-25,58.9
2016-10-26,58.24
2016-10-27,57.76
2016-10-28,58.4
2016-10-31,58.58
2016-11-01,57.34
2016-11-02,53.15
2016-11-03,52.81
2016-11-04,52.32
2016-11-07,52.65
2016-11-08,52.65
2016-11-09,50.8
2016-11-10,49.46
2016-11-11,48.47
2016-11-14,48.68
2016-11-15,49.2
2016-11-16,48.93
2016-11-17,49.59
2016-11-18,49.53
2016-11-21,50.51
2016-11-22,50.06
2016-11-23,50.51
2016-11-25,50.49
2016-11-28,50.87
2016-11-29,49.77
2016-11-30,49.78
2016-12-01,47.98
2016-12-02,47.85
2016-12-05,48.35
2016-12-06,47.55
2016-12-07,48.0
2016-12-08,48.08
2016-12-09,48.4
2016-12-12,48.89
2016-12-13,48.21
2016-12-14,48.01
2016-12-15,49.15
2016-12-16,48.92
2016-12-19,48.69
2016-12-20,48.5
2016-12-21,48.54
2016-12-22,47.81
2016-12-23,48.04
2016-12-27,48.28
2016-12-28,47.47
2016-12-29,47.92
2016-12-30,47.37
2017-01-03,49.4
2017-01-04,47.93
2017-01-05,47.65
2017-01-06,47.55
2017-01-09,47.99
2017-01-10,49.27
2017-01-11,50.51
2017-01-12,51.31
2017-01-13,51.35
2017-01-17,52.54
2017-01-18,52.29
2017-01-19,51.64
2017-01-20,51.87
2017-01-23,50.79
2017-01-24,51.22
2017-01-25,52.27
2017-01-26,52.43
2017-01-27,53.02
2017-01-30,52.94
2017-01-31,53.71
2017-02-01,53.86
2017-02-02,53.62
2017-02-03,53.66
2017-02-06,54.05
2017-02-07,53.6
2017-02-08,52.93
2017-02-09,53.88
2017-02-10,51.5
2017-02-13,52.52
2017-02-14,54.55
2017-02-15,55.07
2017-02-16,55.61
2017-02-17,56.15
2017-02-21,55.27
2017-02-22,55.37
2017-02-23,55.39
2017-02-24,55.61
2017-02-27,55.35
2017-02-28,55.04
2017-03-01,55.45
2017-03-02,55.57
2017-03-03,55.74
2017-03-06,55.08
2017-03-07,54.97
2017-03-08,54.37
2017-03-09,54.77
2017-03-10,55.24
2017-03-13,55.48
2017-03-14,55.09
2017-03-15,55.71
2017-03-16,56.35
2017-03-17,56.61
2017-03-20,56.57
2017-03-21,56.81
2017-03-22,56.4
2017-03-23,56.53
2017-03-24,57.77
2017-03-27,59.29
2017-03-28,59.26
2017-03-29,59.14
2017-03-30,59.17
2017-03-31,58.85
2017-04-03,59.0
2017-04-04,59.15
2017-04-05,59.06
2017-04-06,59.49
2017-04-07,59.6
2017-04-10,59.24
2017-04-11,59.64
2017-04-12,58.77
2017-04-13,58.61
2017-04-17,58.78
2017-04-18,58.31
2017-04-19,58.67
2017-04-20,59.35
2017-04-21,58.97
2017-04-24,59.29
2017-04-25,59.45
2017-04-26,59.53
2017-04-27,60.06
2017-04-28,64.75
2017-05-01,65.27
2017-05-02,65.28
2017-05-03,64.28
2017-05-04,64.12
2017-05-05,64.89
2017-05-08,64.61
2017-05-09,64.85
2017-05-10,64.73
2017-05-11,64.75
2017-05-12,64.36
2017-05-15,64.29
2017-05-16,64.83
2017-05-17,63.66
2017-05-18,63.82
2017-05-19,64.1
2017-05-22,64.58
2017-05-23,64.67
2017-05-24,64.36
2017-05-25,65.1
2017-05-26,64.95
2017-05-30,65.43
2017-05-31,65.35
2017-06-01,66.7
2017-06-02,67.42
2017-06-05,67.91
2017-06-06,68.23
2017-06-07,68.17
2017-06-08,68.11
2017-06-09,66.28
2017-06-12,65.79
2017-06-13,66.47
2017-06-14,65.95
2017-06-15,65.93
2017-06-16,66.04
2017-06-19,67.34
2017-06-20,66.85
2017-06-21,67.15
2017-06-22,67.34
2017-06-23,68.32
2017-06-26,67.31
2017-06-27,66.34
2017-06-28,67.15
2017-06-29,66.13
2017-06-30,66.47
2017-07-03,65.5
2017-07-05,66.58
2017-07-06,65.03
2017-07-07,65.74
2017-07-10,65.34
2017-07-11,65.31
2017-07-12,65.71
2017-07-13,65.22
2017-07-14,65.83
2017-07-17,66.23
2017-07-18,66.16
2017-07-19,65.57
2017-07-20,65.46
2017-07-21,65.38
2017-07-24,65.74
2017-07-25,65.55
2017-07-26,64.62
2017-07-27,63.52
2017-07-28,64.6
2017-07-31,64.37
2017-08-01,64.81
2017-08-02,64.08
2017-08-03,63.58
2017-08-04,63.08
2017-08-07,63.38
2017-08-08,63.16
2017-08-09,62.49
2017-08-10,61.6
2017-08-11,62.11
2017-08-14,62.91
2017-08-15,63.44
2017-08-16,63.96
2017-08-17,63.36
2017-08-18,64.25
2017-08-21,64.93
2017-08-22,65.37
2017-08-23,64.77
2017-08-24,65.05
2017-08-25,65.25
2017-08-28,64.63
2017-08-29,65.27
2017-08-30,66.13
2017-08-31,67.78
2017-09-01,68.28
2017-09-05,67.55
2017-09-06,67.63
2017-09-07,69.0
2017-09-08,69.35
2017-09-11,70.49
2017-09-12,70.98
2017-09-13,70.51
2017-09-14,71.94
2017-09-15,71.48
2017-09-18,69.3
2017-09-19,69.66
2017-09-20,69.7
2017-09-21,69.48
2017-09-22,69.63
2017-09-25,69.39
2017-09-26,69.87
2017-09-27,71.07
2017-09-28,70.78
2017-09-29,71.32
2017-10-02,72.33
2017-10-03,72.05
2017-10-04,71.79
2017-10-05,71.56
2017-10-06,71.52
2017-10-09,71.44
2017-10-10,71.41
2017-10-11,71.52
2017-10-12,71.75
2017-10-13,73.57
2017-10-16,72.08
2017-10-17,72.51
2017-10-18,72.69
2017-10-19,72.8
2017-10-20,73.01
2017-10-23,72.45
2017-10-24,72.38
2017-10-25,71.8
2017-10-26,71.32
2017-10-27,65.31
2017-10-30,66.46
2017-10-31,67.52
2017-11-01,65.49
2017-11-02,65.47
2017-11-03,65.43
2017-11-06,65.71
2017-11-07,65.92
2017-11-08,66.28
2017-11-09,65.48
2017-11-10,65.31
2017-11-13,65.47
2017-11-14,65.07
2017-11-15,64.78
2017-11-16,65.54
2017-11-17,65.4
2017-11-20,65.73
2017-11-21,66.68
2017-11-22,70.03
2017-11-24,70.57
2017-11-27,69.52
2017-11-28,69.75
2017-11-29,69.77
2017-11-30,70.69
2017-12-01,70.17
2017-12-04,69.79
2017-12-05,70.09
2017-12-06,69.58
2017-12-07,69.94
2017-12-08,70.42
2017-12-11,70.13
2017-12-12,70.36
2017-12-13,69.66
2017-12-14,68.57
2017-12-15,69.42
2017-12-18,68.98
2017-12-19,68.63
2017-12-20,68.52
2017-12-21,67.89
2017-12-22,67.38
2017-12-26,67.68
2017-12-27,67.61
2017-12-28,67.93
2017-12-29,67.39
2018-01-02,68.57
2018-01-03,69.07
2018-01-04,69.01
2018-01-05,70.53
2018-01-08,70.59
2018-01-09,71.7
2018-01-10,72.35
2018-01-11,72.64
2018-01-12,72.9
2018-01-16,70.62
2018-01-17,70.28
2018-01-18,69.49
2018-01-19,68.91
2018-01-22,69.13
2018-01-23,69.19
2018-01-24,67.7
2018-01-25,68.05
2018-01-26,68.6
2018-01-29,68.73
2018-01-30,69.36
2018-01-31,69.13
2018-02-01,68.29
2018-02-02,66.39
2018-02-05,63.41
2018-02-06,63.99
2018-02-07,63.48
2018-02-08,61.22
2018-02-09,61.31
2018-02-12,62.49
2018-02-13,62.49
2018-02-14,62.22
2018-02-15,64.4
2018-02-16,64.22
2018-02-20,63.0
2018-02-21,63.37
2018-02-22,62.91
2018-02-23,64.53
2018-02-26,64.25
2018-02-27,63.95
2018-02-28,64.16
2018-03-01,62.37
2018-03-02,62.94
2018-03-05,64.33
2018-03-06,64.98
2018-03-07,65.04
2018-03-08,63.66
2018-03-09,64.91
2018-03-12,64.64
2018-03-13,63.05
2018-03-14,62.04
2018-03-15,61.78
2018-03-16,61.26
2018-03-19,60.39
2018-03-20,59.44
2018-03-21,59.86
2018-03-22,57.47
2018-03-23,56.51
2018-03-26,57.77
2018-03-27,57.65
2018-03-28,58.64
2018-03-29,58.0
2018-04-02,57.1
2018-04-03,56.64
2018-04-04,57.71
2018-04-05,58.12
2018-04-06,56.42
2018-04-09,56.57
2018-04-10,56.74
2018-04-11,56.88
2018-04-12,57.17
2018-04-13,56.91
2018-04-16,57.94
2018-04-17,59.04
2018-04-18,59.29
2018-04-19,58.92
2018-04-20,58.23
2018-04-23,58.56
2018-04-24,57.94
2018-04-25,58.34
2018-04-26,58.99
2018-04-27,59.43
2018-04-30,58.25
2018-05-01,58.81
2018-05-02,57.94
2018-05-03,55.09
2018-05-04,57.24
2018-05-07,58.06
2018-05-08,58.76
2018-05-09,59.35
2018-05-10,60.27
2018-05-11,60.83
2018-05-14,59.05
2018-05-15,58.3
2018-05-16,59.97
2018-05-17,60.62
2018-05-18,61.34
2018-05-21,60.75
2018-05-22,59.72
2018-05-23,59.47
2018-05-24,59.44
2018-05-25,59.94
2018-05-29,59.47
2018-05-30,60.17
2018-05-31,59.68
2018-06-01,59.73
2018-06-04,59.75
2018-06-05,60.39
2018-06-06,61.31
2018-06-07,60.25
2018-06-08,60.69
2018-06-11,60.71
2018-06-12,60.66
2018-06-13,60.26
2018-06-14,61.08
2018-06-15,61.87
2018-06-18,61.37
2018-06-19,61.37
2018-06-20,61.06
2018-06-21,59.93
2018-06-22,59.81
2018-06-25,59.19
2018-06-26,59.66
2018-06-27,58.86
2018-06-28,59.76
2018-06-29,59.79
2018-07-02,61.16
2018-07-03,61.43
2018-07-05,62.7
2018-07-06,62.96
2018-07-09,63.71
2018-07-10,60.76
2018-07-11,60.24
2018-07-12,60.99
2018-07-13,61.47
2018-07-16,61.03
2018-07-17,60.98
2018-07-18,60.67
2018-07-19,60.76
2018-07-20,60.45
2018-07-23,60.8
2018-07-24,60.53
2018-07-25,61.05
2018-07-26,61.29
2018-07-27,61.13
2018-07-30,60.95
2018-07-31,62.08
2018-08-01,61.92
2018-08-02,62.97
2018-08-03,66.85
2018-08-06,67.08
2018-08-07,65.95
2018-08-08,66.37
2018-08-09,66.29
2018-08-10,65.18
2018-08-13,64.28
2018-08-14,64.32
2018-08-15,63.51
2018-08-16,64.86
2018-08-17,65.29
2018-08-20,65.43
2018-08-21,65.72
2018-08-22,65.49
2018-08-23,65.27
2018-08-24,65.42
2018-08-27,65.63
2018-08-28,65.56
2018-08-29,65.76
2018-08-30,65.15
2018-08-31,65.11
2018-09-04,64.58
2018-09-05,64.71
2018-09-06,64.89
2018-09-07,64.23
2018-09-10,63.22
2018-09-11,63.57
2018-09-12,64.78
2018-09-13,65.18
2018-09-14,64.94
2018-09-17,64.2
2018-09-18,64.38
2018-09-19,63.99
2018-09-20,64.31
2018-09-21,63.82
2018-09-24,63.78
2018-09-25,63.97
2018-09-26,64.19
2018-09-27,64.21
2018-09-28,64.41
2018-10-01,64.05
2018-10-02,64.25
2018-10-03,64.72
2018-10-04,64.52
2018-10-05,64.48
2018-10-08,63.72
2018-10-09,63.57
2018-10-10,62.96
2018-10-11,61.6
2018-10-12,62.12
2018-10-15,62.43
2018-10-16,64.37
2018-10-17,64.23
2018-10-18,62.74
2018-10-19,62.98
2018-10-22,62.98
2018-10-23,63.51
2018-10-24,61.82
2018-10-25,62.32
2018-10-26,55.55
2018-10-29,58.4
2018-10-30,57.45
2018-10-31,57.28
2018-11-01,57.44
2018-11-02,56.72
2018-11-05,56.65
2018-11-06,57.6
2018-11-07,58.54
2018-11-08,58.05
2018-11-09,57.57
2018-11-12,56.76
2018-11-13,56.41
2018-11-14,56.5
2018-11-15,57.27
2018-11-16,57.89
2018-11-19,56.25
2018-11-20,56.29
2018-11-21,56.59
2018-11-23,56.91
2018-11-26,57.93
2018-11-27,57.95
2018-11-28,58.4
2018-11-29,57.35
2018-11-30,57.91
2018-12-03,58.11
2018-12-04,56.12
2018-12-06,54.87
2018-12-07,53.73
2018-12-10,54.44
2018-12-11,54.97
2018-12-12,56.15
2018-12-13,56.77
2018-12-14,55.91
2018-12-17,54.3
2018-12-18,53.1
2018-12-19,52.07
2018-12-20,50.68
2018-12-21,49.21
2018-12-24,48.9
2018-12-26,51.56
2018-12-27,52.0
2018-12-28,52.01
2018-12-31,52.44
2019-01-02,51.87
2019-01-03,50.7
2019-01-04,52.23
2019-01-07,51.93
2019-01-08,53.13
2019-01-09,53.43
2019-01-10,54.07
2019-01-11,53.88
2019-01-14,54.04
2019-01-15,54.45
2019-01-16,53.64
2019-01-17,53.4
2019-01-18,54.06
2019-01-22,52.98
2019-01-23,54.08
2019-01-24,54.46
2019-01-25,54.9
2019-01-28,54.95
2019-01-29,54.5
2019-01-30,54.49
2019-01-31,54.91
2019-02-01,54.86
2019-02-04,55.59
2019-02-05,55.41
2019-02-06,56.27
2019-02-07,55.6
2019-02-08,56.01
2019-02-11,57.5
2019-02-12,58.82
2019-02-13,56.93
2019-02-14,56.8
2019-02-15,57.91
2019-02-19,57.54
2019-02-20,57.77
2019-02-21,57.23
2019-02-22,57.73
2019-02-25,56.99
2019-02-26,57.0
2019-02-27,56.99
2019-02-28,55.95
2019-03-01,55.95
2019-03-04,55.37
2019-03-05,55.73
2019-03-06,55.44
2019-03-07,55.4
2019-03-08,55.45
2019-03-11,56.26
2019-03-12,56.89
2019-03-13,57.56
2019-03-14,57.14
2019-03-15,57.91
2019-03-18,57.67
2019-03-19,57.58
2019-03-20,57.6
2019-03-21,58.28
2019-03-22,56.96
2019-03-25,56.69
2019-03-26,56.71
2019-03-27,56.62
2019-03-28,56.54
2019-03-29,57.21
2019-04-01,57.52
2019-04-02,56.93
2019-04-03,57.12
2019-04-04,57.05
2019-04-05,57.32
2019-04-08,57.09
2019-04-09,62.97
2019-04-10,63.71
2019-04-11,62.2
2019-04-12,62.8
2019-04-15,63.46
2019-04-16,63.05
2019-04-17,62.4
2019-04-18,62.71
2019-04-22,62.67
2019-04-23,63.83
2019-04-24,64.15
2019-04-25,64.6
2019-04-26,65.08
2019-04-29,65.88
2019-04-30,66.45
2019-05-01,66.7
2019-05-02,68.01
2019-05-03,68.47
2019-05-06,68.65
2019-05-07,67.75
2019-05-08,68.02
2019-05-09,68.59
2019-05-10,68.94
2019-05-13,67.16
2019-05-14,67.83
2019-05-15,68.63
2019-05-16,68.91
2019-05-17,68.48
2019-05-20,69.55
2019-05-21,70.15
2019-05-22,70.13
2019-05-23,69.94
2019-05-24,70.59
2019-05-28,70.21
2019-05-29,69.43
2019-05-30,70.32
2019-05-31,69.97
2019-06-03,69.08
2019-06-04,70.88
2019-06-05,71.51
2019-06-06,72.25
2019-06-07,72.74
2019-06-10,72.7
2019-06-11,71.67
2019-06-12,72.26
2019-06-13,72.48
2019-06-14,72.23
2019-06-17,71.48
2019-06-18,70.67
2019-06-19,71.0
2019-06-20,71.75
2019-06-21,72.09
2019-06-24,72.65
2019-06-25,71.25
2019-06-26,71.04
2019-06-27,71.79
2019-06-28,73.3
2019-07-01,74.27
2019-07-02,74.95
2019-07-03,74.53
2019-07-05,74.5
2019-07-08,74.56
2019-07-09,74.99
2019-07-10,75.68
2019-07-11,76.15
2019-07-12,76.12
2019-07-15,75.83
2019-07-16,74.48
2019-07-17,74.43
2019-07-18,74.0
2019-07-19,72.83
2019-07-22,72.0
2019-07-23,72.08
2019-07-24,72.21
2019-07-25,72.92
2019-07-26,73.11
2019-07-29,73.67
2019-07-30,73.59
2019-07-31,71.65
2019-08-01,71.93
2019-08-02,70.97
2019-08-05,69.67
2019-08-06,70.5
2019-08-07,70.09
2019-08-08,71.49
2019-08-09,71.41
2019-08-12,70.24
2019-08-13,70.88
2019-08-14,69.42
2019-08-15,69.25
2019-08-16,70.65
2019-08-19,71.83
2019-08-20,71.38
2019-08-21,71.78
2019-08-22,71.68
2019-08-23,67.93
2019-08-26,68.52
2019-08-27,68.19
2019-08-28,68.58
2019-08-29,69.0
2019-08-30,68.91
2019-09-03,67.39
2019-09-04,67.28
2019-09-05,67.85
2019-09-06,67.36
2019-09-09,66.5
2019-09-10,67.35
2019-09-11,68.33
2019-09-12,68.01
2019-09-13,67.85
2019-09-16,67.76
2019-09-17,68.14
2019-09-18,67.57
2019-09-19,67.68
2019-09-20,68.44
2019-09-23,68.58
2019-09-24,68.33
2019-09-25,68.23
2019-09-26,68.36
2019-09-27,68.37
2019-09-30,68.17
2019-10-01,67.46
2019-10-02,66.54
2019-10-03,66.14
2019-10-04,66.82
2019-10-07,66.31
2019-10-08,65.1
2019-10-09,65.71
2019-10-10,66.84
2019-10-11,67.58
2019-10-14,67.74
2019-10-15,68.09
2019-10-16,68.16
2019-10-17,68.11
2019-10-18,67.76
2019-10-21,68.16
2019-10-22,67.47
2019-10-23,67.57
2019-10-24,67.48
2019-10-25,66.43
2019-10-28,67.0
2019-10-29,67.36
2019-10-30,68.1
2019-10-31,67.12
2019-11-01,67.53
2019-11-04,67.46
2019-11-05,67.21
2019-11-06,66.97
2019-11-07,66.83
2019-11-08,67.31
2019-11-11,66.26
2019-11-12,67.01
2019-11-13,66.86
2019-11-14,67.05
2019-11-15,68.4
2019-11-18,67.61
2019-11-19,68.14
2019-11-20,67.67
2019-11-21,68.47
2019-11-22,69.44
2019-11-25,70.68
2019-11-26,71.84
2019-11-27,72.11
2019-11-29,71.59
2019-12-02,70.92
2019-12-03,71.07
2019-12-04,70.6
2019-12-05,70.77
2019-12-06,71.29
2019-12-09,71.44
2019-12-10,71.71
2019-12-11,71.5
2019-12-12,71.82
2019-12-13,72.23
2019-12-16,72.67
2019-12-17,71.61
2019-12-18,72.16
2019-12-19,71.96
2019-12-20,73.26
2019-12-23,73.44
2019-12-24,73.29
2019-12-26,73.02
2019-12-27,73.28
2019-12-30,73.11
2019-12-31,73.39
2020-01-02,73.62
2020-01-03,73.83
2020-01-06,73.99
2020-01-07,73.02
2020-01-08,73.44
2020-01-09,73.76
2020-01-10,73.48
2020-01-13,73.07
2020-01-14,74.21
2020-01-15,74.69
2020-01-16,75.58
2020-01-17,75.86
2020-01-21,75.81
2020-01-22,75.52
2020-01-23,75.68
2020-01-24,74.46
2020-01-27,73.41
2020-01-28,73.5
2020-01-29,72.28
2020-01-30,72.78
2020-01-31,71.83
2020-02-03,73.17
2020-02-04,74.22
2020-02-05,78.595
2020-02-06,78.95
2020-02-07,78.93
2020-02-10,79.62
2020-02-11,80.23
2020-02-12,76.68
2020-02-13,76.49
2020-02-14,77.07
2020-02-18,76.78
2020-02-19,76.76
2020-02-20,76.71
2020-02-21,76.07
2020-02-24,73.38
2020-02-25,72.41
2020-02-26,72.41
2020-02-27,69.89
2020-02-28,69.27
2020-03-02,72.55
2020-03-03,71.1
2020-03-04,73.49
2020-03-05,72.57
2020-03-06,73.36
2020-03-09,70.26
2020-03-10,69.14
2020-03-11,68.35
2020-03-12,64.68
2020-03-13,64.43
2020-03-16,60.53
2020-03-17,62.37
2020-03-18,59.87
2020-03-19,59.49
2020-03-20,56.55
2020-03-23,54.7
2020-03-24,58.42
2020-03-25,58.04
2020-03-26,61.04
2020-03-27,60.01
2020-03-30,64.24
2020-03-31,62.99
2020-04-01,60.71
2020-04-02,61.96
2020-04-03,62.27
2020-04-06,63.96
2020-04-07,64.26
2020-04-08,66.41
2020-04-09,68.38
2020-04-13,65.72
2020-04-14,68.95
2020-04-15,68.21
2020-04-16,68.64
2020-04-17,70.01
2020-04-20,70.25
2020-04-21,68.59
2020-04-22,70.78
2020-04-23,71.15
2020-04-24,72.75
2020-04-27,73.3
2020-04-28,71.76
2020-04-29,71.01
2020-04-30,69.39
2020-05-01,66.71
2020-05-04,67.06
2020-05-05,68.47
2020-05-06,66.89
2020-05-07,66.99
2020-05-08,68.75
2020-05-11,68.44
2020-05-12,66.22
2020-05-13,64.95
2020-05-14,65.59
2020-05-15,65.11
2020-05-18,68.38
2020-05-19,67.78
2020-05-20,67.79
2020-05-21,67.12
2020-05-22,67.28
2020-05-26,67.39
2020-05-27,68.31
2020-05-28,70.87
2020-05-29,72.9
2020-06-01,72.59
2020-06-02,73.16
2020-06-03,73.51
2020-06-04,71.37
2020-06-05,73.01
2020-06-08,73.85
2020-06-09,71.88
2020-06-10,71.87
2020-06-11,67.4
2020-06-12,66.96
2020-06-15,67.89
2020-06-16,69.44
2020-06-17,69.61
2020-06-18,69.72
2020-06-19,73.18
2020-06-22,71.2
2020-06-23,71.05
2020-06-24,68.65
2020-06-25,68.36
2020-06-26,66.54
2020-06-29,67.94
2020-06-30,68.55
2020-07-01,69.49
2020-07-02,69.91
2020-07-06,70.93
2020-07-07,70.07
2020-07-08,69.97
2020-07-09,69.63
2020-07-10,69.93
2020-07-13,69.45
2020-07-14,69.73
2020-07-15,71.81
2020-07-16,71.7
2020-07-17,71.26
