date,PBCT
2019-03-20,16.72
2019-03-21,16.49
2019-03-22,15.89
2019-03-25,15.84
2019-03-26,16.29
2019-03-27,16.36
2019-03-28,16.57
2019-03-29,16.44
2019-04-01,16.72
2019-04-02,16.7
2019-04-03,16.69
2019-04-04,16.83
2019-04-05,16.92
2019-04-08,16.89
2019-04-09,16.69
2019-04-10,16.81
2019-04-11,16.9
2019-04-12,17.2
2019-04-15,16.97
2019-04-16,17.36
2019-04-17,17.33
2019-04-18,17.13
2019-04-22,16.64
2019-04-23,17.18
2019-04-24,17.23
2019-04-25,17.12
2019-04-26,17.26
2019-04-29,17.55
2019-04-30,17.29
2019-05-01,17.16
2019-05-02,17.41
2019-05-03,17.6
2019-05-06,17.6
2019-05-07,17.2
2019-05-08,17.03
2019-05-09,17.03
2019-05-10,17.16
2019-05-13,16.44
2019-05-14,16.57
2019-05-15,16.17
2019-05-16,16.27
2019-05-17,16.19
2019-05-20,16.25
2019-05-21,16.39
2019-05-22,16.21
2019-05-23,15.89
2019-05-24,16.05
2019-05-28,15.78
2019-05-29,15.84
2019-05-30,15.56
2019-05-31,15.37
2019-06-03,15.61
2019-06-04,16.08
2019-06-05,16.13
2019-06-06,16.06
2019-06-07,15.98
2019-06-10,16.06
2019-06-11,16.22
2019-06-12,16.17
2019-06-13,16.24
2019-06-14,16.34
2019-06-17,16.22
2019-06-18,16.54
2019-06-19,16.39
2019-06-20,16.38
2019-06-21,16.44
2019-06-24,16.31
2019-06-25,16.36
2019-06-26,16.42
2019-06-27,16.6
2019-06-28,16.78
2019-07-01,16.83
2019-07-02,16.62
2019-07-03,16.86
2019-07-05,17.0
2019-07-08,16.83
2019-07-09,16.8
2019-07-10,16.61
2019-07-11,16.73
2019-07-12,16.85
2019-07-15,16.61
2019-07-16,16.37
2019-07-17,16.27
2019-07-18,16.47
2019-07-19,16.33
2019-07-22,16.24
2019-07-23,16.33
2019-07-24,16.65
2019-07-25,16.54
2019-07-26,16.77
2019-07-29,16.54
2019-07-30,16.64
2019-07-31,16.42
2019-08-01,15.56
2019-08-02,15.4
2019-08-05,15.06
2019-08-06,15.17
2019-08-07,15.01
2019-08-08,15.31
2019-08-09,15.25
2019-08-12,14.71
2019-08-13,14.84
2019-08-14,14.4
2019-08-15,14.18
2019-08-16,14.5
2019-08-19,14.64
2019-08-20,14.45
2019-08-21,14.51
2019-08-22,14.59
2019-08-23,14.06
2019-08-26,14.1
2019-08-27,13.94
2019-08-28,14.12
2019-08-29,14.36
2019-08-30,14.37
2019-09-03,14.26
2019-09-04,14.51
2019-09-05,14.81
2019-09-06,14.77
2019-09-09,15.4
2019-09-10,15.72
2019-09-11,16.01
2019-09-12,16.06
2019-09-13,16.32
2019-09-16,16.3
2019-09-17,16.18
2019-09-18,16.29
2019-09-19,15.94
2019-09-20,15.91
2019-09-23,15.93
2019-09-24,15.68
2019-09-25,15.96
2019-09-26,15.69
2019-09-27,15.72
2019-09-30,15.64
2019-10-01,15.18
2019-10-02,15.06
2019-10-03,15.07
2019-10-04,15.27
2019-10-07,15.3
2019-10-08,14.92
2019-10-09,15.01
2019-10-10,15.32
2019-10-11,15.7
2019-10-14,15.63
2019-10-15,15.83
2019-10-16,15.77
2019-10-17,15.78
2019-10-18,16.46
2019-10-21,16.62
2019-10-22,16.7
2019-10-23,16.94
2019-10-24,16.81
2019-10-25,16.82
2019-10-28,17.0
2019-10-29,17.19
2019-10-30,16.59
2019-10-31,16.17
2019-11-01,16.45
2019-11-04,16.77
2019-11-05,16.95
2019-11-06,16.76
2019-11-07,16.92
2019-11-08,16.96
2019-11-11,16.83
2019-11-12,16.77
2019-11-13,16.53
2019-11-14,16.45
2019-11-15,16.47
2019-11-18,16.39
2019-11-19,16.36
2019-11-20,16.32
2019-11-21,16.22
2019-11-22,16.3
2019-11-25,16.48
2019-11-26,16.37
2019-11-27,16.47
2019-11-29,16.5
2019-12-02,16.31
2019-12-03,16.15
2019-12-04,16.29
2019-12-05,16.34
2019-12-06,16.51
2019-12-09,16.5
2019-12-10,16.54
2019-12-11,16.49
2019-12-12,17.02
2019-12-13,16.65
2019-12-16,16.86
2019-12-17,17.05
2019-12-18,16.92
2019-12-19,16.9
2019-12-20,16.93
2019-12-23,16.82
2019-12-24,16.86
2019-12-26,16.86
2019-12-27,16.75
2019-12-30,16.79
2019-12-31,16.9
2020-01-02,16.76
2020-01-03,16.62
2020-01-06,16.54
2020-01-07,16.4
2020-01-08,16.5
2020-01-09,16.56
2020-01-10,16.32
2020-01-13,16.43
2020-01-14,16.5
2020-01-15,16.28
2020-01-16,16.62
2020-01-17,16.05
2020-01-21,16.01
2020-01-22,16.06
2020-01-23,16.06
2020-01-24,15.85
2020-01-27,15.71
2020-01-28,15.85
2020-01-29,15.71
2020-01-30,15.7
2020-01-31,15.42
2020-02-03,15.58
2020-02-04,15.83
2020-02-05,16.2
2020-02-06,16.11
2020-02-07,15.94
2020-02-10,15.99
2020-02-11,16.16
2020-02-12,16.24
2020-02-13,16.32
2020-02-14,16.25
2020-02-18,16.03
2020-02-19,16.1
2020-02-20,16.35
2020-02-21,16.29
2020-02-24,15.97
2020-02-25,15.39
2020-02-26,15.04
2020-02-27,14.47
2020-02-28,13.99
2020-03-02,14.89
2020-03-03,14.5
2020-03-04,14.84
2020-03-05,14.26
2020-03-06,14.09
2020-03-09,13.21
2020-03-10,13.81
2020-03-11,12.49
2020-03-12,11.21
2020-03-13,12.86
2020-03-16,11.83
2020-03-17,13.99
2020-03-18,13.84
2020-03-19,13.12
2020-03-20,11.81
2020-03-23,10.7
2020-03-24,11.49
2020-03-25,11.02
2020-03-26,12.1
2020-03-27,11.58
2020-03-30,11.51
2020-03-31,11.05
2020-04-01,10.32
2020-04-02,10.19
2020-04-03,9.51
2020-04-06,10.37
2020-04-07,10.64
2020-04-08,11.2
2020-04-09,12.3
2020-04-13,11.58
2020-04-14,11.62
2020-04-15,10.87
2020-04-16,10.56
2020-04-17,11.48
2020-04-20,11.47
2020-04-21,10.98
2020-04-22,10.96
2020-04-23,11.19
2020-04-24,11.88
2020-04-27,12.26
2020-04-28,12.74
2020-04-29,13.25
2020-04-30,12.69
2020-05-01,11.97
2020-05-04,11.84
2020-05-05,11.61
2020-05-06,11.36
2020-05-07,11.54
2020-05-08,12.06
2020-05-11,11.58
2020-05-12,11.07
2020-05-13,10.5
2020-05-14,10.91
2020-05-15,10.68
2020-05-18,11.54
2020-05-19,11.02
2020-05-20,11.4
2020-05-21,11.17
2020-05-22,10.86
2020-05-26,11.73
2020-05-27,12.28
2020-05-28,11.63
2020-05-29,11.45
2020-06-01,11.75
2020-06-02,11.65
2020-06-03,12.19
2020-06-04,12.65
2020-06-05,13.45
2020-06-08,13.79
2020-06-09,13.52
2020-06-10,12.79
2020-06-11,11.66
2020-06-12,12.2
2020-06-15,12.19
2020-06-16,12.58
2020-06-17,12.07
2020-06-18,11.97
2020-06-19,11.97
2020-06-22,11.84
2020-06-23,11.81
2020-06-24,11.14
2020-06-25,11.45
2020-06-26,10.83
2020-06-29,11.31
2020-06-30,11.57
2020-07-01,11.21
2020-07-02,11.18
2020-07-06,11.36
2020-07-07,11.0
2020-07-08,10.97
2020-07-09,10.4
2020-07-10,11.13
2020-07-13,11.31
2020-07-14,11.16
2020-07-15,11.71
2020-07-16,11.66
2020-07-17,11.35
