Date,SBNY
2025-02-12,1.0399999618530271
2025-02-13,1.0499999523162842
2025-02-14,1.149999976158142
2025-02-18,1.190000057220459
2025-02-19,1.149999976158142
2025-02-20,1.149999976158142
2025-02-21,1.149999976158142
2025-02-24,1.149999976158142
2025-02-25,1.149999976158142
2025-02-26,1.149999976158142
2025-02-27,1.149999976158142
2025-02-28,1.149999976158142
2025-03-03,1.149999976158142
2025-03-04,1.1399999856948853
2025-03-05,1.100000023841858
2025-03-06,1.0700000524520874
2025-03-07,1.0
2025-03-10,1.0
2025-03-11,1.0
2025-03-12,1.0
2025-03-13,0.8500000238418579
2025-03-14,0.9399999976158142
2025-03-17,0.9300000071525574
2025-03-18,0.8550000190734863
2025-03-19,0.959999978542328
2025-03-20,0.949999988079071
2025-03-21,1.0
2025-03-24,1.0
2025-03-25,1.0
2025-03-26,0.949999988079071
2025-03-27,0.9800000190734864
2025-03-28,0.949999988079071
2025-03-31,0.9800000190734864
2025-04-01,0.9700000286102296
2025-04-02,0.9700000286102296
2025-04-03,0.949999988079071
2025-04-04,0.800000011920929
2025-04-07,0.800000011920929
2025-04-08,0.800000011920929
2025-04-09,0.800000011920929
2025-04-10,0.800000011920929
2025-04-11,0.800000011920929
2025-04-14,0.75
2025-04-15,0.800000011920929
2025-04-16,0.800000011920929
2025-04-17,0.7250000238418579
2025-04-21,0.7749999761581421
2025-04-22,0.7699999809265137
2025-04-23,0.7699999809265137
2025-04-24,0.7699999809265137
2025-04-25,0.75
2025-04-28,0.75
2025-04-29,0.75
2025-04-30,0.75
2025-05-01,0.7200000286102295
2025-05-02,0.6899999976158142
2025-05-05,0.7200000286102295
2025-05-06,0.699999988079071
2025-05-07,0.699999988079071
2025-05-08,0.6800000071525574
2025-05-09,0.6499999761581421
2025-05-12,0.6800000071525574
2025-05-13,0.6399999856948853
2025-05-14,0.6000000238418579
2025-05-15,0.5099999904632568
2025-05-16,0.5799999833106995
2025-05-19,0.5299999713897705
2025-05-20,0.5400000214576721
2025-05-21,0.5400000214576721
2025-05-22,0.5099999904632568
2025-05-23,0.5799999833106995
2025-05-27,0.550000011920929
2025-05-28,0.5799999833106995
2025-05-29,0.6899999976158142
2025-05-30,0.699999988079071
2025-06-02,0.7149999737739563
2025-06-03,0.75
2025-06-04,0.8399999737739563
2025-06-05,0.8500000238418579
2025-06-06,0.8500000238418579
2025-06-09,0.8500000238418579
2025-06-10,0.8500000238418579
2025-06-11,0.8500000238418579
2025-06-12,0.8500000238418579
2025-06-13,0.8500000238418579
2025-06-16,0.8500000238418579
2025-06-17,0.800000011920929
2025-06-18,0.800000011920929
2025-06-20,0.7900000214576721
2025-06-23,0.7799999713897705
2025-06-24,0.7749999761581421
2025-06-25,0.7749999761581421
2025-06-26,0.7749999761581421
2025-06-27,0.7599999904632568
2025-06-30,0.75
2025-07-01,0.7250000238418579
2025-07-02,0.7250000238418579
2025-07-03,0.7250000238418579
2025-07-07,0.7250000238418579
2025-07-08,0.7099999785423279
2025-07-09,0.6800000071525574
2025-07-10,0.6800000071525574
2025-07-11,0.6800000071525574
2025-07-14,0.7850000262260437
2025-07-15,0.75
2025-07-16,0.75
2025-07-17,0.75
2025-07-18,0.6000000238418579
2025-07-21,0.5899999737739563
2025-07-22,0.5600000023841858
2025-07-23,0.5799999833106995
2025-07-24,0.5899999737739563
2025-07-25,0.5799999833106995
2025-07-28,0.5799999833106995
2025-07-29,0.550000011920929
2025-07-30,0.5799999833106995
2025-07-31,0.5799999833106995
2025-08-01,0.5799999833106995
2025-08-04,0.5799999833106995
2025-08-05,0.5799999833106995
2025-08-06,0.5799999833106995
2025-08-07,0.550000011920929
2025-08-08,0.550000011920929
2025-08-11,0.550000011920929
2025-08-12,0.550000011920929
2025-08-13,0.5
2025-08-14,0.550000011920929
2025-08-15,0.550000011920929
2025-08-18,0.550000011920929
2025-08-19,0.550000011920929
2025-08-20,0.5299999713897705
2025-08-21,0.5199999809265137
2025-08-22,0.5199999809265137
2025-08-25,0.5199999809265137
2025-08-26,0.5099999904632568
2025-08-27,0.4799999892711639
2025-08-28,0.550000011920929
2025-08-29,0.550000011920929
2025-09-02,0.550000011920929
2025-09-03,0.4699999988079071
2025-09-04,0.550000011920929
2025-09-05,0.550000011920929
2025-09-08,0.550000011920929
2025-09-09,0.6000000238418579
2025-09-10,0.699999988079071
2025-09-11,0.75
2025-09-12,0.800000011920929
2025-09-15,0.800000011920929
2025-09-16,0.7699999809265137
2025-09-17,0.75
2025-09-18,0.699999988079071
2025-09-19,0.7400000095367432
2025-09-22,0.6489999890327454
2025-09-23,0.6899999976158142
2025-09-24,0.6499999761581421
2025-09-25,0.6000000238418579
2025-09-26,0.699999988079071
2025-09-29,0.6800000071525574
2025-09-30,0.6499999761581421
2025-10-01,0.6800000071525574
2025-10-02,0.6800000071525574
2025-10-03,0.6800000071525574
2025-10-06,0.6499999761581421
2025-10-07,0.6800000071525574
2025-10-08,0.6800000071525574
2025-10-09,0.6600000262260437
2025-10-10,0.6499999761581421
2025-10-13,0.6499999761581421
2025-10-14,0.6499999761581421
2025-10-15,0.6499999761581421
2025-10-16,0.6499999761581421
2025-10-17,0.6499999761581421
2025-10-20,0.6499999761581421
2025-10-21,0.6600000262260437
2025-10-22,0.6600000262260437
2025-10-23,0.6499999761581421
2025-10-24,0.6499999761581421
2025-10-27,0.6499999761581421
2025-10-28,0.6499999761581421
2025-10-29,0.6499999761581421
2025-10-30,0.6499999761581421
2025-10-31,0.6000000238418579
2025-11-03,0.6499999761581421
2025-11-04,0.6499999761581421
2025-11-05,0.6499999761581421
2025-11-06,0.6399999856948853
2025-11-07,0.6499999761581421
2025-11-10,0.6000000238418579
2025-11-11,0.6000000238418579
2025-11-12,0.6000000238418579
2025-11-13,0.6499999761581421
2025-11-14,0.6499999761581421
2025-11-17,0.6499999761581421
2025-11-18,0.6000000238418579
2025-11-19,0.550000011920929
2025-11-20,0.6399999856948853
2025-11-21,0.6399999856948853
2025-11-24,0.6299999952316284
2025-11-25,0.6399999856948853
2025-11-26,0.6399999856948853
2025-11-28,0.6349999904632568
2025-12-01,0.6349999904632568
2025-12-02,0.6200000047683716
2025-12-03,0.6700000166893005
2025-12-04,0.7599999904632568
2025-12-05,0.7799999713897705
2025-12-08,0.8399999737739563
2025-12-09,1.309999942779541
2025-12-10,1.1200000047683716
2025-12-11,1.0800000429153442
2025-12-12,1.100000023841858
2025-12-15,1.100000023841858
2025-12-16,1.25
2025-12-17,1.4500000476837158
2025-12-18,1.4800000190734863
2025-12-19,1.399999976158142
2025-12-22,1.2999999523162842
2025-12-23,1.350000023841858
2025-12-24,1.350000023841858
2025-12-26,1.2000000476837158
2025-12-29,1.2000000476837158
2025-12-30,1.149999976158142
2025-12-31,1.0049999952316284
