Date,BBBY
2016-09-30,15.319999694824219
2016-10-03,15.579999923706055
2016-10-04,15.680000305175781
2016-10-05,15.640000343322754
2016-10-06,15.279999732971191
2016-10-07,15.020000457763672
2016-10-10,15.119999885559082
2016-10-11,14.75
2016-10-12,14.979999542236328
2016-10-13,14.760000228881836
2016-10-14,14.760000228881836
2016-10-17,14.850000381469727
2016-10-18,14.850000381469727
2016-10-19,14.75
2016-10-20,14.800000190734863
2016-10-21,14.449999809265137
2016-10-24,14.550000190734863
2016-10-25,14.75
2016-10-26,14.699999809265137
2016-10-27,14.699999809265137
2016-10-28,14.800000190734863
2016-10-31,14.649999618530273
2016-11-01,13.850000381469727
2016-11-02,14.050000190734863
2016-11-03,13.100000381469727
2016-11-04,15.600000381469727
2016-11-07,16.100000381469727
2016-11-08,15.949999809265137
2016-11-09,16.100000381469727
2016-11-10,16.5
2016-11-11,17.350000381469727
2016-11-14,17.200000762939453
2016-11-15,17.200000762939453
2016-11-16,17.549999237060547
2016-11-17,17.700000762939453
2016-11-18,17.75
2016-11-21,17.700000762939453
2016-11-22,17.850000381469727
2016-11-23,17.549999237060547
2016-11-25,17.950000762939453
2016-11-28,17.700000762939453
2016-11-29,17.600000381469727
2016-11-30,16.950000762939453
2016-12-01,16.5
2016-12-02,16.649999618530273
2016-12-05,17.299999237060547
2016-12-06,17.299999237060547
2016-12-07,16.950000762939453
2016-12-08,17.200000762939453
2016-12-09,17.0
2016-12-12,16.75
2016-12-13,17.649999618530273
2016-12-14,17.649999618530273
2016-12-15,17.850000381469727
2016-12-16,17.950000762939453
2016-12-19,18.75
2016-12-20,19.100000381469727
2016-12-21,18.200000762939453
2016-12-22,17.799999237060547
2016-12-23,17.549999237060547
2016-12-27,17.799999237060547
2016-12-28,17.450000762939453
2016-12-29,17.399999618530273
2016-12-30,17.5
2017-01-03,17.700000762939453
2017-01-04,17.799999237060547
2017-01-05,17.450000762939453
2017-01-06,17.049999237060547
2017-01-09,16.950000762939453
2017-01-10,17.049999237060547
2017-01-11,17.149999618530273
2017-01-12,16.700000762939453
2017-01-13,17.049999237060547
2017-01-17,16.799999237060547
2017-01-18,16.5
2017-01-19,16.149999618530273
2017-01-20,16.25
2017-01-23,15.800000190734863
2017-01-24,16.299999237060547
2017-01-25,16.299999237060547
2017-01-26,16.450000762939453
2017-01-27,17.049999237060547
2017-01-30,16.600000381469727
2017-01-31,16.600000381469727
2017-02-01,17.5
2017-02-02,16.899999618530273
2017-02-03,16.799999237060547
2017-02-06,16.100000381469727
2017-02-07,17.0
2017-02-08,17.200000762939453
2017-02-09,17.649999618530273
2017-02-10,17.850000381469727
2017-02-13,18.0
2017-02-14,18.399999618530273
2017-02-15,18.399999618530273
2017-02-16,18.5
2017-02-17,18.600000381469727
2017-02-21,18.25
2017-02-22,18.200000762939453
2017-02-23,18.0
2017-02-24,18.149999618530273
2017-02-27,18.350000381469727
2017-02-28,18.450000762939453
2017-03-01,18.350000381469727
2017-03-02,18.399999618530273
2017-03-03,18.0
2017-03-06,17.600000381469727
2017-03-07,17.700000762939453
2017-03-08,17.549999237060547
2017-03-09,17.399999618530273
2017-03-10,17.399999618530273
2017-03-13,17.25
2017-03-14,17.350000381469727
2017-03-15,17.549999237060547
2017-03-16,17.700000762939453
2017-03-17,18.049999237060547
2017-03-20,18.049999237060547
2017-03-21,17.5
2017-03-22,17.049999237060547
2017-03-23,16.899999618530273
2017-03-24,17.0
2017-03-27,17.149999618530273
2017-03-28,17.049999237060547
2017-03-29,16.899999618530273
2017-03-30,17.100000381469727
2017-03-31,17.200000762939453
2017-04-03,17.25
2017-04-04,17.600000381469727
2017-04-05,17.25
2017-04-06,17.299999237060547
2017-04-07,17.399999618530273
2017-04-10,17.75
2017-04-11,18.100000381469727
2017-04-12,17.799999237060547
2017-04-13,17.799999237060547
2017-04-17,17.600000381469727
2017-04-18,17.5
2017-04-19,17.450000762939453
2017-04-20,17.5
2017-04-21,17.299999237060547
2017-04-24,17.5
2017-04-25,17.450000762939453
2017-04-26,17.5
2017-04-27,17.450000762939453
2017-04-28,17.350000381469727
2017-05-01,17.450000762939453
2017-05-02,17.299999237060547
2017-05-03,17.049999237060547
2017-05-04,15.399999618530273
2017-05-05,15.5
2017-05-08,15.199999809265137
2017-05-09,15.199999809265137
2017-05-10,15.699999809265137
2017-05-11,15.550000190734863
2017-05-12,15.399999618530273
2017-05-15,15.050000190734863
2017-05-16,14.75
2017-05-17,14.149999618530273
2017-05-18,14.550000190734863
2017-05-19,14.5
2017-05-22,14.75
2017-05-23,14.300000190734863
2017-05-24,14.149999618530273
2017-05-25,14.300000190734863
2017-05-26,14.399999618530273
2017-05-30,14.050000190734863
2017-05-31,14.050000190734863
2017-06-01,14.449999809265137
2017-06-02,14.399999618530273
2017-06-05,14.550000190734863
2017-06-06,14.449999809265137
2017-06-07,14.550000190734863
2017-06-08,15.050000190734863
2017-06-09,14.850000381469727
2017-06-12,15.050000190734863
2017-06-13,15.399999618530273
2017-06-14,15.25
2017-06-15,15.25
2017-06-16,15.75
2017-06-19,16.399999618530273
2017-06-20,16.549999237060547
2017-06-21,16.450000762939453
2017-06-22,16.450000762939453
2017-06-23,16.5
2017-06-26,16.299999237060547
2017-06-27,16.100000381469727
2017-06-28,16.350000381469727
2017-06-29,16.25
