Date,CI
2024-05-31,331.7785339355469
2024-06-03,328.7651672363281
2024-06-04,325.8360290527344
2024-06-05,323.05194091796875
2024-06-06,326.6577453613281
2024-06-07,326.8414306640625
2024-06-10,327.37310791015625
2024-06-11,326.68670654296875
2024-06-12,324.8596496582031
2024-06-13,323.02294921875
2024-06-14,322.1915588378906
2024-06-17,322.7812805175781
2024-06-18,323.65130615234375
2024-06-20,326.6287536621094
2024-06-21,328.6588134765625
2024-06-24,331.71356201171875
2024-06-25,327.51806640625
2024-06-26,326.3387145996094
2024-06-27,323.02294921875
2024-06-28,319.5621643066406
2024-07-01,315.40533447265625
2024-07-02,315.0573425292969
2024-07-03,314.5932922363281
2024-07-05,308.4934387207031
2024-07-08,312.9982604980469
2024-07-09,317.4354248046875
2024-07-10,318.92413330078125
2024-07-11,322.4526062011719
2024-07-12,323.64166259765625
2024-07-15,320.3838806152344
2024-07-16,328.3977966308594
2024-07-17,333.2796325683594
2024-07-18,329.1808166503906
2024-07-19,324.6567077636719
2024-07-22,324.60833740234375
2024-07-23,324.9757080078125
2024-07-24,330.8145446777344
2024-07-25,329.7898254394531
2024-07-26,332.19696044921875
2024-07-29,335.0003967285156
2024-07-30,341.02288818359375
2024-07-31,337.0594482421875
2024-08-01,321.5245666503906
2024-08-02,326.0970458984375
2024-08-05,314.8639831542969
2024-08-06,318.3247375488281
2024-08-07,318.0541076660156
2024-08-08,323.8639831542969
2024-08-09,324.94671630859375
2024-08-12,317.1744384765625
2024-08-13,321.640625
2024-08-14,323.7479553222656
2024-08-15,325.488037109375
2024-08-16,330.9208984375
2024-08-19,330.9305419921875
2024-08-20,331.1915588378906
2024-08-21,330.99822998046875
2024-08-22,334.93267822265625
2024-08-23,342.2022399902344
2024-08-26,342.1539306640625
2024-08-27,342.10565185546875
2024-08-28,346.0110778808594
2024-08-29,349.036865234375
2024-08-30,349.7618408203125
2024-09-03,353.3096618652344
2024-09-04,355.7939147949219
2024-09-05,344.6147155761719
2024-09-06,343.032958984375
2024-09-09,347.0310363769531
2024-09-10,347.506591796875
2024-09-11,347.196044921875
2024-09-12,351.4561462402344
2024-09-13,353.93072509765625
2024-09-16,355.99774169921875
2024-09-17,345.69189453125
2024-09-18,344.87677001953125
2024-09-19,346.6914367675781
2024-09-20,345.6045837402344
2024-09-23,344.44000244140625
2024-09-24,342.722412109375
2024-09-25,338.5398864746094
2024-09-26,334.784423828125
2024-09-27,337.41424560546875
2024-09-30,336.1914978027344
2024-10-01,337.79266357421875
2024-10-02,330.6309814453125
2024-10-03,330.4854736328125
2024-10-04,331.5917053222656
2024-10-07,330.2039794921875
2024-10-08,333.7557373046875
