Date,L
2022-01-31,58.78823471069336
2022-02-01,59.694793701171875
2022-02-02,60.492950439453125
2022-02-03,60.20718765258789
2022-02-04,60.37471389770508
2022-02-07,59.94114303588867
2022-02-08,60.847694396972656
2022-02-09,60.680179595947266
2022-02-10,61.19257354736328
2022-02-11,60.73929977416992
2022-02-14,60.23675537109375
2022-02-15,60.55208969116211
2022-02-16,61.15317153930664
2022-02-17,60.1086540222168
2022-02-18,60.69989013671875
2022-02-22,60.180057525634766
2022-02-23,59.33175277709961
2022-02-24,58.1973991394043
2022-02-25,60.98890686035156
2022-02-28,60.50557327270508
2022-03-01,58.89773941040039
2022-03-02,60.65353012084961
2022-03-03,60.70285415649414
2022-03-04,60.051822662353516
2022-03-07,58.8681526184082
2022-03-08,59.242977142333984
2022-03-09,60.19978332519531
2022-03-10,60.071556091308594
2022-03-11,60.051822662353516
2022-03-14,60.831085205078125
2022-03-15,61.817466735839844
2022-03-16,62.44878005981445
2022-03-17,62.932098388671875
2022-03-18,62.399452209472656
2022-03-21,63.1195182800293
2022-03-22,63.652164459228516
2022-03-23,63.03074264526367
2022-03-24,63.731082916259766
2022-03-25,64.60897064208984
2022-03-28,64.451171875
2022-03-29,64.72734832763672
2022-03-30,64.63855743408203
2022-03-31,63.938236236572266
2022-04-01,64.37224578857422
2022-04-04,62.991294860839844
2022-04-05,62.43891143798828
2022-04-06,62.498085021972656
2022-04-07,62.69537353515625
2022-04-08,63.55353927612305
2022-04-11,63.78041458129883
2022-04-12,63.6324462890625
2022-04-13,63.879051208496094
2022-04-14,64.26374053955078
2022-04-18,64.60897064208984
2022-04-19,64.7865219116211
2022-04-20,66.44367980957031
2022-04-21,65.75321197509766
2022-04-22,63.82972717285156
2022-04-25,63.800132751464844
2022-04-26,62.576995849609375
2022-04-27,63.237892150878906
2022-04-28,63.70151138305664
2022-04-29,61.98516845703125
2022-05-02,60.73243713378906
2022-05-03,61.93584442138672
2022-05-04,63.96783447265625
2022-05-05,62.89265060424805
2022-05-06,63.563392639160156
2022-05-09,62.22189712524414
2022-05-10,61.87665557861328
2022-05-11,61.53142166137695
2022-05-12,61.097408294677734
2022-05-13,62.29094314575195
2022-05-16,62.24161911010742
2022-05-17,63.91850280761719
2022-05-18,62.59672927856445
2022-05-19,62.083797454833984
2022-05-20,61.93584442138672
2022-05-23,63.22800827026367
2022-05-24,63.122379302978516
2022-05-25,63.38896179199219
2022-05-26,63.961639404296875
2022-05-27,65.09709930419922
2022-05-31,64.66267395019531
2022-06-01,63.932010650634766
2022-06-02,64.54419708251953
2022-06-03,63.92212677001953
2022-06-06,63.67530059814453
2022-06-07,64.03074645996094
2022-06-08,62.60894012451172
2022-06-09,60.79218673706055
2022-06-10,59.57773208618164
2022-06-13,57.573368072509766
2022-06-14,57.80046463012695
2022-06-15,58.16579055786133
2022-06-16,56.18117904663086
2022-06-17,56.81310272216797
2022-06-21,57.7510986328125
2022-06-22,57.672115325927734
2022-06-23,57.28704071044922
2022-06-24,59.014923095703125
2022-06-27,59.0346794128418
2022-06-28,58.77796173095703
2022-06-29,58.29415512084961
2022-06-30,58.51137161254883
2022-07-01,59.39012908935547
2022-07-05,57.7412223815918
2022-07-06,57.79059600830078
2022-07-07,57.88932800292969
2022-07-08,57.19817352294922
2022-07-11,57.21791458129883
2022-07-12,57.00069808959961
2022-07-13,56.5563850402832
2022-07-14,54.9074821472168
2022-07-15,55.736873626708984
2022-07-18,55.52952575683594
2022-07-19,57.00069808959961
2022-07-20,56.9710807800293
2022-07-21,56.67487335205078
2022-07-22,56.329288482666016
2022-07-25,57.08955764770508
2022-07-26,57.1389274597168
2022-07-27,57.277156829833984
2022-07-28,57.01057434082031
2022-07-29,57.514129638671875
2022-08-01,54.94697952270508
2022-08-02,54.64088821411133
2022-08-03,54.64088821411133
2022-08-04,53.69301986694336
2022-08-05,54.42367172241211
2022-08-08,54.670509338378906
2022-08-09,55.35179138183594
2022-08-10,56.270042419433594
2022-08-11,56.783470153808594
