Date,GEV
2025-08-29,611.8937377929688
2025-09-02,578.6621704101562
2025-09-03,576.0267944335938
2025-09-04,597.7586669921875
2025-09-05,581.0579833984375
2025-09-08,599.1760864257812
2025-09-09,604.6365356445312
2025-09-10,642.4300537109375
2025-09-11,633.03662109375
2025-09-12,624.4515991210938
2025-09-15,627.5761108398438
2025-09-16,616.8250732421875
2025-09-17,613.7105712890625
2025-09-18,609.92724609375
2025-09-19,623.0740966796875
2025-09-22,643.2385864257812
2025-09-23,632.2978515625
2025-09-24,627.8656616210938
2025-09-25,606.453369140625
2025-09-26,604.107421875
2025-09-29,601.3722534179688
2025-09-30,613.8204345703125
2025-10-01,605.0857543945312
2025-10-02,605.16552734375
2025-10-03,593.9453735351562
2025-10-06,602.1608276367188
2025-10-07,605.0557250976562
2025-10-08,624.351806640625
2025-10-09,633.1563720703125
2025-10-10,603.49853515625
2025-10-13,647.1118774414062
2025-10-14,643.278564453125
2025-10-15,614.8685302734375
2025-10-16,600.9429931640625
2025-10-17,598.946533203125
2025-10-20,593.274169921875
2025-10-21,584.5458984375
2025-10-22,575.2283325195312
2025-10-23,594.352783203125
2025-10-24,583.6071166992188
2025-10-27,583.6071166992188
2025-10-28,570.215087890625
2025-10-29,577.1957397460938
2025-10-30,573.3009643554688
2025-10-31,584.3561401367188
2025-11-03,580.4813232421875
2025-11-04,547.2259521484375
2025-11-05,558.9501953125
2025-11-06,549.4329833984375
2025-11-07,574.3595581054688
2025-11-10,579.0232543945312
2025-11-11,575.3082885742188
2025-11-12,574.6292114257812
2025-11-13,557.4221801757812
2025-11-14,577.5352783203125
2025-11-17,576.2470092773438
2025-11-18,554.1865234375
2025-11-19,594.5723876953125
2025-11-20,557.282470703125
2025-11-21,555.0953979492188
2025-11-24,579.7123413085938
2025-11-25,571.79296875
2025-11-26,588.929931640625
2025-11-28,598.966552734375
2025-12-01,576.127197265625
2025-12-02,600.7741088867188
2025-12-03,601.1635131835938
2025-12-04,628.2672119140625
2025-12-05,630.4743041992188
2025-12-08,621.06689453125
2025-12-09,624.4622802734375
2025-12-10,722.0314331054688
2025-12-11,703.2566528320312
2025-12-12,670.8101806640625
2025-12-15,680.437255859375
2025-12-16,685.3006591796875
2025-12-17,613.3671875
2025-12-18,638.5733642578125
2025-12-19,657.398193359375
2025-12-22,660.9234008789062
2025-12-23,660.5639038085938
2025-12-24,666.426025390625
2025-12-26,662.5712280273438
2025-12-29,662.5712280273438
2025-12-30,658.7562866210938
2025-12-31,652.6944580078125
