Date,ON
2025-10-06,50.349998474121094
2025-10-07,48.16999816894531
2025-10-08,50.880001068115234
2025-10-09,49.970001220703125
2025-10-10,45.7400016784668
2025-10-13,50.11000061035156
2025-10-14,49.540000915527344
2025-10-15,50.36000061035156
2025-10-16,52.970001220703125
2025-10-17,52.529998779296875
2025-10-20,54.88999938964844
2025-10-21,55.08000183105469
2025-10-22,51.93000030517578
2025-10-23,51.779998779296875
2025-10-24,50.709999084472656
2025-10-27,52.68000030517578
2025-10-28,51.79999923706055
2025-10-29,51.400001525878906
2025-10-30,50.849998474121094
2025-10-31,50.08000183105469
2025-11-03,50.459999084472656
2025-11-04,48.279998779296875
2025-11-05,50.08000183105469
2025-11-06,48.79999923706055
2025-11-07,47.83000183105469
2025-11-10,48.540000915527344
2025-11-11,48.43000030517578
2025-11-12,49.27000045776367
2025-11-13,48.130001068115234
2025-11-14,46.91999816894531
2025-11-17,46.02000045776367
2025-11-18,45.560001373291016
2025-11-19,46.119998931884766
2025-11-20,44.900001525878906
2025-11-21,46.70000076293945
2025-11-24,47.38999938964844
2025-11-25,48.310001373291016
2025-11-26,49.63999938964844
2025-11-28,50.2400016784668
2025-12-01,50.43000030517578
2025-12-02,51.47999954223633
2025-12-03,57.150001525878906
2025-12-04,54.790000915527344
2025-12-05,54.7400016784668
2025-12-08,56.380001068115234
2025-12-09,55.22999954223633
2025-12-10,55.099998474121094
2025-12-11,55.970001220703125
2025-12-12,54.959999084472656
2025-12-15,55.09000015258789
2025-12-16,54.560001373291016
2025-12-17,53.33000183105469
2025-12-18,54.34000015258789
2025-12-19,55.209999084472656
2025-12-22,56.369998931884766
2025-12-23,55.689998626708984
2025-12-24,55.08000183105469
2025-12-26,54.93000030517578
2025-12-29,54.02000045776367
2025-12-30,54.2400016784668
