Date,COL
2016-06-07,85.998434315
2016-06-08,87.746172621
2016-06-09,87.8238498791
2016-06-10,86.4353688915
2016-06-13,84.4740181258
2016-06-14,83.8428904042
2016-06-15,83.8234710897
2016-06-16,84.1244704646
2016-06-17,83.6875358881
2016-06-20,84.2215670372
2016-06-21,83.4447944567
2016-06-22,83.3865365132
2016-06-23,84.289534638
2016-06-24,81.7650237514
2016-06-27,78.7938686311
2016-06-28,79.7065764132
2016-06-29,81.3669278039
2016-06-30,82.6680218762
2016-07-01,81.939797582
2016-07-05,80.1726399615
2016-07-06,80.3279944776
2016-07-07,80.3279944776
2016-07-08,81.6582175216
2016-07-11,82.4932480456
2016-07-12,83.2894399406
2016-07-13,82.735989477
2016-07-14,83.3282785696
2016-07-15,83.3282785696
2016-07-18,83.3088592551
2016-07-19,83.8428904042
2016-07-20,84.3769215533
2016-07-21,83.2311819971
2016-07-22,82.7165701625
2016-07-25,81.6387982071
2016-07-26,81.7456044369
2016-07-27,81.900958953
2016-07-28,82.7456991343
2016-07-29,82.1631196989
2016-08-01,82.0660231264
2016-08-02,81.862120324
2016-08-03,82.697150848
2016-08-04,82.1437003844
2016-08-05,82.8913439931
2016-08-08,82.2699259287
2016-08-09,82.2699259287
2016-08-10,81.7747334087
2016-08-11,82.3961514731
2016-08-12,82.3474136572
2016-08-15,82.8250442525
2016-08-16,82.3474136572
2016-08-17,82.3474136572
2016-08-18,82.8347918157
2016-08-19,82.9420150106
2016-08-22,82.9810052632
2016-08-23,82.5521124838
2016-08-24,82.6593356786
2016-08-25,82.2986758414
2016-08-26,82.3669087836
2016-08-29,82.5228697943
2016-08-30,82.045239199
2016-08-31,81.5773561668
2016-09-01,82.0062489463
2016-09-02,82.9225198842
2016-09-06,82.6593356786
2016-09-07,82.1719575202
2016-09-08,81.7333171775
2016-09-09,79.2964263851
2016-09-12,80.5051242182
2016-09-13,79.9300179911
2016-09-14,79.5888532802
2016-09-15,80.2516875757
2016-09-16,78.9942519269
2016-09-19,79.5498630275
2016-09-20,79.9397655543
2016-09-21,81.3629097771
2016-09-22,82.8737820684
2016-09-23,82.6593356786
2016-09-26,82.6690832418
2016-09-27,83.0589857686
2016-09-28,83.2441894688
2016-09-29,82.103724578
2016-09-30,82.2109477728
2016-10-03,81.6553366722
2016-10-04,81.6260939827
2016-10-05,81.528618351
2016-10-06,82.0549867621
2016-10-07,80.6415901025
2016-10-10,81.6163464195
2016-10-11,80.6025998498
2016-10-12,80.9437645608
2016-10-13,80.7000754815
2016-10-14,81.3629097771
2016-10-17,81.0802304452
2016-10-18,81.9770062568
2016-10-19,81.8405403724
2016-10-20,81.5188707878
2016-10-21,82.3279185309
2016-10-24,77.2104478668
2016-10-25,77.9805053572
2016-10-26,79.345164201
2016-10-27,80.0762314387
2016-10-28,81.3434146507
2016-10-31,82.1914526465
2016-11-01,80.4076485865
2016-11-02,79.5888532802
2016-11-03,80.0079984965
2016-11-04,80.0859790019
2016-11-07,80.6610852289
2016-11-08,80.953512124
2016-11-09,82.6008502996
2016-11-10,83.5989887584
2016-11-11,86.6423324906
2016-11-14,86.8086889004
2016-11-15,86.4368333961
2016-11-16,85.6637653741
2016-11-17,86.5346901078
2016-11-18,85.9084071532
2016-11-21,86.3487623556
2016-11-22,86.9554739678
2016-11-23,88.9517508854
2016-11-25,90.9675991453
2016-11-28,90.6348863257
2016-11-29,90.3608875331
2016-11-30,90.7327430373
2016-12-01,94.0109428774
2016-12-02,93.1302324726
2016-12-05,92.6213775721
2016-12-06,92.4550211623
2016-12-07,93.1889464996
2016-12-08,92.6507345856
2016-12-09,92.3473787795
2016-12-12,92.1320940139
2016-12-13,92.4060928065
2016-12-14,91.1045985416
2016-12-15,91.3590259919
2016-12-16,91.2122409244
2016-12-19,91.9755232752
2016-12-20,92.6605202567
2016-12-21,91.9168092482
2016-12-22,91.9363805906
2016-12-23,91.9559519329
2016-12-27,92.4158784776
2016-12-28,91.486239717
2016-12-29,91.4470970323
2016-12-30,90.771885722
2017-01-03,91.0948128704
2017-01-04,91.3003119649
2017-01-05,90.7327430373
2017-01-06,91.0360988434
2017-01-09,89.8128899479
2017-01-10,89.049607597
2017-01-11,88.5994667235
2017-01-12,88.4624673272
2017-01-13,88.0025407824
2017-01-17,87.7872560168
2017-01-18,87.679613634
2017-01-19,87.2979724586
2017-01-20,89.4410344436
2017-01-23,88.7658231333
2017-01-24,88.9223938719
2017-01-25,88.8636798449
2017-01-26,89.3040350473
2017-01-27,88.9615365566
2017-01-30,88.9028225296
2017-01-31,88.8147514891
2017-02-01,88.2667539039
2017-02-02,88.5798953811
2017-02-03,89.0691789394
2017-02-06,88.5309670253
2017-02-07,88.7951801468
2017-02-08,88.57010971
2017-02-09,88.9028225296
2017-02-10,89.5412100091
2017-02-13,90.3072749845
2017-02-14,90.9554838098
2017-02-15,91.1617320724
2017-02-16,91.8492262811
2017-02-17,91.7902982061
2017-02-21,92.6054699107
2017-02-22,91.9474397395
2017-02-23,92.0751172354
2017-02-24,92.8706462483
2017-02-27,94.4813469658
2017-02-28,93.8822448697
2017-03-01,96.1313330667
2017-03-02,95.6697298123
2017-03-03,95.2375905954
2017-03-06,95.5125882788
2017-03-07,95.7286578873
2017-03-08,95.9054421124
2017-03-09,95.2866973246
2017-03-10,95.4733028955
2017-03-13,97.5259641757
2017-03-14,96.1902611417
2017-03-15,96.1411544125
2017-03-16,96.5536509377
2017-03-17,96.7893632378
2017-03-20,97.4179293715
2017-03-21,95.5420523164
2017-03-22,95.6991938498
2017-03-23,95.5518736622
2017-03-24,95.1000917536
2017-03-27,95.5322309705
2017-03-28,96.9857901546
2017-03-29,96.9366834254
2017-03-30,96.6322217044
2017-03-31,95.4241961663
2017-04-03,95.6795511581
2017-04-04,96.779541892
2017-04-05,96.5831149752
2017-04-06,98.0857808885
2017-04-07,97.1331103422
2017-04-10,97.2706091839
2017-04-11,97.5750709049
2017-04-12,96.2393678709
2017-04-13,94.9036648369
2017-04-17,95.8366926915
2017-04-18,95.0509850244
2017-04-19,96.2884746001
2017-04-20,97.810783205
2017-04-21,102.8294909285
2017-04-24,103.5366278288
2017-04-25,103.6250199414
2017-04-26,103.2616301454
2017-04-27,102.61342132
2017-04-28,102.2303888323
2017-05-01,101.5036092403
2017-05-02,102.191103449
2017-05-03,101.4741452028
2017-05-04,101.5920013528
2017-05-05,102.2009247948
2017-05-08,102.1812821031
2017-05-09,103.1928807245
2017-05-10,102.6919920867
2017-05-11,102.8196695826
2017-05-12,101.7851673494
2017-05-15,102.2088206449
2017-05-16,102.4551307004
2017-05-17,100.5634694739
2017-05-18,100.5437646695
2017-05-19,101.1349088028
2017-05-22,102.2088206449
2017-05-23,102.1497062316
2017-05-24,102.4255734938
2017-05-25,105.3320321491
2017-05-26,105.7162758357
2017-05-30,105.6473090202
2017-05-31,107.4404462245
2017-06-01,106.4059439912
2017-06-02,106.6325492423
2017-06-05,105.2532129313
2017-06-06,103.6965333803
2017-06-07,103.3319944982
2017-06-08,103.9428434359
2017-06-09,103.4403709226
2017-06-12,102.9280460071
2017-06-13,104.3763491336
2017-06-14,104.928083658
2017-06-15,105.5093753891
2017-06-16,105.7359806402
2017-06-19,104.9576408647
2017-06-20,103.8935814248
2017-06-21,103.5191901404
2017-06-22,102.4551307004
2017-06-23,103.3911089115
2017-06-26,102.346754276
2017-06-27,101.9329533827
2017-06-28,102.5339499182
2017-06-29,102.6324739404
2017-06-30,103.5290425426
2017-07-03,104.0512198603
2017-07-05,104.5241351669
2017-07-06,103.8443194137
2017-07-07,104.7901500269
2017-07-10,106.0315527068
2017-07-11,106.6522540468
2017-07-12,107.42074142
2017-07-13,107.4601510289
2017-07-14,108.8788969488
2017-07-17,108.6818489044
2017-07-18,107.95277114
2017-07-19,109.0069781777
2017-07-20,107.7360182911
2017-07-21,107.6966086822
2017-07-24,108.2384908044
2017-07-25,108.1104095755
2017-07-26,107.9330663356
2017-07-27,107.4108890178
2017-07-28,112.0513704641
2017-07-31,104.9576408647
2017-08-01,109.6769415287
2017-08-02,110.7015913598
2017-08-03,116.6918519104
2017-08-04,117.2435864348
2017-08-07,125.1944750275
2017-08-08,123.8446959231
2017-08-09,124.5639212853
2017-08-10,124.2190872075
2017-08-11,123.063331088
2017-08-14,124.2092089501
2017-08-15,123.3102875238
2017-08-16,123.9227394846
2017-08-17,121.393905582
2017-08-18,123.0040615434
2017-08-21,122.1841661766
2017-08-22,122.7768616225
2017-08-23,123.0732093454
2017-08-24,127.706112081
2017-08-25,127.5184251898
2017-08-28,126.4318168723
2017-08-29,129.1483376661
2017-08-30,128.9507725175
2017-08-31,129.4545636465
2017-09-01,129.0199203195
2017-09-05,129.4051723594
2017-09-06,128.9606507749
2017-09-07,129.7509113695
2017-09-08,129.3557810722
2017-09-11,129.2174854681
2017-09-12,129.3755375871
2017-09-13,129.6126157654
2017-09-14,129.7509113695
2017-09-15,129.4940766762
2017-09-18,128.9705290323
2017-09-19,128.9804072898
2017-09-20,128.5655204776
2017-09-21,128.802598656
2017-09-22,128.8915029729
2017-09-25,128.4272248736
2017-09-26,128.3284422993
2017-09-27,128.6346682797
2017-09-28,128.5260074479
2017-09-29,129.1187028938
2017-10-02,129.8595722012
2017-10-03,130.6103197661
2017-10-04,131.5388759647
2017-10-05,131.2820412714
2017-10-06,131.0054500633
2017-10-09,131.5783889944
2017-10-10,132.3291365592
2017-10-11,132.9613450349
2017-10-12,133.2972057876
2017-10-13,133.0700058666
2017-10-16,133.0403710943
2017-10-17,132.8921972329
2017-10-18,132.9712232923
2017-10-19,132.9317102626
2017-10-20,133.3564753322
2017-10-23,133.3465970747
2017-10-24,133.4750144213
2017-10-25,133.2972057876
2017-10-26,133.4058666193
2017-10-27,133.6528230551
2017-10-30,134.038075095
2017-10-31,133.9491707781
2017-11-01,134.1961272139
2017-11-02,134.3640575902
2017-11-03,134.2751532733
2017-11-06,133.3959883619
2017-11-07,133.3367188173
2017-11-08,132.9119537477
2017-11-09,131.8648584599
2017-11-10,132.2797452721
2017-11-13,132.0717893916
2017-11-14,131.586559004
2017-11-15,130.7646381433
2017-11-16,131.3191871577
2017-11-17,130.9824966847
2017-11-20,131.1805499041
2017-11-21,131.4677270723
2017-11-22,131.2399658699
2017-11-24,131.2894791748
2017-11-27,131.1211339383
2017-11-28,131.0419126505
2017-11-29,130.6953195165
2017-11-30,131.0221073285
2017-12-01,131.6063643259
2017-12-04,131.5469483601
2017-12-05,131.7450015795
2017-12-06,131.933152138
2017-12-07,132.309453255
2017-12-08,133.2997193522
2017-12-11,133.2105954035
2017-12-12,133.2105954035
2017-12-13,132.9036129133
2017-12-14,132.4084798647
2017-12-15,133.2204980645
2017-12-18,133.5175778936
2017-12-19,133.5769938595
2017-12-20,133.755241757
2017-12-21,133.6661178082
2017-12-22,133.7750470789
2017-12-26,133.6166045034
2017-12-27,133.9929056203
2017-12-28,134.3791093983
2017-12-29,134.2998881105
2018-01-02,134.5573572958
2018-01-03,135.2208355809
2018-01-04,135.1020036493
2018-01-05,135.3297648516
2018-01-08,135.557526054
2018-01-09,136.5973054561
2018-01-10,136.6072081171
2018-01-11,136.4487655415
2018-01-12,136.4883761854
2018-01-16,135.3198621907
2018-01-17,135.5179154101
2018-01-18,136.0625617636
2018-01-19,136.3299336099
2018-01-22,136.0130484587
2018-01-23,136.1120750685
2018-01-24,136.5081815074
2018-01-25,137.2112704364
2018-01-26,138.0133859752
2018-01-29,136.9141906072
2018-01-30,136.4487655415
2018-01-31,137.1419518096
2018-02-01,138.0529966191
2018-02-02,136.3398362708
2018-02-05,132.9432235572
2018-02-06,133.7057284521
2018-02-07,134.0820295691
2018-02-08,132.0123734258
2018-02-09,132.2698426111
2018-02-12,133.6993575718
2018-02-13,133.0838719637
2018-02-14,133.4611050783
2018-02-15,135.1487269069
2018-02-16,134.9303287879
2018-02-20,134.2751344309
2018-02-21,135.5855231449
2018-02-22,136.5286059314
2018-02-23,136.1315184424
2018-02-26,137.0944556034
2018-02-27,136.6675865526
2018-02-28,136.7172224887
2018-03-01,135.0494550346
2018-03-02,134.9898919113
2018-03-05,136.0123921956
2018-03-06,135.3969065876
2018-03-07,135.2579259664
2018-03-08,135.4961784598
2018-03-09,136.816494361
2018-03-12,135.4366153365
2018-03-13,135.0494550346
2018-03-14,134.7516394178
2018-03-15,134.5133869244
2018-03-16,134.8806928518
2018-03-19,135.3869794003
2018-03-20,135.5259600215
2018-03-21,135.0693094091
2018-03-22,133.9872460013
2018-03-23,133.5603769506
2018-03-26,135.0792365963
2018-03-27,134.979964724
2018-03-28,134.3148431798
2018-03-29,133.8681197546
2018-04-02,133.4313235166
2018-04-03,134.3942606776
2018-04-04,134.0269547503
2018-04-05,134.3247703671
2018-04-06,132.9250369681
2018-04-09,132.8952554064
2018-04-10,132.8754010319
2018-04-11,132.964745717
2018-04-12,132.9846000914
2018-04-13,132.7959835341
2018-04-16,133.6795031973
2018-04-17,134.0368819375
2018-04-18,134.0269547503
2018-04-19,132.3889688578
2018-04-20,132.0712988666
2018-04-23,132.0613716793
2018-04-24,132.0613716793
2018-04-25,132.3294057345
2018-04-26,131.9918813687
2018-04-27,132.0315901176
2018-04-30,131.5749395052
2018-05-01,131.2671967012
2018-05-02,130.7807645271
2018-05-03,130.6616382803
2018-05-04,131.5749395052
2018-05-07,132.4683863556
2018-05-08,132.3294057345
2018-05-09,132.9548185298
2018-05-10,133.3519060188
2018-05-11,133.3221244571
2018-05-14,134.5332412988
2018-05-15,134.5431927184
2018-05-16,134.4237756834
2018-05-17,135.3194034456
2018-05-18,135.6776545505
2018-05-21,136.8121163826
2018-05-22,137.5783756902
2018-05-23,137.1902703266
2018-05-24,137.1405132287
2018-05-25,137.4291043965
2018-05-29,137.0210961938
2018-05-30,137.299735942
2018-05-31,136.8419706413
2018-06-01,137.5783756902
2018-06-04,137.419152977
2018-06-05,136.9812905154
2018-06-06,137.5485214315
2018-06-07,138.3844406762
2018-06-08,138.5038577112
2018-06-11,138.2749750608
2018-06-12,137.7475498231
2018-06-13,136.9713390959
2018-06-14,137.2101731658
2018-06-15,136.9414848371
2018-06-18,136.6230394106
2018-06-19,133.9461075436
2018-06-20,134.2247472919
2018-06-21,133.5679535996
2018-06-22,133.8167390891
2018-06-25,133.0206255227
2018-06-26,133.6973220541
2018-06-27,133.5878564387
2018-06-28,133.9162532849
2018-06-29,134.0257189003
2018-07-02,134.5232898792
2018-07-03,134.433727103
2018-07-05,134.3839700051
2018-07-06,134.7024154317
2018-07-09,135.617946033
2018-07-10,136.0259542358
2018-07-11,134.1252330961
2018-07-12,136.2747397253
2018-07-13,137.1902703266
2018-07-16,137.1604160679
2018-07-17,136.6528936693
2018-07-18,137.0907561308
2018-07-19,136.4837195365
2018-07-20,135.737363068
2018-07-23,135.5582375155
2018-07-24,136.991241935
2018-07-25,136.6329908302
2018-07-26,137.5783756902
2018-07-27,137.9366267951
2018-07-30,136.7524078651
2018-07-31,138.3147807391
2018-08-01,137.4490072357
2018-08-02,136.7126021868
2018-08-03,136.2747397253
2018-08-06,136.732505026
2018-08-07,137.0111447742
2018-08-08,136.732505026
2018-08-09,136.2249826274
2018-08-10,135.428869061
2018-08-13,135.1004722149
2018-08-14,134.8516867254
2018-08-15,134.7223182708
2018-08-16,135.4686747393
2018-08-17,137.1703674875
2018-08-20,137.2900711025
2018-08-21,137.3798488137
2018-08-22,136.07308435
2018-08-23,135.8037512162
2018-08-24,135.793775915
2018-08-27,136.671602425
2018-08-28,136.4920470025
2018-08-29,136.192787965
2018-08-30,136.033183145
2018-08-31,135.6142204925
2018-09-04,135.713973505
2018-09-05,136.6217259187
2018-09-06,138.6566873737
2018-09-07,137.9185150812
2018-09-10,138.2477000225
2018-09-11,138.8960946037
2018-09-12,138.7165391812
2018-09-13,139.3150572562
2018-09-14,141.1405373849
2018-09-17,139.2552054487
2018-09-18,140.5220687074
2018-09-19,140.7315500337
2018-09-20,141.4896729287
2018-09-21,141.6293271462
2018-09-24,140.0931307537
2018-09-25,140.3824144899
2018-09-26,139.9534765362
2018-09-27,139.5644397874
2018-09-28,140.1230566574
2018-10-01,140.9210807574
2018-10-02,140.7215747324
2018-10-03,141.1904138912
2018-10-04,140.5918958162
2018-10-05,139.9235506324
2018-10-08,138.30755183
2018-10-09,134.8062210912
2018-10-10,133.2101728913
2018-10-11,134.0081969912
2018-10-12,133.9782710875
2018-10-15,134.39723374
2018-10-16,134.7264186812
2018-10-17,133.2600493975
2018-10-18,131.6640011975
2018-10-19,131.1752114363
2018-10-22,130.1776813113
2018-10-23,131.9433096325
2018-10-24,127.8135349151
2018-10-25,128.9606945588
2018-10-26,127.9531891325
2018-10-29,126.0977831001
2018-10-30,127.8833620238
2018-10-31,127.7038066013
2018-11-01,130.0280517925
2018-11-02,131.2550138463
2018-11-05,130.925828905
2018-11-06,130.9358042063
2018-11-07,132.5917042138
2018-11-08,132.24256867
2018-11-09,132.8909632513
2018-11-12,129.92829878
2018-11-13,131.1552608338
2018-11-14,131.7737295113
2018-11-15,133.28
2018-11-16,132.5
2018-11-19,130.4
2018-11-20,129.85
2018-11-21,129.68
2018-11-23,141.63
2018-11-26,141.04
