Date,BBWI
2022-12-07,43.0099983215332
2022-12-08,42.150001525878906
2022-12-09,42.310001373291016
2022-12-12,42.150001525878906
2022-12-13,42.400001525878906
2022-12-14,42.220001220703125
2022-12-15,41.75
2022-12-16,40.310001373291016
2022-12-19,40.34000015258789
2022-12-20,40.29999923706055
2022-12-21,41.220001220703125
2022-12-22,40.34000015258789
2022-12-23,41.939998626708984
2022-12-27,41.95000076293945
2022-12-28,40.75
2022-12-29,41.650001525878906
2022-12-30,42.13999938964844
2023-01-03,43.189998626708984
2023-01-04,47.72999954223633
2023-01-05,46.790000915527344
2023-01-06,46.119998931884766
2023-01-09,45.0
2023-01-10,45.79999923706055
2023-01-11,46.58000183105469
2023-01-12,46.13999938964844
2023-01-13,46.65999984741211
2023-01-17,45.880001068115234
2023-01-18,45.529998779296875
2023-01-19,44.25
2023-01-20,45.0099983215332
2023-01-23,45.689998626708984
2023-01-24,45.279998779296875
2023-01-25,45.29999923706055
2023-01-26,45.15999984741211
2023-01-27,44.650001525878906
2023-01-30,44.060001373291016
2023-01-31,46.0099983215332
2023-02-01,47.97999954223633
2023-02-02,47.02000045776367
2023-02-03,46.849998474121094
2023-02-06,46.02000045776367
2023-02-07,45.810001373291016
2023-02-08,44.209999084472656
2023-02-09,44.810001373291016
2023-02-10,44.31999969482422
2023-02-13,44.72999954223633
2023-02-14,44.93000030517578
2023-02-15,43.2400016784668
2023-02-16,42.90999984741211
2023-02-17,42.88999938964844
2023-02-21,40.7599983215332
2023-02-22,41.88999938964844
2023-02-23,43.560001373291016
2023-02-24,42.41999816894531
2023-02-27,41.43000030517578
2023-02-28,40.869998931884766
2023-03-01,39.40999984741211
2023-03-02,39.77000045776367
2023-03-03,39.59000015258789
2023-03-06,39.349998474121094
2023-03-07,39.470001220703125
2023-03-08,39.20000076293945
2023-03-09,38.0
2023-03-10,37.279998779296875
2023-03-13,36.599998474121094
2023-03-14,35.95000076293945
2023-03-15,35.11000061035156
2023-03-16,35.25
2023-03-17,34.43000030517578
2023-03-20,34.81999969482422
2023-03-21,35.77000045776367
2023-03-22,34.93000030517578
2023-03-23,34.349998474121094
2023-03-24,35.61000061035156
2023-03-27,36.689998626708984
2023-03-28,38.040000915527344
2023-03-29,37.25
2023-03-30,36.27000045776367
2023-03-31,36.58000183105469
2023-04-03,36.5
2023-04-04,36.54999923706055
2023-04-05,35.68000030517578
2023-04-06,35.529998779296875
2023-04-10,37.40999984741211
2023-04-11,37.83000183105469
2023-04-12,36.369998931884766
2023-04-13,35.849998474121094
2023-04-14,36.189998626708984
2023-04-17,35.439998626708984
2023-04-18,35.36000061035156
2023-04-19,35.599998474121094
2023-04-20,34.7599983215332
2023-04-21,35.630001068115234
2023-04-24,35.93000030517578
2023-04-25,34.70000076293945
2023-04-26,34.54999923706055
2023-04-27,34.77000045776367
2023-04-28,35.099998474121094
2023-05-01,34.86000061035156
2023-05-02,34.599998474121094
2023-05-03,34.31999969482422
2023-05-04,33.470001220703125
2023-05-05,33.709999084472656
2023-05-08,32.61000061035156
2023-05-09,32.2400016784668
2023-05-10,31.829999923706055
2023-05-11,32.22999954223633
2023-05-12,33.0
2023-05-15,33.619998931884766
2023-05-16,32.599998474121094
2023-05-17,34.02000045776367
2023-05-18,37.66999816894531
2023-05-19,37.029998779296875
2023-05-22,38.119998931884766
2023-05-23,38.5099983215332
2023-05-24,38.22999954223633
2023-05-25,36.63999938964844
2023-05-26,36.88999938964844
2023-05-30,36.290000915527344
2023-05-31,35.2400016784668
2023-06-01,36.150001525878906
2023-06-02,37.709999084472656
2023-06-05,39.79999923706055
2023-06-06,40.380001068115234
2023-06-07,41.189998626708984
2023-06-08,42.0
2023-06-09,42.22999954223633
2023-06-12,41.810001373291016
2023-06-13,41.130001068115234
2023-06-14,39.70000076293945
2023-06-15,39.720001220703125
2023-06-16,38.95000076293945
2023-06-20,38.79999923706055
2023-06-21,38.560001373291016
2023-06-22,37.810001373291016
2023-06-23,37.209999084472656
2023-06-26,36.43000030517578
2023-06-27,37.880001068115234
2023-06-28,36.779998779296875
2023-06-29,37.84000015258789
2023-06-30,37.5
2023-07-03,37.900001525878906
2023-07-05,38.209999084472656
2023-07-06,37.38999938964844
2023-07-07,37.65999984741211
2023-07-10,37.13999938964844
2023-07-11,37.209999084472656
2023-07-12,36.709999084472656
2023-07-13,35.709999084472656
2023-07-14,35.189998626708984
2023-07-17,36.150001525878906
2023-07-18,35.61000061035156
2023-07-19,36.0
2023-07-20,36.0099983215332
2023-07-21,35.65999984741211
2023-07-24,35.25
2023-07-25,35.08000183105469
2023-07-26,35.970001220703125
2023-07-27,36.16999816894531
2023-07-28,36.540000915527344
2023-07-31,37.060001373291016
2023-08-01,36.70000076293945
2023-08-02,36.9900016784668
2023-08-03,37.150001525878906
2023-08-04,37.9900016784668
2023-08-07,39.29999923706055
2023-08-08,39.310001373291016
2023-08-09,39.20000076293945
2023-08-10,38.97999954223633
2023-08-11,36.9900016784668
2023-08-14,37.47999954223633
2023-08-15,37.56999969482422
2023-08-16,37.47999954223633
2023-08-17,36.11000061035156
2023-08-18,36.52000045776367
2023-08-21,36.720001220703125
2023-08-22,34.939998626708984
2023-08-23,36.25
2023-08-24,34.59000015258789
2023-08-25,34.84000015258789
2023-08-28,35.84000015258789
2023-08-29,37.08000183105469
2023-08-30,38.11000061035156
2023-08-31,36.869998931884766
2023-09-01,38.150001525878906
2023-09-05,37.630001068115234
2023-09-06,37.34000015258789
2023-09-07,37.09000015258789
2023-09-08,36.5
2023-09-11,36.459999084472656
2023-09-12,37.25
2023-09-13,35.880001068115234
2023-09-14,36.31999969482422
2023-09-15,36.279998779296875
2023-09-18,36.09000015258789
2023-09-19,35.18000030517578
2023-09-20,34.9900016784668
2023-09-21,34.06999969482422
2023-09-22,33.11000061035156
2023-09-25,33.06999969482422
2023-09-26,31.700000762939453
2023-09-27,32.150001525878906
2023-09-28,33.209999084472656
2023-09-29,33.79999923706055
2023-10-02,33.56999969482422
2023-10-03,32.439998626708984
2023-10-04,32.68000030517578
2023-10-05,32.36000061035156
2023-10-06,32.099998474121094
2023-10-09,31.040000915527344
2023-10-10,31.450000762939453
2023-10-11,31.110000610351562
2023-10-12,30.75
2023-10-13,30.200000762939453
2023-10-16,31.3799991607666
2023-10-17,32.599998474121094
2023-10-18,32.02000045776367
2023-10-19,30.709999084472656
2023-10-20,31.100000381469727
2023-10-23,29.559999465942383
2023-10-24,28.84000015258789
2023-10-25,28.1200008392334
2023-10-26,28.690000534057617
2023-10-27,28.290000915527344
2023-10-30,29.18000030517578
2023-10-31,29.649999618530273
2023-11-01,29.709999084472656
2023-11-02,30.670000076293945
2023-11-03,32.59000015258789
2023-11-06,31.5
2023-11-07,31.540000915527344
2023-11-08,31.600000381469727
2023-11-09,30.770000457763672
2023-11-10,31.040000915527344
2023-11-13,29.729999542236328
2023-11-14,31.510000228881836
2023-11-15,32.5
2023-11-16,30.100000381469727
2023-11-17,29.360000610351562
2023-11-20,29.059999465942383
2023-11-21,29.670000076293945
2023-11-22,29.610000610351562
2023-11-24,30.030000686645508
2023-11-27,30.329999923706055
2023-11-28,31.270000457763672
2023-11-29,32.04999923706055
2023-11-30,32.619998931884766
2023-12-01,33.88999938964844
2023-12-04,36.900001525878906
2023-12-05,35.25
2023-12-06,36.9900016784668
2023-12-07,37.0099983215332
2023-12-08,37.56999969482422
2023-12-11,38.790000915527344
2023-12-12,38.790000915527344
2023-12-13,40.15999984741211
2023-12-14,41.709999084472656
2023-12-15,41.2400016784668
2023-12-18,41.45000076293945
2023-12-19,42.4900016784668
2023-12-20,42.11000061035156
2023-12-21,43.720001220703125
2023-12-22,43.09000015258789
2023-12-26,42.5099983215332
2023-12-27,42.709999084472656
2023-12-28,43.130001068115234
2023-12-29,43.15999984741211
2024-01-02,44.75
2024-01-03,43.59000015258789
2024-01-04,43.439998626708984
2024-01-05,44.709999084472656
2024-01-08,45.650001525878906
2024-01-09,45.0
2024-01-10,44.130001068115234
2024-01-11,43.099998474121094
2024-01-12,42.209999084472656
2024-01-16,43.13999938964844
2024-01-17,42.810001373291016
2024-01-18,42.54999923706055
2024-01-19,42.43000030517578
2024-01-22,42.040000915527344
2024-01-23,41.439998626708984
2024-01-24,41.13999938964844
2024-01-25,41.65999984741211
2024-01-26,42.439998626708984
2024-01-29,43.31999969482422
2024-01-30,43.650001525878906
2024-01-31,42.65999984741211
2024-02-01,43.5099983215332
2024-02-02,43.45000076293945
2024-02-05,42.790000915527344
2024-02-06,43.13999938964844
2024-02-07,44.09000015258789
2024-02-08,44.369998931884766
2024-02-09,44.720001220703125
2024-02-12,44.7400016784668
2024-02-13,43.27000045776367
2024-02-14,43.880001068115234
2024-02-15,45.5
2024-02-16,45.400001525878906
2024-02-20,47.36000061035156
2024-02-21,46.41999816894531
2024-02-22,46.689998626708984
2024-02-23,47.25
2024-02-26,46.5
2024-02-27,47.40999984741211
2024-02-28,48.33000183105469
2024-02-29,45.70000076293945
2024-03-01,45.68000030517578
2024-03-04,45.650001525878906
2024-03-05,45.099998474121094
2024-03-06,44.779998779296875
2024-03-07,43.790000915527344
2024-03-08,44.7599983215332
2024-03-11,45.349998474121094
2024-03-12,45.59000015258789
2024-03-13,45.66999816894531
2024-03-14,45.900001525878906
2024-03-15,45.630001068115234
2024-03-18,46.369998931884766
2024-03-19,47.47999954223633
2024-03-20,48.099998474121094
2024-03-21,48.27000045776367
2024-03-22,46.75
2024-03-25,46.79999923706055
2024-03-26,47.97999954223633
2024-03-27,49.45000076293945
2024-03-28,50.02000045776367
2024-04-01,50.209999084472656
2024-04-02,48.25
2024-04-03,46.47999954223633
2024-04-04,45.16999816894531
2024-04-05,45.4900016784668
2024-04-08,46.75
2024-04-09,46.13999938964844
2024-04-10,45.369998931884766
2024-04-11,46.220001220703125
2024-04-12,45.220001220703125
2024-04-15,44.59000015258789
2024-04-16,43.689998626708984
2024-04-17,43.189998626708984
2024-04-18,43.86000061035156
2024-04-19,43.9900016784668
2024-04-22,43.939998626708984
2024-04-23,45.130001068115234
2024-04-24,45.599998474121094
2024-04-25,45.599998474121094
2024-04-26,46.040000915527344
2024-04-29,46.380001068115234
2024-04-30,45.41999816894531
2024-05-01,43.83000183105469
2024-05-02,43.83000183105469
2024-05-03,45.970001220703125
2024-05-06,47.380001068115234
2024-05-07,47.220001220703125
2024-05-08,47.619998931884766
2024-05-09,48.560001373291016
2024-05-10,47.54999923706055
2024-05-13,47.81999969482422
2024-05-14,48.68000030517578
2024-05-15,49.849998474121094
2024-05-16,48.95000076293945
2024-05-17,50.15999984741211
2024-05-20,50.66999816894531
2024-05-21,50.0099983215332
2024-05-22,48.70000076293945
2024-05-23,48.310001373291016
2024-05-24,48.279998779296875
2024-05-28,48.560001373291016
2024-05-29,48.689998626708984
2024-05-30,50.709999084472656
2024-05-31,51.939998626708984
2024-06-03,51.810001373291016
2024-06-04,45.16999816894531
2024-06-05,47.220001220703125
2024-06-06,46.369998931884766
2024-06-07,45.84000015258789
2024-06-10,45.630001068115234
2024-06-11,44.70000076293945
2024-06-12,43.70000076293945
2024-06-13,43.779998779296875
2024-06-14,43.2599983215332
2024-06-17,42.11000061035156
2024-06-18,41.54999923706055
2024-06-20,42.29999923706055
2024-06-21,41.91999816894531
2024-06-24,41.5
2024-06-25,40.939998626708984
2024-06-26,40.04999923706055
2024-06-27,39.029998779296875
2024-06-28,39.04999923706055
