Date,NKTR
2018-04-12,1556.0999755859375
2018-04-13,1507.5
2018-04-16,1402.050048828125
2018-04-17,1405.6500244140625
2018-04-18,1388.0999755859375
2018-04-19,1352.25
2018-04-20,1293.1500244140625
2018-04-23,1281.75
2018-04-24,1267.6500244140625
2018-04-25,1238.8499755859375
2018-04-26,1262.8499755859375
2018-04-27,1254.9000244140625
2018-04-30,1254.9000244140625
2018-05-01,1261.800048828125
2018-05-02,1279.6500244140625
2018-05-03,1241.25
2018-05-04,1158.0
2018-05-07,1181.4000244140625
2018-05-08,1171.5
2018-05-09,1167.449951171875
2018-05-10,1159.3499755859375
2018-05-11,1191.5999755859375
2018-05-14,1213.949951171875
2018-05-15,1251.0
2018-05-16,1287.0
2018-05-17,1188.449951171875
2018-05-18,1279.5
2018-05-21,1252.050048828125
2018-05-22,1229.25
2018-05-23,1242.0
2018-05-24,1208.699951171875
2018-05-25,1199.4000244140625
2018-05-29,1167.449951171875
2018-05-30,1209.0
2018-05-31,1204.050048828125
2018-06-01,1355.25
2018-06-04,788.5499877929688
2018-06-05,839.4000244140625
2018-06-06,899.7000122070312
2018-06-07,794.5499877929688
2018-06-08,812.0999755859375
2018-06-11,795.2999877929688
2018-06-12,803.4000244140625
2018-06-13,802.0499877929688
2018-06-14,846.1500244140625
2018-06-15,867.9000244140625
2018-06-18,876.1500244140625
2018-06-19,860.4000244140625
2018-06-20,872.5499877929688
2018-06-21,837.9000244140625
2018-06-22,792.75
2018-06-25,769.0499877929688
2018-06-26,747.1500244140625
2018-06-27,693.75
2018-06-28,723.0
2018-06-29,732.4500122070312
2018-07-02,732.4500122070312
2018-07-03,720.1500244140625
2018-07-05,713.0999755859375
2018-07-06,714.5999755859375
2018-07-09,713.25
2018-07-10,706.7999877929688
2018-07-11,701.4000244140625
2018-07-12,715.0499877929688
2018-07-13,716.8499755859375
2018-07-16,716.8499755859375
2018-07-17,725.4000244140625
2018-07-18,718.2000122070312
2018-07-19,736.2000122070312
2018-07-20,730.9500122070312
2018-07-23,740.5499877929688
2018-07-24,696.9000244140625
2018-07-25,747.4500122070312
2018-07-26,752.25
2018-07-27,757.9500122070312
2018-07-30,765.4500122070312
2018-07-31,789.0
2018-08-01,790.6500244140625
2018-08-02,814.5
2018-08-03,809.0999755859375
2018-08-06,830.8499755859375
2018-08-07,819.2999877929688
2018-08-08,839.4000244140625
2018-08-09,890.5499877929688
2018-08-10,896.25
2018-08-13,889.6500244140625
2018-08-14,905.8499755859375
2018-08-15,879.2999877929688
2018-08-16,899.25
2018-08-17,900.4500122070312
2018-08-20,909.0
2018-08-21,929.4000244140625
2018-08-22,946.3499755859375
2018-08-23,952.6500244140625
2018-08-24,958.3499755859375
2018-08-27,978.2999877929688
2018-08-28,991.6500244140625
2018-08-29,1001.25
2018-08-30,990.0
2018-08-31,997.3499755859375
2018-09-04,1027.3499755859375
2018-09-05,1013.4000244140625
2018-09-06,990.0
2018-09-07,975.0
2018-09-10,998.7000122070312
2018-09-11,966.1500244140625
2018-09-12,942.4500122070312
2018-09-13,928.5
2018-09-14,888.75
2018-09-17,874.6500244140625
2018-09-18,874.9500122070312
2018-09-19,850.3499755859375
2018-09-20,876.5999755859375
2018-09-21,885.0
2018-09-24,913.0499877929688
2018-09-25,917.0999755859375
2018-09-26,892.7999877929688
2018-09-27,913.6500244140625
2018-09-28,914.4000244140625
2018-10-01,849.75
2018-10-02,829.9500122070312
2018-10-03,806.7000122070312
2018-10-04,781.6500244140625
2018-10-05,786.1500244140625
2018-10-08,776.4000244140625
2018-10-09,779.4000244140625
2018-10-10,729.4500122070312
2018-10-11,718.5
2018-10-12,733.6500244140625
2018-10-15,736.2000122070312
2018-10-16,757.0499877929688
2018-10-17,758.8499755859375
2018-10-18,743.4000244140625
2018-10-19,722.8499755859375
2018-10-22,598.3499755859375
2018-10-23,592.5
2018-10-24,549.1500244140625
2018-10-25,551.5499877929688
2018-10-26,552.0
2018-10-29,548.5499877929688
2018-10-30,562.6500244140625
2018-10-31,580.2000122070312
2018-11-01,610.3499755859375
2018-11-02,585.75
2018-11-05,600.0
2018-11-06,541.2000122070312
2018-11-07,569.25
2018-11-08,529.6500244140625
2018-11-09,510.29998779296875
2018-11-12,554.8499755859375
2018-11-13,560.25
2018-11-14,564.75
2018-11-15,572.8499755859375
2018-11-16,573.4500122070312
2018-11-19,570.1500244140625
2018-11-20,571.7999877929688
2018-11-21,560.25
2018-11-23,557.4000244140625
2018-11-26,584.8499755859375
2018-11-27,568.3499755859375
2018-11-28,578.25
2018-11-29,588.9000244140625
2018-11-30,605.8499755859375
2018-12-03,607.9500122070312
2018-12-04,570.0
2018-12-06,570.5999755859375
2018-12-07,554.8499755859375
2018-12-10,549.9000244140625
2018-12-11,546.4500122070312
2018-12-12,554.5499877929688
2018-12-13,570.0
2018-12-14,547.6500244140625
2018-12-17,512.4000244140625
2018-12-18,536.0999755859375
2018-12-19,513.9000244140625
2018-12-20,489.45001220703125
2018-12-21,459.29998779296875
2018-12-24,456.45001220703125
2018-12-26,491.70001220703125
2018-12-27,497.54998779296875
2018-12-28,504.29998779296875
2018-12-31,493.04998779296875
2019-01-02,513.2999877929688
2019-01-03,473.70001220703125
2019-01-04,509.3999938964844
2019-01-07,549.2999877929688
2019-01-08,610.2000122070312
2019-01-09,617.7000122070312
2019-01-10,622.0499877929688
2019-01-11,615.1500244140625
2019-01-14,622.7999877929688
2019-01-15,667.7999877929688
2019-01-16,669.2999877929688
2019-01-17,681.2999877929688
2019-01-18,693.0
2019-01-22,671.4000244140625
2019-01-23,659.25
2019-01-24,648.4500122070312
2019-01-25,658.7999877929688
2019-01-28,644.8499755859375
2019-01-29,637.6500244140625
2019-01-30,646.5
2019-01-31,635.0999755859375
2019-02-01,633.5999755859375
2019-02-04,637.5
2019-02-05,656.25
2019-02-06,665.0999755859375
2019-02-07,657.2999877929688
2019-02-08,673.3499755859375
2019-02-11,695.25
2019-02-12,633.9000244140625
2019-02-13,633.75
2019-02-14,639.2999877929688
2019-02-15,625.3499755859375
2019-02-19,642.1500244140625
2019-02-20,645.4500122070312
2019-02-21,603.9000244140625
2019-02-22,600.75
2019-02-25,614.7000122070312
2019-02-26,615.4500122070312
2019-02-27,615.4500122070312
2019-02-28,608.0999755859375
2019-03-01,571.9500122070312
2019-03-04,574.5
2019-03-05,576.0
2019-03-06,545.8499755859375
2019-03-07,537.2999877929688
2019-03-08,526.9500122070312
2019-03-11,531.75
2019-03-12,543.1500244140625
2019-03-13,564.9000244140625
2019-03-14,544.7999877929688
2019-03-15,532.9500122070312
2019-03-18,523.9500122070312
2019-03-19,516.1500244140625
2019-03-20,489.1499938964844
2019-03-21,502.20001220703125
2019-03-22,482.54998779296875
2019-03-25,485.54998779296875
2019-03-26,484.79998779296875
2019-03-27,476.70001220703125
2019-03-28,490.3500061035156
2019-03-29,504.0
2019-04-01,498.6000061035156
2019-04-02,505.5
2019-04-03,529.3499755859375
2019-04-04,529.3499755859375
2019-04-05,544.5
2019-04-08,539.7000122070312
2019-04-09,531.75
2019-04-10,537.4500122070312
2019-04-11,536.25
2019-04-12,527.25
2019-04-15,502.3500061035156
2019-04-16,500.70001220703125
2019-04-17,467.8500061035156
2019-04-18,475.20001220703125
2019-04-22,465.0
2019-04-23,474.29998779296875
2019-04-24,466.95001220703125
2019-04-25,476.70001220703125
2019-04-26,483.8999938964844
2019-04-29,484.95001220703125
2019-04-30,480.29998779296875
2019-05-01,474.6000061035156
2019-05-02,482.1000061035156
2019-05-03,483.29998779296875
2019-05-06,490.3500061035156
2019-05-07,481.20001220703125
2019-05-08,494.70001220703125
2019-05-09,531.75
2019-05-10,521.8499755859375
2019-05-13,489.1499938964844
2019-05-14,506.25
2019-05-15,508.5
2019-05-16,470.1000061035156
2019-05-17,480.29998779296875
2019-05-20,482.25
2019-05-21,501.29998779296875
2019-05-22,502.04998779296875
2019-05-23,496.04998779296875
2019-05-24,506.8500061035156
2019-05-28,481.79998779296875
2019-05-29,488.1000061035156
2019-05-30,481.6499938964844
2019-05-31,469.79998779296875
2019-06-03,510.8999938964844
2019-06-04,493.79998779296875
2019-06-05,504.6000061035156
2019-06-06,494.70001220703125
2019-06-07,495.0
2019-06-10,496.95001220703125
2019-06-11,499.04998779296875
2019-06-12,504.45001220703125
2019-06-13,510.45001220703125
2019-06-14,501.0
2019-06-17,505.5
2019-06-18,527.5499877929688
2019-06-19,530.0999755859375
2019-06-20,530.8499755859375
2019-06-21,522.9000244140625
2019-06-24,508.3500061035156
2019-06-25,519.2999877929688
2019-06-26,499.3500061035156
2019-06-27,520.2000122070312
2019-06-28,533.7000122070312
