Date,GWW
2022-05-27,473.4251708984375
2022-05-31,470.2200927734375
2022-06-01,477.2867736816406
2022-06-02,481.428466796875
2022-06-03,479.1114501953125
2022-06-06,481.4766845703125
2022-06-07,489.6246643066406
2022-06-08,481.2546691894531
2022-06-09,477.3157958984375
2022-06-10,471.8322448730469
2022-06-13,461.64727783203125
2022-06-14,453.6440734863281
2022-06-15,456.6947326660156
2022-06-16,439.9256591796875
2022-06-17,426.796142578125
2022-06-21,434.2780456542969
2022-06-22,434.0076904296875
2022-06-23,430.6481018066406
2022-06-24,445.0036315917969
2022-06-27,448.09295654296875
2022-06-28,435.0599365234375
2022-06-29,438.24578857421875
2022-06-30,438.7092590332031
2022-07-01,445.3512268066406
2022-07-05,439.4236755371094
2022-07-06,453.8564147949219
2022-07-07,457.4284362792969
2022-07-08,458.69317626953125
2022-07-11,461.183837890625
2022-07-12,457.7663269042969
2022-07-13,438.6319885253906
2022-07-14,440.5628356933594
2022-07-15,441.5765075683594
2022-07-18,437.57977294921875
2022-07-19,449.8113708496094
2022-07-20,455.1404113769531
2022-07-21,456.94580078125
2022-07-22,457.48638916015625
2022-07-25,465.4413146972656
2022-07-26,462.97955322265625
2022-07-27,470.7413635253906
2022-07-28,484.5177001953125
2022-07-29,524.7268676757812
2022-08-01,530.5868530273438
2022-08-02,521.560302734375
2022-08-03,524.2345581054688
2022-08-04,524.5433349609375
2022-08-05,538.489501953125
2022-08-08,544.5617065429688
2022-08-09,540.3779296875
2022-08-10,547.1572265625
2022-08-11,548.5034790039062
2022-08-12,561.5972290039062
2022-08-15,564.4249267578125
2022-08-16,565.7711791992188
2022-08-17,565.2774047851562
2022-08-18,567.107666015625
2022-08-19,565.5
2022-08-22,554.4014282226562
2022-08-23,558.5562133789062
2022-08-24,560.78369140625
2022-08-25,564.889892578125
2022-08-26,548.3872680664062
2022-08-29,547.6221313476562
2022-08-30,538.84765625
2022-08-31,537.443359375
2022-09-01,539.4868774414062
2022-09-02,537.8017578125
2022-09-06,543.69970703125
2022-09-07,555.689453125
2022-09-08,552.7935791015625
2022-09-09,554.6822509765625
2022-09-12,550.1885375976562
2022-09-13,539.583740234375
2022-09-14,530.9547729492188
2022-09-15,516.0307006835938
2022-09-16,509.5707092285156
2022-09-19,518.2289428710938
2022-09-20,514.25830078125
2022-09-21,500.45745849609375
2022-09-22,488.3419494628906
2022-09-23,479.248046875
2022-09-26,473.9117126464844
2022-09-27,471.7424011230469
2022-09-28,478.2602233886719
2022-09-29,471.5486755371094
2022-09-30,473.76641845703125
2022-10-03,490.8406677246094
2022-10-04,504.7962646484375
2022-10-05,502.4042053222656
2022-10-06,493.52325439453125
2022-10-07,485.126708984375
2022-10-10,488.22576904296875
2022-10-11,497.8814392089844
2022-10-12,490.2789001464844
2022-10-13,502.0458679199219
2022-10-14,485.3688049316406
2022-10-17,500.9223937988281
2022-10-18,514.8587036132812
2022-10-19,504.699462890625
2022-10-20,493.1358642578125
2022-10-21,503.295166015625
2022-10-24,508.5538330078125
2022-10-25,514.064453125
2022-10-26,514.3840942382812
2022-10-27,520.7179565429688
2022-10-28,557.7232666015625
2022-10-31,565.9260864257812
2022-11-01,574.0130004882812
2022-11-02,565.5676879882812
2022-11-03,575.659423828125
2022-11-04,574.9232177734375
2022-11-07,576.5794067382812
2022-11-08,581.7219848632812
2022-11-09,572.3762817382812
2022-11-10,590.9183349609375
2022-11-11,569.6856689453125
2022-11-14,568.209228515625
2022-11-15,565.11083984375
2022-11-16,571.987548828125
2022-11-17,576.9025268554688
2022-11-18,579.89404296875
2022-11-21,583.381103515625
2022-11-22,588.0918579101562
2022-11-23,586.9747314453125
2022-11-25,586.9068603515625
2022-11-28,577.494873046875
2022-11-29,574.02734375
2022-11-30,585.7510375976562
2022-12-01,585.8676147460938
2022-12-02,584.7990112304688
2022-12-05,569.61767578125
2022-12-06,563.68310546875
2022-12-07,569.5787963867188
2022-12-08,576.2225341796875
2022-12-09,571.1815795898438
2022-12-12,576.4265747070312
2022-12-13,568.1414184570312
2022-12-14,559.487060546875
2022-12-15,545.4130249023438
2022-12-16,542.61572265625
2022-12-19,545.160400390625
2022-12-20,546.5882568359375
2022-12-21,551.1338500976562
2022-12-22,545.2575073242188
2022-12-23,548.880615234375
2022-12-27,549.1040649414062
2022-12-28,541.0713500976562
2022-12-29,546.0831909179688
2022-12-30,540.2844848632812
2023-01-03,539.9736938476562
2023-01-04,538.128173828125
2023-01-05,522.1018676757812
2023-01-06,536.8656005859375
2023-01-09,541.6248779296875
2023-01-10,547.7344360351562
2023-01-11,565.5673828125
2023-01-12,556.10693359375
2023-01-13,557.3889770507812
2023-01-17,555.261962890625
2023-01-18,554.2906494140625
2023-01-19,532.0089721679688
2023-01-20,544.1599731445312
2023-01-23,545.5975341796875
2023-01-24,554.4461059570312
2023-01-25,543.7811889648438
2023-01-26,548.7152709960938
2023-01-27,555.3784790039062
2023-01-30,558.8071899414062
2023-01-31,572.5606689453125
2023-02-01,580.8848266601562
2023-02-02,656.1798095703125
2023-02-03,656.4129028320312
2023-02-06,654.9267578125
2023-02-07,658.81201171875
2023-02-08,644.718505859375
2023-02-09,642.1348266601562
2023-02-10,639.310791015625
2023-02-13,651.0745849609375
2023-02-14,649.09765625
2023-02-15,655.0673217773438
2023-02-16,652.5548706054688
2023-02-17,659.6248168945312
2023-02-21,639.0185546875
2023-02-22,640.489013671875
2023-02-23,640.7227172851562
2023-02-24,646.7216186523438
2023-02-27,657.3557739257812
2023-02-28,650.938232421875
2023-03-01,653.4507446289062
2023-03-02,666.5877685546875
2023-03-03,679.3353271484375
2023-03-06,681.3412475585938
2023-03-07,676.4915161132812
2023-03-08,682.0716552734375
2023-03-09,674.8749389648438
2023-03-10,660.1410522460938
2023-03-13,657.199951171875
2023-03-14,668.1751098632812
2023-03-15,650.266357421875
2023-03-16,663.5007934570312
2023-03-17,646.1373901367188
2023-03-20,656.2553100585938
2023-03-21,663.0040283203125
2023-03-22,651.1134643554688
2023-03-23,647.9681396484375
2023-03-24,646.2347412109375
2023-03-27,654.083740234375
2023-03-28,658.1544189453125
2023-03-29,657.3751831054688
2023-03-30,651.75634765625
2023-03-31,670.7849731445312
2023-04-03,665.2926025390625
2023-04-04,639.4957275390625
2023-04-05,629.338623046875
2023-04-06,624.8688354492188
2023-04-10,634.412353515625
2023-04-11,631.4324340820312
2023-04-12,638.229736328125
2023-04-13,629.7672729492188
2023-04-14,634.0714721679688
2023-04-17,643.5274047851562
2023-04-18,648.9029541015625
2023-04-19,648.0167236328125
2023-04-20,649.7112426757812
2023-04-21,652.5742797851562
2023-04-24,657.6480712890625
2023-04-25,654.2493286132812
2023-04-26,642.5536499023438
2023-04-27,678.1373291015625
2023-04-28,677.3682250976562
2023-05-01,677.7478637695312
2023-05-02,670.7849731445312
2023-05-03,665.7210693359375
2023-05-04,650.0325927734375
2023-05-05,659.671142578125
2023-05-08,662.317626953125
2023-05-09,668.4601440429688
2023-05-10,665.481689453125
2023-05-11,668.323486328125
2023-05-12,668.5675659179688
2023-05-15,654.6712646484375
2023-05-16,648.6848754882812
2023-05-17,655.5306396484375
2023-05-18,663.3626098632812
2023-05-19,665.794189453125
2023-05-22,655.5598754882812
2023-05-23,644.1732177734375
2023-05-24,641.1849975585938
2023-05-25,644.1439819335938
2023-05-26,648.6555786132812
2023-05-30,638.7241821289062
2023-05-31,633.8023681640625
2023-06-01,639.94482421875
2023-06-02,661.878173828125
2023-06-05,659.8176879882812
2023-06-06,669.7296752929688
2023-06-07,681.4776000976562
2023-06-08,688.4501342773438
2023-06-09,689.9150390625
2023-06-12,705.3933715820312
2023-06-13,719.6998901367188
2023-06-14,710.0223388671875
2023-06-15,726.4478759765625
2023-06-16,715.256591796875
2023-06-20,713.547607421875
2023-06-21,724.6997680664062
2023-06-22,718.674560546875
2023-06-23,720.5984497070312
2023-06-26,730.5493774414062
2023-06-27,752.4338989257812
2023-06-28,754.8656005859375
2023-06-29,763.957275390625
2023-06-30,770.099853515625
2023-07-03,764.211181640625
2023-07-05,764.3382568359375
2023-07-06,760.6271362304688
2023-07-07,757.9808349609375
2023-07-10,778.0587158203125
2023-07-11,777.0430297851562
2023-07-12,759.0745849609375
2023-07-13,743.7132568359375
2023-07-14,745.4515380859375
2023-07-17,746.0863647460938
2023-07-18,742.38525390625
2023-07-19,748.088134765625
2023-07-20,749.1624755859375
2023-07-21,750.9691772460938
2023-07-24,751.2230834960938
2023-07-25,748.6351928710938
2023-07-26,744.2504272460938
2023-07-27,707.678466796875
2023-07-28,714.221435546875
2023-07-31,721.1744995117188
2023-08-01,708.313232421875
2023-08-02,704.8270263671875
2023-08-03,705.930419921875
2023-08-04,691.6630249023438
2023-08-07,700.4324340820312
2023-08-08,696.7508544921875
2023-08-09,697.9519653320312
2023-08-10,695.5791015625
2023-08-11,698.4380493164062
2023-08-14,700.729248046875
2023-08-15,697.9877319335938
2023-08-16,694.4922485351562
2023-08-17,688.65673828125
2023-08-18,688.8524780273438
2023-08-21,688.372802734375
2023-08-22,684.2703247070312
2023-08-23,692.357666015625
2023-08-24,693.6306762695312
2023-08-25,699.6325073242188
2023-08-28,695.3831787109375
2023-08-29,702.804931640625
2023-08-30,710.1578979492188
2023-08-31,699.221435546875
2023-09-01,695.9314575195312
2023-09-05,678.5328369140625
2023-09-06,679.0516357421875
2023-09-07,677.3383178710938
2023-09-08,675.51708984375
2023-09-11,677.5340576171875
2023-09-12,672.1881713867188
2023-09-13,670.6411743164062
