Date,ETSY
2024-03-28,68.72000122070312
2024-04-01,65.9000015258789
2024-04-02,65.18000030517578
2024-04-03,65.1500015258789
2024-04-04,65.55999755859375
2024-04-05,64.9800033569336
2024-04-08,66.0999984741211
2024-04-09,68.66999816894531
2024-04-10,67.69000244140625
2024-04-11,68.41000366210938
2024-04-12,67.05000305175781
2024-04-15,66.7300033569336
2024-04-16,68.36000061035156
2024-04-17,67.48999786376953
2024-04-18,67.33999633789062
2024-04-19,66.76000213623047
2024-04-22,66.44999694824219
2024-04-23,68.3499984741211
2024-04-24,66.87000274658203
2024-04-25,67.19999694824219
2024-04-26,67.43000030517578
2024-04-29,68.87999725341797
2024-04-30,68.66999816894531
2024-05-01,69.73999786376953
2024-05-02,59.2400016784668
2024-05-03,59.970001220703125
2024-05-06,62.459999084472656
2024-05-07,62.77000045776367
2024-05-08,62.56999969482422
2024-05-09,63.45000076293945
2024-05-10,61.91999816894531
2024-05-13,62.5099983215332
2024-05-14,63.56999969482422
2024-05-15,64.56999969482422
2024-05-16,64.08999633789062
2024-05-17,63.970001220703125
2024-05-20,64.12999725341797
2024-05-21,64.18000030517578
2024-05-22,64.04000091552734
2024-05-23,62.08000183105469
2024-05-24,60.619998931884766
2024-05-28,61.06999969482422
2024-05-29,60.79999923706055
2024-05-30,61.43000030517578
2024-05-31,63.470001220703125
2024-06-03,65.19999694824219
2024-06-04,64.91000366210938
2024-06-05,64.86000061035156
2024-06-06,66.22000122070312
2024-06-07,65.27999877929688
2024-06-10,66.06999969482422
2024-06-11,65.45999908447266
2024-06-12,63.27000045776367
2024-06-13,60.13999938964844
2024-06-14,58.869998931884766
2024-06-17,58.70000076293945
2024-06-18,57.66999816894531
2024-06-20,58.20000076293945
2024-06-21,60.16999816894531
2024-06-24,59.95000076293945
2024-06-25,59.4900016784668
2024-06-26,59.4900016784668
2024-06-27,58.720001220703125
2024-06-28,58.97999954223633
