Date,SEDG
2022-10-20,197.83999633789062
2022-10-21,202.66000366210938
2022-10-24,203.74000549316406
2022-10-25,215.61000061035156
2022-10-26,225.67999267578125
2022-10-27,228.8300018310547
2022-10-28,231.72000122070312
2022-10-31,230.02999877929688
2022-11-01,225.25
2022-11-02,217.5800018310547
2022-11-03,224.9499969482422
2022-11-04,219.0
2022-11-07,211.3000030517578
2022-11-08,251.72999572753906
2022-11-09,249.22000122070312
2022-11-10,283.6700134277344
2022-11-11,288.9100036621094
2022-11-14,284.010009765625
2022-11-15,287.9700012207031
2022-11-16,289.760009765625
2022-11-17,299.2099914550781
2022-11-18,306.3900146484375
2022-11-21,301.4100036621094
2022-11-22,309.17999267578125
2022-11-23,306.25
2022-11-25,301.9100036621094
2022-11-28,295.45001220703125
2022-11-29,290.8500061035156
2022-11-30,298.8599853515625
2022-12-01,295.7699890136719
2022-12-02,308.7699890136719
2022-12-05,314.05999755859375
2022-12-06,298.9800109863281
2022-12-07,310.7900085449219
2022-12-08,315.510009765625
2022-12-09,314.79998779296875
2022-12-12,314.9100036621094
2022-12-13,327.6400146484375
2022-12-14,335.6099853515625
2022-12-15,327.30999755859375
2022-12-16,320.5299987792969
2022-12-19,309.5799865722656
2022-12-20,309.8999938964844
2022-12-21,323.1600036621094
2022-12-22,311.4599914550781
2022-12-23,310.1499938964844
2022-12-27,293.0400085449219
2022-12-28,275.8399963378906
2022-12-29,280.6600036621094
2022-12-30,283.2699890136719
2023-01-03,285.42999267578125
2023-01-04,290.55999755859375
2023-01-05,276.75
2023-01-06,281.80999755859375
2023-01-09,284.1400146484375
2023-01-10,285.4800109863281
2023-01-11,302.1499938964844
2023-01-12,309.4599914550781
2023-01-13,315.0199890136719
2023-01-17,320.1700134277344
2023-01-18,319.70001220703125
2023-01-19,286.7200012207031
2023-01-20,294.7300109863281
2023-01-23,309.17999267578125
2023-01-24,308.3699951171875
2023-01-25,300.5199890136719
2023-01-26,303.3800048828125
2023-01-27,306.44000244140625
2023-01-30,301.8699951171875
2023-01-31,319.1300048828125
2023-02-01,327.69000244140625
2023-02-02,327.6099853515625
2023-02-03,316.0
2023-02-06,319.54998779296875
2023-02-07,319.4100036621094
2023-02-08,323.6099853515625
2023-02-09,295.8699951171875
2023-02-10,300.7099914550781
2023-02-13,310.7099914550781
2023-02-14,315.42999267578125
2023-02-15,343.9800109863281
2023-02-16,314.94000244140625
2023-02-17,305.0400085449219
2023-02-21,294.510009765625
2023-02-22,295.7099914550781
2023-02-23,301.8599853515625
2023-02-24,296.17999267578125
2023-02-27,313.6300048828125
2023-02-28,317.9200134277344
2023-03-01,327.42999267578125
2023-03-02,323.4200134277344
2023-03-03,326.8299865722656
2023-03-06,332.4800109863281
2023-03-07,328.3699951171875
2023-03-08,324.92999267578125
2023-03-09,313.5299987792969
2023-03-10,304.32000732421875
2023-03-13,316.2099914550781
2023-03-14,314.2699890136719
2023-03-15,306.42999267578125
2023-03-16,285.57000732421875
2023-03-17,267.2099914550781
2023-03-20,272.30999755859375
2023-03-21,296.510009765625
2023-03-22,289.5199890136719
2023-03-23,291.5400085449219
2023-03-24,284.5199890136719
2023-03-27,284.5899963378906
2023-03-28,277.79998779296875
2023-03-29,291.94000244140625
2023-03-30,296.0299987792969
2023-03-31,303.95001220703125
2023-04-03,298.30999755859375
2023-04-04,292.7699890136719
2023-04-05,278.8999938964844
2023-04-06,280.239990234375
2023-04-10,283.19000244140625
2023-04-11,288.3500061035156
2023-04-12,284.9599914550781
2023-04-13,306.8900146484375
2023-04-14,300.4599914550781
2023-04-17,315.1600036621094
2023-04-18,316.3900146484375
2023-04-19,314.3599853515625
2023-04-20,318.20001220703125
2023-04-21,319.20001220703125
2023-04-24,318.45001220703125
2023-04-25,309.2099914550781
2023-04-26,276.9700012207031
2023-04-27,289.1499938964844
2023-04-28,285.6300048828125
2023-05-01,276.0
2023-05-02,263.6099853515625
2023-05-03,263.82000732421875
2023-05-04,281.2200012207031
2023-05-05,293.3900146484375
2023-05-08,291.67999267578125
2023-05-09,286.260009765625
2023-05-10,294.8900146484375
2023-05-11,296.05999755859375
2023-05-12,301.8500061035156
2023-05-15,307.32000732421875
2023-05-16,295.1199951171875
2023-05-17,303.07000732421875
2023-05-18,301.67999267578125
2023-05-19,295.9200134277344
2023-05-22,298.8699951171875
2023-05-23,288.95001220703125
2023-05-24,288.20001220703125
2023-05-25,296.9599914550781
2023-05-26,294.4100036621094
2023-05-30,295.7900085449219
2023-05-31,284.8299865722656
2023-06-01,294.75
2023-06-02,291.05999755859375
2023-06-05,294.1000061035156
2023-06-06,290.75
2023-06-07,290.17999267578125
2023-06-08,285.3999938964844
2023-06-09,282.3299865722656
2023-06-12,285.4200134277344
2023-06-13,283.04998779296875
2023-06-14,271.44000244140625
2023-06-15,277.4599914550781
2023-06-16,276.70001220703125
2023-06-20,255.36000061035156
2023-06-21,251.99000549316406
2023-06-22,244.57000732421875
2023-06-23,243.64999389648438
2023-06-26,247.61000061035156
2023-06-27,255.22999572753906
2023-06-28,257.9599914550781
2023-06-29,253.9600067138672
