Date,COR
2025-11-18,361.6400146484375
2025-11-19,360.7300109863281
2025-11-20,362.07000732421875
2025-11-21,365.67999267578125
2025-11-24,372.2200012207031
2025-11-25,374.75
2025-11-26,368.5299987792969
2025-11-28,368.92999267578125
2025-12-01,360.1199951171875
2025-12-02,350.6700134277344
2025-12-03,335.30999755859375
2025-12-04,337.6300048828125
2025-12-05,339.6600036621094
2025-12-08,337.82000732421875
2025-12-09,337.2900085449219
2025-12-10,340.7900085449219
2025-12-11,344.5
2025-12-12,346.0
2025-12-15,350.32000732421875
2025-12-16,341.7200012207031
2025-12-17,342.9599914550781
2025-12-18,340.5799865722656
2025-12-19,340.92999267578125
2025-12-22,340.0299987792969
2025-12-23,340.5899963378906
2025-12-24,339.9800109863281
2025-12-26,341.04998779296875
2025-12-29,340.25
2025-12-30,340.0400085449219
