Date,MOH
2024-08-12,337.6700134277344
2024-08-13,339.55999755859375
2024-08-14,339.2200012207031
2024-08-15,345.94000244140625
2024-08-16,349.9700012207031
2024-08-19,346.17999267578125
2024-08-20,348.5
2024-08-21,347.19000244140625
2024-08-22,343.8800048828125
2024-08-23,345.82000732421875
2024-08-26,347.2900085449219
2024-08-27,349.80999755859375
2024-08-28,352.4200134277344
2024-08-29,350.55999755859375
2024-08-30,349.7900085449219
2024-09-03,356.0299987792969
2024-09-04,331.239990234375
2024-09-05,331.1199951171875
2024-09-06,327.4800109863281
2024-09-09,323.7200012207031
2024-09-10,332.3999938964844
2024-09-11,344.7300109863281
2024-09-12,352.94000244140625
2024-09-13,358.20001220703125
2024-09-16,360.7699890136719
2024-09-17,353.04998779296875
2024-09-18,355.1499938964844
2024-09-19,349.9100036621094
2024-09-20,351.4200134277344
2024-09-23,347.9800109863281
2024-09-24,346.2900085449219
2024-09-25,344.5
2024-09-26,338.5199890136719
2024-09-27,341.8599853515625
2024-09-30,344.55999755859375
2024-10-01,341.9100036621094
2024-10-02,331.79998779296875
2024-10-03,331.3599853515625
2024-10-04,330.6700134277344
2024-10-07,325.260009765625
2024-10-08,324.92999267578125
2024-10-09,330.29998779296875
2024-10-10,325.42999267578125
2024-10-11,330.1199951171875
2024-10-14,340.1199951171875
2024-10-15,322.95001220703125
2024-10-16,331.0
2024-10-17,289.4599914550781
2024-10-18,289.7200012207031
2024-10-21,286.6000061035156
2024-10-22,283.9599914550781
2024-10-23,275.0
2024-10-24,323.5899963378906
2024-10-25,325.5400085449219
2024-10-28,315.20001220703125
2024-10-29,323.1300048828125
2024-10-30,324.19000244140625
2024-10-31,321.2200012207031
2024-11-01,326.75
2024-11-04,330.6600036621094
2024-11-05,333.3900146484375
2024-11-06,326.20001220703125
2024-11-07,337.69000244140625
2024-11-08,329.6499938964844
2024-11-11,328.5899963378906
2024-11-12,318.9100036621094
2024-11-13,309.29998779296875
2024-11-14,306.0
2024-11-15,294.3399963378906
2024-11-18,292.19000244140625
2024-11-19,282.5
2024-11-20,294.6400146484375
2024-11-21,296.07000732421875
2024-11-22,290.7900085449219
2024-11-25,297.9700012207031
2024-11-26,296.8399963378906
2024-11-27,296.6000061035156
2024-11-29,297.8999938964844
2024-12-02,301.8699951171875
2024-12-03,311.8999938964844
2024-12-04,310.29998779296875
2024-12-05,300.4200134277344
2024-12-06,294.989990234375
2024-12-09,306.5400085449219
2024-12-10,298.2099914550781
2024-12-11,300.30999755859375
2024-12-12,297.17999267578125
2024-12-13,303.0199890136719
2024-12-16,295.4800109863281
2024-12-17,291.7799987792969
2024-12-18,296.5899963378906
2024-12-19,293.5199890136719
2024-12-20,294.7300109863281
2024-12-23,294.5
2024-12-24,295.19000244140625
2024-12-26,294.17999267578125
2024-12-27,292.17999267578125
2024-12-30,289.3800048828125
2024-12-31,291.04998779296875
2025-01-02,287.239990234375
2025-01-03,294.489990234375
2025-01-06,298.30999755859375
2025-01-07,296.4800109863281
2025-01-08,298.989990234375
2025-01-10,286.0799865722656
2025-01-13,294.45001220703125
2025-01-14,294.0299987792969
2025-01-15,288.17999267578125
2025-01-16,282.6000061035156
2025-01-17,286.2099914550781
2025-01-21,297.44000244140625
2025-01-22,302.6700134277344
2025-01-23,306.3599853515625
2025-01-24,304.3299865722656
2025-01-27,311.8800048828125
2025-01-28,307.4200134277344
2025-01-29,304.2799987792969
2025-01-30,312.8900146484375
2025-01-31,310.4100036621094
2025-02-03,325.3599853515625
2025-02-04,315.4100036621094
2025-02-05,317.010009765625
2025-02-06,285.010009765625
2025-02-07,283.9700012207031
2025-02-10,286.4200134277344
2025-02-11,273.05999755859375
2025-02-12,266.57000732421875
2025-02-13,270.6700134277344
2025-02-14,272.2799987792969
2025-02-18,268.55999755859375
2025-02-19,286.7900085449219
2025-02-20,291.4599914550781
2025-02-21,283.80999755859375
2025-02-24,287.4200134277344
2025-02-25,305.9700012207031
2025-02-26,284.7099914550781
2025-02-27,292.9800109863281
2025-02-28,301.1199951171875
2025-03-03,302.8399963378906
2025-03-04,306.489990234375
2025-03-05,311.8900146484375
2025-03-06,323.8299865722656
2025-03-07,327.3299865722656
2025-03-10,333.2699890136719
2025-03-11,324.80999755859375
2025-03-12,314.9700012207031
2025-03-13,311.07000732421875
2025-03-14,308.2200012207031
2025-03-17,315.9700012207031
2025-03-18,317.07000732421875
2025-03-19,314.8699951171875
2025-03-20,315.260009765625
2025-03-21,309.92999267578125
2025-03-24,312.6499938964844
2025-03-25,310.5299987792969
2025-03-26,323.44000244140625
2025-03-27,323.4700012207031
2025-03-28,322.8500061035156
2025-03-31,329.3900146484375
2025-04-01,327.7099914550781
2025-04-02,328.489990234375
2025-04-03,353.239990234375
2025-04-04,346.7099914550781
2025-04-07,340.3800048828125
2025-04-08,330.6600036621094
2025-04-09,340.0899963378906
2025-04-10,342.67999267578125
2025-04-11,345.0
2025-04-14,348.57000732421875
2025-04-15,335.5
2025-04-16,332.3800048828125
2025-04-17,322.19000244140625
2025-04-21,302.0899963378906
2025-04-22,321.1600036621094
2025-04-23,332.0
2025-04-24,313.80999755859375
2025-04-25,314.510009765625
2025-04-28,320.20001220703125
2025-04-29,319.82000732421875
2025-04-30,327.010009765625
2025-05-01,313.0400085449219
2025-05-02,318.0400085449219
2025-05-05,319.6300048828125
2025-05-06,316.20001220703125
2025-05-07,327.0199890136719
2025-05-08,325.8599853515625
2025-05-09,322.20001220703125
2025-05-12,327.69000244140625
2025-05-13,310.45001220703125
2025-05-14,311.6199951171875
2025-05-15,313.9700012207031
2025-05-16,325.3399963378906
2025-05-19,325.3500061035156
2025-05-20,326.1499938964844
2025-05-21,319.6199951171875
2025-05-22,309.7699890136719
2025-05-23,305.2300109863281
2025-05-27,307.7699890136719
2025-05-28,301.3299865722656
2025-05-29,303.8699951171875
2025-05-30,305.0400085449219
2025-06-02,297.3500061035156
2025-06-03,293.5899963378906
2025-06-04,292.6099853515625
2025-06-05,293.55999755859375
2025-06-06,296.8800048828125
2025-06-09,297.0
2025-06-10,295.69000244140625
2025-06-11,294.6199951171875
2025-06-12,293.4800109863281
2025-06-13,298.1400146484375
2025-06-16,290.25
2025-06-17,292.3999938964844
2025-06-18,295.3399963378906
2025-06-20,294.010009765625
2025-06-23,291.1400146484375
2025-06-24,294.510009765625
2025-06-25,294.1400146484375
2025-06-26,291.05999755859375
2025-06-27,297.04998779296875
2025-06-30,297.8999938964844
2025-07-01,306.2900085449219
2025-07-02,239.0
2025-07-03,239.5800018310547
2025-07-07,232.61000061035156
2025-07-08,231.02000427246094
2025-07-09,237.22000122070312
2025-07-10,228.5800018310547
2025-07-11,221.5500030517578
2025-07-14,218.9499969482422
2025-07-15,214.61000061035156
2025-07-16,216.05999755859375
2025-07-17,204.25
2025-07-18,182.97999572753906
2025-07-21,176.44000244140625
2025-07-22,180.63999938964844
2025-07-23,190.25
2025-07-24,158.22000122070312
2025-07-25,165.02000427246094
2025-07-28,164.19000244140625
2025-07-29,161.07000732421875
2025-07-30,159.97000122070312
2025-07-31,157.8699951171875
2025-08-01,155.1300048828125
2025-08-04,158.14999389648438
2025-08-05,155.24000549316406
2025-08-06,152.30999755859375
2025-08-07,155.0
2025-08-08,156.89999389648438
2025-08-11,153.8300018310547
2025-08-12,157.30999755859375
2025-08-13,161.2100067138672
2025-08-14,159.6300048828125
2025-08-15,167.49000549316406
2025-08-18,169.14999389648438
2025-08-19,173.85000610351562
2025-08-20,173.60000610351562
2025-08-21,172.8300018310547
2025-08-22,174.44000244140625
2025-08-25,175.1699981689453
2025-08-26,174.77999877929688
2025-08-27,176.1199951171875
2025-08-28,174.72000122070312
2025-08-29,180.8300018310547
2025-09-02,183.25
2025-09-03,177.0399932861328
2025-09-04,170.8300018310547
2025-09-05,174.64999389648438
2025-09-08,175.5500030517578
2025-09-09,181.5399932861328
2025-09-10,179.14999389648438
2025-09-11,188.44000244140625
2025-09-12,180.8800048828125
2025-09-15,176.11000061035156
2025-09-16,176.4499969482422
2025-09-17,176.32000732421875
2025-09-18,179.7100067138672
2025-09-19,175.13999938964844
2025-09-22,181.8699951171875
2025-09-23,182.55999755859375
2025-09-24,190.7100067138672
2025-09-25,189.3000030517578
2025-09-26,191.97999572753906
2025-09-29,192.9499969482422
2025-09-30,191.36000061035156
2025-10-01,192.7899932861328
2025-10-02,194.25
2025-10-03,201.97000122070312
2025-10-06,200.57000732421875
2025-10-07,203.25999450683594
2025-10-08,202.9199981689453
2025-10-09,200.36000061035156
2025-10-10,194.0500030517578
2025-10-13,194.27000427246094
2025-10-14,194.88999938964844
2025-10-15,192.38999938964844
2025-10-16,188.55999755859375
2025-10-17,192.67999267578125
