Date,TYL
2023-05-12,390.67999267578125
2023-05-15,393.7300109863281
2023-05-16,386.8699951171875
2023-05-17,395.1300048828125
2023-05-18,399.7699890136719
2023-05-19,394.0400085449219
2023-05-22,397.9700012207031
2023-05-23,390.1099853515625
2023-05-24,385.0899963378906
2023-05-25,387.2799987792969
2023-05-26,393.6000061035156
2023-05-30,397.25
2023-05-31,396.9599914550781
2023-06-01,398.9800109863281
2023-06-02,397.69000244140625
2023-06-05,398.2200012207031
2023-06-06,394.0799865722656
2023-06-07,388.32000732421875
2023-06-08,389.4700012207031
2023-06-09,388.6700134277344
2023-06-12,393.5199890136719
2023-06-13,389.8699951171875
2023-06-14,392.1000061035156
2023-06-15,394.6000061035156
2023-06-16,393.79998779296875
2023-06-20,391.6600036621094
2023-06-21,392.19000244140625
2023-06-22,399.25
2023-06-23,396.92999267578125
2023-06-26,402.04998779296875
2023-06-27,407.739990234375
2023-06-28,408.8900146484375
2023-06-29,411.7300109863281
2023-06-30,416.4700012207031
2023-07-03,412.30999755859375
2023-07-05,412.32000732421875
2023-07-06,410.4800109863281
2023-07-07,406.4800109863281
2023-07-10,413.1199951171875
2023-07-11,412.9599914550781
2023-07-12,417.3299865722656
2023-07-13,420.6499938964844
2023-07-14,410.9800109863281
2023-07-17,421.75
2023-07-18,422.1300048828125
2023-07-19,417.6400146484375
2023-07-20,404.1400146484375
2023-07-21,403.3299865722656
2023-07-24,402.70001220703125
2023-07-25,408.0799865722656
2023-07-26,408.4200134277344
2023-07-27,383.3900146484375
2023-07-28,390.6700134277344
2023-07-31,396.6300048828125
2023-08-01,398.2799987792969
2023-08-02,388.1300048828125
2023-08-03,382.6099853515625
2023-08-04,381.9200134277344
2023-08-07,383.0799865722656
2023-08-08,377.5899963378906
2023-08-09,378.6600036621094
2023-08-10,388.4700012207031
2023-08-11,387.55999755859375
2023-08-14,387.7900085449219
2023-08-15,380.25
2023-08-16,377.0899963378906
2023-08-17,373.6000061035156
2023-08-18,372.1700134277344
2023-08-21,375.04998779296875
2023-08-22,375.6000061035156
2023-08-23,380.32000732421875
2023-08-24,375.1199951171875
2023-08-25,378.7900085449219
2023-08-28,384.25
2023-08-29,391.5899963378906
2023-08-30,397.9599914550781
2023-08-31,398.42999267578125
2023-09-01,396.6600036621094
2023-09-05,392.1300048828125
2023-09-06,390.6400146484375
2023-09-07,390.9100036621094
2023-09-08,392.1700134277344
2023-09-11,387.6700134277344
2023-09-12,382.30999755859375
2023-09-13,378.6099853515625
2023-09-14,381.4200134277344
2023-09-15,375.3800048828125
2023-09-18,390.1600036621094
2023-09-19,392.6499938964844
2023-09-20,392.5299987792969
2023-09-21,384.2699890136719
2023-09-22,388.5799865722656
2023-09-25,389.0400085449219
2023-09-26,380.8399963378906
2023-09-27,385.30999755859375
2023-09-28,389.5799865722656
2023-09-29,386.1400146484375
2023-10-02,382.3599853515625
2023-10-03,380.8399963378906
2023-10-04,384.5799865722656
2023-10-05,381.79998779296875
2023-10-06,388.239990234375
2023-10-09,392.95001220703125
2023-10-10,392.0
2023-10-11,392.4200134277344
2023-10-12,387.05999755859375
2023-10-13,375.1600036621094
2023-10-16,383.9800109863281
2023-10-17,387.57000732421875
2023-10-18,379.3999938964844
2023-10-19,377.0
2023-10-20,367.7099914550781
2023-10-23,366.7799987792969
2023-10-24,374.1600036621094
2023-10-25,366.6400146484375
2023-10-26,365.2799987792969
2023-10-27,363.6000061035156
2023-10-30,367.7699890136719
2023-10-31,372.8999938964844
2023-11-01,370.70001220703125
2023-11-02,405.75
2023-11-03,416.25
2023-11-06,412.7200012207031
2023-11-07,411.6199951171875
2023-11-08,415.69000244140625
2023-11-09,413.2799987792969
2023-11-10,418.70001220703125
2023-11-13,416.3800048828125
2023-11-14,419.54998779296875
2023-11-15,417.6700134277344
2023-11-16,417.67999267578125
2023-11-17,411.3399963378906
2023-11-20,411.989990234375
2023-11-21,411.0400085449219
2023-11-22,411.8699951171875
2023-11-24,410.1199951171875
2023-11-27,411.2699890136719
2023-11-28,407.1499938964844
2023-11-29,407.30999755859375
2023-11-30,408.8399963378906
2023-12-01,413.7300109863281
2023-12-04,412.94000244140625
2023-12-05,410.8699951171875
2023-12-06,404.25
