Date,WSM
2025-05-21,167.9199981689453
2025-05-22,160.38999938964844
2025-05-23,157.85000610351562
2025-05-27,166.8300018310547
2025-05-28,164.50999450683594
2025-05-29,164.50999450683594
2025-05-30,161.75999450683594
2025-06-02,158.22000122070312
2025-06-03,161.5399932861328
2025-06-04,159.97000122070312
2025-06-05,157.97999572753906
2025-06-06,157.8000030517578
2025-06-09,156.74000549316406
2025-06-10,158.10000610351562
2025-06-11,155.5800018310547
2025-06-12,154.80999755859375
2025-06-13,153.9600067138672
2025-06-16,158.14999389648438
2025-06-17,156.92999267578125
2025-06-18,160.44000244140625
2025-06-20,158.83999633789062
2025-06-23,157.88999938964844
2025-06-24,157.8800048828125
2025-06-25,158.89999389648438
2025-06-26,161.92999267578125
2025-06-27,164.22000122070312
2025-06-30,163.3699951171875
2025-07-01,169.19000244140625
2025-07-02,173.17999267578125
2025-07-03,173.19000244140625
2025-07-07,169.2100067138672
2025-07-08,169.2100067138672
2025-07-09,173.72999572753906
2025-07-10,176.5
2025-07-11,174.82000732421875
2025-07-14,170.4600067138672
2025-07-15,163.6199951171875
2025-07-16,165.00999450683594
2025-07-17,170.1999969482422
2025-07-18,170.38999938964844
2025-07-21,172.1999969482422
2025-07-22,178.61000061035156
2025-07-23,183.64999389648438
2025-07-24,180.5399932861328
2025-07-25,181.7100067138672
2025-07-28,188.22999572753906
2025-07-29,187.11000061035156
2025-07-30,190.52999877929688
2025-07-31,187.0500030517578
2025-08-01,187.6699981689453
2025-08-04,200.52000427246094
2025-08-05,203.77999877929688
2025-08-06,200.75
2025-08-07,199.60000610351562
2025-08-08,199.4199981689453
2025-08-11,200.0
2025-08-12,206.97000122070312
2025-08-13,210.1999969482422
2025-08-14,205.44000244140625
2025-08-15,203.22999572753906
2025-08-18,201.64999389648438
2025-08-19,202.69000244140625
2025-08-20,199.27000427246094
2025-08-21,197.2100067138672
2025-08-22,203.4199981689453
2025-08-25,197.9600067138672
2025-08-26,197.92999267578125
2025-08-27,192.1699981689453
2025-08-28,188.05999755859375
2025-08-29,188.19000244140625
2025-09-02,191.9600067138672
2025-09-03,192.1300048828125
2025-09-04,202.91000366210938
2025-09-05,202.4199981689453
2025-09-08,203.25999450683594
2025-09-09,202.63999938964844
2025-09-10,202.6699981689453
2025-09-11,203.52000427246094
2025-09-12,196.9499969482422
2025-09-15,201.07000732421875
2025-09-16,196.05999755859375
2025-09-17,196.61000061035156
2025-09-18,199.6199951171875
2025-09-19,198.25
2025-09-22,196.66000366210938
2025-09-23,200.3800048828125
2025-09-24,200.38999938964844
2025-09-25,201.11000061035156
2025-09-26,201.35000610351562
2025-09-29,191.97999572753906
2025-09-30,195.4499969482422
2025-10-01,195.3000030517578
2025-10-02,196.13999938964844
2025-10-03,199.42999267578125
2025-10-06,196.14999389648438
2025-10-07,189.05999755859375
2025-10-08,191.11000061035156
2025-10-09,189.2899932861328
2025-10-10,181.4499969482422
2025-10-13,190.0
2025-10-14,191.5
2025-10-15,190.05999755859375
2025-10-16,187.5
2025-10-17,185.36000061035156
2025-10-20,189.8300018310547
2025-10-21,190.91000366210938
2025-10-22,187.99000549316406
2025-10-23,188.02999877929688
2025-10-24,189.08999633789062
2025-10-27,192.86000061035156
2025-10-28,199.6300048828125
2025-10-29,195.49000549316406
2025-10-30,198.27999877929688
2025-10-31,194.33999633789062
2025-11-03,192.6199951171875
2025-11-04,193.99000549316406
2025-11-05,198.9600067138672
2025-11-06,191.8699951171875
2025-11-07,196.9499969482422
2025-11-10,194.64999389648438
2025-11-11,191.49000549316406
2025-11-12,191.88999938964844
2025-11-13,186.47000122070312
2025-11-14,182.24000549316406
2025-11-17,181.32000732421875
2025-11-18,180.75
2025-11-19,174.6199951171875
2025-11-20,172.5500030517578
2025-11-21,177.92999267578125
2025-11-24,173.72999572753906
2025-11-25,179.5800018310547
2025-11-26,181.1199951171875
2025-11-28,180.00999450683594
2025-12-01,182.44000244140625
2025-12-02,178.05999755859375
2025-12-03,178.33999633789062
2025-12-04,176.66000366210938
2025-12-05,179.36000061035156
2025-12-08,179.4499969482422
2025-12-09,180.47999572753906
2025-12-10,187.10000610351562
2025-12-11,189.27999877929688
2025-12-12,187.58999633789062
2025-12-15,185.42999267578125
2025-12-16,185.50999450683594
2025-12-17,185.69000244140625
2025-12-18,189.36000061035156
2025-12-19,190.8800048828125
2025-12-22,191.08999633789062
2025-12-23,188.11000061035156
2025-12-24,189.47000122070312
2025-12-26,188.58999633789062
2025-12-29,187.13999938964844
2025-12-30,181.39999389648438
