Date,CPAY
2024-06-25,270.32000732421875
2024-06-26,270.3399963378906
2024-06-27,269.239990234375
2024-06-28,266.4100036621094
2024-07-01,266.260009765625
2024-07-02,268.260009765625
2024-07-03,267.3900146484375
2024-07-05,270.4800109863281
2024-07-08,271.55999755859375
2024-07-09,269.4700012207031
2024-07-10,273.2200012207031
2024-07-11,280.4200134277344
2024-07-12,286.5199890136719
2024-07-15,289.6300048828125
2024-07-16,293.6099853515625
2024-07-17,297.5199890136719
2024-07-18,293.9700012207031
2024-07-19,291.2300109863281
2024-07-22,290.3500061035156
2024-07-23,289.3800048828125
2024-07-24,285.9800109863281
2024-07-25,285.55999755859375
2024-07-26,292.1700134277344
2024-07-29,293.5899963378906
2024-07-30,297.6400146484375
2024-07-31,291.82000732421875
2024-08-01,284.8999938964844
2024-08-02,274.8999938964844
2024-08-05,265.9100036621094
2024-08-06,270.9700012207031
2024-08-07,270.2799987792969
2024-08-08,286.3299865722656
2024-08-09,284.0400085449219
2024-08-12,278.25
2024-08-13,284.1300048828125
2024-08-14,288.0
2024-08-15,292.75
2024-08-16,293.0899963378906
2024-08-19,294.82000732421875
2024-08-20,289.1400146484375
2024-08-21,294.30999755859375
2024-08-22,297.17999267578125
2024-08-23,297.9599914550781
2024-08-26,300.8900146484375
2024-08-27,303.57000732421875
2024-08-28,303.79998779296875
2024-08-29,311.0199890136719
2024-08-30,315.54998779296875
2024-09-03,314.3699951171875
2024-09-04,311.989990234375
2024-09-05,304.7900085449219
2024-09-06,302.9700012207031
2024-09-09,307.3999938964844
2024-09-10,309.4100036621094
2024-09-11,306.7699890136719
2024-09-12,305.80999755859375
2024-09-13,307.42999267578125
2024-09-16,307.6300048828125
2024-09-17,306.8800048828125
2024-09-18,307.7099914550781
2024-09-19,312.7799987792969
2024-09-20,307.2099914550781
2024-09-23,311.8599853515625
2024-09-24,308.6700134277344
2024-09-25,304.7200012207031
2024-09-26,306.57000732421875
2024-09-27,311.239990234375
2024-09-30,312.760009765625
2024-10-01,314.8500061035156
2024-10-02,316.6499938964844
2024-10-03,318.95001220703125
2024-10-04,331.0
2024-10-07,333.0199890136719
2024-10-08,337.05999755859375
2024-10-09,334.1000061035156
2024-10-10,335.8699951171875
2024-10-11,339.32000732421875
2024-10-14,338.8699951171875
2024-10-15,342.5400085449219
2024-10-16,344.9200134277344
2024-10-17,350.4100036621094
2024-10-18,353.510009765625
2024-10-21,348.7900085449219
2024-10-22,348.9700012207031
2024-10-23,354.3800048828125
2024-10-24,343.8900146484375
2024-10-25,340.7200012207031
2024-10-28,338.9200134277344
2024-10-29,332.0199890136719
2024-10-30,331.8800048828125
2024-10-31,329.7200012207031
2024-11-01,329.80999755859375
2024-11-04,329.6700134277344
2024-11-05,330.80999755859375
2024-11-06,348.9700012207031
2024-11-07,346.5
2024-11-08,366.010009765625
2024-11-11,373.1499938964844
2024-11-12,374.4800109863281
2024-11-13,370.7699890136719
2024-11-14,370.2799987792969
2024-11-15,363.3599853515625
2024-11-18,364.57000732421875
2024-11-19,368.19000244140625
2024-11-20,369.239990234375
2024-11-21,375.4599914550781
2024-11-22,379.8699951171875
2024-11-25,381.5400085449219
2024-11-26,382.1400146484375
2024-11-27,380.6199951171875
2024-11-29,381.17999267578125
2024-12-02,382.989990234375
2024-12-03,374.5799865722656
2024-12-04,371.0
2024-12-05,367.5799865722656
2024-12-06,365.760009765625
2024-12-09,361.7200012207031
2024-12-10,357.239990234375
2024-12-11,365.0
2024-12-12,361.54998779296875
2024-12-13,357.07000732421875
2024-12-16,357.7200012207031
2024-12-17,352.1000061035156
2024-12-18,339.1700134277344
2024-12-19,339.0899963378906
2024-12-20,343.8299865722656
2024-12-23,343.05999755859375
2024-12-24,346.25
2024-12-26,345.2799987792969
2024-12-27,341.2300109863281
2024-12-30,337.57000732421875
2024-12-31,338.4200134277344
2025-01-02,339.92999267578125
2025-01-03,341.8500061035156
2025-01-06,342.3699951171875
2025-01-07,347.6300048828125
2025-01-08,357.4200134277344
2025-01-10,348.3900146484375
2025-01-13,352.2300109863281
2025-01-14,358.4200134277344
2025-01-15,362.2300109863281
2025-01-16,370.0
2025-01-17,370.7900085449219
2025-01-21,375.6099853515625
2025-01-22,373.4100036621094
2025-01-23,377.3699951171875
2025-01-24,379.2900085449219
2025-01-27,379.489990234375
2025-01-28,378.8500061035156
2025-01-29,381.2200012207031
2025-01-30,387.4700012207031
2025-01-31,380.489990234375
2025-02-03,379.6099853515625
2025-02-04,379.6600036621094
2025-02-05,388.6700134277344
2025-02-06,389.54998779296875
2025-02-07,375.8599853515625
2025-02-10,375.1499938964844
2025-02-11,369.2099914550781
2025-02-12,367.4800109863281
2025-02-13,368.4100036621094
2025-02-14,377.30999755859375
2025-02-18,386.70001220703125
2025-02-19,378.260009765625
2025-02-20,368.989990234375
2025-02-21,363.8399963378906
2025-02-24,361.2300109863281
2025-02-25,370.5299987792969
2025-02-26,371.8299865722656
2025-02-27,364.4700012207031
2025-02-28,367.04998779296875
2025-03-03,365.94000244140625
2025-03-04,349.2699890136719
2025-03-05,356.1600036621094
2025-03-06,342.75
2025-03-07,335.7099914550781
2025-03-10,324.69000244140625
2025-03-11,324.6600036621094
2025-03-12,333.9200134277344
2025-03-13,328.4200134277344
2025-03-14,337.8599853515625
2025-03-17,347.30999755859375
2025-03-18,347.1600036621094
2025-03-19,352.3399963378906
2025-03-20,352.82000732421875
2025-03-21,346.69000244140625
2025-03-24,357.95001220703125
2025-03-25,358.6600036621094
2025-03-26,357.3900146484375
2025-03-27,355.239990234375
2025-03-28,346.69000244140625
2025-03-31,348.7200012207031
2025-04-01,351.989990234375
2025-04-02,358.5199890136719
2025-04-03,317.6300048828125
2025-04-04,288.57000732421875
2025-04-07,288.2900085449219
2025-04-08,283.07000732421875
2025-04-09,321.8699951171875
2025-04-10,299.739990234375
2025-04-11,305.4800109863281
2025-04-14,308.510009765625
2025-04-15,312.8399963378906
2025-04-16,306.7699890136719
2025-04-17,308.7300109863281
2025-04-21,298.260009765625
2025-04-22,307.7699890136719
2025-04-23,314.57000732421875
2025-04-24,321.8900146484375
2025-04-25,322.0299987792969
2025-04-28,316.8599853515625
2025-04-29,324.25
2025-04-30,325.3699951171875
2025-05-01,322.6499938964844
2025-05-02,330.3299865722656
2025-05-05,328.1600036621094
2025-05-06,326.2900085449219
2025-05-07,325.8500061035156
2025-05-08,326.9800109863281
2025-05-09,327.2900085449219
2025-05-12,349.6700134277344
2025-05-13,354.82000732421875
2025-05-14,352.760009765625
2025-05-15,347.2099914550781
2025-05-16,348.7799987792969
2025-05-19,348.760009765625
2025-05-20,340.8299865722656
2025-05-21,328.0
2025-05-22,326.1300048828125
2025-05-23,324.30999755859375
2025-05-27,333.2300109863281
2025-05-28,328.760009765625
2025-05-29,329.6099853515625
2025-05-30,325.1099853515625
2025-06-02,322.07000732421875
2025-06-03,326.04998779296875
2025-06-04,326.8800048828125
2025-06-05,331.05999755859375
2025-06-06,337.4599914550781
2025-06-09,342.75
2025-06-10,350.5899963378906
2025-06-11,348.7300109863281
2025-06-12,350.04998779296875
2025-06-13,323.25
2025-06-16,332.3900146484375
2025-06-17,327.3599853515625
2025-06-18,314.4200134277344
2025-06-20,316.30999755859375
2025-06-23,321.8500061035156
2025-06-24,329.4700012207031
2025-06-25,326.4700012207031
2025-06-26,326.0400085449219
2025-06-27,327.0400085449219
2025-06-30,331.82000732421875
2025-07-01,338.8500061035156
2025-07-02,337.1000061035156
2025-07-03,339.1000061035156
2025-07-07,332.1199951171875
2025-07-08,332.1300048828125
2025-07-09,331.19000244140625
2025-07-10,335.67999267578125
2025-07-11,324.3900146484375
2025-07-14,326.3900146484375
2025-07-15,319.6099853515625
2025-07-16,327.05999755859375
2025-07-17,335.1000061035156
2025-07-18,332.0199890136719
2025-07-21,330.7699890136719
2025-07-22,334.2900085449219
2025-07-23,344.1400146484375
2025-07-24,333.54998779296875
2025-07-25,335.8699951171875
2025-07-28,333.4599914550781
2025-07-29,331.9200134277344
2025-07-30,329.1600036621094
2025-07-31,323.04998779296875
2025-08-01,316.3999938964844
2025-08-04,324.3399963378906
2025-08-05,318.5799865722656
2025-08-06,315.07000732421875
2025-08-07,304.5
2025-08-08,301.70001220703125
2025-08-11,303.7699890136719
2025-08-12,309.3699951171875
2025-08-13,316.5899963378906
2025-08-14,320.2300109863281
2025-08-15,317.6600036621094
2025-08-18,316.5
2025-08-19,320.67999267578125
2025-08-20,316.4200134277344
2025-08-21,317.6600036621094
2025-08-22,331.19000244140625
2025-08-25,322.5299987792969
2025-08-26,325.1700134277344
2025-08-27,325.239990234375
2025-08-28,325.1700134277344
2025-08-29,325.6700134277344
2025-09-02,317.7900085449219
2025-09-03,319.3699951171875
2025-09-04,319.94000244140625
2025-09-05,316.6499938964844
2025-09-08,311.5899963378906
2025-09-09,313.1199951171875
2025-09-10,304.79998779296875
2025-09-11,313.6000061035156
2025-09-12,307.3599853515625
2025-09-15,304.8599853515625
2025-09-16,306.2900085449219
2025-09-17,310.6300048828125
2025-09-18,305.2699890136719
2025-09-19,301.92999267578125
2025-09-22,299.9200134277344
2025-09-23,298.0
2025-09-24,296.2300109863281
2025-09-25,292.17999267578125
2025-09-26,296.70001220703125
2025-09-29,295.8299865722656
2025-09-30,288.05999755859375
2025-10-01,286.4100036621094
2025-10-02,286.9800109863281
2025-10-03,288.3299865722656
2025-10-06,288.70001220703125
2025-10-07,289.0199890136719
2025-10-08,292.2699890136719
2025-10-09,290.8500061035156
2025-10-10,280.1099853515625
2025-10-13,282.510009765625
2025-10-14,289.82000732421875
2025-10-15,287.7799987792969
2025-10-16,277.5
2025-10-17,285.4599914550781
2025-10-20,286.04998779296875
2025-10-21,287.44000244140625
2025-10-22,283.05999755859375
2025-10-23,284.45001220703125
2025-10-24,284.3800048828125
2025-10-27,284.239990234375
2025-10-28,285.5899963378906
2025-10-29,268.1099853515625
2025-10-30,255.0
2025-10-31,260.3500061035156
2025-11-03,263.3599853515625
2025-11-04,261.1700134277344
2025-11-05,261.69000244140625
2025-11-06,278.0
2025-11-07,276.5299987792969
2025-11-10,281.0799865722656
2025-11-11,290.6700134277344
2025-11-12,286.7200012207031
2025-11-13,283.1199951171875
2025-11-14,279.07000732421875
2025-11-17,274.17999267578125
2025-11-18,272.7799987792969
2025-11-19,276.4599914550781
2025-11-20,277.29998779296875
2025-11-21,288.82000732421875
2025-11-24,287.0299987792969
2025-11-25,291.9800109863281
2025-11-26,293.3399963378906
2025-11-28,295.79998779296875
2025-12-01,296.2699890136719
2025-12-02,294.95001220703125
2025-12-03,299.8900146484375
2025-12-04,297.3900146484375
2025-12-05,310.6400146484375
2025-12-08,303.70001220703125
2025-12-09,300.2799987792969
2025-12-10,311.57000732421875
2025-12-11,316.29998779296875
2025-12-12,316.0899963378906
2025-12-15,312.1600036621094
2025-12-16,312.4200134277344
2025-12-17,308.5799865722656
2025-12-18,306.2699890136719
2025-12-19,309.80999755859375
2025-12-22,313.9700012207031
2025-12-23,309.7699890136719
2025-12-24,311.57000732421875
2025-12-26,310.17999267578125
2025-12-29,308.9700012207031
2025-12-30,305.1000061035156
