Date,WDAY
2024-11-07,257.9800109863281
2024-11-08,256.5400085449219
2024-11-11,264.1499938964844
2024-11-12,270.32000732421875
2024-11-13,276.510009765625
2024-11-14,271.489990234375
2024-11-15,259.4100036621094
2024-11-18,259.3599853515625
2024-11-19,259.8999938964844
2024-11-20,259.44000244140625
2024-11-21,268.07000732421875
2024-11-22,267.75
2024-11-25,267.69000244140625
2024-11-26,270.19000244140625
2024-11-27,253.39999389648438
2024-11-29,249.99000549316406
2024-12-02,251.4600067138672
2024-12-03,257.05999755859375
2024-12-04,268.8699951171875
2024-12-05,262.70001220703125
2024-12-06,266.4200134277344
2024-12-09,279.9100036621094
2024-12-10,270.8800048828125
2024-12-11,272.3599853515625
2024-12-12,274.82000732421875
2024-12-13,273.6700134277344
2024-12-16,278.3500061035156
2024-12-17,278.010009765625
2024-12-18,268.92999267578125
2024-12-19,266.8299865722656
2024-12-20,273.0400085449219
2024-12-23,265.3900146484375
2024-12-24,269.0400085449219
2024-12-26,269.3800048828125
2024-12-27,266.239990234375
2024-12-30,262.0
2024-12-31,258.0299987792969
2025-01-02,251.83999633789062
2025-01-03,252.83999633789062
2025-01-06,254.13999938964844
2025-01-07,249.67999267578125
2025-01-08,254.69000244140625
2025-01-10,249.7100067138672
2025-01-13,246.0
2025-01-14,246.02999877929688
2025-01-15,248.57000732421875
2025-01-16,250.6999969482422
2025-01-17,249.63999938964844
2025-01-21,250.72000122070312
2025-01-22,253.47999572753906
2025-01-23,255.3000030517578
2025-01-24,258.2799987792969
2025-01-27,264.20001220703125
2025-01-28,270.42999267578125
2025-01-29,265.3999938964844
2025-01-30,260.07000732421875
2025-01-31,262.05999755859375
2025-02-03,259.7699890136719
2025-02-04,259.7300109863281
2025-02-05,276.1700134277344
2025-02-06,277.82000732421875
2025-02-07,271.8900146484375
2025-02-10,269.8800048828125
2025-02-11,263.0
2025-02-12,257.9200134277344
2025-02-13,260.1300048828125
2025-02-14,258.04998779296875
2025-02-18,265.7200012207031
2025-02-19,261.1000061035156
2025-02-20,261.6300048828125
2025-02-21,256.3900146484375
2025-02-24,261.80999755859375
2025-02-25,255.22000122070312
2025-02-26,271.0899963378906
2025-02-27,260.57000732421875
2025-02-28,263.3399963378906
2025-03-03,254.57000732421875
2025-03-04,253.6300048828125
2025-03-05,259.6099853515625
2025-03-06,253.75999450683594
2025-03-07,252.3800048828125
2025-03-10,243.0
2025-03-11,242.92999267578125
2025-03-12,241.6699981689453
2025-03-13,237.22000122070312
2025-03-14,244.1699981689453
2025-03-17,250.6199951171875
2025-03-18,251.91000366210938
2025-03-19,252.5
2025-03-20,250.47000122070312
2025-03-21,249.49000549316406
2025-03-24,249.91000366210938
2025-03-25,252.8300018310547
2025-03-26,250.7899932861328
2025-03-27,244.5500030517578
2025-03-28,238.49000549316406
2025-03-31,233.52999877929688
2025-04-01,234.52999877929688
2025-04-02,235.38999938964844
2025-04-03,228.3300018310547
2025-04-04,217.13999938964844
2025-04-07,215.32000732421875
2025-04-08,210.47000122070312
2025-04-09,231.4199981689453
2025-04-10,224.74000549316406
2025-04-11,226.50999450683594
2025-04-14,232.33999633789062
2025-04-15,233.32000732421875
2025-04-16,227.7100067138672
2025-04-17,221.02000427246094
2025-04-21,214.10000610351562
2025-04-22,220.99000549316406
2025-04-23,224.8699951171875
2025-04-24,236.8699951171875
2025-04-25,239.52999877929688
2025-04-28,239.82000732421875
2025-04-29,243.38999938964844
2025-04-30,245.0
2025-05-01,246.61000061035156
2025-05-02,248.67999267578125
2025-05-05,248.33999633789062
2025-05-06,247.7899932861328
2025-05-07,250.5800018310547
2025-05-08,257.9800109863281
2025-05-09,259.17999267578125
2025-05-12,266.57000732421875
2025-05-13,270.0199890136719
2025-05-14,271.1700134277344
2025-05-15,274.7099914550781
2025-05-16,273.04998779296875
2025-05-19,273.29998779296875
2025-05-20,273.8399963378906
2025-05-21,268.5400085449219
2025-05-22,272.07000732421875
2025-05-23,238.00999450683594
2025-05-27,239.3000030517578
2025-05-28,239.89999389648438
2025-05-29,241.75999450683594
2025-05-30,247.7100067138672
2025-06-02,247.75
2025-06-03,251.1199951171875
2025-06-04,249.47999572753906
2025-06-05,250.10000610351562
2025-06-06,252.72000122070312
2025-06-09,252.89999389648438
2025-06-10,252.72999572753906
2025-06-11,251.36000061035156
2025-06-12,250.69000244140625
2025-06-13,244.5399932861328
2025-06-16,245.64999389648438
2025-06-17,242.6999969482422
2025-06-18,236.8800048828125
2025-06-20,238.19000244140625
2025-06-23,236.5800018310547
2025-06-24,239.19000244140625
2025-06-25,233.4600067138672
2025-06-26,237.2100067138672
2025-06-27,237.3699951171875
2025-06-30,240.0
2025-07-01,239.22999572753906
2025-07-02,237.74000549316406
2025-07-03,241.75999450683594
2025-07-07,241.2100067138672
2025-07-08,240.47000122070312
2025-07-09,240.1699981689453
2025-07-10,229.3000030517578
2025-07-11,223.3699951171875
2025-07-14,224.75999450683594
2025-07-15,224.9199981689453
2025-07-16,226.72999572753906
2025-07-17,230.88999938964844
2025-07-18,233.05999755859375
2025-07-21,233.7100067138672
2025-07-22,239.11000061035156
2025-07-23,241.02999877929688
2025-07-24,237.1999969482422
2025-07-25,241.74000549316406
2025-07-28,238.0399932861328
2025-07-29,239.6300048828125
2025-07-30,237.67999267578125
2025-07-31,229.3800048828125
2025-08-01,222.22000122070312
2025-08-04,225.1199951171875
2025-08-05,224.97999572753906
2025-08-06,229.0800018310547
2025-08-07,220.97999572753906
2025-08-08,222.07000732421875
2025-08-11,213.69000244140625
2025-08-12,214.60000610351562
2025-08-13,223.07000732421875
2025-08-14,221.9199981689453
2025-08-15,226.08999633789062
2025-08-18,231.85000610351562
2025-08-19,229.7899932861328
2025-08-20,227.49000549316406
2025-08-21,227.5800018310547
2025-08-22,221.27000427246094
2025-08-25,223.38999938964844
2025-08-26,222.8800048828125
2025-08-27,229.7100067138672
2025-08-28,228.5
2025-08-29,230.82000732421875
2025-09-02,228.88999938964844
2025-09-03,233.42999267578125
2025-09-04,231.1300048828125
2025-09-05,231.0800018310547
2025-09-08,231.80999755859375
2025-09-09,230.72999572753906
2025-09-10,226.47999572753906
2025-09-11,226.6699981689453
2025-09-12,223.38999938964844
2025-09-15,222.75
2025-09-16,219.00999450683594
2025-09-17,234.8800048828125
2025-09-18,233.5
2025-09-19,233.6199951171875
2025-09-22,242.66000366210938
2025-09-23,240.32000732421875
2025-09-24,241.50999450683594
2025-09-25,242.75
2025-09-26,246.6699981689453
2025-09-29,247.69000244140625
2025-09-30,240.72999572753906
2025-10-01,232.2100067138672
2025-10-02,232.10000610351562
2025-10-03,236.47999572753906
2025-10-06,238.36000061035156
2025-10-07,233.1699981689453
2025-10-08,238.25
2025-10-09,238.22000122070312
2025-10-10,233.17999267578125
2025-10-13,236.60000610351562
2025-10-14,237.17999267578125
2025-10-15,234.75999450683594
2025-10-16,227.60000610351562
2025-10-17,234.25
2025-10-20,241.1999969482422
2025-10-21,245.6699981689453
2025-10-22,242.8300018310547
2025-10-23,243.27999877929688
2025-10-24,242.75
2025-10-27,238.91000366210938
2025-10-28,236.92999267578125
2025-10-29,231.36000061035156
2025-10-30,232.8699951171875
2025-10-31,239.9199981689453
2025-11-03,237.67999267578125
2025-11-04,233.47000122070312
2025-11-05,232.10000610351562
2025-11-06,224.5
2025-11-07,225.1699981689453
2025-11-10,227.97000122070312
2025-11-11,226.97999572753906
2025-11-12,225.92999267578125
2025-11-13,223.49000549316406
2025-11-14,230.82000732421875
2025-11-17,224.9499969482422
2025-11-18,225.63999938964844
2025-11-19,223.86000061035156
2025-11-20,216.80999755859375
2025-11-21,225.13999938964844
2025-11-24,226.63999938964844
2025-11-25,233.69000244140625
2025-11-26,215.33999633789062
2025-11-28,215.6199951171875
2025-12-01,213.35000610351562
2025-12-02,213.05999755859375
2025-12-03,214.83999633789062
2025-12-04,216.6199951171875
2025-12-05,219.9600067138672
2025-12-08,221.0
2025-12-09,222.25
2025-12-10,222.75
2025-12-11,224.0399932861328
2025-12-12,224.49000549316406
2025-12-15,214.89999389648438
2025-12-16,216.11000061035156
2025-12-17,216.0
2025-12-18,218.0800018310547
2025-12-19,218.6300048828125
2025-12-22,217.99000549316406
2025-12-23,215.44000244140625
2025-12-24,216.85000610351562
2025-12-26,220.6999969482422
2025-12-29,218.99000549316406
2025-12-30,216.92999267578125
