ticker,status,n_rows,start_date,end_date,note
CBRE,ok,2641,2015-07-01,2025-12-31,
CBS,delisted,0,2015-07-01,2019-06-30,sem dados no Yahoo
CCE,delisted,0,2015-07-01,2015-12-31,sem dados no Yahoo
CCI,ok,2641,2015-07-01,2025-12-31,
CCL,ok,2641,2015-07-01,2025-12-31,
CDAY,delisted,0,2021-07-01,2023-12-31,sem dados no Yahoo
CDNS,ok,2136,2017-07-01,2025-12-31,
CDW,ok,1635,2019-07-01,2025-12-31,
CE,ok,1635,2018-07-01,2024-12-31,
CEG,ok,991,2022-01-01,2025-12-31,
CELG,delisted,0,2015-07-01,2019-06-30,sem dados no Yahoo
CERN,delisted,0,2015-07-01,2021-12-31,sem dados no Yahoo
CF,ok,2641,2015-07-01,2025-12-31,
CFG,ok,2513,2016-01-01,2025-12-31,
CHD,ok,2641,2015-07-01,2025-12-31,
CHK,delisted,0,2015-07-01,2017-12-31,sem dados no Yahoo
CHRW,ok,2641,2015-07-01,2025-12-31,
CHTR,ok,2388,2016-07-01,2025-12-31,
CI,ok,2641,2015-07-01,2025-12-31,
CINF,ok,2641,2015-07-01,2025-12-31,
CL,ok,2641,2015-07-01,2025-12-31,
CLX,ok,2641,2015-07-01,2025-12-31,
CMA,delisted,0,2015-07-01,2023-12-31,sem dados no Yahoo
CMCSA,ok,2641,2015-07-01,2025-12-31,
CME,ok,2641,2015-07-01,2025-12-31,
CMG,ok,2641,2015-07-01,2025-12-31,
CMI,ok,2641,2015-07-01,2025-12-31,
CMS,ok,2641,2015-07-01,2025-12-31,
CNC,ok,2513,2016-01-01,2025-12-31,
CNP,ok,2641,2015-07-01,2025-12-31,
CNX,ok,127,2015-07-01,2015-12-31,
COF,ok,2641,2015-07-01,2025-12-31,
COG,delisted,0,2015-07-01,2021-06-30,sem dados no Yahoo
COIN,ok,249,2025-01-01,2025-12-31,
COL,ok,741,2015-07-01,2018-06-30,
COO,ok,2388,2016-07-01,2025-12-31,
COP,ok,2641,2015-07-01,2025-12-31,
COR,ok,627,2023-07-01,2025-12-31,
COST,ok,2641,2015-07-01,2025-12-31,
COTY,ok,1005,2016-07-01,2020-06-30,
CPAY,ok,501,2024-01-01,2025-12-31,
CPB,ok,2641,2015-07-01,2025-12-31,
CPGX,delisted,0,2015-07-01,2016-06-30,sem dados no Yahoo
CPRI,ok,1005,2016-01-01,2019-12-31,
CPRT,ok,1885,2018-07-01,2025-12-31,
CPT,ok,1002,2022-01-01,2025-12-31,
CRH,ok,127,2025-07-01,2025-12-31,
CRL,ok,1254,2021-01-01,2025-12-31,
CRM,ok,2641,2015-07-01,2025-12-31,
CRWD,ok,501,2024-01-01,2025-12-31,
CSCO,ok,2641,2015-07-01,2025-12-31,
CSGP,ok,878,2022-07-01,2025-12-31,
CSRA,ok,535,2015-07-01,2017-12-31,
CSX,ok,2641,2015-07-01,2025-12-31,
CTAS,ok,2641,2015-07-01,2025-12-31,
CTL,delisted,0,2015-07-01,2020-06-30,sem dados no Yahoo
CTLT,delisted,0,2020-07-01,2024-06-30,sem dados no Yahoo
CTRA,ok,1130,2021-07-01,2025-12-31,
CTSH,ok,2641,2015-07-01,2025-12-31,
CTVA,ok,1660,2019-01-01,2025-12-31,
CTXS,delisted,0,2015-07-01,2022-06-30,sem dados no Yahoo
CVC,delisted,0,2015-07-01,2015-12-31,sem dados no Yahoo
CVNA,ok,127,2025-07-01,2025-12-31,
CVS,ok,2641,2015-07-01,2025-12-31,
CVX,ok,2641,2015-07-01,2025-12-31,
CXO,delisted,0,2016-01-01,2020-12-31,sem dados no Yahoo
CZR,ok,1126,2021-01-01,2025-06-30,
D,ok,2641,2015-07-01,2025-12-31,
DAL,ok,2641,2015-07-01,2025-12-31,
DASH,ok,249,2025-01-01,2025-12-31,
DAY,ok,501,2024-01-01,2025-12-31,
DD,ok,2641,2015-07-01,2025-12-31,
DDOG,ok,127,2025-07-01,2025-12-31,
DE,ok,2641,2015-07-01,2025-12-31,
DECK,ok,501,2024-01-01,2025-12-31,
DELL,ok,377,2024-07-01,2025-12-31,
DFS,delisted,0,2015-07-01,2024-12-31,sem dados no Yahoo
DG,ok,2641,2015-07-01,2025-12-31,
DGX,ok,2641,2015-07-01,2025-12-31,
DHI,ok,2641,2015-07-01,2025-12-31,
DHR,ok,2641,2015-07-01,2025-12-31,
DIS,ok,2641,2015-07-01,2025-12-31,
DISCA,delisted,0,2015-07-01,2021-12-31,sem dados no Yahoo
DISCK,delisted,0,2015-07-01,2021-12-31,sem dados no Yahoo
DISH,delisted,0,2017-01-01,2022-12-31,sem dados no Yahoo
DLR,ok,2513,2016-01-01,2025-12-31,
DLTR,ok,2641,2015-07-01,2025-12-31,
DNB,delisted,0,2015-07-01,2016-12-31,sem dados no Yahoo
DO,delisted,0,2015-07-01,2016-06-30,sem dados no Yahoo
DOC,ok,501,2024-01-01,2025-12-31,
DOV,ok,2641,2015-07-01,2025-12-31,
DOW,ok,1706,2015-07-01,2025-12-31,
DPZ,ok,1507,2020-01-01,2025-12-31,
DRE,delisted,0,2017-07-01,2022-06-30,sem dados no Yahoo
DRI,ok,2641,2015-07-01,2025-12-31,
DTE,ok,2641,2015-07-01,2025-12-31,
DUK,ok,2641,2015-07-01,2025-12-31,
DVA,ok,2641,2015-07-01,2025-12-31,
DVN,ok,2641,2015-07-01,2025-12-31,
DWDP,delisted,0,2017-07-01,2018-12-31,sem dados no Yahoo
DXC,ok,1633,2017-01-01,2023-06-30,
DXCM,ok,1507,2020-01-01,2025-12-31,
EA,ok,2641,2015-07-01,2025-12-31,
EBAY,ok,2641,2015-07-01,2025-12-31,
ECL,ok,2641,2015-07-01,2025-12-31,
ED,ok,2641,2015-07-01,2025-12-31,
EFX,ok,2641,2015-07-01,2025-12-31,
EG,ok,627,2023-07-01,2025-12-31,
EIX,ok,2641,2015-07-01,2025-12-31,
EL,ok,2641,2015-07-01,2025-12-31,
ELV,ok,1002,2022-01-01,2025-12-31,
EMC,delisted,0,2015-07-01,2016-06-30,sem dados no Yahoo
EME,ok,127,2025-07-01,2025-12-31,
EMN,ok,2513,2015-07-01,2025-06-30,
EMR,ok,2641,2015-07-01,2025-12-31,
ENDP,delisted,0,2015-07-01,2016-12-31,sem dados no Yahoo
ENPH,ok,1126,2021-01-01,2025-06-30,
EOG,ok,2641,2015-07-01,2025-12-31,
EPAM,ok,1130,2021-07-01,2025-12-31,
EQIX,ok,2641,2015-07-01,2025-12-31,
EQR,ok,2641,2015-07-01,2025-12-31,
EQT,ok,2641,2015-07-01,2025-12-31,
ERIE,ok,377,2024-07-01,2025-12-31,
ES,ok,2641,2015-07-01,2025-12-31,
ESRX,ok,755,2015-07-01,2018-06-30,
ESS,ok,2641,2015-07-01,2025-12-31,
ESV,delisted,0,2015-07-01,2015-12-31,sem dados no Yahoo
ETFC,delisted,0,2015-07-01,2020-06-30,sem dados no Yahoo
ETN,ok,2641,2015-07-01,2025-12-31,
ETR,ok,2641,2015-07-01,2025-12-31,
ETSY,ok,1005,2020-07-01,2024-06-30,
EVHC,ok,502,2016-07-01,2018-06-30,
EVRG,ok,2010,2018-01-01,2025-12-31,
EW,ok,2641,2015-07-01,2025-12-31,
EXC,ok,2641,2015-07-01,2025-12-31,
EXE,ok,249,2025-01-01,2025-12-31,
EXPD,ok,2641,2015-07-01,2025-12-31,
EXPE,ok,2641,2015-07-01,2025-12-31,
EXR,ok,2513,2016-01-01,2025-12-31,
F,ok,2641,2015-07-01,2025-12-31,
FANG,ok,1885,2018-07-01,2025-12-31,
FAST,ok,2641,2015-07-01,2025-12-31,
FB,delisted,0,2015-07-01,2021-12-31,sem dados no Yahoo
FBHS,delisted,0,2016-01-01,2022-06-30,sem dados no Yahoo
FCX,ok,2641,2015-07-01,2025-12-31,
FDS,ok,1130,2021-07-01,2025-12-31,
FDX,ok,2641,2015-07-01,2025-12-31,
FE,ok,2641,2015-07-01,2025-12-31,
FFIV,ok,2641,2015-07-01,2025-12-31,
FI,delisted,0,2023-01-01,2025-06-30,sem dados no Yahoo
FICO,ok,751,2023-01-01,2025-12-31,
FIS,ok,2641,2015-07-01,2025-12-31,
FISV,ok,2640,2015-07-01,2025-12-31,
FITB,ok,2641,2015-07-01,2025-12-31,
FIX,ok,127,2025-07-01,2025-12-31,
FL,delisted,0,2016-01-01,2019-06-30,sem dados no Yahoo
FLIR,delisted,0,2015-07-01,2020-12-31,sem dados no Yahoo
FLR,ok,881,2015-07-01,2018-12-31,
FLS,ok,1386,2015-07-01,2020-12-31,
FLT,delisted,0,2018-01-01,2023-12-31,sem dados no Yahoo
FMC,ok,2391,2015-07-01,2024-12-31,
FOSL,ok,127,2015-07-01,2015-12-31,
FOX,ok,1711,2015-07-01,2025-12-31,
FOXA,ok,1712,2015-07-01,2025-12-31,
FRC,delisted,0,2019-01-01,2022-12-31,sem dados no Yahoo
FRT,ok,2513,2016-01-01,2025-12-31,
FSLR,ok,2641,2015-07-01,2025-12-31,
FTI,ok,1386,2015-07-01,2020-12-31,
FTNT,ok,1885,2018-07-01,2025-12-31,
FTR,delisted,0,2015-07-01,2016-12-31,sem dados no Yahoo
FTV,ok,2387,2016-07-01,2025-12-31,
GAS,delisted,0,2015-07-01,2016-06-30,sem dados no Yahoo
GD,ok,2641,2015-07-01,2025-12-31,
GDDY,ok,501,2024-01-01,2025-12-31,
GE,ok,2641,2015-07-01,2025-12-31,
GEHC,ok,751,2023-01-01,2025-12-31,
GEN,ok,878,2022-07-01,2025-12-31,
GEV,ok,442,2024-01-01,2025-12-31,
GGP,delisted,0,2015-07-01,2018-06-30,sem dados no Yahoo
GILD,ok,2641,2015-07-01,2025-12-31,
GIS,ok,2641,2015-07-01,2025-12-31,
GL,ok,1635,2019-07-01,2025-12-31,
GLW,ok,2641,2015-07-01,2025-12-31,
GM,ok,2641,2015-07-01,2025-12-31,
GMCR,delisted,0,2015-07-01,2015-12-31,sem dados no Yahoo
GME,ok,127,2015-07-01,2015-12-31,
GNRC,ok,1254,2021-01-01,2025-12-31,
GOOG,ok,2641,2015-07-01,2025-12-31,
GOOGL,ok,2641,2015-07-01,2025-12-31,
GPC,ok,2641,2015-07-01,2025-12-31,
GPN,ok,2513,2016-01-01,2025-12-31,
GPS,delisted,0,2015-07-01,2021-12-31,sem dados no Yahoo
GRMN,ok,2641,2015-07-01,2025-12-31,
GS,ok,2641,2015-07-01,2025-12-31,
GT,ok,881,2015-07-01,2018-12-31,
GWW,ok,2641,2015-07-01,2025-12-31,
HAL,ok,2641,2015-07-01,2025-12-31,
HAR,delisted,0,2015-07-01,2016-12-31,sem dados no Yahoo
HAS,ok,2641,2015-07-01,2025-12-31,
HBAN,ok,2641,2015-07-01,2025-12-31,
HBI,delisted,0,2015-07-01,2021-06-30,sem dados no Yahoo
HCA,ok,2641,2015-07-01,2025-12-31,
HCP,delisted,0,2015-07-01,2019-06-30,sem dados no Yahoo
HD,ok,2641,2015-07-01,2025-12-31,
HES,delisted,0,2015-07-01,2025-06-30,sem dados no Yahoo
HFC,delisted,0,2018-01-01,2020-12-31,sem dados no Yahoo
HIG,ok,2641,2015-07-01,2025-12-31,
HII,ok,2010,2018-01-01,2025-12-31,
HLT,ok,2261,2017-01-01,2025-12-31,
HOG,ok,1133,2015-07-01,2019-12-31,
HOLX,ok,2513,2016-01-01,2025-12-31,
HON,ok,2641,2015-07-01,2025-12-31,
HOOD,ok,127,2025-07-01,2025-12-31,
HOT,ok,199,2015-07-01,2016-06-30,
HP,ok,1133,2015-07-01,2019-12-31,
HPE,ok,2565,2015-07-01,2025-12-31,
HPQ,ok,2641,2015-07-01,2025-12-31,
HRB,ok,1258,2015-07-01,2020-06-30,
HRL,ok,2641,2015-07-01,2025-12-31,
HRS,delisted,0,2015-07-01,2018-12-31,sem dados no Yahoo
HSIC,ok,2641,2015-07-01,2025-12-31,
HST,ok,2641,2015-07-01,2025-12-31,
HSY,ok,2641,2015-07-01,2025-12-31,
HUBB,ok,627,2023-07-01,2025-12-31,
HUM,ok,2641,2015-07-01,2025-12-31,
HWM,ok,1507,2020-01-01,2025-12-31,
IBKR,ok,127,2025-07-01,2025-12-31,
IBM,ok,2641,2015-07-01,2025-12-31,
ICE,ok,2641,2015-07-01,2025-12-31,
IDXX,ok,2261,2017-01-01,2025-12-31,
IEX,ok,1635,2019-07-01,2025-12-31,
IFF,ok,2641,2015-07-01,2025-12-31,
ILMN,ok,2140,2015-07-01,2023-12-31,
INCY,ok,2261,2017-01-01,2025-12-31,
INFO,delisted,0,2017-01-01,2021-12-31,sem dados no Yahoo
INTC,ok,2641,2015-07-01,2025-12-31,
INTU,ok,2641,2015-07-01,2025-12-31,
INVH,ok,878,2022-07-01,2025-12-31,
IP,ok,2641,2015-07-01,2025-12-31,
IPG,delisted,0,2015-07-01,2025-06-30,sem dados no Yahoo
IPGP,ok,1007,2018-01-01,2021-12-31,
IQV,ok,2136,2017-07-01,2025-12-31,
IR,ok,2171,2015-07-01,2025-12-31,
IRM,delisted,0,2015-07-01,2025-12-31,sem dados no Yahoo
ISRG,ok,2641,2015-07-01,2025-12-31,
IT,ok,2261,2017-01-01,2025-12-31,
ITW,ok,2641,2015-07-01,2025-12-31,
IVZ,ok,2641,2015-07-01,2025-12-31,
J,ok,1635,2019-07-01,2025-12-31,
JBHT,ok,2641,2015-07-01,2025-12-31,
JBL,ok,627,2023-07-01,2025-12-31,
JCI,ok,2641,2015-07-01,2025-12-31,
JEC,delisted,0,2015-07-01,2019-06-30,sem dados no Yahoo
JEF,ok,1006,2015-07-01,2019-06-30,
JKHY,ok,1885,2018-07-01,2025-12-31,
JNJ,ok,2641,2015-07-01,2025-12-31,
JNPR,delisted,0,2015-07-01,2025-06-30,sem dados no Yahoo
JPM,ok,2641,2015-07-01,2025-12-31,
JWN,delisted,0,2015-07-01,2019-12-31,sem dados no Yahoo
K,delisted,0,2015-07-01,2025-06-30,sem dados no Yahoo
KDP,ok,2641,2015-07-01,2025-12-31,
KEY,ok,2641,2015-07-01,2025-12-31,
KEYS,ok,1885,2018-07-01,2025-12-31,
KHC,ok,2639,2015-07-01,2025-12-31,
KIM,ok,2641,2015-07-01,2025-12-31,
KKR,ok,501,2024-01-01,2025-12-31,
KLAC,ok,2641,2015-07-01,2025-12-31,
KMB,ok,2641,2015-07-01,2025-12-31,
KMI,ok,2641,2015-07-01,2025-12-31,
KMX,ok,2513,2015-07-01,2025-06-30,
KO,ok,2641,2015-07-01,2025-12-31,
KORS,delisted,0,2015-07-01,2018-06-30,sem dados no Yahoo
KR,ok,2641,2015-07-01,2025-12-31,
KSS,ok,1258,2015-07-01,2020-06-30,
KSU,delisted,0,2015-07-01,2021-06-30,sem dados no Yahoo
KVUE,ok,627,2023-07-01,2025-12-31,
L,ok,2641,2015-07-01,2025-12-31,
LB,delisted,0,2015-07-01,2021-06-30,sem dados no Yahoo
LDOS,ok,1635,2019-07-01,2025-12-31,
LEG,ok,1510,2015-07-01,2021-06-30,
LEN,ok,2641,2015-07-01,2025-12-31,
LH,ok,2641,2015-07-01,2025-12-31,
LHX,ok,1759,2019-01-01,2025-12-31,
LII,ok,377,2024-07-01,2025-12-31,
LIN,ok,1885,2018-07-01,2025-12-31,
LKQ,ok,2385,2016-01-01,2025-06-30,
LLL,delisted,0,2015-07-01,2019-06-30,sem dados no Yahoo
LLTC,delisted,0,2015-07-01,2016-12-31,sem dados no Yahoo
LLY,ok,2641,2015-07-01,2025-12-31,
LM,delisted,0,2015-07-01,2016-06-30,sem dados no Yahoo
LMT,ok,2641,2015-07-01,2025-12-31,
LNC,ok,2013,2015-07-01,2023-06-30,
LNT,ok,2388,2016-07-01,2025-12-31,
LOW,ok,2641,2015-07-01,2025-12-31,
LRCX,ok,2641,2015-07-01,2025-12-31,
LULU,ok,627,2023-07-01,2025-12-31,
LUMN,ok,631,2020-07-01,2022-12-31,
LUV,ok,2641,2015-07-01,2025-12-31,
LVLT,delisted,0,2015-07-01,2017-06-30,sem dados no Yahoo
LVS,ok,1635,2019-07-01,2025-12-31,
LW,ok,1885,2018-07-01,2025-12-31,
LYB,ok,2641,2015-07-01,2025-12-31,
LYV,ok,1635,2019-07-01,2025-12-31,
M,ok,1133,2015-07-01,2019-12-31,
MA,ok,2641,2015-07-01,2025-12-31,
MAA,ok,2388,2016-07-01,2025-12-31,
MAC,ok,1006,2015-07-01,2019-06-30,
MAR,ok,2641,2015-07-01,2025-12-31,
MAS,ok,2641,2015-07-01,2025-12-31,
MAT,ok,881,2015-07-01,2018-12-31,
MCD,ok,2641,2015-07-01,2025-12-31,
MCHP,ok,2641,2015-07-01,2025-12-31,
MCK,ok,2641,2015-07-01,2025-12-31,
MCO,ok,2641,2015-07-01,2025-12-31,
MDLZ,ok,2641,2015-07-01,2025-12-31,
MDT,ok,2641,2015-07-01,2025-12-31,
MET,ok,2641,2015-07-01,2025-12-31,
META,ok,1002,2022-01-01,2025-12-31,
MGM,ok,2136,2017-07-01,2025-12-31,
MHK,ok,2513,2015-07-01,2025-06-30,
MJN,delisted,0,2015-07-01,2016-12-31,sem dados no Yahoo
MKC,ok,2641,2015-07-01,2025-12-31,
MKTX,ok,1507,2019-07-01,2025-06-30,
MLM,ok,2641,2015-07-01,2025-12-31,
MMC,delisted,0,2015-07-01,2025-12-31,sem dados no Yahoo
MMM,ok,2641,2015-07-01,2025-12-31,
MNK,delisted,0,2015-07-01,2017-06-30,sem dados no Yahoo
MNST,ok,2641,2015-07-01,2025-12-31,
MO,ok,2641,2015-07-01,2025-12-31,
MOH,ok,1002,2022-01-01,2025-12-31,
MON,delisted,0,2015-07-01,2017-12-31,sem dados no Yahoo
MOS,ok,2641,2015-07-01,2025-12-31,
MPC,ok,2641,2015-07-01,2025-12-31,
MPWR,ok,1254,2021-01-01,2025-12-31,
MRK,ok,2641,2015-07-01,2025-12-31,
MRNA,ok,1130,2021-07-01,2025-12-31,
MRO,delisted,0,2015-07-01,2024-06-30,sem dados no Yahoo
MS,ok,2641,2015-07-01,2025-12-31,
MSCI,ok,2010,2018-01-01,2025-12-31,
MSFT,ok,2641,2015-07-01,2025-12-31,
MSI,ok,2641,2015-07-01,2025-12-31,
MTB,ok,2641,2015-07-01,2025-12-31,
MTCH,ok,1130,2021-07-01,2025-12-31,
MTD,ok,2388,2016-07-01,2025-12-31,
MU,ok,2641,2015-07-01,2025-12-31,
MUR,ok,504,2015-07-01,2017-06-30,
MXIM,delisted,0,2018-07-01,2021-06-30,sem dados no Yahoo
MYL,delisted,0,2015-07-01,2020-06-30,sem dados no Yahoo
NAVI,ok,631,2015-07-01,2017-12-31,
NBL,delisted,0,2015-07-01,2020-06-30,sem dados no Yahoo
NCLH,ok,2136,2017-07-01,2025-12-31,
NDAQ,ok,2641,2015-07-01,2025-12-31,
NDSN,ok,1002,2022-01-01,2025-12-31,
NEE,ok,2641,2015-07-01,2025-12-31,
NEM,ok,2641,2015-07-01,2025-12-31,
NFLX,ok,2641,2015-07-01,2025-12-31,
NFX,ok,880,2015-07-01,2018-12-31,
NI,ok,2641,2015-07-01,2025-12-31,
NKE,ok,2641,2015-07-01,2025-12-31,
NKTR,ok,375,2018-01-01,2019-06-30,
NLOK,delisted,0,2019-07-01,2022-06-30,sem dados no Yahoo
NLSN,delisted,0,2015-07-01,2022-06-30,sem dados no Yahoo
NOC,ok,2641,2015-07-01,2025-12-31,
NOV,ok,1510,2015-07-01,2021-06-30,
NOW,ok,1635,2019-07-01,2025-12-31,
NRG,ok,2641,2015-07-01,2025-12-31,
NSC,ok,2641,2015-07-01,2025-12-31,
NTAP,ok,2641,2015-07-01,2025-12-31,
NTRS,ok,2641,2015-07-01,2025-12-31,
NUE,ok,2641,2015-07-01,2025-12-31,
NVDA,ok,2641,2015-07-01,2025-12-31,
NVR,ok,1635,2019-07-01,2025-12-31,
NWL,ok,2013,2015-07-01,2023-06-30,
NWS,ok,2641,2015-07-01,2025-12-31,
NWSA,ok,2641,2015-07-01,2025-12-31,
NXPI,ok,1254,2021-01-01,2025-12-31,
O,ok,2641,2015-07-01,2025-12-31,
ODFL,ok,1635,2019-07-01,2025-12-31,
OGN,ok,535,2021-01-01,2023-06-30,
OI,ok,252,2015-07-01,2016-06-30,
OKE,ok,2641,2015-07-01,2025-12-31,
OMC,ok,2641,2015-07-01,2025-12-31,
ON,ok,1002,2022-01-01,2025-12-31,
ORCL,ok,2641,2015-07-01,2025-12-31,
ORLY,ok,2641,2015-07-01,2025-12-31,
OTIS,ok,1454,2020-01-01,2025-12-31,
OXY,ok,2641,2015-07-01,2025-12-31,
PANW,ok,751,2023-01-01,2025-12-31,
PARA,delisted,0,2022-01-01,2025-06-30,sem dados no Yahoo
PAYC,ok,1507,2020-01-01,2025-12-31,
PAYX,ok,2641,2015-07-01,2025-12-31,
PBCT,delisted,0,2015-07-01,2021-12-31,sem dados no Yahoo
PBI,ok,380,2015-07-01,2016-12-31,
PCAR,ok,2641,2015-07-01,2025-12-31,
PCG,ok,2641,2015-07-01,2025-12-31,
PCL,delisted,0,2015-07-01,2015-12-31,sem dados no Yahoo
PCP,delisted,0,2015-07-01,2015-12-31,sem dados no Yahoo
PDCO,delisted,0,2015-07-01,2017-12-31,sem dados no Yahoo
PEAK,delisted,0,2019-07-01,2023-12-31,sem dados no Yahoo
PEG,ok,2641,2015-07-01,2025-12-31,
PENN,ok,375,2021-01-01,2022-06-30,
PEP,ok,2641,2015-07-01,2025-12-31,
PFE,ok,2641,2015-07-01,2025-12-31,
PFG,ok,2641,2015-07-01,2025-12-31,
PG,ok,2641,2015-07-01,2025-12-31,
